Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
1155	Spectrogram 1	2	35755.447	35758.88248	103.9	571.7	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	55.447	Y	bark	faint	AR				X	8	0	X	B	-	Too faint	
1156	Spectrogram 1	2	35762.064	35767.68899	94.5	685	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	62.064	Y	bark		AR				X	-	-	-	-	S		
1157	Spectrogram 1	2	35791.955	35793.79371	122.8	1048.8	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	91.955	Y	bark		AR				X	-	-	-	-	S		
1158	Spectrogram 1	2	35825.9888	35826.5118	132.3	765.4	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	125.9888	Y	bark	faint	AR				Y	2	0	X	B	-		
1160	Spectrogram 1	2	35848.366	35851.17245	127.6	557.5	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	148.366	Y	bark		AR				X	-	-	-	-	S		
1161	Spectrogram 1	2	35876.055	35880.1921	94.5	982.7	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	176.055	Y	bark		AR				X	-	-	-	-	S		
1162	Spectrogram 1	2	35889.35564	35889.57618	122.8	760.6	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	189.3556	Y	bark		AR				Y	1	0	X	B	-		
1163	Spectrogram 1	2	35923.31651	35923.90361	108.7	666.1	2017-ULU01_0+1_20171225_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	223.3165	Y	bark		AR				Y	2	0	X	B	-		
1164	Spectrogram 1	2	36057.182	36058.07716	80.3	557.5	2017-ULU01_0+1_20171225_053602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	57.182	Y	bark		AR				X	-	-	-	-	S		
1165	Spectrogram 1	2	36328.96247	36329.18932	85	1129.1	2017-ULU01_0+1_20171225_233602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	28.9625	Y	bark		AR			Y	Y	1	0	X	B	-		
1166	Spectrogram 1	2	36720.729	36722.51932	141.7	765.4	2017-ULU01_0+1_20171226_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	120.729	Y	bark		AR				X	-	-	-	-	S		
1168	Spectrogram 1	2	36880.31293	36880.71621	103.9	892.9	2017-ULU01_0+1_20171226_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	280.3129	Y	bark		AR			Y	X	1	0	X	B	-	Not regular	
1169	Spectrogram 1	2	37231.868	37234.46881	85	949.6	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	31.868	Y	bark		AR				X	-	-	-	-	S		
1170	Spectrogram 1	2	37239.26962	37239.52796	80.3	812.6	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	39.2696	Y	bark		AR				Y	1	0	X	B	-		
1171	Spectrogram 1	2	37241.86558	37242.39488	113.4	1143.3	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	41.8656	Y	bark		AR				Y	2	0	X	B	-		
1172	Spectrogram 1	2	37246.965	37247.2504	75.6	1681.9	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	46.965	Y	bark		AR				Y	1	0	X	B	-		
1173	Spectrogram 1	2	37258.829	37259.83649	103.9	1029.9	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	58.829	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1174	Spectrogram 1	2	37266.329	37268.83303	85	1029.9	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	66.329	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1175	Spectrogram 1	2	37448.396	37455.07342	94.5	1124.4	2017-ULU01_0+1_20171227_023602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	248.396	Y	"bark, yelp"	faint	AR			Y	X	-	-	-	-	S		
1177	Spectrogram 1	2	37540.655	37544.07838	106.3	1153	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	40.655	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1178	Spectrogram 1	2	37548.683	37549.00961	195.9	1080.2	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	48.683	Y	bark		AR				Y	1	0	X	B	-		
1180	Spectrogram 1	2	37629.394	37631.92222	77.9	679	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	129.394	Y	bark		AR				X	-	-	-	-	-	Not RS	
1181	Spectrogram 1	2	37681.434	37683.95013	89.1	935.1	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	181.434	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1182	Spectrogram 1	2	37734.814	37738.24948	111.3	1152.1	2017-ULU01_0+1_20171227_173602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	234.814	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1184	Spectrogram 1	2	37841.839	37843.714	77.9	1463.8	2017-ULU01_0+1_20171228_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	41.839	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1186	Spectrogram 1	2	37998.683	38001.40478	100.2	879.4	2017-ULU01_0+1_20171228_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	198.683	Y	bark	faint	AR				X	-	-	-	-	S		
1187	Spectrogram 1	2	38088.653	38090.79413	122.4	601.1	2017-ULU01_0+1_20171228_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	288.653	Y	bark		AR				X	-	-	-	-	S		
1188	Spectrogram 1	2	38093.618	38095.37203	105.8	662.3	2017-ULU01_0+1_20171228_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	293.618	Y	bark		AR				X	-	-	-	-	S		
1189	Spectrogram 1	2	38155.835	38156.18847	89.1	651.2	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	55.835	Y	bark		AR				Y	1	0	X	B	-		
1190	Spectrogram 1	2	38158.364	38162.41642	94.6	768.1	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	58.364	Y	bark		AR				X	-	-	-	-	S		
1191	Spectrogram 1	2	38164.712	38169.51442	133.6	634.5	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	64.712	Y	bark		AR				X	-	-	-	-	S		
1192	Spectrogram 1	2	38171.64313	38172.14093	116.9	840.4	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	71.6431	Y	barl		AR				Y	2	0	X	B	-		
1193	Spectrogram 1	2	38173.358	38174.65235	178.1	885	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	73.358	Y	bark		AR				X	-	-	-	-	S		
1194	Spectrogram 1	2	38175.463	38177.60413	161.4	818.2	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	75.463	Y	bark		AR				X	-	-	-	-	S		
1195	Spectrogram 1	2	38292.922	38296.51474	77.9	985.2	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	192.922	Y	bark		AR				X	-	-	-	-	S		
1196	Spectrogram 1	2	38301.64365	38301.87049	94.6	840.4	2017-ULU01_0+1_20171228_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	201.6436	Y	bark		AR			Y	X	1	0	X	B	-	Too faint	
1197	Spectrogram 1	2	38411.96936	38412.39785	94.6	628.9	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	11.9694	Y	bark		AR			Y	Y	2	0	X	B	-		
1198	Spectrogram 1	2	38533.1984	38533.50086	89.1	790.4	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	133.1984	Y	bark		AR				Y	1	0	X	B	-		
1199	Spectrogram 1	2	38553.884	38554.29529	77.9	612.2	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	153.884	Y	bark		AR				Y	1	0	X	B	-		
1200	Spectrogram 1	2	38575.117	38579.09684	83.5	1246.8	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	175.117	Y	bark		AR				X	-	-	-	-	S		
1202	Spectrogram 1	2	38601.52716	38602.86302	72.4	923.9	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	201.5272	Y	bark	good series	AR				Y	5	0	X	B	-		
1203	Spectrogram 1	2	38608.157	38611.22958	83.5	840.4	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	208.157	Y	bark	good series	AR				Y	11	0	X	B	-	Good	
1204	Spectrogram 1	2	38614.294	38620.83836	72.4	773.7	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	214.294	Y	bark	good series	AR				X	-	-	-	-	S		
1205	Spectrogram 1	2	38629.394	38631.30529	89.1	701.3	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	229.394	Y	bark	good series	AR				Y	7	0	X	B	-	Good	
1206	Spectrogram 1	2	38633.882	38638.22474	72.4	1246.8	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	233.882	Y	bark	good series	AR				X	-	-	-	-	S		
1207	Spectrogram 1	2	38668.135	38672.6229	116.9	907.2	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	268.135	Y	"bark, yelp"		AR			Y	X	-	-	-	-	S		
1208	Spectrogram 1	2	38673.813	38679.05091	94.6	1051.9	2017-ULU01_0+1_20171229_093602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	273.813	Y	"bark, yelp"		AR			Y	X	-	-	-	-	S		
1210	Spectrogram 1	2	39016.082	39016.39651	85	614.2	2017-ULU01_0+1_20171230_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	16.082	Y	bark	faint	AR			Y	Y	1	0	X	B	-		
1212	Spectrogram 1	2	39115.76698	39116.16395	103.9	1195.3	2017-ULU01_0+1_20171230_103602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	115.767	Y	"bark, yelp"		AR				Y	1	2	X	BY	-		
1214	Spectrogram 1	2	2531.734	2532.81062	94.5	585.8	2017-ULU01_0+1_20180101_020602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	131.734	Y	bark		AR				X	-	-	-	-	S		
1215	Spectrogram 1	2	2555.632266	2555.878012	94.5	571.7	2017-ULU01_0+1_20180101_020602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_020602.wav	155.6323	Y	bark		AR				Y	1	0	X	B	-		
1218	Spectrogram 1	2	2928.342	2928.7049	94.5	666.1	2017-ULU01_0+1_20180101_033602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180101_033602.wav	228.342	Y	bark		AR				Y	1	0	X	B	-		
1221	Spectrogram 1	2	3318.252	3322.15926	85	458.3	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	18.252	Y	bark		AR				X	-	-	-	-	S		
1222	Spectrogram 1	2	3325.134	3329.50094	85	505.5	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	25.134	Y	bark		AR				X	-	-	-	-	S		
1223	Spectrogram 1	2	3332.413	3334.07025	80.3	529.1	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	32.413	Y	bark		AR				Y	5	0	X	B	-	FAINT	
1225	Spectrogram 1	2	3375.54	3376.83435	89.8	666.1	2017-ULU01_0+1_20180102_013602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180102_013602.wav	75.54	Y	bark		AR			Y	X	-	-	-	-	S		
1227	Spectrogram 1	2	3730.297	3732.30506	85	1105.5	2017-ULU01_0+1_20180105_060602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_060602.wav	130.297	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1231	Spectrogram 1	2	4073.364643	4074.082979	108.7	803.1	2017-ULU01_0+1_20180105_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	173.3646	Y	bark		AR				Y	4	0	X	B	-		
1232	Spectrogram 1	2	4161.997609	4162.602524	85	1313.4	2017-ULU01_0+1_20180105_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	261.9976	Y	"bark, yelp"		AR				Y	1	1	X	BY	-	FAINT	
1234	Spectrogram 1	2	4167.847381	4168.382983	89.8	1119.7	2017-ULU01_0+1_20180105_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180105_110602.wav	267.8474	Y	"bark, yelp"	and a moan simultaneously	AR				Y	1	2	X	BY	-		
1236	Spectrogram 1	2	5828.791	5829.25068	146.5	2513.4	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	128.791	Y	"bark, yelp"		AR				Y	1	1	X	BY	-		
1237	Spectrogram 1	2	5920.395	5922.00387	75.6	2173.2	2017-ULU01_0+1_20180108_150602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_150602.wav	220.395	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1238	Spectrogram 1	2	6121.212	6125.48216	118.1	1034.6	2017-ULU01_0+1_20180108_183602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180108_183602.wav	121.212	Y	bark	too faint?	AR			Y	X	-	-	-	-	S		
1239	Spectrogram 1	2	6312.277	6315.36168	94.5	883.5	2017-ULU01_0+1_20180110_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	12.277	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1240	Spectrogram 1	2	6316.353	6317.98607	94.5	883.5	2017-ULU01_0+1_20180110_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	16.353	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1241	Spectrogram 1	2	6319.268	6322.53412	85	907.1	2017-ULU01_0+1_20180110_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	19.268	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1242	Spectrogram 1	2	6485.264	6485.987958	99.2	1455.1	2017-ULU01_0+1_20180110_063602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_063602.wav	185.264	Y	"bark, yelp"		AR				Y	1	1	X	BY	-		
1243	Spectrogram 1	2	6670.18	6673.88161	103.9	987.4	2017-ULU01_0+1_20180110_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	70.18	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1244	Spectrogram 1	2	6799.975	6800.33791	85	429.9	2017-ULU01_0+1_20180110_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	199.975	Y	bark		AR				Y	1	0	X	B	-		
1245	Spectrogram 1	2	6828.132	6828.628124	89.8	755.9	2017-ULU01_0+1_20180110_113602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180110_113602.wav	228.132	Y	bark		AR				Y	1	0	X	B	-		
1246	Spectrogram 1	2	7132.149	7134.15707	80.3	685	2017-ULU01_0+1_20180111_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_010602.wav	232.149	Y	bark		AR				X	-	-	-	-	S		
1247	Spectrogram 1	2	7135.979986	7136.502985	80.3	600	2017-ULU01_0+1_20180111_010602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_010602.wav	235.98	Y	bark		AR				Y	2	0	X	B	-		
1249	Spectrogram 1	2	7525.007	7525.39409	94.5	694.5	2017-ULU01_0+1_20180111_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	25.007	Y	bark		AR				Y	1	0	X	B	-		
1250	Spectrogram 1	2	7527.0261	7527.914568	89.8	661.4	2017-ULU01_0+1_20180111_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	27.0261	Y	bark		AR				Y	3	0	X	B	-		
1251	Spectrogram 1	2	7545.957921	7546.63845	146.5	2858.3	2017-ULU01_0+1_20180111_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	45.9579	Y	"bark, yelp"		AR				Y	1	1	X	BY	-	Good	
1252	Spectrogram 1	2	7617.605389	7617.788124	94.5	892.9	2017-ULU01_0+1_20180111_110602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180111_110602.wav	117.6054	Y	bark		AR				Y	1	0	X	B	-		
1254	Spectrogram 1	2	7845.785	7847.00678	113.4	4426.8	2017-ULU01_0+1_20180112_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	45.785	Y	bark		AR				X	-	-	-	-	S		
1255	Spectrogram 1	2	7850.322457	7850.933673	70.9	1365.4	2017-ULU01_0+1_20180112_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	50.3225	Y	"bark, yelp"		AR				Y	1	1	X	BY	-		
1256	Spectrogram 1	2	7881.071	7883.61132	66.1	1422	2017-ULU01_0+1_20180112_003602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_003602.wav	81.071	Y	bark		AR				X	-	-	-	-	S		
1260	Spectrogram 1	2	8159.554867	8159.737601	151.2	732.3	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	59.5549	Y	bark		AR			Y	Y	1	0	X	B	-		
1262	Spectrogram 1	2	8181.363	8182.45171	113.4	614.2	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	81.363	Y	bark		AR				Y	3	0	X	B	-		
1263	Spectrogram 1	2	8214.151	8221.17922	99.2	708.7	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	114.151	Y	bark		AR				X	-	-	-	-	S		
1264	Spectrogram 1	2	8225.848	8226.68268	70.9	571.7	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	125.848	Y	bark		AR				X	1	0	X	B	-	Too faint	
1265	Spectrogram 1	2	8239.467	8252.13232	80.3	713.4	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	139.467	Y	"bark, yelp"	long series	AR				X	-	-	-	-	S		
1266	Spectrogram 1	2	8371.244	8373.13109	103.9	703.9	2017-ULU01_0+1_20180112_160602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_160602.wav	271.244	Y	bark		AR				X	-	-	-	-	S		
1267	Spectrogram 1	2	8535.275	8536.59355	146.5	2452	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	135.275	Y	bark		AR				X	-	-	-	-	S		
1268	Spectrogram 1	2	8544.525924	8544.727563	99.2	2381.1	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	144.5259	Y	bark		AR				Y	1	0	X	B	-		
1269	Spectrogram 1	2	8651.318	8653.41074	122.8	1847.2	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	251.318	Y	bark	"faint, and with some noise"	AR				X	-	-	-	-	S		
1270	Spectrogram 1	2	8684.070411	8684.297255	94.5	1039.4	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	284.0704	Y	bark		AR				Y	1	0	X	B	-		
1271	Spectrogram 1	2	8687.67	8687.91193	174.8	996.9	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	287.67	Y	bark		AR				Y	1	0	X	B	-		
1272	Spectrogram 1	2	8698.074	8699.9369	108.7	1133.9	2017-ULU01_0+1_20180112_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180112_193602.wav	298.074	Y	bark		AR				X	-	-	-	-	S		
1273	Spectrogram 1	2	8713.972973	8714.206117	122.8	481.9	2017-ULU01_0+1_20180113_190602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	13.973	Y	bark		AR			Y	Y	1	0	X	B	-		
1274	Spectrogram 1	2	8790.942	8795.26055	118.1	666.1	2017-ULU01_0+1_20180113_190602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	90.942	Y	bark		AR				X	-	-	-	-	S		
1275	Spectrogram 1	2	8890.304	8892.66287	70.9	647.2	2017-ULU01_0+1_20180113_190602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	190.304	Y	bark	faint	AR				X	-	-	-	-	S		
1276	Spectrogram 1	2	8897.002994	8897.513391	184.3	755.9	2017-ULU01_0+1_20180113_190602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180113_190602.wav	197.003	Y	bark		AR				Y	2	0	X	B	-		
1279	Spectrogram 1	2	9224.43	9226.51064	108.7	944.9	2017-ULU01_0+1_20180114_030602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	224.43	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1280	Spectrogram 1	2	9241.803	9247.87558	174.8	1072.4	2017-ULU01_0+1_20180114_030602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	241.803	Y	"bark, yelp"	faint	AR				X	-	-	-	-	S		
1281	Spectrogram 1	2	9250.476	9252.62922	94.5	1072.4	2017-ULU01_0+1_20180114_030602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180114_030602.wav	250.476	Y	bark		AR				X	-	-	-	-	S		
1283	Spectrogram 1	2	9881.581	9885.79067	94.5	845.7	2017-ULU01_0+1_20180115_070602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180115_070602.wav	281.581	Y	"bark, yelp"		AR				X	-	-	-	-	S		
1292	Spectrogram 1	2	12356.55555	12357.01554	89.8	755.9	2017-ULU01_0+1_20180121_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180121_193602.wav	56.5555	Y	"bark, yelp"		AR				Y	1	1	X	BY	-		
1293	Spectrogram 1	2	12497.73	12498.66061	70.9	855.1	2017-ULU01_0+1_20180121_193602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180121_193602.wav	197.73	Y	"bark, yelp"	in noise	AR				Y	2	1	Y	BY	-	Overlap w noise	
1294	Spectrogram 1	2	12644.12808	12644.81491	179.5	1237.8	2017-ULU01_0+1_20180122_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	44.1281	Y	"bark, yelp"		AR				Y	2	1	X	BY	-		
1295	Spectrogram 1	2	12648.2067	12648.93764	99.2	897.6	2017-ULU01_0+1_20180122_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	48.2067	Y	"bark, yelp"		AR				Y	2	1	X	BY	-		
1297	Spectrogram 1	2	12670.13804	12670.85638	151.2	878.7	2017-ULU01_0+1_20180122_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	70.138	Y	bark		AR				Y	2	0	X	B	-		
1298	Spectrogram 1	2	12786.30069	12786.50232	89.8	562.2	2017-ULU01_0+1_20180122_043602.wav	D:\ringed-seal-data\Ulu_2017_2018\2017-ULU01_0+1_20180122_043602.wav	186.3007	Y	bark	faint	AR				Y	1	0	X	B	-	FAINT	
