	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
645	645	658	Spectrogram 1	1	49060.85522	49061.15673	879.433	1468.085	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518074339.wav	ST2_Site27_67145740.220518074339.wav	0.3015	158.2517	X	0	1	X	Y		
646	646	659	Spectrogram 1	1	49062.60145	49063.41175	893.617	1744.681	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518074339.wav	ST2_Site27_67145740.220518074339.wav	0.8103	159.998	X	0	1	X	Y		
647	647	660	Spectrogram 1	1	49178.4456	49178.90414	709.22	1156.028	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518074339.wav	ST2_Site27_67145740.220518074339.wav	0.4585	275.8421	X	0	1	X	Y		
648	648	661	Spectrogram 1	1	49179.48203	49180.09761	673.759	1134.752	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518074339.wav	ST2_Site27_67145740.220518074339.wav	0.6156	276.8785	X	0	1	X	Y		
649	649	662	Spectrogram 1	1	49594.28017	49598.6269	106.383	2177.305	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518075339.wav	ST2_Site27_67145740.220518075339.wav	4.3467	91.5763	y	5	7	X	BY		
650	650	663	Spectrogram 1	1	51087.93905	51088.55463	70.922	1404.255	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518081839.wav	ST2_Site27_67145740.220518081839.wav	0.6156	85.1117	Y	1	0	X	B		
651	651	664	Spectrogram 1	1	51089.36115	51090.07095	49.645	1212.766	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518081839.wav	ST2_Site27_67145740.220518081839.wav	0.7098	86.5338	Y	2	0	X	B		
652	652	665	Spectrogram 1	1	51693.03665	51693.27534	574.468	1872.34	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518082839.wav	ST2_Site27_67145740.220518082839.wav	0.2387	90.1933	X	0	1	X	Y		
653	653	666	Spectrogram 1	1	51694.85825	51695.46755	1177.305	1929.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518082839.wav	ST2_Site27_67145740.220518082839.wav	0.6093	92.0149	X	0	1	X	Y		
654	654	667	Spectrogram 1	1	51696.89343	51697.34569	1134.752	1787.234	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518082839.wav	ST2_Site27_67145740.220518082839.wav	0.4523	94.0501	X	0	1	X	Y		
655	655	668	Spectrogram 1	1	56959.47584	56959.80876	1198.582	1560.284	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518095339.wav	ST2_Site27_67145740.220518095339.wav	0.3329	256.1608	X	0	1	X	Y		
656	656	669	Spectrogram 1	1	57501.12147	57501.37273	730.496	1283.688	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518100339.wav	ST2_Site27_67145740.220518100339.wav	0.2513	197.7801	X	0	1	X	Y		
657	657	670	Spectrogram 1	1	57667.77093	57668.31114	666.667	1191.489	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518100839.wav	ST2_Site27_67145740.220518100839.wav	0.5402	64.3894	X	0	1	X	Y		
658	658	671	Spectrogram 1	1	61148.24798	61148.54949	687.943	1085.106	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518110339.wav	ST2_Site27_67145740.220518110339.wav	0.3015	244.5708	X	0	1	Y	Y	BS <1KHZ	
659	659	672	Spectrogram 1	1	63022.17786	63023.19545	553.191	1163.121	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518113839.wav	ST2_Site27_67145740.220518113839.wav	1.0176	18.3294	X	0	3	X	Y		
660	660	673	Spectrogram 1	1	65245.30762	65245.57144	1468.085	1865.248	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518121339.wav	ST2_Site27_67145740.220518121339.wav	0.2638	141.3458	X	0	1	X	Y		
661	661	674	Spectrogram 1	1	65246.67069	65247.04757	1595.745	2007.092	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518121339.wav	ST2_Site27_67145740.220518121339.wav	0.3769	142.7089	X	0	1	X	Y		
662	662	675	Spectrogram 1	1	65250.16943	65250.42697	1425.532	1893.617	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518121339.wav	ST2_Site27_67145740.220518121339.wav	0.2575	146.2076	X	0	1	X	Y		
663	663	676	Spectrogram 1	1	65251.31265	65251.55134	1219.858	1652.482	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518121339.wav	ST2_Site27_67145740.220518121339.wav	0.2387	147.3508	X	0	1	X	Y		
664	664	677	Spectrogram 1	1	66424.41281	66424.95929	645.39	992.908	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518123339.wav	ST2_Site27_67145740.220518123339.wav	0.5465	120.2865	X	0	1	X	Y		
665	665	678	Spectrogram 1	1	66427.19547	66427.54095	765.957	1127.66	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518123339.wav	ST2_Site27_67145740.220518123339.wav	0.3455	123.0691	X	0	1	X	Y		
666	666	679	Spectrogram 1	1	70326.76909	70327.20879	872.34	1574.468	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518133839.wav	ST2_Site27_67145740.220518133839.wav	0.4397	122.2903	X	0	1	X	Y		
667	667	680	Spectrogram 1	1	71088.19214	71090.45344	70.922	1567.376	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518134839.wav	ST2_Site27_67145740.220518134839.wav	2.2613	283.7043	X	0	4	X	Y		
668	668	681	Spectrogram 1	1	71198.43198	71199.93952	439.716	1666.667	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	1.5075	93.9395	X	0	3	X	Y		
669	669	682	Spectrogram 1	1	71218.28547	71218.64351	829.787	1241.135	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.358	113.793	X	0	1	X	Y		
670	670	683	Spectrogram 1	1	71218.97015	71219.41613	631.206	1070.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.446	114.4776	X	0	1	X	Y		
671	671	684	Spectrogram 1	1	71226.46006	71226.88091	673.759	1290.78	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4209	121.9676	X	0	1	X	Y		
672	672	685	Spectrogram 1	1	71227.16358	71227.52162	638.298	1312.057	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.358	122.6711	X	0	1	X	Y		
673	673	686	Spectrogram 1	1	71228.73393	71228.96634	921.986	1262.411	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.2324	124.2414	X	0	1	X	Y		
674	674	687	Spectrogram 1	1	71229.43116	71229.79549	602.837	1063.83	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.3643	124.9387	X	0	1	X	Y		
675	675	688	Spectrogram 1	1	71230.39222	71230.78795	624.113	1255.319	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.3957	125.8997	X	0	1	X	Y		
676	676	689	Spectrogram 1	1	71242.35449	71242.66228	397.163	1234.043	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.3078	137.862	X	0	1	X	Y		
677	677	690	Spectrogram 1	1	71265.45101	71265.94724	787.234	1354.61	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4962	160.9585	X	0	1	X	Y		
678	678	691	Spectrogram 1	1	71266.24246	71266.76382	751.773	1418.44	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.5214	161.75	X	0	1	X	Y		
679	679	692	Spectrogram 1	1	71268.33417	71268.56658	1085.106	1510.638	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.2324	163.8417	X	0	1	X	Y		
680	680	693	Spectrogram 1	1	71269.1005	71269.55905	780.142	1425.532	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4585	164.608	X	0	1	X	Y		
681	681	694	Spectrogram 1	1	71270.59548	71271.06658	957.447	1368.794	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4711	166.103	X	0	1	X	Y		
682	682	695	Spectrogram 1	1	71272.48618	71272.73116	929.078	1248.227	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.245	167.9937	X	0	1	X	Y		
683	683	696	Spectrogram 1	1	71336.3315	71345.57773	546.099	1531.915	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	9.2462	231.839	X	0	17	Y	Y	WEIRD NOISE	
684	684	697	Spectrogram 1	1	71346.86524	71351.18685	531.915	1539.007	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	4.3216	242.3727	X	0	8	X	Y		
685	685	698	Spectrogram 1	1	71353.78806	71354.22776	489.362	1609.929	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4397	249.2956	X	0	2	X	Y		
686	686	699	Spectrogram 1	1	71356.01796	71356.21268	496.454	1695.035	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.1947	251.5255	X	0	1	X	Y		
687	687	700	Spectrogram 1	1	71358.03429	71358.45514	503.546	1680.851	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135339.wav	ST2_Site27_67145740.220518135339.wav	0.4209	253.5418	X	0	2	X	Y		
688	688	701	Spectrogram 1	1	71424.54039	71425.25647	212.766	1000	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.7161	19.9974	X	0	1	X	Y	FUNNY ONE	
689	689	702	Spectrogram 1	1	71426.37456	71427.04039	219.858	1248.227	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.6658	21.8316	X	0	1	X	Y	FUNNY ONE	
690	690	703	Spectrogram 1	1	71427.95747	71428.58561	226.95	1205.674	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.6281	23.4145	X	0	1	X	Y	FUNNY ONE	
691	691	704	Spectrogram 1	1	71608.81112	71609.82871	7.092	489.362	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	1.0176	204.2681	Y	1	0	X	G		
692	692	705	Spectrogram 1	1	71610.00459	71610.26841	21.277	645.39	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.2638	205.4616	X	1	0	Y	B	NOISEY	
693	693	706	Spectrogram 1	1	71610.63273	71612.03348	42.553	631.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	1.4008	206.0897	X	5	0	Y	B	NOISEY	
694	694	707	Spectrogram 1	1	71618.70496	71618.98762	56.738	985.816	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.2827	214.162	Y	1	0	X	B		
695	695	708	Spectrogram 1	1	71645.16857	71645.40099	99.291	914.894	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.2324	240.6256	Y	1	0	X	B		
696	696	709	Spectrogram 1	1	71651.69634	71651.95388	1028.369	1312.057	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.2575	247.1533	X	0	1	X	Y		
697	697	710	Spectrogram 1	1	71653.58704	71653.89483	63.83	1028.369	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.3078	249.044	X	1	0	Y	B	"NOISEY, TOO FAINT"	
698	698	711	Spectrogram 1	1	71670.67095	71671.22999	609.929	1170.213	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.559	266.1279	X	0	2	X	Y		
699	699	712	Spectrogram 1	1	71671.55663	71673.13326	212.766	1468.085	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	1.5766	267.0136	Y	5	0	X	B	BIT NOISY	
700	700	713	Spectrogram 1	1	71697.03568	71697.33719	638.298	936.17	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.3015	292.4927	X	0	1	X	Y		
701	701	714	Spectrogram 1	1	71698.49925	71698.73166	652.482	929.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518135839.wav	ST2_Site27_67145740.220518135839.wav	0.2324	293.9563	X	0	1	X	Y		
702	702	715	Spectrogram 1	1	71799.65215	71799.97251	581.56	950.355	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3204	95.0558	X	0	1	X	Y		
703	703	716	Spectrogram 1	1	71804.18332	71804.4597	617.021	950.355	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.2764	99.587	X	0	1	X	Y		
704	704	717	Spectrogram 1	1	71840.89625	71841.22289	546.099	1070.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3266	136.2999	X	0	1	X	Y		
705	705	718	Spectrogram 1	1	71842.07088	71842.66133	617.021	1106.383	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.5905	137.4745	X	0	1	X	Y		
706	706	719	Spectrogram 1	1	71868.05525	71868.53264	567.376	1085.106	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.4774	163.4589	X	0	2	X	Y		
707	707	720	Spectrogram 1	1	71877.16964	71877.50255	517.73	1106.383	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3329	172.5733	X	0	1	X	Y		
708	708	721	Spectrogram 1	1	71878.35054	71878.73371	553.191	1184.397	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3832	173.7542	X	0	1	X	Y		
709	709	722	Spectrogram 1	1	71883.97018	71884.80561	702.128	1226.95	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.8354	179.3738	X	0	2	X	Y		
710	710	723	Spectrogram 1	1	71889.77069	71890.14757	765.957	1333.333	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3769	185.1744	X	0	1	X	Y		
711	711	724	Spectrogram 1	1	71900.63612	71900.85597	645.39	1113.475	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.2198	196.0398	X	0	1	X	Y		
712	712	725	Spectrogram 1	1	71901.76049	71902.11225	716.312	1361.702	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.3518	197.1642	X	0	1	X	Y		
713	713	726	Spectrogram 1	1	71904.17884	71904.58713	531.915	1276.596	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140339.wav	ST2_Site27_67145740.220518140339.wav	0.4083	199.5825	X	0	1	X	Y		
714	714	727	Spectrogram 1	1	72107.93564	72108.57634	347.518	1134.752	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140839.wav	ST2_Site27_67145740.220518140839.wav	0.6407	103.328	X	0	1	Y	Y	very noisy	
715	715	728	Spectrogram 1	1	72193.98962	72194.32253	645.39	985.816	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518140839.wav	ST2_Site27_67145740.220518140839.wav	0.3329	189.3819	X	0	1	X	Y		
716	716	729	Spectrogram 1	1	73727.23821	73728.48193	687.943	1503.546	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518143339.wav	ST2_Site27_67145740.220518143339.wav	1.2437	222.4827	X	0	3	X	Y		
717	717	730	Spectrogram 1	1	76381.27093	76381.52219	602.837	1106.383	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518151839.wav	ST2_Site27_67145740.220518151839.wav	0.2513	176.3129	X	0	1	X	Y		
718	718	731	Spectrogram 1	1	77505.64001	77505.94152	695.035	1163.121	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518153840.wav	ST2_Site27_67145740.220518153840.wav	0.3015	100.551	X	0	1	X	Y		
719	719	732	Spectrogram 1	1	77524.36778	77524.61904	1106.383	1503.546	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518153840.wav	ST2_Site27_67145740.220518153840.wav	0.2513	119.2788	X	0	1	X	Y		
720	720	733	Spectrogram 1	1	77525.72457	77526.02607	1134.752	1574.468	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518153840.wav	ST2_Site27_67145740.220518153840.wav	0.3015	120.6356	X	0	1	X	Y		
721	721	734	Spectrogram 1	1	77529.53713	77529.89517	900.709	1964.539	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518153840.wav	ST2_Site27_67145740.220518153840.wav	0.358	124.4481	X	0	1	X	Y		
722	722	735	Spectrogram 1	1	77530.68035	77531.21427	184.397	1950.355	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518153840.wav	ST2_Site27_67145740.220518153840.wav	0.5339	125.5914	Y	1	1	X	BY		
723	723	736	Spectrogram 1	1	77961.43926	77961.70936	425.532	1709.22	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518154340.wav	ST2_Site27_67145740.220518154340.wav	0.2701	256.3986	X	0	1	X	Y		
724	724	737	Spectrogram 1	1	78267.33551	78267.85059	893.617	2127.66	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518154840.wav	ST2_Site27_67145740.220518154840.wav	0.5151	262.2442	X	0	1	X	Y		
725	725	738	Spectrogram 1	1	78268.30913	78268.62948	893.617	2382.979	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518154840.wav	ST2_Site27_67145740.220518154840.wav	0.3204	263.2178	X	0	1	X	Y		
726	726	739	Spectrogram 1	1	78268.93727	78269.54029	921.986	2475.177	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518154840.wav	ST2_Site27_67145740.220518154840.wav	0.603	263.8459	X	0	1	X	Y		
727	727	740	Spectrogram 1	1	80660.5793	80660.85569	92.199	773.05	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518162840.wav	ST2_Site27_67145740.220518162840.wav	0.2764	255.2838	Y	1	0	X	B		
728	728	741	Spectrogram 1	1	80676.15027	80676.57112	99.291	1638.298	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518162840.wav	ST2_Site27_67145740.220518162840.wav	0.4209	270.8548	Y	1	0	X	B		
729	729	742	Spectrogram 1	1	81047.4572	81047.80268	1127.66	2815.603	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518163840.wav	ST2_Site27_67145740.220518163840.wav	0.3455	42.0812	X	0	1	X	Y		
730	730	743	Spectrogram 1	1	81048.62554	81048.96474	1205.674	2907.801	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518163840.wav	ST2_Site27_67145740.220518163840.wav	0.3392	43.2495	X	0	1	X	Y		
731	731	744	Spectrogram 1	1	81054.41957	81054.68967	1092.199	1687.943	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518163840.wav	ST2_Site27_67145740.220518163840.wav	0.2701	49.0436	X	0	1	X	Y		
732	732	745	Spectrogram 1	1	81168.17556	81168.39541	425.532	1000	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518163840.wav	ST2_Site27_67145740.220518163840.wav	0.2198	162.7996	X	0	1	X	Y		
733	733	746	Spectrogram 1	1	81491.36773	81491.55617	702.128	1631.206	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.1884	185.9422	X	0	1	X	Y		
734	734	747	Spectrogram 1	1	81492.20943	81492.89411	822.695	1475.177	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.6847	186.7839	X	0	1	X	Y		
735	735	748	Spectrogram 1	1	81494.30114	81494.57124	751.773	1588.652	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.2701	188.8756	X	0	1	X	Y		
736	736	749	Spectrogram 1	1	81495.02979	81495.16798	985.816	1219.858	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.1382	189.6043	X	0	1	X	Y		
737	737	750	Spectrogram 1	1	81496.54361	81496.98959	709.22	1453.901	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.446	191.1181	X	0	2	X	Y		
738	738	751	Spectrogram 1	1	81498.25215	81498.82376	801.418	1226.95	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.5716	192.8266	X	0	1	X	Y		
739	739	752	Spectrogram 1	1	81505.30627	81505.66431	765.957	1531.915	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164340.wav	ST2_Site27_67145740.220518164340.wav	0.358	199.8808	X	0	1	X	Y		
740	740	753	Spectrogram 1	1	81700.13808	81700.32024	773.05	1297.872	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164840.wav	ST2_Site27_67145740.220518164840.wav	0.1822	94.7083	X	0	1	X	Y		
741	741	754	Spectrogram 1	1	81704.56648	81705.2009	794.326	1198.582	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164840.wav	ST2_Site27_67145740.220518164840.wav	0.6344	99.1366	X	0	2	X	Y		
742	742	755	Spectrogram 1	1	81790.01885	81790.22613	836.879	1588.652	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164840.wav	ST2_Site27_67145740.220518164840.wav	0.2073	184.589	X	0	1	X	Y		
743	743	756	Spectrogram 1	1	81791.33794	81791.7902	751.773	1609.929	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518164840.wav	ST2_Site27_67145740.220518164840.wav	0.4523	185.9081	X	0	1	X	Y		
744	744	757	Spectrogram 1	1	81958.84274	81959.30756	503.546	1546.099	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518165340.wav	ST2_Site27_67145740.220518165340.wav	0.4648	53.4084	X	0	1	X	Y		
745	745	758	Spectrogram 1	1	82218.26575	82218.59866	1021.277	1482.27	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518165840.wav	ST2_Site27_67145740.220518165840.wav	0.3329	12.8087	X	0	1	Y	Y	BS <1KHZ	
746	746	759	Spectrogram 1	1	82248.0583	82248.38493	659.574	1709.22	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518165840.wav	ST2_Site27_67145740.220518165840.wav	0.3266	42.6013	X	0	1	X	Y		
747	747	760	Spectrogram 1	1	82511.4992	82511.9389	624.113	1127.66	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.4397	6.0342	X	0	1	X	Y		
748	748	761	Spectrogram 1	1	82512.61101	82512.98162	758.865	1312.057	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.3706	7.146	X	0	1	X	Y		
749	749	762	Spectrogram 1	1	82513.71654	82513.9992	659.574	1134.752	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.2827	8.2515	X	0	1	X	Y		
750	750	763	Spectrogram 1	1	82514.55197	82514.97282	829.787	1219.858	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.4209	9.087	X	0	1	X	Y		
751	751	764	Spectrogram 1	1	82520.81135	82521.28874	744.681	1226.95	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.4774	15.3464	X	0	1	Y	Y	BS <1KHZ	
752	752	765	Spectrogram 1	1	82521.86663	82522.14301	851.064	1234.043	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.2764	16.4016	X	0	1	Y	Y	BS <1KHZ	
753	753	766	Spectrogram 1	1	82522.78371	82523.21713	716.312	1390.071	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.4334	17.3187	X	0	1	Y	Y	BS <1KHZ	
754	754	767	Spectrogram 1	1	82524.05256	82524.24728	773.05	950.355	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.1947	18.5876	X	0	1	Y	Y	BS <1KHZ	
755	755	768	Spectrogram 1	1	82525.491	82525.87417	716.312	1148.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.3832	20.026	X	0	1	Y	Y	BS <1KHZ	
756	756	769	Spectrogram 1	1	82601.79895	82602.24493	780.142	1297.872	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.446	96.3339	X	0	1	Y	Y	BS >1KHZ	
757	757	770	Spectrogram 1	1	82603.64568	82604.04769	829.787	1312.057	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.402	98.1807	X	0	1	Y	Y	BS >1KHZ	
758	758	771	Spectrogram 1	1	82605.68714	82605.89443	780.142	1624.113	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220518170340.wav	ST2_Site27_67145740.220518170340.wav	0.2073	100.2221	X	0	1	Y	Y	BS >1KHZ	
