	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
114	114	120	Spectrogram 1	1	131042.529819117	131043.503437208	95.93	1098.837	234.7627	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	Y - BS?
115	115	121	Spectrogram 1	1	131046.571415425	131048.072671707	26.163	1168.605	238.8042	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	Y - BS?
116	116	122	Spectrogram 1	1	131067.015817085	131067.26079196	697.674	1212.209	259.2486	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	0	1	X	Y		
117	117	123	Spectrogram 1	1	131067.631394975	131067.782148744	584.302	880.814	259.8642	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	0	1	X	Y		
118	118	124	Spectrogram 1	1	131091.526388442	131091.915835678	531.977	1046.512	283.7592	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	0	1	X	Y		
119	119	125	Spectrogram 1	1	131092.625634673	131093.31030804	627.907	1037.791	284.8585	ST1_Site12_67653638.220516042553.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516042553.wav	X	0	1	X	Y		
120	120	126	Spectrogram 1	1	131144.789225126	131145.398521608	470.93	2145.349	36.9814	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	X	0	1	X	Y		
121	121	127	Spectrogram 1	1	131149.767509754	131150.276303724	523.256	1752.907	41.9597	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	X	0	1	X	Y		
122	122	128	Spectrogram 1	1	131152.728698389	131153.224929545	558.14	1709.302	44.9209	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	X	0	1	X	Y		
123	123	129	Spectrogram 1	1	131155.077274056	131155.347374559	558.14	1063.953	47.2694	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	X	0	1	X	Y		
124	124	130	Spectrogram 1	1	131154.00943486	131154.731796669	87.209	1020.349	46.2016	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	Y - BS?
125	125	131	Spectrogram 1	1	131155.926919418	131156.925663137	61.047	479.651	48.1191	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	Y	1	0	X	G		
126	126	132	Spectrogram 1	1	131157.920859613	131158.272618407	61.047	523.256	50.113	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	Y	1	0	X	B	TOO FAINT	
127	127	134	Spectrogram 1	1	131159.715521452	131160.017028989	61.047	1055.233	51.9077	ST1_Site12_67653638.220516043053.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516043053.wav	Y	1	0	X	B		
128	128	135	Spectrogram 1	1	164410.91054173	164411.400491479	366.279	2293.605	0.455	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
129	129	136	Spectrogram 1	1	164416.291744473	164416.63722186	348.837	1770.349	5.8362	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
130	130	137	Spectrogram 1	1	164426.372798741	164427.233351505	261.628	2232.558	15.9173	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
131	131	138	Spectrogram 1	1	164428.401693213	164428.860235927	340.116	2005.814	17.9462	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
132	132	139	Spectrogram 1	1	164432.29464796	164432.665250975	366.279	2206.395	21.8391	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	Y	Y		
133	133	140	Spectrogram 1	1	164439.11474971	164439.717764785	505.814	1718.023	28.6593	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	Y	Y		
134	134	141	Spectrogram 1	1	164527.579223116	164527.912137688	348.837	1866.279	117.1237	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
135	135	142	Spectrogram 1	1	164546.86389345	164548.277210033	61.047	497.093	136.4084	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	0	X	G	TOO FAINT	
136	136	143	Spectrogram 1	1	164552.603053813	164554.732450798	61.047	1194.767	142.1476	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	Y - BS?
137	137	145	Spectrogram 1	1	164558.522532103	164565.362984365	69.767	1247.093	148.067	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	2	2	X	Y	DON'T THINK THIS IS RS	Y - BS?
138	138	146	Spectrogram 1	1	164578.311297796	164580.82386061	104.651	1151.163	167.8558	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	2	X	BY		Y - BS?
139	139	147	Spectrogram 1	1	164583.791265058	164584.984732395	95.93	462.209	173.3358	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	0	X	G	BS?	Y - BS?
140	140	148	Spectrogram 1	1	164588.424452312	164589.580231207	52.326	505.814	177.9689	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	0	X	G		Y - BS?
141	141	149	Spectrogram 1	1	164592.969006654	164594.143629769	52.326	514.535	182.5135	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	1	0	X	G		Y - BS?
142	142	150	Spectrogram 1	1	164610.965921592	164612.140544707	409.884	1002.907	200.5104	ST1_Site12_67653638.220516134554.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516134554.wav	X	0	1	X	Y		
143	143	151	Spectrogram 1	1	174368.110660129	174369.191062139	0.0	680.233	56.8033	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	Y	5	0	X	B		
144	144	152	Spectrogram 1	1	174369.536539526	174369.850609878	78.488	767.442	58.2292	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	Y	1	0	X	B	FAINT	
145	145	153	Spectrogram 1	1	174370.2274943	174370.39709229	61.047	976.744	58.9202	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	Y	1	0	X	B	FAINT	
146	146	154	Spectrogram 1	1	174370.767695305	174371.13829832	78.488	906.977	59.4604	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	Y	1	1	X	BY		
147	147	155	Spectrogram 1	1	174371.603122441	174372.319202843	61.047	1037.791	60.2958	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	Y	1	1	X	BY		
148	148	156	Spectrogram 1	1	174374.620238769	174375.053655854	662.791	1107.558	63.3129	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	X	0	1	X	Y		
149	149	157	Spectrogram 1	1	174385.04741608	174385.436863317	418.605	1029.07	73.7401	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	X	0	1	X	Y		
150	150	158	Spectrogram 1	1	174512.040285598	174512.35435595	662.791	2232.558	200.7329	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	X	0	1	X	Y		
151	151	159	Spectrogram 1	1	174513.598074543	174514.659632332	601.744	1377.907	202.2907	ST1_Site12_67653638.220516163055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516163055.wav	X	0	1	X	Y		
152	152	160	Spectrogram 1	1	179161.101007688	179161.766836833	470.93	1770.349	49.3663	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	X	0	1	X	Y		
153	153	161	Spectrogram 1	1	179162.639952411	179163.230404673	593.023	1011.628	50.9053	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	X	0	1	X	Y		
154	154	162	Spectrogram 1	1	179165.303268994	179165.497992612	87.209	505.814	53.5686	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	Y	1	0	X	B	FAINT	
155	155	163	Spectrogram 1	1	179166.019349396	179166.446485075	0.0	741.279	54.2847	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	Y	2	0	X	B	FAINT	
156	156	164	Spectrogram 1	1	179166.71030417	179166.917590602	43.605	872.093	54.9756	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	Y	1	0	X	B	FAINT	
157	157	165	Spectrogram 1	1	179167.413821758	179167.796987587	8.721	898.256	55.6792	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	Y	1	0	X	B	FAINT	
158	158	166	Spectrogram 1	1	179385.632449749	179386.631193467	610.465	1177.326	273.8978	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	X	0	1	X	Y		
159	159	167	Spectrogram 1	1	179394.639073869	179395.179274874	601.744	1002.907	282.9044	ST1_Site12_67653638.220516175055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516175055.wav	X	0	1	X	Y		
160	160	168	Spectrogram 1	1	182808.022325877	182808.210768088	200.581	1203.488	95.9865	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	X	1	0	Y	B		
161	161	169	Spectrogram 1	1	182809.134134922	182810.566295726	0.0	1970.93	97.0983	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	Y	3	1	Y	BY	FAINT OVERLAP\	
162	162	170	Spectrogram 1	1	182821.498346231	182821.912919095	549.419	1857.558	109.4625	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	X	0	1	X	Y		
163	163	171	Spectrogram 1	1	182832.616050754	182832.999216583	610.465	1918.605	120.5802	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	X	0	1	X	Y		
164	164	172	Spectrogram 1	1	182835.965123318	182836.68120372	549.419	1500.0	123.9293	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	X	0	1	X	Y		
165	165	173	Spectrogram 1	1	182837.642258996	182837.937485127	0.0	2311.047	125.6064	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	Y	1	0	X	B		
166	166	174	Spectrogram 1	1	182841.551346448	182842.261145443	296.512	1133.721	129.5155	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	X	0	1	X	Y		
167	167	175	Spectrogram 1	1	182845.571139276	182847.260837769	8.721	2049.419	133.5353	ST1_Site12_67653638.220516185055.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516185055.wav	Y	5	2	X	BY		
168	168	176	Spectrogram 1	1	189131.599824949	189133.836005854	77.121	1179.949	119.049	ST1_Site12_67653638.220516203555.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220516203555.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	
169	169	177	Spectrogram 1	1	208593.692215075	208593.899501508	7.712	940.874	79.4387	ST1_Site12_67653638.220517020056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517020056.wav	Y	1	0	X	B		
170	170	178	Spectrogram 1	1	208596.744978894	208596.964828141	0.0	1295.63	82.4915	ST1_Site12_67653638.220517020056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517020056.wav	Y	1	0	X	B		
171	171	179	Spectrogram 1	1	212556.970582507	212564.50827095	0.0	1727.506	142.3636	ST1_Site12_67653638.220517030556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517030556.wav	X	2	2	X	BY	YELP GROAN OVERLAPPING	
172	172	180	Spectrogram 1	1	220192.570835678	220194.53691608	0.0	501.285	277.2908	ST1_Site12_67653638.220517051056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051056.wav	X	1	0	X	G	BS?	Y - BS?
173	173	181	Spectrogram 1	1	220201.028843216	220201.945928643	15.424	377.892	285.7488	ST1_Site12_67653638.220517051056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051056.wav	X	1	0	X	G	MAYBE NOT RS?	Y - BS?
174	174	182	Spectrogram 1	1	220208.606211055	220209.221788945	53.985	300.771	293.3262	ST1_Site12_67653638.220517051056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051056.wav	X	1	0	X	G	FAINT	
175	175	183	Spectrogram 1	1	220215.732946231	220216.543247739	0.0	840.617	0.4044	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	1	1	X	BY	ANOTHER WEIRD YELP GROAN	Y - RS? 
176	176	184	Spectrogram 1	1	220239.59875804	220240.986948995	30.848	377.892	24.2703	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	1	0	X	G	WEIRD	
177	177	185	Spectrogram 1	1	220242.324429421	220242.682469622	231.362	879.177	26.9959	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	0	1	X	Y		
178	178	186	Spectrogram 1	1	220243.310610325	220244.585735953	7.712	439.589	27.9821	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	Y	1	0	X	G		
179	179	187	Spectrogram 1	1	220246.279824023	220247.215753671	53.985	285.347	30.9513	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	Y	1	0	X	G		
180	180	188	Spectrogram 1	1	220249.883916627	220250.763313612	38.56	316.195	34.5554	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	Y	1	0	X	G		
181	181	189	Spectrogram 1	1	220284.968184909	220290.426727623	0.0	1989.717	69.6397	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	7	3	X	BY	DISTORTED	
182	182	190	Spectrogram 1	1	220304.928914205	220305.274391591	61.697	1311.054	89.6004	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	0	1	X	Y		
183	183	191	Spectrogram 1	1	220478.239259647	220478.553329999	277.635	971.722	262.9108	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	X	0	1	X	Y		
184	184	192	Spectrogram 1	1	220478.999309898	220479.20659633	38.56	987.147	263.6708	ST1_Site12_67653638.220517051556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517051556.wav	Y	1	0	X	B		
185	185	193	Spectrogram 1	1	220546.578768702	220546.94309031	902.314	1573.265	31.2381	ST1_Site12_67653638.220517052056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517052056.wav	X	0	1	X	Y		
186	186	194	Spectrogram 1	1	220548.218215938	220548.714447094	69.409	1473.008	32.8776	ST1_Site12_67653638.220517052056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517052056.wav	Y	1	1	X	BY		
187	187	195	Spectrogram 1	1	220549.706909406	220549.964447094	724.936	1118.252	34.3662	ST1_Site12_67653638.220517052056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517052056.wav	X	0	1	X	Y		
188	188	196	Spectrogram 1	1	221655.021444565	221656.202349087	185.09	1850.9	239.6001	ST1_Site12_67653638.220517053556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517053556.wav	X	0	1	X	Y		
189	189	197	Spectrogram 1	1	221744.082061786	221747.310705002	15.424	1079.692	28.6242	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	
190	190	198	Spectrogram 1	1	221757.447538788	221758.766634265	53.985	385.604	41.9897	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	Y	1	0	X	G		
191	191	199	Spectrogram 1	1	221762.353081264	221764.20609634	15.424	1164.524	46.8952	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	1	X	BY	YELP-GROAN OVERLAPPING	
192	192	200	Spectrogram 1	1	221767.56180934	221769.138442505	0.0	1110.54	52.104	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	
193	193	201	Spectrogram 1	1	221771.644723912	221772.191206325	23.136	277.635	56.1869	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	0	X	G	TOO FAINT	
194	194	202	Spectrogram 1	1	221777.123772868	221778.141360808	46.272	794.344	61.6659	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	1	X	BY	YELP GROAN OVERLAPPING	
195	195	203	Spectrogram 1	1	221781.778070388	221782.481587976	0.0	316.195	66.3202	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	0	X	G	TOO FAINT	
196	196	204	Spectrogram 1	1	221787.448217854	221788.189423884	23.136	347.044	71.9904	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	1	0	X	G	TOO FAINT	
197	197	205	Spectrogram 1	1	221822.932666834	221823.604777387	524.422	1233.933	107.4748	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	0	1	X	Y		
198	198	206	Spectrogram 1	1	221827.886535427	221828.571208794	347.044	1619.537	112.4287	ST1_Site12_67653638.220517054056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054056.wav	X	0	1	X	Y		
199	199	207	Spectrogram 1	1	222124.847641883	222125.312466003	161.954	1187.661	109.3991	ST1_Site12_67653638.220517054556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054556.wav	X	0	1	X	Y		
200	200	208	Spectrogram 1	1	222132.998897487	222133.539098492	131.105	1025.707	117.5504	ST1_Site12_67653638.220517054556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054556.wav	X	0	1	X	Y		
201	201	209	Spectrogram 1	1	222168.125710077	222169.187267866	0.0	1704.37	152.6772	ST1_Site12_67653638.220517054556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054556.wav	Y	1	1	X	BY		
202	202	210	Spectrogram 1	1	222171.492544248	222172.302845756	0.0	1565.553	156.044	ST1_Site12_67653638.220517054556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517054556.wav	Y	1	1	X	BY		
203	203	211	Spectrogram 1	1	225118.79960537	225119.270710898	439.589	1419.023	103.1101	ST1_Site12_67653638.220517063556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517063556.wav	X	0	1	X	Y		
204	204	212	Spectrogram 1	1	225123.485535018	225123.981766174	701.799	1419.023	107.796	ST1_Site12_67653638.220517063556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517063556.wav	X	0	1	X	Y		
205	205	213	Spectrogram 1	1	227283.683919347	227284.117336432	46.272	1542.416	167.7959	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	X	0	1	X	Y		
206	206	214	Spectrogram 1	1	227311.235081658	227312.284076633	0.0	277.635	195.3471	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	X	G		
207	207	215	Spectrogram 1	1	227321.262477984	227322.110467934	15.424	1017.995	205.3745	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	2	0	X	B	SMEARED	
208	208	216	Spectrogram 1	1	227323.903391779	227324.826758613	38.56	709.512	208.0154	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	X	B	SMEARED	
209	209	217	Spectrogram 1	1	227326.471194735	227327.030239961	0.0	408.74	210.5832	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	X	G		
210	210	218	Spectrogram 1	1	227328.085516343	227328.292802775	38.56	994.859	212.1975	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	X	0	1	X	Y		
211	211	219	Spectrogram 1	1	227347.437234673	227347.763867839	169.666	856.041	231.5492	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	X	0	1	X	Y		
212	212	220	Spectrogram 1	1	227356.2035701	227357.095529899	0.0	347.044	240.3156	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	Y	G		
213	213	221	Spectrogram 1	1	227358.255040254	227359.812829198	0.0	377.892	242.367	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	X	G		
214	214	222	Spectrogram 1	1	227361.603030203	227362.79649754	0.0	323.907	245.715	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	Y	1	0	X	G		
215	215	223	Spectrogram 1	1	227371.461119347	227372.108104271	53.985	1365.039	255.5731	ST1_Site12_67653638.220517071056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071056.wav	X	0	1	X	Y		
216	216	224	Spectrogram 1	1	227432.228644724	227433.52889598	0.0	570.694	16.2876	ST1_Site12_67653638.220517071556.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517071556.wav	Y	1	0	X	G		
217	217	225	Spectrogram 1	1	227785.615998401	227786.803184331	0.0	447.301	69.697	ST1_Site12_67653638.220517072056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517072056.wav	Y	1	0	X	G		
218	218	226	Spectrogram 1	1	227787.318259708	227787.833335085	61.697	447.301	71.3993	ST1_Site12_67653638.220517072056.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517072056.wav	Y	1	0	X	G		
219	219	227	Spectrogram 1	1	228752.985715097	228754.443001529	0.0	586.118	136.9756	ST1_Site12_67653638.220517073557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517073557.wav	Y	1	0	X	G		
220	220	228	Spectrogram 1	1	229932.151094209	229932.452601747	69.409	640.103	115.9891	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	1	0	X	B		
221	221	229	Spectrogram 1	1	229932.666169586	229933.030491194	69.409	647.815	116.5042	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	2	0	X	B		
222	222	230	Spectrogram 1	1	229933.288028882	229933.533003757	46.272	555.27	117.126	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	1	0	X	B		
223	223	231	Spectrogram 1	1	229933.677476118	229934.129737425	92.545	578.406	117.5155	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	2	0	X	B		
224	224	232	Spectrogram 1	1	229934.293054008	229934.494059033	77.121	539.846	118.1311	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	1	0	X	B		
225	225	233	Spectrogram 1	1	229935.702283972	229935.94097744	38.56	601.542	119.5403	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	1	0	X	B		
226	226	234	Spectrogram 1	1	229935.099268897	229935.545248796	46.272	316.195	118.9373	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	X	2	0	X	B	TOO FAINT	
227	227	235	Spectrogram 1	1	229936.68218347	229937.077912113	84.833	555.27	120.5202	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	1	0	Y	B		
228	228	236	Spectrogram 1	1	229937.410826686	229938.120625681	92.545	539.846	121.2488	ST1_Site12_67653638.220517075557.wav	D:\ringed-seal-data\Ulu_2022\ST1_Site12_67653638.220517075557.wav	Y	3	0	X	B		
