Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
929	Spectrogram 1	1	17187.196683417	17187.498190955	122.1967	132.300	1944.767	DS3B__0__20181023_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_050355.wav	Y	bark		RS				Y	1	0	X	B	-	
932	Spectrogram 1	1	17401.061000000	17403.622000000	74.0610	198.400	811.600	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav	Y	"bark, yelp"	faint	RS				X	-	-	-	-	-	S
933	Spectrogram 1	1	17467.020540452	17467.278078141	140.0205	318.600	1058.100	DS3B__0__20181023_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_060355.wav	Y	bark		RS				Y	1	0	X	B	-	
934	Spectrogram 1	1	17589.780000000	17593.950700000	0.7800	90.200	1515.000	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	Very clear - a few barks and a yelp	RS			Very clear - a few barks and a yelp	X	-	-	-	-	-	S
935	Spectrogram 1	1	17619.890000000	17621.304700000	30.8900	156.300	1106.200	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	WH. It is very faint.	RS				X	-	-	-	-	-	S
936	Spectrogram 1	1	17780.276966080	17780.575906563	191.2770	132.300	751.500	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	bark	Bark	RS			Bark	Y	1	0	X	B	-	
943	Spectrogram 1	1	17872.335000000	17873.639800000	21.3350	114.200	1286.600	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
944	Spectrogram 1	1	17865.933000000	17866.584892211	14.9330	114.200	727.500	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	2	0	X	B	-	
945	Spectrogram 1	1	17878.325854020	17879.232100000	27.3259	96.200	913.800	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				X	-	-	-	-	-	S
946	Spectrogram 1	1	17884.587835427	17885.341500000	33.5878	228.500	949.900	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				Y	1	1	X	BY	-	
947	Spectrogram 1	1	17906.098000000	17907.951600000	55.0980	102.200	1022.000	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	Barks - very clear	RS			Barks - very clear	X	-	-	-	-	-	S
948	Spectrogram 1	1	17911.171000000	17920.512500000	60.1710	138.300	1268.500	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	good series	RS				X	-	-	-	-	-	S
949	Spectrogram 1	1	17922.024000000	17929.572800000	71.0240	84.200	859.700	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	-	S
950	Spectrogram 1	1	17936.024450754	17936.281988442	85.0244	113.372	811.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	1	0	X	B	-	Borderline too faint
951	Spectrogram 1	1	17938.423614643	17939.014066904	87.4236	102.200	679.400	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	1	0	X	B	-	
952	Spectrogram 1	1	17946.122000000	17958.829300000	95.1220	126.300	1010.000	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	-	S
953	Spectrogram 1	1	17962.366000000	17965.244000000	111.3660	132.300	1292.600	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				X	-	-	-	-	-	S
954	Spectrogram 1	1	17969.899000000	17974.411200000	118.8990	48.100	1196.400	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
955	Spectrogram 1	1	17991.630000000	17992.191000000	140.6300	144.300	1725.500	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. it sounds weird	RS				Y	1	0	X	B	-	
956	Spectrogram 1	1	18001.838000000	18022.228300000	150.8380	24.000	986.000	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. They look different from the typical barks	RS				X	-	-	-	-	-	S
957	Spectrogram 1	1	18027.557000000	18031.922900000	176.5570	48.100	992.000	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. they look and sound different	RS				X	-	-	-	-	-	S
958	Spectrogram 1	1	18039.117000000	18050.214600000	188.1170	132.300	1106.200	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	-	S
959	Spectrogram 1	1	18055.238000000	18059.994100000	204.2380	84.200	859.700	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	-	S
960	Spectrogram 1	1	18064.299000000	18068.091700000	213.2990	114.200	986.000	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	-	S
961	Spectrogram 1	1	18076.019000000	18076.909300000	225.0190	162.300	961.900	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				Y	1	1	X	BY	-	
962	Spectrogram 1	1	18176.707000000	18178.092574121	63.7070	54.100	787.600	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav	Y	bark		RS				X	-	-	-	-	-	S
966	Spectrogram 1	1	18627.354000000	18628.780800000	252.3540	258.500	961.900	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav	Y	bark		RS				X	-	-	-	-	-	S
968	Spectrogram 1	1	18649.440478392	18650.353600000	12.4405	168.300	697.400	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	bark		RS				X	3	0	X	B	-	Too faint
971	Spectrogram 1	1	18814.729000000	18819.594800000	177.7290	180.400	1677.400	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
974	Spectrogram 1	1	19088.598000000	19090.988200000	189.5980	42.100	986.000	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav	Y	bark	Barks - clear	RS			Barks - clear	X	-	-	-	-	-	S
976	Spectrogram 1	1	19396.446447739	19397.715291960	235.4464	42.100	986.000	DS3B__0__20181024_130355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_130355.wav	Y	bark	WH. they are weird though. They don't look very defined.	RS				Y	4	0	X	B	-	Borderline too faint
982	Spectrogram 1	1	19556.768000000	19557.219200000	133.7680	66.100	1214.400	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark	Double bark	RS			Double bark	Y	2	0	X	B	-	
983	Spectrogram 1	1	19675.354000000	19678.658800000	252.3540	90.200	1996.000	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark		RS				Y	-	-	-	-	-	S
985	Spectrogram 1	1	19787.878000000	19788.170700000	102.8780	132.300	745.500	DS3B__0__20181026_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_070355.wav	Y	bark		RS				Y	1	0	X	B	-	
986	Spectrogram 1	1	20094.902000000	20108.328900000	147.9020	150.300	1214.400	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				X	-	-	-	-	-	S
987	Spectrogram 1	1	20114.207000000	20115.743600000	167.2070	96.200	751.500	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				X	-	-	-	-	-	S
988	Spectrogram 1	1	20118.939000000	20132.463400000	171.9390	102.200	1196.400	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series. Good and clear.	RS				X	-	-	-	-	-	S
989	Spectrogram 1	1	20149.500000000	20156.365900000	202.5000	144.300	986.000	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	good series	RS				X	-	-	-	-	-	S
991	Spectrogram 1	1	20168.049000000	20168.536800000	221.0490	132.300	799.600	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				Y	1	0	X	B	-	
992	Spectrogram 1	1	20177.939000000	20187.341500000	230.9390	96.200	1370.700	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	-	S
993	Spectrogram 1	1	20190.049000000	20202.263552010	243.0490	61.047	1827.700	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	Last two sounds are not vocalizations	RS				X	-	-	-	-	-	S
995	Spectrogram 1	1	20333.760458040	20335.304700000	124.7605	0.000	1322.600	DS3B__0__20181026_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_110355.wav	Y	bark	faint	RS				Y	2	2	X	BY	-	Borderline too faint
996	Spectrogram 1	1	20586.415000000	20587.866300000	115.4150	264.500	751.500	DS3B__0__20181026_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_170355.wav	Y	"bark, yelp"		RS				Y	1	2	X	BY	-	
997	Spectrogram 1	1	20788.842000000	20789.720000000	55.8420	30.100	1581.200	DS3B__0__20181026_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_200355.wav	Y	bark		RS				Y	1	1	X	BY	-	Good
999	Spectrogram 1	1	21007.878000000	21009.646300000	12.8780	24.000	967.900	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks - clear	RS			Barks - clear	X	-	-	-	-	-	S
1000	Spectrogram 1	1	21013.622000000	21016.146300000	18.6220	66.100	907.800	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks	X	-	-	-	-	-	S
1001	Spectrogram 1	1	21035.232000000	21039.097900000	40.2320	0.000	1731.500	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks	X	-	-	-	-	-	S
1002	Spectrogram 1	1	21138.360000000	21202.254800000	143.3600	30.100	2308.600	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	very long series. Good quality.	RS			Clear	X	-	-	-	-	-	S
1003	Spectrogram 1	1	21213.911000000	21222.679300000	218.9110	0.000	1731.500	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1004	Spectrogram 1	1	21228.106000000	21245.037800000	233.1060	6.000	1845.700	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	-	S
1020	Spectrogram 1	1	21439.968349678	21449.829500000	182.9684	0.000	1280.600	DS3B__0__20181028_130355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	Y	"bark, yelp"	quiet	RS				X	-	-	-	-	-	S
1024	Spectrogram 1	1	21544.476000000	21544.902800000	25.4760	294.600	637.300	DS3B__0__20181028_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark		RS				Y	1	0	X	B	-	
1026	Spectrogram 1	1	21689.659000000	21690.293200000	170.6590	72.300	1379.500	DS3B__0__20181028_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark	poor	RS				X	0	0	X	-	-	Not a bark - water
1033	Spectrogram 1	1	21835.963000000	21836.597200000	54.9630	18.000	1875.000	DS3B__0__20181029_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_040355.wav	Y	bark		RS				Y	1	0	X	B	-	
1034	Spectrogram 1	1	22064.500000000	22066.317100000	21.5000	162.300	865.700	DS3B__0__20181029_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark		RS				X	-	-	-	-	-	S
1035	Spectrogram 1	1	22218.164031812	22221.207100000	175.1640	96.200	1268.500	DS3B__0__20181029_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark	distorted	RS				X	-	-	-	-	-	S
1037	Spectrogram 1	1	22316.195000000	22317.987700000	11.1950	126.300	697.400	DS3B__0__20181029_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_110355.wav	Y	bark	several barks mushed together	RS			Very clear	Y	3	0	X	B	-	
1038	Spectrogram 1	1	22631.305000000	22631.841600000	64.3050	78.200	649.300	DS3B__0__20181029_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS				Y	1	0	X	B	-	
1040	Spectrogram 1	1	22756.958351482	22757.508500000	189.9584	120.200	865.700	DS3B__0__20181029_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS				Y	1	0	X	B	-	
1042	Spectrogram 1	1	23014.517584980	23015.085500000	185.5176	120.200	883.800	DS3B__0__20181029_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_150355.wav	Y	bark		RS				Y	1	0	X	B	-	
1045	Spectrogram 1	1	23104.207000000	23104.780200000	13.2070	48.100	793.600	DS3B__0__20181029_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_210355.wav	Y	bark	distorted	RS				Y	1	0	X	B	-	
1046	Spectrogram 1	1	23447.646000000	23457.926500000	94.6460	96.200	1334.700	DS3B__0__20181029_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_220355.wav	Y	"bark, yelp"	distorted	RS				X	-	-	-	-	-	S
1048	Spectrogram 1	1	23625.309655433	23626.517777571	10.3097	102.200	1557.100	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	bark		RS				Y	3	1	X	BY	-	
1049	Spectrogram 1	1	23633.915000000	23634.878400000	18.9150	222.400	998.000	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	1	X	BY	-	
1050	Spectrogram 1	1	23705.829000000	23706.621700000	90.8290	108.200	961.900	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	2	0	X	BY	-	Too faint
1052	Spectrogram 1	1	23730.110000000	23732.198267040	115.1100	168.300	1082.200	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	4	5	X	BY	-	
1053	Spectrogram 1	1	23746.073000000	23746.804700000	131.0730	144.300	1557.100	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	2	X	BY	-	
1057	Spectrogram 1	1	23820.985187437	23822.228906030	205.9852	144.300	1593.200	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	1	X	BY	-	
1058	Spectrogram 1	1	23838.646000000	23840.255800000	223.6460	234.500	1298.600	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1062	Spectrogram 1	1	23867.128000000	23876.640200000	252.1280	264.500	1599.200	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1065	Spectrogram 1	1	24064.635846231	24065.006449246	187.6358	444.900	1226.500	DS3B__0__20181030_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	Y	bark		RS				Y	1	0	X	B	-	
1069	Spectrogram 1	1	24243.354000000	24244.817400000	104.3540	102.200	1124.200	DS3B__0__20181030_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1070	Spectrogram 1	1	24293.450800754	24293.833966583	154.4508	0.000	697.400	DS3B__0__20181030_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	bark		RS				Y	1	0	X	B	-	
1071	Spectrogram 1	1	24511.006620603	24511.364660804	110.0066	78.200	1485.000	DS3B__0__20181030_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_060355.wav	Y	"bark, yelp"		RS				Y	1	0	X	B	-	
1078	Spectrogram 1	1	24816.085000000	24818.097200000	153.0850	108.200	1304.600	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS				X	1	2	X	BY	-	Too faint
1079	Spectrogram 1	1	24822.037000000	24823.378400000	159.0370	24.000	1370.700	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS				X	-	-	-	-	-	S
1082	Spectrogram 1	1	24902.594279648	24903.128199246	239.5943	372.700	1521.000	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	Is there a bark after the yelp?	RS				Y	1	1	X	BY	-	
1094	Spectrogram 1	1	24949.524000000	24950.182500000	24.5240	120.200	787.600	DS3B__0__20181030_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark	masked by a weird sound	RS				X	-	-	-	-	-	Not a bark
1095	Spectrogram 1	1	24968.476000000	24972.183300000	43.4760	96.200	835.700	DS3B__0__20181030_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark		RS				?						This sounds a lot like the noise surrounding - is surrounding barks then too?
1098	Spectrogram 1	1	25359.439000000	25362.207300000	172.4390	48.100	1112.200	DS3B__0__20181030_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_200355.wav	Y	"bark, yelp"		RS				X	0	4	X	Y	-	
1103	Spectrogram 1	1	25686.363786292	25687.293434533	237.3638	90.200	1665.300	DS3B__0__20181031_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	Y	"bark, yelp"	Yelp-bark	RS			Yelp-bark	Y	2	1	X	BY	-	
1106	Spectrogram 1	1	25752.596344472	25753.469460050	41.5963	0.000	871.700	DS3B__0__20181031_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_020355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1111	Spectrogram 1	1	26121.024000000	26122.353300000	148.0240	138.600	2006.000	DS3B__0__20181031_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS				X	-	-	-	-	-	S
1114	Spectrogram 1	1	26226.977114824	26227.291185176	253.9771	78.300	1307.200	DS3B__0__20181031_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS				Y	1	0	X	B	-	
1116	Spectrogram 1	1	26461.231976382	26461.439262814	226.2320	0.000	975.900	DS3B__0__20181031_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_110355.wav	Y	bark	faint	RS				Y	1	0	X	B	-	Borderline too faint
1131	Spectrogram 1	1	26579.209033417	26579.416319849	82.2090	84.200	961.900	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	Good
1133	Spectrogram 1	1	26633.695926382	26634.110499246	136.6959	132.300	823.600	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	Borderline too faint
1134	Spectrogram 1	1	26637.915000000	26638.140892640	140.9150	102.200	799.600	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	
1135	Spectrogram 1	1	26868.037000000	26872.988200000	109.0370	18.000	1094.200	DS3B__0__20181031_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_230355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	-	S
1142	Spectrogram 1	1	2956.784200000	2957.448939884	63.7842	84.034	1336.134	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	1	1	X	BY	344	
1143	Spectrogram 1	1	2957.709000000	2958.222005780	64.7090	67.227	1277.311	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	1	1	X	BY	344	
1144	Spectrogram 1	1	2958.323200000	2959.016841618	65.3232	58.824	1218.487	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	2	1	X	BY	344	
1146	Spectrogram 1	1	3996.170000000	3996.589075145	51.1700	84.034	1008.403	DS3B__0__20181011_020354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181011_020354.wav								Y	2	0	X	B	-	Not previously annotated
1147	Spectrogram 1	1	4380.118700000	4380.595578613	172.1187	168.067	1957.983	DS3B__0__20181011_060354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181011_060354.wav								Y	2	0	X	B	-	Not previously annotated
1148	Spectrogram 1	1	4935.143900000	4935.541298844	201.1439	176.471	1184.874	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	-	Not previously annotated
1149	Spectrogram 1	1	4935.967600000	4936.581761850	201.9676	109.244	1042.017	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	608	
1150	Spectrogram 1	1	4936.791200000	4937.325882081	202.7912	109.244	1075.630	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	608	
1151	Spectrogram 1	1	4937.484900000	4938.453108093	203.4849	100.840	1159.664	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	2	X	BY	608	
1154	Spectrogram 1	1	5515.371300000	5515.580837572	255.3713	243.697	848.739	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1155	Spectrogram 1	1	5516.267200000	5516.628471676	256.2672	252.101	1117.647	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1156	Spectrogram 1	1	5516.823600000	5517.430536416	256.8236	235.294	1100.840	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1157	Spectrogram 1	1	5761.090000000	5761.313988440	238.0900	151.261	882.353	DS3B__0__20181014_040354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_040354.wav								Y	1	0	X	B	649	Borderline too faint
1158	Spectrogram 1	1	5761.841400000	5762.137642775	238.8414	151.261	1042.017	DS3B__0__20181014_040354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_040354.wav								Y	1	0	X	B	649	Borderline too faint
1160	Spectrogram 1	1	6581.691900000	6582.241032948	6.6919	319.328	1134.454	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	1	1	X	BY	673	
1161	Spectrogram 1	1	6582.421700000	6582.804647977	7.4217	310.924	1218.487	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	1	1	X	BY	673	Too faint
1162	Spectrogram 1	1	6648.117200000	6648.507373410	73.1172	352.941	840.336	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
1163	Spectrogram 1	1	6650.097000000	6650.566653179	75.0970	369.748	1184.874	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
