Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
3274	Spectrogram 1	1	9518.303000000	9533.118900000	14.8159	38.3030	38.800	1984.900	TEST__0__20171019_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_153201.wav	Y	"bark, yelp"	Close series with distorted sounds	RS	series			good one			X	-	-	-	-	-	S
3295	Spectrogram 1	1	9640.067000000	9646.444700000	6.3777	40.0670	61.400	1452.300	TEST__0__20171019_223201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171019_223201.wav	Y	"bark, yelp"	"Close series, with distorted sounds"	RS	series			good one			X	-	-	-	-	-	S
3339	Spectrogram 1	1	9775.486100000	9782.006200503	6.5201	55.4861	64.000	2213.200	TEST__0__20171020_105601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_105601.wav	Y	"bark, yelp"	distorted close	RS	series						X	-	-	-	-	-	S
3354	Spectrogram 1	1	9941.551200000	9942.078838191	0.5276	101.5512	63.800	1099.300	TEST__0__20171020_155601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_155601.wav	Y	bark	faint	RS				non biological?	RS		X	1	0	X	B	-	Too faint
3373	Spectrogram 1	1	10036.594900000	10038.429070855	1.8342	76.5949	85.100	1262.400	TEST__0__20171020_234401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171020_234401.wav	Y	"bark, yelp"		RS	series						Y	3	1	X	BY	-	
3374	Spectrogram 1	1	10190.832500000	10192.440540201	1.6080	110.8325	99.300	1007.100	TEST__0__20171021_004401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_004401.wav	Y	bark	faint	RS	series			faint			Y	4	3	X	BY	-	Borderline too faint
3376	Spectrogram 1	1	10278.571500000	10279.752404522	1.1809	78.5715	120.000	1486.700	TEST__0__20171021_012001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_012001.wav	Y	"bark, yelp"	yelp-bark	RS	2						Y	1	1	X	BY	-	
3380	Spectrogram 1	1	10367.708000000	10371.903979900	4.1960	47.7080	46.700	1246.700	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav	Y	bark	series	RS	series			good one			X	-	-	-	-	-	S
3381	Spectrogram 1	1	10352.213000000	10353.218025126	1.0050	32.2130	133.300	593.300	TEST__0__20171021_022001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_022001.wav	Y	bark	faint	RS	2						X	2	0	X	B	-	Too faint
3395	Spectrogram 1	1	10465.154000000	10467.430300000	2.2763	25.1540	213.300	1453.300	TEST__0__20171021_184401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171021_184401.wav	Y	bark	confirm WH	RS	2						X	-	-	-	-	-	S
3559	Spectrogram 1	1	10595.757000000	10597.012900000	1.2559	35.7570	97.700	1311.600	TEST__0__20171023_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_020801.wav	Y	bark	faint	RS	1				RS		X	1	0	X	B	-	Too faint
3560	Spectrogram 1	1	10661.142000000	10661.966200000	0.8242	101.1420	59.300	2145.300	TEST__0__20171023_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_020801.wav	Y	bark	close and distorted WH	RS	1			"check paper, looks like 'bark' Mizuguchi et al.2016"	RS		Y	1	0	X	B	-	
3570	Spectrogram 1	1	10684.239000000	10684.897601256	0.6586	4.2390	39.500	1217.100	TEST__0__20171023_104401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_104401.wav	Y	bark		RS				Ice cracking?	RS		Y	1	0	X	B	-	
3573	Spectrogram 1	1	10883.209000000	10883.958060000	0.7491	83.2090	171.100	1125.100	TEST__0__20171023_163201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_163201.wav	Y	bark	WH	RS	2						Y	1	0	X	B	-	
3578	Spectrogram 1	1	11025.580000000	11031.290500000	5.7105	105.5800	158.700	1604.600	TEST__0__20171023_204401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_204401.wav	Y	"bark, yelp"	good series	RS	series			good one			X	-	-	-	-	-	S
3579	Spectrogram 1	1	10946.287000000	10946.802075377	0.5151	26.2870	184.200	737.143	TEST__0__20171023_204401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_204401.wav	Y	bark	it's a blob between 400-600 Hz but more than a pixel.	RS	1						Y	1	0	X	B	-	
3580	Spectrogram 1	1	11108.798200000	11109.602220100	0.8040	68.7982	82.300	2742.857	TEST__0__20171023_224401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_224401.wav	Y	bark	distorted and masked but very visible.	RS					RS		Y	1	0	X	B	-	
3581	Spectrogram 1	1	11056.295000000	11058.882939698	2.5879	16.2950	63.200	1139.600	TEST__0__20171023_224401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171023_224401.wav	Y	"bark, yelp"	"yelp-bark series, with a distorted bark and masking noise. but visible."	RS	series			good one			Y	2	2	X	B	-	
3603	Spectrogram 1	1	11204.066000000	11209.030800000	4.9648	44.0660	77.800	920.000	TEST__0__20171024_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_055601.wav	Y	bark	quite faint but more than a pixel for a few of them	RS	series			#NAME?			X	8	0	Y	B	-	Too faint, BS above 1kHz
3614	Spectrogram 1	1	11343.142000000	11373.881200000	30.7392	63.1420	73.900	1263.200	TEST__0__20171024_134401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_134401.wav	Y	"bark, yelp"	long and faint series. A few barks have more than a pixel. I wonder if this is one that I'd have to shorten the selection.	RS							X	10	10	X	BY	-	Too faint
3621	Spectrogram 1	1	11433.604000000	11440.550800000	6.9468	33.6040	171.000	2154.100	TEST__0__20171024_172001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_172001.wav	Y	"bark, yelp"	nice series	RS	series						X	-	-	-	-	-	S
3622	Spectrogram 1	1	11588.908000000	11632.801400000	43.8934	68.9080	88.400	1124.400	TEST__0__20171024_174401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_174401.wav	Y	"bark, yelp"	mostly barks. Very nice long series.	RS	series			good one			X	-	-	-	-	-	S
3623	Spectrogram 1	1	11642.767000000	11643.380875628	0.6139	2.7670	234.600	2065.100	TEST__0__20171024_184401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_184401.wav	Y	bark		RS	1						Y	1	0	X	B	-	S
3624	Spectrogram 1	1	11775.679700000	11777.752564322	2.0729	15.6797	126.500	1448.600	TEST__0__20171024_192001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171024_192001.wav	Y	"bark, yelp"	yelp-bark series	RS	series						X	-	-	-	-	-	S
3633	Spectrogram 1	1	11919.128000000	11923.013500000	3.8855	39.1280	120.200	787.600	TEST__0__20171025_010801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_010801.wav	Y	bark	two faint barks	RS	2			"maybe, last one a bark?"	RS		X	-	-	-	-	-	S
3638	Spectrogram 1	1	12071.397000000	12076.459900000	5.0629	71.3970	95.200	1007.400	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav	Y	"bark, yelp"	yelp-bark series (with more barks than yelps)	RS	series						X	-	-	-	-	-	S
3640	Spectrogram 1	1	12057.407000000	12065.668600000	8.2616	57.4070	74.900	906.000	TEST__0__20171025_064401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_064401.wav	Y	bark	"series. I don't think there is a yelp, but there could be. "	RS	series						X	-	-	-	-	-	S
3641	Spectrogram 1	1	12212.589000000	12213.066386935	0.4774	92.5890	74.900	973.600	TEST__0__20171025_070801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_070801.wav	Y	bark	faint	RS	1			bark			X	1	0	X	B	-	Too faint
3644	Spectrogram 1	1	12353.649500000	12354.202263819	0.5528	113.6495	85.100	1064.800	TEST__0__20171025_082001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_082001.wav	Y	bark	faint	RS	1						Y	1	0	X	B	-	
3653	Spectrogram 1	1	12387.557400000	12393.637802010	6.0804	27.5574	81.700	1284.400	TEST__0__20171025_124401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_124401.wav	Y	"bark, yelp"	yelp-bark series. faint	RS	series						Y	7	4	X	BY	-	Faint
3654	Spectrogram 1	1	12525.569400000	12526.310606031	0.7412	45.5694	68.200	881.351	TEST__0__20171025_125601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_125601.wav	Y	bark		RS	1						Y	1	0	X	B	-	
3656	Spectrogram 1	1	12634.629000000	12648.346000000	13.7170	34.6290	102.000	2074.900	TEST__0__20171025_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_135601.wav	Y	bark	good series	RS	series			straight after loud noise			X	-	-	-	-	-	S
3662	Spectrogram 1	1	12810.861500000	12814.328836683	3.4673	90.8615	122.200	1243.900	TEST__0__20171025_172001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_172001.wav	Y	"bark, yelp"	series	RS	series						Y	9	3	X	BY	-	
3666	Spectrogram 1	1	12842.541700000	12850.341202010	7.7995	2.5417	61.400	1338.500	TEST__0__20171025_185601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171025_185601.wav	Y	"bark, yelp"	series	RS	series						X	-	-	-	-	-	S
3677	Spectrogram 1	1	13047.009300000	13049.019350252	2.0101	87.0093	116.100	1337.800	TEST__0__20171026_034401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_034401.wav	Y	"bark, yelp"	"yelp, yelp, and then yelp-bark simultaneous (close and distorted)"	RS				non biological?	RS		Y	3	0	X	B	-	
3678	Spectrogram 1	1	13100.485000000	13118.555700000	18.0707	20.4850	116.100	1093.500	TEST__0__20171026_045601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_045601.wav	Y	"bark, yelp"	series. Faint but visible	RS	series						X	-	-	-	-	-	S
3681	Spectrogram 1	1	13311.390000000	13318.847000000	7.4570	111.3900	95.700	910.200	TEST__0__20171026_055601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_055601.wav	Y	"bark, yelp"	good series	RS	series						X	-	-	-	-	-	S
3683	Spectrogram 1	1	13421.210800000	13422.240950754	1.0302	101.2108	102.500	1032.400	TEST__0__20171026_082001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_082001.wav	Y	bark	faint	RS	03-Feb						Y	2	1	X	BY	-	Borderline faint
3692	Spectrogram 1	1	13480.314700000	13482.199122110	1.8844	40.3147	102.900	2219.100	TEST__0__20171026_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_140801.wav	Y	bark	there might also be a yelp. Very clear (close).	RS	series						Y	3	3	X	BY	-	
3697	Spectrogram 1	1	13629.621000000	13644.162100000	14.5411	69.6210	78.300	1721.600	TEST__0__20171026_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171026_232001.wav	Y	bark	great series	RS	series			good one			X	-	-	-	-	-	S
3701	Spectrogram 1	1	13682.796200000	13684.065044221	1.2688	2.7962	73.200	1951.700	TEST__0__20171027_065601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_065601.wav	Y	"bark, yelp"		RS				what is the last signal? anything biological? first higher frequency signak might be non biological	RS		Y	1	1	X	BY	-	
3702	Spectrogram 1	1	13845.059900000	13846.215678895	1.1558	45.0599	111.100	906.600	TEST__0__20171027_073201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_073201.wav	Y	bark		RS					RS		Y	2	0	X	B	-	
3706	Spectrogram 1	1	13921.374000000	13935.404900000	14.0309	1.3740	62.900	2856.500	TEST__0__20171027_114401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_114401.wav	Y	"bark, yelp"	WH	RS	series			really good one		Fantastic series	X	-	-	-	-	-	S
3707	Spectrogram 1	1	14140.317000000	14141.455100000	1.1381	100.3170	93.900	1339.300	TEST__0__20171027_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_120801.wav	Y	bark		RS	1			likely	RS		X	1	0	X	B	-	Too faint
3711	Spectrogram 1	1	14230.465000000	14233.078065326	2.6131	70.4650	69.800	1184.500	TEST__0__20171027_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_130801.wav	Y	"bark, yelp"		RS	series						Y	4	1	X	BY	-	
3712	Spectrogram 1	1	14220.122300000	14220.750440703	0.6281	60.1223	62.900	796.255	TEST__0__20171027_130801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_130801.wav	Y	bark		RS	1						Y	1	0	X	B	-	
3714	Spectrogram 1	1	14356.155400000	14358.303641206	2.1482	76.1554	62.900	2271.600	TEST__0__20171027_135601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_135601.wav	Y	bark		RS	series			"check paper, good one, 'knocks' as in Mizuhuchi et al.2016"	RS		Y	4	0	X	B	-	
3716	Spectrogram 1	1	14456.639000000	14458.743800000	2.1048	56.6390	159.700	2718.300	TEST__0__20171027_155601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_155601.wav	Y	bark	Adjusted selection to only around the barks	RS	series						Y	2	1	X	BY	-	Yelps surrounding
3717	Spectrogram 1	1	14555.083100000	14555.686115075	0.6030	35.0831	63.100	1801.000	TEST__0__20171027_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_160801.wav	Y	bark	I have adjusted the selection box to leave the yelps out	RS	series						Y	2	0	X	B	-	
3718	Spectrogram 1	1	14654.081200000	14657.611350754	3.5302	14.0812	76.900	1518.300	TEST__0__20171027_163201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_163201.wav	Y	bark		RS	series						Y	6	6	X	BY	-	
3723	Spectrogram 1	1	14760.255000000	14798.102100000	37.8471	0.2550	91.200	1629.300	TEST__0__20171027_190801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_190801.wav	Y	"bark, yelp"	pretty good series	RS	series			"barks-yelps, long one"	RS	"RS ""growl"""	Y	77	30	X	BY	-	long series - might need to split further
3724	Spectrogram 1	1	14884.228800000	14890.145772864	5.9170	4.2288	153.600	1885.700	TEST__0__20171027_193201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_193201.wav	Y	"bark, yelp"		RS	series						Y	4	6	X	BY	-	
3725	Spectrogram 1	1	15104.016000000	15105.508711563	1.4927	104.0160	72.400	2042.303	TEST__0__20171027_215601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_215601.wav	Y	bark	they sound weird	RS					RS		Y	2	0	X	B	-	
3726	Spectrogram 1	1	15165.672000000	15166.791289628	1.1193	45.6720	474.106	2111.800	TEST__0__20171027_233201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_233201.wav	Y	"bark, yelp"		RS	2						Y	2	0	X	B	-	
3727	Spectrogram 1	1	15267.581900000	15271.845860490	4.2640	27.5819	184.200	2032.900	TEST__0__20171027_235601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171027_235601.wav	Y	"bark, yelp"		RS				RS or non biological scratching noise?	RS		Y	3	4	X	BY	-	
3730	Spectrogram 1	1	15445.483200000	15448.858835388	3.3756	85.4832	72.400	822.400	TEST__0__20171028_005601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_005601.wav	Y	bark		RS	series			rather faint			Y	7	2	X	BY	-	
3732	Spectrogram 1	1	15553.648000000	15559.531275306	5.8833	73.6480	190.800	1434.200	TEST__0__20171028_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav	Y	"bark, yelp"	"Not sure if the first is a bark, or a yelp and a bark at the same time."	RS	series				Y	"bark, yelps"	X	-	-	-	-	-	S
3735	Spectrogram 1	1	15498.188800000	15502.092736726	3.9039	18.1888	105.300	1513.200	TEST__0__20171028_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_013201.wav	Y	"bark, yelp"	I've reduced the selection box to remain around the barks.	RS				sounds sometimes just like water movement	RS		Y	2	3	X	BY	-	
3737	Spectrogram 1	1	15685.276000000	15694.616900000	9.3409	85.2760	164.500	828.900	TEST__0__20171028_025601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_025601.wav	Y	bark	some have more than one pixel	RS	series						X	-	-	-	-	-	S
3773	Spectrogram 1	1	15721.835600000	15724.239135184	2.4035	1.8356	52.200	2328.300	TEST__0__20171028_184401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_184401.wav	Y	"bark, yelp"	great examples	RS	03-Feb						Y	3	1	X	BY	-	Excellent
3776	Spectrogram 1	1	15915.632000000	15916.632800000	1.0008	75.6320	260.900	2823.900	TEST__0__20171028_203201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171028_203201.wav	Y	bark	distorted	RS					RS		Y	1	0	X	B	-	Good
3781	Spectrogram 1	1	15972.937500000	15973.577094073	0.6396	12.9375	81.500	1248.900	TEST__0__20171029_013201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_013201.wav	Y	bark		RS	1						Y	1	0	X	B	-	
3782	Spectrogram 1	1	16172.268900000	16173.405956131	1.1371	92.2689	104.300	1291.300	TEST__0__20171029_043201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_043201.wav	Y	"bark, yelp"		RS	03-Feb						Y	1	2	X	BY	-	
3786	Spectrogram 1	1	16308.626000000	16319.890000000	11.2640	108.6260	71.700	867.400	TEST__0__20171029_090801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_090801.wav	Y	bark	"borderline ""pixels"" but I think there is more than a pixel that is visible"	RS	series						X	-	-	-	-	-	S
3787	Spectrogram 1	1	16411.782200000	16412.368494568	0.5863	91.7822	114.100	1177.200	TEST__0__20171029_092001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_092001.wav	Y	bark	very faint	RS	1						Y	1	0	X	B	-	
3792	Spectrogram 1	1	16447.908000000	16472.004600000	24.0966	7.9080	223.200	2560.200	TEST__0__20171029_170801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_170801.wav	Y	"bark, yelp"		RS	series			good one			X	-	-	-	-	-	S
3795	Spectrogram 1	1	16678.170100000	16679.999955637	1.8299	118.1701	118.400	1891.117	TEST__0__20171029_183201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_183201.wav	Y	bark		RS				incomplete			Y	2	1	X	BY	-	S
3797	Spectrogram 1	1	16737.287000000	16738.582100000	1.2951	57.2870	289.500	848.700	TEST__0__20171029_200801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171029_200801.wav	Y	bark	faint	RS	1						X	1	0	X	B	-	Too faint
3809	Spectrogram 1	1	16813.653000000	16824.544100000	10.8911	13.6530	144.700	1776.300	TEST__0__20171030_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_083201.wav	Y	"bark, yelp"		RS	series			likely			X	-	-	-	-	-	S
3812	Spectrogram 1	1	17034.901100000	17035.576227078	0.6751	114.9011	92.100	868.400	TEST__0__20171030_153201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_153201.wav	Y	bark		RS				non biological	Y	bark	Y	2	0	X	B	-	
3813	Spectrogram 1	1	17153.234100000	17153.891460576	0.6574	113.2341	42.800	1628.300	TEST__0__20171030_154401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_154401.wav	Y	bark		RS	1						Y	1	0	X	B	-	
3815	Spectrogram 1	1	17175.576700000	17176.287360082	0.7107	15.5767	128.300	858.600	TEST__0__20171030_192001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_192001.wav	Y	bark	faint	RS	1			bark			Y	1	0	X	B	-	
3816	Spectrogram 1	1	17351.556000000	17354.025900000	2.4699	71.5560	83.800	2948.424	TEST__0__20171030_194401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_194401.wav	Y	"bark, yelp"		RS				? not sure of hitting the instruments?	RS	Really close to hydrophone	Y	1	3	X	B	-	Really close to hydrophone
3818	Spectrogram 1	1	17321.186300000	17329.471485200	8.2852	41.1863	52.600	2697.400	TEST__0__20171030_194401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_194401.wav	Y	"bark, yelp"	This one is insane. Super distorted (close)	RS				"beginning sounds like RS, then either close growl or just hitting sound"	RS	Must be right beside the hydrophone!	Y	5	2	X	BY	-	Right beside hydrophone
3819	Spectrogram 1	1	17481.738000000	17492.629100000	10.8911	81.7380	78.900	1269.700	TEST__0__20171030_232001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171030_232001.wav	Y	"bark, yelp"	faint series	RS	series			rather faint			X	-	-	-	-	-	S
3820	Spectrogram 1	1	17581.260900000	17593.413187395	12.1523	61.2609	92.100	1348.700	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav	Y	"bark, yelp"		RS	series						X	-	-	-	-	-	S
3821	Spectrogram 1	1	17552.622000000	17572.618600000	19.9966	32.6220	92.100	1611.800	TEST__0__20171031_030801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_030801.wav	Y	"bark, yelp"	faint series but still visible and audible	RS	series			faint			X	-	-	-	-	-	S
3827	Spectrogram 1	1	17645.043000000	17646.251122138	1.2081	5.0430	65.800	2656.160	TEST__0__20171031_154401.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_154401.wav	Y	"bark, yelp"	distorted	RS				non biological	RS		Y	1	1	X	BY	-	
3830	Spectrogram 1	1	17862.742000000	17867.746100000	5.0041	102.7420	111.800	934.200	TEST__0__20171031_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171031_160801.wav	Y	bark	faint	RS							X	-	-	-	-	-	S
3831	Spectrogram 1	1	31.597900000	32.138101010	0.5402	31.5979	101.351	1040.541	TEST__0__20171001_222001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171001_222001.wav											Y	1	0	X	bark	157	
3832	Spectrogram 1	1	33.074000000	33.651889450	0.5779	33.0740	135.135	1054.054	TEST__0__20171001_222001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171001_222001.wav											Y	1	0	X	bark	157	
3833	Spectrogram 1	1	30.303900000	31.120482920	0.8166	30.3039	128.378	1222.973	TEST__0__20171001_222001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171001_222001.wav											Y	1	1	X	bark, yelp	157	
3834	Spectrogram 1	1	136.325600000	136.765298500	0.4397	16.3256	33.784	1067.568	TEST__0__20171001_230801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171001_230801.wav											Y	1	0	X	bark	158	Faint
3835	Spectrogram 1	1	137.135900000	137.531628600	0.3957	17.1359	47.297	1040.541	TEST__0__20171001_230801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171001_230801.wav											Y	1	0	X	bark	158	Faint
3836	Spectrogram 1	1	332.716900000	333.068658800	0.3518	92.7169	155.405	1114.865	TEST__0__20171007_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav											Y	1	0	X	bark	1332	
3837	Spectrogram 1	1	337.264700000	337.603896000	0.3392	97.2647	135.135	1094.595	TEST__0__20171007_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav											Y	1	0	X	bark	1332	
3838	Spectrogram 1	1	339.408400000	339.904631200	0.4962	99.4084	135.135	1081.081	TEST__0__20171007_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav											Y	1	0	X	bark	1332	
3840	Spectrogram 1	1	919.200400000	919.696631200	0.4962	79.2004	49.587	1190.083	TEST__0__20171008_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_023201.wav											Y	1	0	X	bark	1478	
3841	Spectrogram 1	1	922.001900000	922.485568300	0.4837	82.0019	33.058	1223.140	TEST__0__20171008_023201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_023201.wav											Y	1	0	X	bark	1478	
3842	Spectrogram 1	1	1029.866100000	1031.260572000	1.3945	69.8661	82.645	1256.198	TEST__0__20171008_035601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_035601.wav											Y	3	0	X	bark	1482	
3843	Spectrogram 1	1	1031.920100000	1032.271859000	0.3518	71.9201	115.702	1223.140	TEST__0__20171008_035601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_035601.wav											Y	1	0	X	bark	1482	
3844	Spectrogram 1	1	1032.906300000	1033.936451000	1.0302	72.9063	82.645	1239.669	TEST__0__20171008_035601.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_035601.wav											Y	2	0	X	bark	1482	
3845	Spectrogram 1	1	1159.311300000	1159.656777000	0.3455	79.3113	132.231	2214.876	TEST__0__20171008_082001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_082001.wav											Y	1	0	X	bark	1488	
3846	Spectrogram 1	1	1160.900500000	1161.145475000	0.2450	80.9005	181.818	1487.603	TEST__0__20171008_082001.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_082001.wav											Y	1	0	X	bark	1488	
3848	Spectrogram 1	1	1208.709200000	1209.123773000	0.4146	8.7092	247.934	1884.298	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	1	0	X	bark	1490	
3849	Spectrogram 1	1	1209.657700000	1209.978052000	0.3204	9.6577	247.934	1884.298	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	1	0	X	bark	1490	
3850	Spectrogram 1	1	1210.367500000	1210.738103000	0.3706	10.3675	132.231	1735.537	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	1	0	X	bark	1490	
3851	Spectrogram 1	1	1207.120000000	1207.974271000	0.8543	7.1200	132.231	2198.347	TEST__0__20171008_083201.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171008_083201.wav											Y	2	0	X	bark	1490	
