Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
862	Spectrogram 1	1	430.4336212	430.7037217	0.2701	70.4336	346.734	919.598	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	544		
863	Spectrogram 1	1	414.7304322	415.0319397	0.3015	54.7304	135.678	889.447	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	545		
864	Spectrogram 1	1	415.4653568	415.7543015	0.2889	55.4654	135.678	889.447	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	1	X	BY	544		
865	Spectrogram 1	1	416.0369648	416.3133467	0.2764	56.037	376.884	979.899	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												X	0	1	X	Y	544		
866	Spectrogram 1	1	417.4063116	417.6575678	0.2513	57.4063	158.291	874.372	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	544		
867	Spectrogram 1	1	402.6342136	402.9043141	0.2701	42.6342	165.829	1010.05	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	546		
868	Spectrogram 1	1	404.2359724	404.4244146	0.1884	44.236	158.291	1115.578	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	546		
869	Spectrogram 1	1	405.4357211	405.6995402	0.2638	45.4357	143.216	1153.266	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	546		
870	Spectrogram 1	1	403.1304447	403.4507965	0.3204	43.1304	158.291	1108.04	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	1	X	BY	546		
871	Spectrogram 1	1	403.8653693	404.1982839	0.3329	43.8654	128.141	1145.729	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	1	X	BY	546		
872	Spectrogram 1	1	404.7070779	404.93949	0.2324	44.7071	663.317	1153.266	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												X	0	1	X	Y	546		
873	Spectrogram 1	1	406.8867261	407.0311985	0.1445	46.8867	851.759	1138.191	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												X	0	1	X	Y	546		
874	Spectrogram 1	1	407.2887362	407.5839623	0.2952	47.2887	150.754	1206.03	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	546		
875	Spectrogram 1	1	407.703309	407.9043141	0.201	47.7033	339.196	1085.427	TEST__0__20180323_140801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180323_140801.wav												Y	1	0	X	B	546		
876	Spectrogram 1	1	336.9594743	337.2986703	0.3392	96.9595	120.603	912.06	TEST__0__20180317_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180317_120801.wav												Y	1	0	X	B	-	Prev not annotated	
877	Spectrogram 1	1	337.6064592	337.8639969	0.2575	97.6065	120.603	851.759	TEST__0__20180317_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20180317_120801.wav												Y	1	0	X	B	-	Prev not annotated	
