Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Hour	Species	Sound type	Comments	Quantity	WH
952	Spectrogram 1	1	74109.531971162	74109.531971162	1510.714	1510.714	6	BS				
953	Spectrogram 1	1	74107.759331470	74107.759331470	578.571	578.571	6	?				Ice?
954	Spectrogram 1	1	74140.716937082	74140.716937082	278.571	278.571	6	?				Ice?
955	Spectrogram 1	1	74158.664038253	74158.664038253	921.429	921.429	6	BS				
956	Spectrogram 1	1	74183.145557968	74183.145557968	235.714	235.714	6	?				Ice?
957	Spectrogram 1	1	74243.135920280	74243.135920280	717.857	717.857	6	?				Ice?
958	Spectrogram 1	1	74245.708174615	74245.708174615	321.429	321.429	6	BS				
959	Spectrogram 1	1	74251.894888662	74251.894888662	128.571	128.571	6	BH?				BH?
960	Spectrogram 1	1	74270.328945180	74270.328945180	375.000	375.000	6	BS				
961	Spectrogram 1	1	74312.519342887	74312.519342887	825.000	825.000	7	BS				
962	Spectrogram 1	1	74368.518658839	74368.518658839	707.143	707.143	7	BS				
963	Spectrogram 1	1	74401.668946319	74401.668946319	257.143	257.143	7	BS				
964	Spectrogram 1	1	74486.652301706	74486.652301706	1596.429	1596.429	7	BS				
965	Spectrogram 1	1	74623.359248023	74623.359248023	192.857	192.857	7	BS				
966	Spectrogram 1	1	74747.858292671	74747.858292671	460.714	460.714	7	BS				
967	Spectrogram 1	1	74786.793308033	74786.793308033	921.429	921.429	7	BS				
968	Spectrogram 1	1	74818.435446539	74818.435446539	321.429	321.429	7	BS				
969	Spectrogram 1	1	74827.507964483	74827.507964483	289.286	289.286	7	BS				
970	Spectrogram 1	1	74859.846383072	74859.846383072	2057.143	2057.143	7	BS				
971	Spectrogram 1	1	74922.538619319	74922.538619319	942.857	942.857	7	BS				
972	Spectrogram 1	1	74930.114369419	74930.114369419	1746.429	1746.429	7	BS				
973	Spectrogram 1	1	74980.153795073	74980.153795073	514.286	514.286	7	BS				
974	Spectrogram 1	1	75047.036784270	75047.036784270	1307.143	1307.143	7	BS				
975	Spectrogram 1	1	75119.874401677	75119.874401677	792.857	792.857	7	BS				
976	Spectrogram 1	1	75220.956013442	75220.956013442	385.714	385.714	7	BS				
977	Spectrogram 1	1	75241.586595174	75241.586595174	1103.571	1103.571	7	BS				
978	Spectrogram 1	1	75267.545633791	75267.545633791	535.714	535.714	7	BS				
979	Spectrogram 1	1	75348.996841080	75348.996841080	1639.286	1639.286	7	BS				
980	Spectrogram 1	1	75400.353469279	75400.353469279	267.857	267.857	7	BS				
981	Spectrogram 1	1	75438.817290153	75438.817290153	364.286	364.286	7	BS				
982	Spectrogram 1	1	75480.427023953	75480.427023953	278.571	278.571	7	BS				
983	Spectrogram 1	1	75481.958815860	75481.958815860	567.857	567.857	7	BS				
984	Spectrogram 1	1	75565.580315872	75565.580315872	653.571	653.571	7	BS				
985	Spectrogram 1	1	75606.639168176	75606.639168176	1403.571	1403.571	7	BS				
986	Spectrogram 1	1	75654.780698853	75654.780698853	1200.000	1200.000	7	BS				
987	Spectrogram 1	1	75706.737252833	75706.737252833	364.286	364.286	7	BS				
988	Spectrogram 1	1	75780.350847548	75780.350847548	760.714	760.714	7	BS				
989	Spectrogram 1	1	75811.288831456	75811.288831456	321.429	321.429	7	BS				
990	Spectrogram 1	1	75849.312109104	75849.312109104	1853.571	1853.571	7	BS				
991	Spectrogram 1	1	75916.146963969	75916.146963969	835.714	835.714	7	BS				
992	Spectrogram 1	1	75991.000704025	75991.000704025	503.571	503.571	7	BS				
993	Spectrogram 1	1	76096.844105840	76096.844105840	2217.857	2217.857	7	BS				
994	Spectrogram 1	1	76140.004026251	76140.004026251	857.143	857.143	7	BS				
995	Spectrogram 1	1	76157.702378106	76157.702378106	267.857	267.857	7	BS				
996	Spectrogram 1	1	76160.977907972	76160.977907972	1532.143	1532.143	7	BS				
997	Spectrogram 1	1	76222.380979073	76222.380979073	771.429	771.429	7	BS				
998	Spectrogram 1	1	76265.991065423	76265.991065423	321.429	321.429	7	BS				
999	Spectrogram 1	1	76268.929408391	76268.929408391	417.857	417.857	7	BS				
1000	Spectrogram 1	1	76361.513049739	76361.513049739	1167.857	1167.857	7	BS				
1001	Spectrogram 1	1	76406.196001265	76406.196001265	1564.286	1564.286	7	BS				
1002	Spectrogram 1	1	76428.502000587	76428.502000587	482.143	482.143	7	BS				
1003	Spectrogram 1	1	76449.135211544	76449.135211544	878.571	878.571	7	BS				
1004	Spectrogram 1	1	76525.193206114	76525.193206114	364.286	364.286	7	BS				
1005	Spectrogram 1	1	76557.987911641	76557.987911641	1382.143	1382.143	7	BS				
1006	Spectrogram 1	1	76597.464175566	76597.464175566	857.143	857.143	7	BS				
1007	Spectrogram 1	1	76631.049738234	76631.049738234	1564.286	1564.286	7	BS				
1008	Spectrogram 1	1	76640.654738000	76640.654738000	846.429	846.429	7	BS				
1009	Spectrogram 1	1	76652.243480765	76652.243480765	803.571	803.571	7	BS				
1010	Spectrogram 1	1	76693.157826708	76693.157826708	889.286	889.286	7	BS				
1011	Spectrogram 1	1	76724.916439321	76724.916439321	267.857	267.857	7	BS				
1012	Spectrogram 1	1	76729.415475930	76729.415475930	1778.571	1778.571	7	BS				
1013	Spectrogram 1	1	76826.225787447	76826.225787447	1746.429	1746.429	7	BS				
1014	Spectrogram 1	1	76836.645296876	76836.645296876	428.571	428.571	7	BS				
1015	Spectrogram 1	1	76892.281128590	76892.281128590	664.286	664.286	7	BS				
1016	Spectrogram 1	1	76914.714124867	76914.714124867	1767.857	1767.857	7	BS				
1017	Spectrogram 1	1	76957.327534976	76957.327534976	825.000	825.000	7	BS				
1018	Spectrogram 1	1	77001.231910975	77001.231910975	589.286	589.286	7	BS				
1019	Spectrogram 1	1	77012.825875234	77012.825875234	1060.714	1060.714	7	BS				
1020	Spectrogram 1	1	77028.135038837	77028.135038837	1060.714	1060.714	7	BS				
1021	Spectrogram 1	1	77044.834991309	77044.834991309	814.286	814.286	7	BS				
1022	Spectrogram 1	1	77050.570664338	77050.570664338	182.143	182.143	7	BS				
1023	Spectrogram 1	1	77063.484489642	77063.484489642	503.571	503.571	7	BS				
1024	Spectrogram 1	1	77087.732179192	77087.732179192	728.571	728.571	7	BS				
1025	Spectrogram 1	1	77090.314067438	77090.314067438	2560.714	2560.714	7	BS				
1026	Spectrogram 1	1	77187.951126924	77187.951126924	1328.571	1328.571	7	BS				
1027	Spectrogram 1	1	77191.958834053	77191.958834053	1425.000	1425.000	7	BS				
1028	Spectrogram 1	1	77297.964265494	77297.964265494	2110.714	2110.714	7	BS				
1029	Spectrogram 1	1	77355.200190375	77355.200190375	385.714	385.714	7	BS				
1030	Spectrogram 1	1	77430.377123549	77430.377123549	846.429	846.429	7	BS				
1031	Spectrogram 1	1	77466.661060468	77466.661060468	1285.714	1285.714	7	BS				
1032	Spectrogram 1	1	77490.791387200	77490.791387200	1596.429	1596.429	7	BS				
1033	Spectrogram 1	1	77523.141170749	77523.141170749	310.714	310.714	7	BS				
1034	Spectrogram 1	1	77564.193899745	77564.193899745	482.143	482.143	7	BS				
1035	Spectrogram 1	1	77630.739697249	77630.739697249	1510.714	1510.714	7	BS				
1036	Spectrogram 1	1	77639.345396168	77639.345396168	1285.714	1285.714	7	BS				
1037	Spectrogram 1	1	77670.508499338	77670.508499338	471.429	471.429	7	BS				
1038	Spectrogram 1	1	77694.023123665	77694.023123665	1950.000	1950.000	7	BS				
1039	Spectrogram 1	1	77723.751620422	77723.751620422	975.000	975.000	7	BS				
1040	Spectrogram 1	1	77798.476612668	77798.476612668	460.714	460.714	7	BS				
1041	Spectrogram 1	1	77831.604126342	77831.604126342	1853.571	1853.571	7	BS				
1042	Spectrogram 1	1	77896.955318837	77896.955318837	2185.714	2196.429	8	BS				
1043	Spectrogram 1	1	77998.149063666	77998.149063666	1521.429	1521.429	8	BS				
1044	Spectrogram 1	1	78039.338414638	78039.338414638	182.143	182.143	8	BS				
1045	Spectrogram 1	1	78046.555088701	78046.555088701	2196.429	2196.429	8	BS				
1046	Spectrogram 1	1	78107.619193927	78107.619193927	878.571	878.571	8	BS				
1047	Spectrogram 1	1	78120.161675440	78120.161675440	1446.429	1446.429	8	BS				
1048	Spectrogram 1	1	78141.349274504	78141.349274504	792.857	792.857	8	BS				
1049	Spectrogram 1	1	78161.482395188	78161.482395188	696.429	696.429	8	BS				
1050	Spectrogram 1	1	78206.874750523	78206.874750523	1232.143	1232.143	8	BS				
1051	Spectrogram 1	1	78239.280588013	78239.280588013	2100.000	2100.000	8	BS				
1052	Spectrogram 1	1	78268.769140535	78268.769140535	760.714	760.714	8	BS				
1053	Spectrogram 1	1	78363.415302795	78363.415302795	310.714	310.714	8	BS				
1054	Spectrogram 1	1	78389.272731547	78389.272731547	1307.143	1307.143	8	BS				
1055	Spectrogram 1	1	78429.240315713	78429.240315713	846.429	846.429	8	BS				
1056	Spectrogram 1	1	78485.351720666	78485.351720666	1264.286	1264.286	8	BS				
1057	Spectrogram 1	1	78507.214563356	78507.214563356	1028.571	1028.571	8	BS				
1058	Spectrogram 1	1	78525.270268106	78525.270268106	525.000	525.000	8	BS				
1059	Spectrogram 1	1	78529.932198222	78529.932198222	1328.571	1328.571	8	BS				
1060	Spectrogram 1	1	78570.920130035	78570.920130035	1457.143	1457.143	8	BS				
1061	Spectrogram 1	1	78582.882819255	78582.882819255	2657.143	2657.143	8	BS				
1062	Spectrogram 1	1	78600.984937281	78600.984937281	1317.857	1317.857	8	BS				
1063	Spectrogram 1	1	78614.514454196	78614.514454196	2678.571	2678.571	8	BS				
1064	Spectrogram 1	1	78623.513398573	78623.513398573	750.000	750.000	8	BS				
1065	Spectrogram 1	1	78676.320370597	78676.320370597	417.857	417.857	8	BS				
1066	Spectrogram 1	1	78763.896106423	78763.896106423	2260.714	2260.714	8	BS				
1067	Spectrogram 1	1	78771.184607186	78771.184607186	439.286	439.286	8	BS				
1068	Spectrogram 1	1	78815.795745871	78815.795745871	2089.286	2089.286	8	BS				
1069	Spectrogram 1	1	78869.096693521	78869.096693521	857.143	857.143	8	BS				
1070	Spectrogram 1	1	78931.226657276	78931.226657276	1082.143	1082.143	8	BS				
1071	Spectrogram 1	1	79043.724465282	79043.724465282	192.857	192.857	8	BS				
1072	Spectrogram 1	1	79098.097387437	79098.097387437	867.857	867.857	8	BS				
1073	Spectrogram 1	1	79127.153256285	79127.153256285	310.714	310.714	8	BS				
1074	Spectrogram 1	1	79128.463468231	79128.463468231	2207.143	2207.143	8	BS				
1075	Spectrogram 1	1	79161.578728008	79161.578728008	1371.429	1371.429	8	BS				
1076	Spectrogram 1	1	79189.780701300	79189.780701300	803.571	803.571	8	BS				
1077	Spectrogram 1	1	79205.677527546	79205.677527546	1392.857	1392.857	8	BS				
1078	Spectrogram 1	1	79240.701170273	79240.701170273	910.714	910.714	8	BS				
1079	Spectrogram 1	1	79353.110517600	79353.110517600	1607.143	1607.143	8	BS				
1080	Spectrogram 1	1	79453.128899431	79453.128899431	1017.857	1017.857	8	BS				
1081	Spectrogram 1	1	79521.354529308	79521.354529308	1189.286	1189.286	8	BS				
1082	Spectrogram 1	1	79581.927300434	79581.927300434	514.286	514.286	8	BS				
1083	Spectrogram 1	1	79703.818174684	79703.818174684	396.429	396.429	8	BS				
1084	Spectrogram 1	1	79737.252214755	79737.252214755	1071.429	1071.429	8	BS				
1085	Spectrogram 1	1	79768.229641498	79768.229641498	792.857	792.857	8	BS				
1086	Spectrogram 1	1	79770.532146315	79770.532146315	2464.286	2464.286	8	BS				
1087	Spectrogram 1	1	79843.208617783	79843.208617783	1317.857	1317.857	8	BS				
1088	Spectrogram 1	1	79907.247840632	79907.247840632	2282.143	2282.143	8	BS				
1089	Spectrogram 1	1	79924.405857286	79924.405857286	375.000	375.000	8	BS				
1090	Spectrogram 1	1	80045.977931837	80045.977931837	1317.857	1317.857	8	BS				
1091	Spectrogram 1	1	80084.025752275	80084.025752275	1071.429	1071.429	8	BS				
1092	Spectrogram 1	1	80101.640037391	80101.640037391	267.857	267.857	8	BS				
1093	Spectrogram 1	1	80214.762303398	80214.762303398	1521.429	1521.429	8	BS				
1094	Spectrogram 1	1	80232.529863926	80232.529863926	728.571	728.571	8	BS				
1095	Spectrogram 1	1	80261.963204845	80261.963204845	1478.571	1478.571	8	BS				
1096	Spectrogram 1	1	80284.735156024	80284.735156024	2121.429	2121.429	8	BS				
1097	Spectrogram 1	1	80287.037660841	80287.037660841	450.000	450.000	8	BS				
1098	Spectrogram 1	1	80301.281842726	80301.281842726	353.571	353.571	8	BS				
1099	Spectrogram 1	1	80340.550536064	80340.550536064	535.714	535.714	8	BS				
1100	Spectrogram 1	1	80365.088108389	80365.088108389	1050.000	1050.000	8	BS				
1101	Spectrogram 1	1	80379.397099356	80379.397099356	1350.000	1350.000	8	BS				
1102	Spectrogram 1	1	80393.393409889	80393.393409889	535.714	535.714	8	BS				
1103	Spectrogram 1	1	80419.806093918	80419.806093918	1232.143	1232.143	8	BS				
1104	Spectrogram 1	1	80429.731647933	80429.731647933	867.857	867.857	8	BS				
1105	Spectrogram 1	1	80444.908556762	80444.908556762	257.143	257.143	8	BS				
1106	Spectrogram 1	1	80455.215974127	80455.225608038	1039.286	1039.286	8	BS				
1107	Spectrogram 1	1	80567.050776587	80567.050776587	825.000	825.000	8	BS				
1108	Spectrogram 1	1	80614.402353322	80614.402353322	2378.571	2378.571	8	BS				
1109	Spectrogram 1	1	80698.718339600	80698.718339600	1317.857	1317.857	8	BS				
1110	Spectrogram 1	1	80746.386047545	80746.386047545	1392.857	1392.857	8	BS				
1111	Spectrogram 1	1	80771.562094525	80771.562094525	267.857	267.857	8	BS				
1112	Spectrogram 1	1	80774.224556406	80774.224556406	900.000	900.000	8	BS				
1113	Spectrogram 1	1	80845.502365818	80845.502365818	2807.143	2807.143	8	BS				
1114	Spectrogram 1	1	80875.461193110	80875.461193110	439.286	439.286	8	BS				
1115	Spectrogram 1	1	80962.313540585	80962.313540585	1328.571	1328.571	8	BS				
1116	Spectrogram 1	1	80981.730249485	80981.730249485	1232.143	1232.143	8	BS				
1117	Spectrogram 1	1	81007.942370902	81007.942370902	364.286	364.286	8	BS				
1118	Spectrogram 1	1	81094.919054696	81094.919054696	1542.857	1542.857	8	BS				
1119	Spectrogram 1	1	81158.548421469	81158.548421469	782.143	782.143	8	BS				
1120	Spectrogram 1	1	81203.593104819	81203.593104819	696.429	696.429	8	BS				
1121	Spectrogram 1	1	81207.629713683	81207.629713683	1253.571	1253.571	8	BS				
1122	Spectrogram 1	1	81357.450146679	81357.450146679	1982.143	1982.143	8	BS				
1123	Spectrogram 1	1	81398.082495156	81398.082495156	321.429	321.429	8	BS				
1124	Spectrogram 1	1	81437.038543056	81437.038543056	1146.429	1146.429	8	BS				
1125	Spectrogram 1	1	81439.379583518	81439.379583518	1510.714	1510.714	8	BS				
1126	Spectrogram 1	1	81460.487463589	81460.487463589	900.000	900.000	8	BS				
1127	Spectrogram 1	1	81477.437018059	81477.437018059	267.857	267.857	8	BS				
1128	Spectrogram 1	1	81503.110534111	81503.110534111	1392.857	1392.857	9	BS				
1129	Spectrogram 1	1	81525.001408014	81525.001408014	867.857	867.857	9	BS				
1130	Spectrogram 1	1	81537.777722406	81537.777722406	2410.714	2410.714	9	BS				
1131	Spectrogram 1	1	81569.908569077	81569.908569077	471.429	471.429	9	BS				
1132	Spectrogram 1	1	81573.627258865	81573.627258865	417.857	417.857	9	BS				
1133	Spectrogram 1	1	81607.632336211	81607.632336211	2003.571	2003.571	9	BS				
1134	Spectrogram 1	1	81622.634958227	81622.634958227	1157.143	1157.143	9	BS				
1135	Spectrogram 1	1	81661.422835694	81661.422835694	975.000	975.000	9	BS				
1136	Spectrogram 1	1	81691.385165330	81691.385165330	1960.714	1960.714	9	BS				
1137	Spectrogram 1	1	81758.235757554	81758.235757554	942.857	942.857	9	BS				
1138	Spectrogram 1	1	81771.136449893	81771.136449893	267.857	267.857	9	BS				
1139	Spectrogram 1	1	81837.343323276	81837.343323276	1135.714	1135.714	9	BS				
1140	Spectrogram 1	1	81940.134528003	81940.134528003	2335.714	2335.714	9	BS				
1141	Spectrogram 1	1	81951.924682072	81951.924682072	300.000	300.000	9	BS				
1142	Spectrogram 1	1	81964.516209550	81964.516209550	889.286	889.286	9	BS				
1143	Spectrogram 1	1	82048.551918492	82048.551918492	1800.000	1800.000	9	BS				
1144	Spectrogram 1	1	82066.654036694	82066.654036694	546.429	546.429	9	BS				
1145	Spectrogram 1	1	82168.951309508	82168.951309508	514.286	514.286	9	BS				
1146	Spectrogram 1	1	82186.765285447	82186.765285447	771.429	771.429	9	BS				
1147	Spectrogram 1	1	82198.337361897	82198.337361897	1585.714	1585.714	9	BS				
1148	Spectrogram 1	1	82269.619553350	82269.619553350	1810.714	1810.714	9	BS				
1149	Spectrogram 1	1	82274.785949200	82274.785949200	364.286	364.286	9	BS				
1150	Spectrogram 1	1	82312.726042466	82312.726042466	792.857	792.857	9	BS				
1151	Spectrogram 1	1	82419.494312705	82419.494312705	1853.571	1853.571	9	BS				
1152	Spectrogram 1	1	82442.922229117	82442.922229117	417.857	417.857	9	RS	BARK			
1153	Spectrogram 1	1	82441.929936246	82441.929936246	375.000	375.000	9	RS	BARK			
1154	Spectrogram 1	1	82444.868279214	82444.868279214	407.143	407.143	9	RS	BARK			
1155	Spectrogram 1	1	82444.030128925	82444.030128925	525.000	525.000	9	RS	BARK			
1156	Spectrogram 1	1	82446.380803298	82446.380803298	471.429	471.429	9	RS	BARK			
1157	Spectrogram 1	1	82448.933789811	82448.933789811	439.286	439.286	9	RS	BARK			
1158	Spectrogram 1	1	82449.588895784	82449.588895784	417.857	417.857	9	RS	BARK			
1159	Spectrogram 1	1	82462.698897040	82462.698897040	792.857	792.857	9	BS				
1160	Spectrogram 1	1	82515.469963973	82515.469963973	1478.571	1478.571	9	BS				
1161	Spectrogram 1	1	82549.065148024	82549.065148024	203.571	203.571	9	BS				
1162	Spectrogram 1	1	82644.348910490	82644.348910490	1821.429	1821.429	9	BS				
1163	Spectrogram 1	1	82685.479596423	82685.479596423	1446.429	1446.429	9	BS				
1164	Spectrogram 1	1	82743.441587212	82743.441587212	1317.857	1317.857	9	BS				
1165	Spectrogram 1	1	82759.097567005	82759.097567005	1210.714	1210.714	9	BS				
1166	Spectrogram 1	1	82785.786122881	82785.786122881	1178.571	1178.571	9	BS				
1167	Spectrogram 1	1	82806.273954708	82806.273954708	1414.286	1414.286	9	BS				
1168	Spectrogram 1	1	82828.453843354	82828.453843354	846.429	846.429	9	BS				
1169	Spectrogram 1	1	82892.886321164	82892.886321164	1489.286	1489.286	9	BS				
1170	Spectrogram 1	1	82933.906618366	82933.906618366	1146.429	1146.429	9	BS				
1171	Spectrogram 1	1	82980.490091555	82980.490091555	1103.571	1103.571	9	BS				
1172	Spectrogram 1	1	83025.346477337	83025.346477337	535.714	535.714	9	BS				
1173	Spectrogram 1	1	83050.018048993	83050.018048993	985.714	985.714	9	BS				
1174	Spectrogram 1	1	83155.689770123	83155.689770123	1575.000	1575.000	9	BS				
1175	Spectrogram 1	1	83248.211229251	83248.211229251	2089.286	2089.286	9	BS				
1176	Spectrogram 1	1	83361.577860978	83361.577860978	492.857	492.857	9	BS				
1177	Spectrogram 1	1	83438.945172204	83438.945172204	814.286	814.286	9	BS				
1178	Spectrogram 1	1	83455.004028077	83455.004028077	1360.714	1360.714	9	BS				
1179	Spectrogram 1	1	83465.711672490	83465.711672490	900.000	900.000	9	BS				
1180	Spectrogram 1	1	83484.121202737	83484.121202737	2110.714	2110.714	9	BS				
1181	Spectrogram 1	1	83539.404088023	83539.404088023	739.286	739.286	9	BS				
1182	Spectrogram 1	1	83581.944812172	83581.944812172	1575.000	1575.000	9	BS				
1183	Spectrogram 1	1	83586.757382525	83586.757382525	407.143	407.143	9	BS				
1184	Spectrogram 1	1	83617.637594726	83617.637594726	1875.000	1875.000	9	BS				
1185	Spectrogram 1	1	83691.577859090	83691.577859090	1275.000	1275.000	9	BS				
1186	Spectrogram 1	1	83813.079871252	83813.079871252	771.429	771.429	9	BS				
1187	Spectrogram 1	1	83869.064264063	83869.064264063	1500.000	1500.000	9	BS				
1188	Spectrogram 1	1	83869.680834391	83869.680834391	2035.714	2035.714	9	BS				
1189	Spectrogram 1	1	83891.205635541	83891.205635541	321.429	321.429	9	BS				
1190	Spectrogram 1	1	83934.664218177	83934.664218177	2003.571	2003.571	9	BS				
1191	Spectrogram 1	1	83955.779126032	83955.779126032	846.429	846.429	9	RS	YELP			
1192	Spectrogram 1	1	83956.646178055	83956.646178055	921.429	921.429	9	RS	YELP			
1193	Spectrogram 1	1	83957.594676831	83957.594676831	867.857	867.857	9	RS	YELP			
1194	Spectrogram 1	1	83960.822037140	83960.822037140	975.000	975.000	9	RS	YELP			
1195	Spectrogram 1	1	83961.748648107	83961.748648107	889.286	889.286	9	RS	YELP			
1196	Spectrogram 1	1	83966.199515159	83966.199515159	921.429	921.429	9	RS	YELP			
1197	Spectrogram 1	1	84016.478019034	84016.478019034	1457.143	1457.143	9	BS				
1198	Spectrogram 1	1	84047.684882002	84047.684882002	1371.429	1371.429	9	BS				
1199	Spectrogram 1	1	84061.493775417	84061.493775417	450.000	450.000	9	BS				
1200	Spectrogram 1	1	84089.022227820	84089.022227820	535.714	535.714	9	BS				
1201	Spectrogram 1	1	84115.054823082	84115.054823082	1960.714	1960.714	9	BS				
1202	Spectrogram 1	1	84140.208084708	84140.208084708	1403.571	1403.571	9	BS				
1203	Spectrogram 1	1	84141.315984515	84141.315984515	2400.000	2400.000	9	BS				
1204	Spectrogram 1	1	84185.148522616	84185.148522616	1982.143	1982.143	9	BS				
1205	Spectrogram 1	1	84194.836756021	84194.836756021	235.714	235.714	9	BS				
1206	Spectrogram 1	1	84247.866176506	84247.866176506	589.286	589.286	9	BS				
1207	Spectrogram 1	1	84267.240849376	84267.240849376	792.857	792.857	9	BS				
1208	Spectrogram 1	1	84282.562268206	84282.562268206	2153.571	2153.571	9	BS				
1209	Spectrogram 1	1	84422.108589152	84422.108589152	739.286	739.286	9	BS				
1210	Spectrogram 1	1	84445.266754716	84445.266754716	2400.000	2400.000	9	BS				
1211	Spectrogram 1	1	84462.984396161	84462.984396161	1328.571	1328.571	9	BS				
1212	Spectrogram 1	1	84494.046775289	84494.046775289	825.000	825.000	9	BS				
1213	Spectrogram 1	1	84524.912075897	84524.912075897	1157.143	1157.143	9	BS				
1214	Spectrogram 1	1	84536.887900217	84536.887900217	1596.429	1596.429	9	BS				
1215	Spectrogram 1	1	84566.661939616	84566.661939616	889.286	889.286	9	BS				
1216	Spectrogram 1	1	84585.619717163	84585.619717163	1167.857	1167.857	9	BS				
1217	Spectrogram 1	1	84623.579954660	84623.579954660	1542.857	1542.857	9	BS				
1218	Spectrogram 1	1	84635.077598283	84635.077598283	921.429	921.429	9	BS				
1219	Spectrogram 1	1	84694.184269974	84694.184269974	1810.714	1810.714	9	BS				
1220	Spectrogram 1	1	84752.837268134	84752.837268134	471.429	471.429	9	BS				
1221	Spectrogram 1	1	84781.180230830	84781.180230830	942.857	942.857	9	BS				
1222	Spectrogram 1	1	84792.601676281	84792.601676281	2185.714	2185.714	9	BS				
1223	Spectrogram 1	1	84838.477495593	84838.477495593	535.714	535.714	9	BS				
1224	Spectrogram 1	1	84883.354874873	84883.354874873	1264.286	1264.286	9	BS				
1225	Spectrogram 1	1	84970.782627401	84970.782627401	1253.571	1253.571	9	BS				
1226	Spectrogram 1	1	85046.315098239	85046.315098239	653.571	653.571	9	BS				
1227	Spectrogram 1	1	85195.511123523	85195.511123523	889.286	889.286	10	BS				
1228	Spectrogram 1	1	85225.714304232	85225.714304232	2078.571	2078.571	10	BS				
1229	Spectrogram 1	1	85374.372564415	85374.372564415	1275.000	1275.000	10	BS				
1230	Spectrogram 1	1	85442.686639782	85442.686639782	1125.000	1125.000	10	BS				
1231	Spectrogram 1	1	85465.367491819	85465.367491819	1478.571	1478.571	10	BS				
1232	Spectrogram 1	1	85540.047816852	85540.047816852	1907.143	1907.143	10	BS				
1233	Spectrogram 1	1	85643.390771224	85643.390771224	557.143	557.143	10	BS				
1234	Spectrogram 1	1	85710.694173679	85710.694173679	1896.429	1896.429	10	BS				
1235	Spectrogram 1	1	85837.057801984	85837.057801984	1317.857	1317.857	10	BS				
1236	Spectrogram 1	1	85981.215260843	85981.215260843	867.857	867.857	10	BS				
1237	Spectrogram 1	1	86012.046423614	86012.046423614	1564.286	1564.286	10	BS				
1238	Spectrogram 1	1	86113.059727365	86113.059727365	1885.714	1885.714	10	BS				
1239	Spectrogram 1	1	86284.215782740	86284.215782740	985.714	985.714	10	BS				
1240	Spectrogram 1	1	86341.919429216	86341.919429216	1210.714	1210.714	10	BS				
1241	Spectrogram 1	1	86358.939918790	86358.939918790	2207.143	2207.143	10	BS				
1242	Spectrogram 1	1	86373.890001737	86373.890001737	889.286	889.286	10	BS				
1243	Spectrogram 1	1	86483.050980644	86483.050980644	1039.286	1039.286	10	BS				
1244	Spectrogram 1	1	86500.917491034	86500.917491034	1360.714	1360.714	10	BS				
1245	Spectrogram 1	1	86537.976519614	86537.976519614	1114.286	1114.286	10	BS				
1246	Spectrogram 1	1	86545.292154107	86545.292154107	1542.857	1542.857	10	BS				
1247	Spectrogram 1	1	86560.187062810	86560.187062810	1500.000	1500.000	10	BS				
1248	Spectrogram 1	1	86644.361187544	86644.361187544	2271.429	2271.429	10	BS				
1249	Spectrogram 1	1	86802.514109574	86802.514109574	1210.714	1210.714	10	BS				
1250	Spectrogram 1	1	87001.173234183	87001.173234183	1896.429	1896.429	10	BS				
1251	Spectrogram 1	1	87026.385181634	87026.385181634	985.714	985.714	10	BS				
1252	Spectrogram 1	1	87044.619539421	87044.619539421	1210.714	1210.714	10	BS				
1253	Spectrogram 1	1	87056.317742366	87056.317742366	932.143	932.143	10	BS				
1254	Spectrogram 1	1	87075.359605131	87075.359605131	1971.429	1971.429	10	BS				
1255	Spectrogram 1	1	87087.585028789	87087.585028789	900.000	900.000	10	BS				
1256	Spectrogram 1	1	87130.811525359	87130.811525359	589.286	589.286	10	BS				
1257	Spectrogram 1	1	87180.060947584	87180.060947584	760.714	760.714	10	BS				
1258	Spectrogram 1	1	87214.126473391	87214.126473391	1992.857	1992.857	10	BS				
1259	Spectrogram 1	1	87244.817485052	87244.817485052	2710.714	2710.714	10	BS				
1260	Spectrogram 1	1	87294.213165474	87294.213165474	942.857	942.857	10	BS				
1261	Spectrogram 1	1	87421.448231308	87421.448231308	1500.000	1500.000	10	BS				
1262	Spectrogram 1	1	87617.599928215	87617.599928215	1007.143	1007.143	10	BS				
1263	Spectrogram 1	1	87623.532670750	87623.532670750	857.143	857.143	10	BS				
1264	Spectrogram 1	1	87679.272722673	87679.272722673	1982.143	1982.143	10	BS				
1265	Spectrogram 1	1	87741.847599167	87741.847599167	2003.571	2003.571	10	BS				
1266	Spectrogram 1	1	87845.467335865	87845.467335865	760.714	760.714	10	BS				
1267	Spectrogram 1	1	87884.183397200	87884.183397200	1039.286	1039.286	10	BS				
1268	Spectrogram 1	1	87901.764411069	87901.764411069	1467.857	1467.857	10	BS				
1269	Spectrogram 1	1	87904.779825327	87904.779825327	1135.714	1135.714	10	BS				
1270	Spectrogram 1	1	87952.074445902	87952.074445902	900.000	900.000	10	BS				
1271	Spectrogram 1	1	87962.036776797	87962.036776797	1500.000	1500.000	10	BS				
1272	Spectrogram 1	1	88047.147996657	88047.147996657	1275.000	1275.000	10	BS				
1273	Spectrogram 1	1	88079.781560865	88079.781560865	878.571	878.571	10	BS				
1274	Spectrogram 1	1	88092.455414794	88092.455414794	1071.429	1071.429	10	BS				
