Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH
269	Spectrogram 1	1	18909.530531496	18909.530531496	1014.235	1014.235	67653638.220517204558.wav	BS			
270	Spectrogram 1	1	18973.403356800	18973.403356800	2060.498	2060.498	67653638.220517204558.wav	BS			
271	Spectrogram 1	1	19013.427895742	19013.427895742	448.399	448.399	67653638.220517204558.wav	BS			
272	Spectrogram 1	1	19051.140259002	19051.140259002	362.989	362.989	67653638.220517204558.wav	BS			
273	Spectrogram 1	1	19070.625284978	19070.625284978	982.206	982.206	67653638.220517204558.wav	BS			
274	Spectrogram 1	1	19082.958465258	19082.958465258	2177.936	2177.936	67653638.220517204558.wav	BS			
275	Spectrogram 1	1	19110.797838978	19110.797838978	2135.231	2135.231	67653638.220517204558.wav	BS			
276	Spectrogram 1	1	19163.676624824	19163.676624824	1014.235	1014.235	67653638.220517204558.wav	BS			
277	Spectrogram 1	1	19206.741955648	19206.741955648	1590.747	1590.747	67653638.220517205058.wav	BS			
278	Spectrogram 1	1	19280.129588361	19280.129588361	1099.644	1099.644	67653638.220517205058.wav	BS			
279	Spectrogram 1	1	19309.322976381	19309.322976381	2423.488	2423.488	67653638.220517205058.wav	BS			
280	Spectrogram 1	1	19412.777171870	19412.777171870	2466.192	2466.192	67653638.220517205058.wav	BS			
281	Spectrogram 1	1	19457.454874186	19457.454874186	405.694	405.694	67653638.220517205058.wav	BS			
282	Spectrogram 1	1	19479.626872498	19479.626872498	427.046	427.046	67653638.220517205058.wav	BS			
283	Spectrogram 1	1	19510.212795625	19510.212795625	544.484	544.484	67653638.220517205558.wav	BS			
284	Spectrogram 1	1	19536.081601866	19536.081601866	1601.423	1601.423	67653638.220517205558.wav	BS			
285	Spectrogram 1	1	19603.106465714	19603.106465714	2060.498	2060.498	67653638.220517205558.wav	BS			
286	Spectrogram 1	1	19660.651552168	19660.651552168	704.626	704.626	67653638.220517205558.wav	BS			
287	Spectrogram 1	1	19778.753692196	19778.753692196	1056.940	1056.940	67653638.220517205558.wav	BS			
288	Spectrogram 1	1	19915.118208983	19915.118208983	1473.310	1473.310	67653638.220517210058.wav	BS			
289	Spectrogram 1	1	20000.733030298	20000.733030298	565.836	565.836	67653638.220517210058.wav	BS			
290	Spectrogram 1	1	20124.113649402	20124.113649402	1323.843	1323.843	67653638.220517210558.wav	BS			
291	Spectrogram 1	1	20186.930265277	20186.930265277	395.018	395.018	67653638.220517210558.wav	BS			
292	Spectrogram 1	1	20207.926920452	20207.926920452	1889.680	1889.680	67653638.220517210558.wav	BS			
293	Spectrogram 1	1	20254.757354516	20254.757354516	1846.975	1846.975	67653638.220517210558.wav	BS			
294	Spectrogram 1	1	20318.574157639	20318.574157639	1462.633	1462.633	67653638.220517210558.wav	BS			
295	Spectrogram 1	1	20365.140976062	20365.140976062	2081.851	2081.851	67653638.220517210558.wav	BS			
296	Spectrogram 1	1	20411.387256404	20411.387256404	651.246	651.246	67653638.220517211058.wav	BS			
297	Spectrogram 1	1	20411.522131163	20411.522131163	1836.299	1836.299	67653638.220517211058.wav	BS			
298	Spectrogram 1	1	20466.108742946	20466.108742946	1409.253	1409.253	67653638.220517211058.wav	BS			
299	Spectrogram 1	1	20509.569933966	20509.569933966	501.779	501.779	67653638.220517211058.wav	BS			
300	Spectrogram 1	1	20542.071255929	20542.071255929	672.598	672.598	67653638.220517211058.wav	BS			
301	Spectrogram 1	1	20553.926224102	20553.926224102	1046.263	1046.263	67653638.220517211058.wav	BS			
302	Spectrogram 1	1	20684.703946448	20684.703946448	1046.263	1046.263	67653638.220517211058.wav	BS			
303	Spectrogram 1	1	20727.064252216	20727.064252216	2348.754	2348.754	67653638.220517211558.wav	BS			
304	Spectrogram 1	1	20820.665582536	20820.665582536	1419.929	1419.929	67653638.220517211558.wav	BS			
305	Spectrogram 1	1	20826.974056854	20826.974056854	1430.605	1430.605	67653638.220517211558.wav	BS			
306	Spectrogram 1	1	20873.590773574	20873.590773574	1814.947	1814.947	67653638.220517211558.wav	BS			
307	Spectrogram 1	1	20902.471513271	20902.471513271	693.950	693.950	67653638.220517211558.wav	BS			
308	Spectrogram 1	1	20914.120663322	20914.120663322	459.075	459.075	67653638.220517211558.wav	BS			
309	Spectrogram 1	1	20929.081249659	20929.081249659	2103.203	2103.203	67653638.220517211558.wav	BS			
310	Spectrogram 1	1	20961.865449486	20961.865449486	928.826	928.826	67653638.220517211558.wav	BS			
311	Spectrogram 1	1	20974.622497035	20974.622497035	1387.900	1387.900	67653638.220517211558.wav	BS			
312	Spectrogram 1	1	21009.340479204	21009.340479204	565.836	565.836	67653638.220517212058.wav	BS			
313	Spectrogram 1	1	21022.499534333	21022.499534333	1975.089	1975.089	67653638.220517212058.wav	BS			
314	Spectrogram 1	1	21099.287934469	21099.287934469	448.399	448.399	67653638.220517212058.wav	BS			
315	Spectrogram 1	1	21153.000480304	21153.000480304	1686.833	1686.833	67653638.220517212058.wav	BS			
316	Spectrogram 1	1	21176.862816283	21176.862816283	1270.463	1270.463	67653638.220517212058.wav	BS			
317	Spectrogram 1	1	21215.497436239	21215.497436239	469.751	469.751	67653638.220517212058.wav	BS			
318	Spectrogram 1	1	21291.291794957	21291.291794957	1761.566	1761.566	67653638.220517212058.wav	BS			
319	Spectrogram 1	1	21298.109971692	21298.109971692	800.712	800.712	67653638.220517212058.wav	BS			
320	Spectrogram 1	1	21335.682223509	21335.682223509	1120.996	1120.996	67653638.220517212558.wav	BS			
321	Spectrogram 1	1	21398.604787982	21398.604787982	1516.014	1516.014	67653638.220517212558.wav	BS			
322	Spectrogram 1	1	21425.894163895	21425.894163895	491.103	491.103	67653638.220517212558.wav	BS			
323	Spectrogram 1	1	21465.612152013	21465.612152013	362.989	362.989	67653638.220517212558.wav	BS			
324	Spectrogram 1	1	21475.345894970	21475.345894970	2145.907	2145.907	67653638.220517212558.wav	BS			
325	Spectrogram 1	1	21541.451192556	21541.451192556	758.007	758.007	67653638.220517212558.wav	BS			
326	Spectrogram 1	1	21545.343292749	21545.343292749	2049.822	2049.822	67653638.220517212558.wav	BS			
327	Spectrogram 1	1	21573.251855686	21573.251855686	469.751	469.751	67653638.220517212558.wav	BS			
328	Spectrogram 1	1	21591.269024791	21591.269024791	2081.851	2081.851	67653638.220517212558.wav	BS			
329	Spectrogram 1	1	21609.365878594	21609.365878594	362.989	362.989	67653638.220517213058.wav	BS			
330	Spectrogram 1	1	21630.998396347	21630.998396347	1110.320	1110.320	67653638.220517213058.wav	BS			
331	Spectrogram 1	1	21644.662781091	21644.662781091	1750.890	1750.890	67653638.220517213058.wav	BS			
332	Spectrogram 1	1	21651.064088890	21651.064088890	565.836	565.836	67653638.220517213058.wav	BS			
333	Spectrogram 1	1	21661.411776239	21661.411776239	1772.242	1772.242	67653638.220517213058.wav	BS			
334	Spectrogram 1	1	21677.616878411	21677.616878411	2039.146	2039.146	67653638.220517213058.wav	BS			
335	Spectrogram 1	1	21789.536674947	21789.536674947	768.683	768.683	67653638.220517213058.wav	BS			
336	Spectrogram 1	1	21798.363089081	21798.363089081	480.427	480.427	67653638.220517213058.wav	BS			
337	Spectrogram 1	1	21835.920448363	21835.920448363	437.722	437.722	67653638.220517213058.wav	BS			
338	Spectrogram 1	1	21870.605159284	21870.605159284	715.302	715.302	67653638.220517213058.wav	BS			
339	Spectrogram 1	1	21903.683636232	21903.683636232	800.712	800.712	67653638.220517213558.wav	BS			
340	Spectrogram 1	1	21974.287047421	21974.287047421	1996.441	1996.441	67653638.220517213558.wav	BS			
341	Spectrogram 1	1	22013.377096961	22013.377096961	1024.911	1024.911	67653638.220517213558.wav	BS			
342	Spectrogram 1	1	22091.857571642	22091.857571642	1612.100	1612.100	67653638.220517213558.wav	BS			
343	Spectrogram 1	1	22141.823412756	22141.823412756	1185.053	1185.053	67653638.220517213558.wav	BS			
344	Spectrogram 1	1	22148.249229679	22148.249229679	2487.544	2487.544	67653638.220517213558.wav	BS			
345	Spectrogram 1	1	22256.124515004	22256.124515004	1238.434	1238.434	67653638.220517214058.wav	BS			
346	Spectrogram 1	1	22294.887869488	22294.887869488	1750.890	1750.890	67653638.220517214058.wav	BS			
347	Spectrogram 1	1	22334.687289171	22334.687289171	341.637	341.637	67653638.220517214058.wav	BS			
348	Spectrogram 1	1	22347.192987855	22347.192987855	683.274	683.274	67653638.220517214058.wav	BS			
349	Spectrogram 1	1	22380.328407454	22380.328407454	480.427	480.427	67653638.220517214058.wav	BS			
350	Spectrogram 1	1	22400.272355544	22400.272355544	1088.968	1088.968	67653638.220517214058.wav	BS			
351	Spectrogram 1	1	22424.273931176	22424.273931176	619.217	619.217	67653638.220517214058.wav	BS			
352	Spectrogram 1	1	22441.537897759	22441.537897759	1975.089	1975.089	67653638.220517214058.wav	BS			
353	Spectrogram 1	1	22475.830238300	22475.830238300	1772.242	1772.242	67653638.220517214058.wav	BS			
354	Spectrogram 1	1	22486.954776076	22486.954776076	939.502	939.502	67653638.220517214058.wav	BS			
355	Spectrogram 1	1	22583.253601579	22583.253601579	427.046	427.046	67653638.220517214558.wav	BS			
356	Spectrogram 1	1	22609.185472397	22609.185472397	1857.651	1857.651	67653638.220517214558.wav	BS			
357	Spectrogram 1	1	22649.715319817	22649.715319817	1750.890	1750.890	67653638.220517214558.wav	BS			
358	Spectrogram 1	1	22739.696069830	22739.696069830	1323.843	1323.843	67653638.220517214558.wav	BS			
359	Spectrogram 1	1	22777.712353360	22777.712353360	768.683	768.683	67653638.220517214558.wav	BS			
360	Spectrogram 1	1	22875.643676108	22875.643676108	437.722	437.722	67653638.220517215058.wav	BS			
361	Spectrogram 1	1	22922.173727869	22922.173727869	1569.395	1569.395	67653638.220517215058.wav	BS			
362	Spectrogram 1	1	22937.814804733	22937.814804733	501.779	501.779	67653638.220517215058.wav	BS			
363	Spectrogram 1	1	22949.372877759	22949.372877759	2241.993	2241.993	67653638.220517215058.wav	BS			
364	Spectrogram 1	1	23006.469585509	23006.469585509	1665.480	1665.480	67653638.220517215058.wav	BS			
365	Spectrogram 1	1	23232.452221733	23232.452221733	309.609	309.609	67653638.220517215558.wav	BS			
366	Spectrogram 1	1	23246.521239994	23246.521239994	661.922	661.922	67653638.220517215558.wav	BS			
367	Spectrogram 1	1	23255.863498218	23255.863498218	1996.441	1996.441	67653638.220517215558.wav	BS			
368	Spectrogram 1	1	23280.164630961	23280.164630961	523.132	523.132	67653638.220517215558.wav	BS			
369	Spectrogram 1	1	23288.039039645	23288.039039645	1633.452	1633.452	67653638.220517215558.wav	BS			
370	Spectrogram 1	1	23299.758253413	23299.758253413	725.979	725.979	67653638.220517215558.wav	BS			
371	Spectrogram 1	1	23335.882793745	23335.882793745	384.342	384.342	67653638.220517215558.wav	BS			
372	Spectrogram 1	1	23346.315442719	23346.315442719	2284.698	2284.698	67653638.220517215558.wav	BS			
373	Spectrogram 1	1	23379.388659887	23379.388659887	1548.043	1548.043	67653638.220517215558.wav	BS			
374	Spectrogram 1	1	23385.845135980	23385.845135980	640.569	640.569	67653638.220517215558.wav	BS			
375	Spectrogram 1	1	23492.636148264	23492.636148264	1334.520	1334.520	67653638.220517220058.wav	BS			
376	Spectrogram 1	1	23524.708319678	23524.708319678	1548.043	1548.043	67653638.220517220058.wav	BS			
377	Spectrogram 1	1	23580.386210922	23580.386210922	971.530	971.530	67653638.220517220058.wav	BS			
378	Spectrogram 1	1	23609.035711916	23609.035711916	736.655	736.655	67653638.220517220058.wav	BS			
379	Spectrogram 1	1	23627.891899809	23627.891899809	2145.907	2145.907	67653638.220517220058.wav	BS			
380	Spectrogram 1	1	23647.141333161	23647.141333161	1846.975	1846.975	67653638.220517220058.wav	BS			
381	Spectrogram 1	1	23696.334702775	23696.334702775	1580.071	1580.071	67653638.220517220058.wav	BS			
382	Spectrogram 1	1	23737.158847123	23737.158847123	448.399	448.399	67653638.220517220558.wav	BS			
383	Spectrogram 1	1	23739.208237730	23739.208237730	1153.025	1153.025	67653638.220517220558.wav	RS	YELP		RS yelp
384	Spectrogram 1	1	23742.666811911	23742.666811911	1024.911	1024.911	67653638.220517220558.wav	RS	YELP		RS yelp
385	Spectrogram 1	1	23745.115559738	23745.115559738	886.121	886.121	67653638.220517220558.wav	RS	YELP		RS yelp
386	Spectrogram 1	1	23757.360281594	23757.360281594	1067.616	1067.616	67653638.220517220558.wav	BS			
387	Spectrogram 1	1	23792.078254524	23792.078254524	395.018	395.018	67653638.220517220558.wav	BS			
388	Spectrogram 1	1	23815.514072468	23815.514072468	619.217	619.217	67653638.220517220558.wav	BS			
389	Spectrogram 1	1	23825.126080210	23825.126080210	971.530	971.530	67653638.220517220558.wav	BS			
390	Spectrogram 1	1	23844.389522936	23844.389522936	298.932	298.932	67653638.220517220558.wav	BS			
391	Spectrogram 1	1	23868.476064812	23868.476064812	2295.374	2295.374	67653638.220517220558.wav	BS			
392	Spectrogram 1	1	23927.698349793	23927.698349793	330.961	330.961	67653638.220517220558.wav	BS			
393	Spectrogram 1	1	23969.636512988	23969.636512988	459.075	459.075	67653638.220517220558.wav	BS			
394	Spectrogram 1	1	24013.049541030	24013.049541030	2049.822	2049.822	67653638.220517221058.wav	BS			
395	Spectrogram 1	1	24013.714280914	24013.714280914	651.246	651.246	67653638.220517221058.wav	BS			
396	Spectrogram 1	1	24104.083866225	24104.083866225	1110.320	1110.320	67653638.220517221058.wav	BS			
397	Spectrogram 1	1	24168.509326820	24168.509326820	480.427	480.427	67653638.220517221058.wav	BS			
398	Spectrogram 1	1	24227.199134599	24227.199134599	1441.281	1441.281	67653638.220517221058.wav	BS			
399	Spectrogram 1	1	24259.760881346	24259.760881346	491.103	491.103	67653638.220517221058.wav	BS			
400	Spectrogram 1	1	24279.962315818	24279.962315818	1665.480	1665.480	67653638.220517221058.wav	BS			
401	Spectrogram 1	1	24313.028520390	24313.028520390	1185.053	1185.053	67653638.220517221558.wav	BS			
402	Spectrogram 1	1	24382.995235499	24382.995235499	1451.957	1451.957	67653638.220517221558.wav	BS			
403	Spectrogram 1	1	24477.839343675	24477.839343675	1099.644	1099.644	67653638.220517221558.wav	BS			
404	Spectrogram 1	1	24617.070381124	24617.070381124	1024.911	1024.911	67653638.220517222058.wav	BS			
405	Spectrogram 1	1	24691.305792087	24691.305792087	2274.021	2274.021	67653638.220517222058.wav	BS			
406	Spectrogram 1	1	24746.360969134	24746.360969134	2220.641	2220.641	67653638.220517222058.wav	BS			
407	Spectrogram 1	1	24751.338210866	24751.338210866	832.740	832.740	67653638.220517222058.wav	BS			
408	Spectrogram 1	1	24811.669272063	24811.669272063	1644.128	1644.128	67653638.220517222058.wav	BS			
409	Spectrogram 1	1	24832.658062661	24832.658062661	683.274	683.274	67653638.220517222058.wav	BS			
410	Spectrogram 1	1	24870.458891848	24870.458891848	1227.758	1227.758	67653638.220517222058.wav	BS			
411	Spectrogram 1	1	24943.861413632	24943.861413632	1099.644	1099.644	67653638.220517222558.wav	BS			BS
412	Spectrogram 1	1	24951.671025306	24951.671025306	1473.310	1473.310	67653638.220517222558.wav	BS			
413	Spectrogram 1	1	25020.147104139	25020.147104139	1334.520	1334.520	67653638.220517222558.wav	BS			
414	Spectrogram 1	1	25080.000854468	25080.000854468	651.246	651.246	67653638.220517222558.wav	BS			
415	Spectrogram 1	1	25136.863699888	25136.863699888	1088.968	1088.968	67653638.220517222558.wav	BS			
416	Spectrogram 1	1	25192.191247768	25192.191247768	512.456	512.456	67653638.220517222558.wav	BS			
417	Spectrogram 1	1	25220.077920237	25220.077920237	1056.940	1056.940	67653638.220517223058.wav	BS			
418	Spectrogram 1	1	25243.889423769	25243.889423769	1003.559	1003.559	67653638.220517223058.wav	BS			
419	Spectrogram 1	1	25357.054600884	25357.054600884	1900.356	1900.356	67653638.220517223058.wav	BS			
420	Spectrogram 1	1	25437.397067357	25437.397067357	1964.413	1964.413	67653638.220517223058.wav	BS			
421	Spectrogram 1	1	25466.908369833	25466.908369833	512.456	512.456	67653638.220517223058.wav	BS			
422	Spectrogram 1	1	25511.738455965	25511.738455965	2124.555	2124.555	67653638.220517223558.wav	BS			
423	Spectrogram 1	1	25592.235026330	25592.235026330	1056.940	1056.940	67653638.220517223558.wav	BS			
424	Spectrogram 1	1	25596.141151085	25596.141151085	2476.868	2476.868	67653638.220517223558.wav	BS			
425	Spectrogram 1	1	25702.393565572	25702.393565572	1494.662	1494.662	67653638.220517223558.wav	BS			
426	Spectrogram 1	1	25789.067237839	25789.067237839	544.484	544.484	67653638.220517223558.wav	BS			
427	Spectrogram 1	1	25876.974923881	25876.974923881	330.961	330.961	67653638.220517224058.wav	BS			
428	Spectrogram 1	1	25926.807651136	25926.807651136	1953.737	1953.737	67653638.220517224058.wav	BS			
429	Spectrogram 1	1	26015.696246035	26015.696246035	1665.480	1665.480	67653638.220517224058.wav	BS			
430	Spectrogram 1	1	26149.047957002	26149.047957002	736.655	736.655	67653638.220517224558.wav	BS			
431	Spectrogram 1	1	26185.906429549	26185.906429549	1174.377	1174.377	67653638.220517224558.wav	BS			
432	Spectrogram 1	1	26325.463281026	26325.463281026	448.399	448.399	67653638.220517224558.wav	BS			
433	Spectrogram 1	1	26375.412477767	26375.412477767	565.836	565.836	67653638.220517224558.wav	BS			
434	Spectrogram 1	1	26424.845826666	26424.845826666	2113.879	2113.879	67653638.220517225058.wav	BS			
435	Spectrogram 1	1	26468.404254975	26468.404254975	330.961	330.961	67653638.220517225058.wav	BS			
436	Spectrogram 1	1	26595.001729267	26595.001729267	1035.587	1035.587	67653638.220517225058.wav	BS			
437	Spectrogram 1	1	26754.196841134	26754.196841134	1238.434	1238.434	67653638.220517225558.wav	BS			
438	Spectrogram 1	1	26914.290569074	26914.290569074	565.836	565.836	67653638.220517225558.wav	BS			
439	Spectrogram 1	1	26961.313681365	26961.313681365	992.883	992.883	67653638.220517225558.wav	BS			
440	Spectrogram 1	1	27030.957231477	27030.957231477	2092.527	2092.527	67653638.220517230058.wav	BS			
441	Spectrogram 1	1	27087.697475843	27087.697475843	576.512	576.512	67653638.220517230058.wav	BS			
442	Spectrogram 1	1	27210.317022128	27210.317022128	875.445	875.445	67653638.220517230058.wav	BS			
443	Spectrogram 1	1	27358.617926755	27358.617926755	1879.004	1879.004	67653638.220517230558.wav	BS			
444	Spectrogram 1	1	27533.215070755	27533.215070755	405.694	405.694	67653638.220517230558.wav	BS			
445	Spectrogram 1	1	27583.201926734	27583.201926734	619.217	619.217	67653638.220517230558.wav	BS			
446	Spectrogram 1	1	27737.780647839	27737.780647839	1014.235	1014.235	67653638.220517231058.wav	BS			
447	Spectrogram 1	1	27815.218929218	27815.218929218	555.160	555.160	67653638.220517231058.wav	BS			
448	Spectrogram 1	1	27849.325598528	27849.325598528	245.552	245.552	67653638.220517231058.wav	BS			
449	Spectrogram 1	1	27854.243273407	27854.243273407	1163.701	1163.701	67653638.220517231058.wav	LIKELY RS			Likely RS, but unknown call
450	Spectrogram 1	1	27860.900308823	27860.900308823	1174.377	1174.377	67653638.220517231058.wav	LIKELY RS			Likely RS, but unknown call
451	Spectrogram 1	1	27867.566092502	27867.566092502	950.178	950.178	67653638.220517231058.wav	LIKELY RS			Likely RS
452	Spectrogram 1	1	27932.067760509	27932.067760509	1943.060	1943.060	67653638.220517231558.wav	BS			
453	Spectrogram 1	1	28044.308949302	28044.308949302	704.626	704.626	67653638.220517231558.wav	BS			
454	Spectrogram 1	1	28079.509524988	28079.509524988	822.064	822.064	67653638.220517231558.wav	BS			BS
455	Spectrogram 1	1	28084.413185874	28084.413185874	352.313	352.313	67653638.220517231558.wav	BS			Probably BS
456	Spectrogram 1	1	28090.380955649	28090.380955649	362.989	362.989	67653638.220517231558.wav	MAYBE BS			Maybe BS
457	Spectrogram 1	1	28095.305635679	28095.305635679	1409.253	1409.253	67653638.220517231558.wav	LIKELY RS			Likely RS
458	Spectrogram 1	1	28102.192129841	28102.192129841	234.875	234.875	67653638.220517231558.wav	BS			Probably BS
459	Spectrogram 1	1	28149.297576492	28149.297576492	982.206	982.206	67653638.220517231558.wav	BS			
460	Spectrogram 1	1	28222.008204854	28222.008204854	202.847	202.847	67653638.220517232058.wav	MAYBE RS			Maybe RS growl
461	Spectrogram 1	1	28277.795555874	28277.795555874	2380.783	2380.783	67653638.220517232058.wav	BS			
462	Spectrogram 1	1	28406.800640839	28406.800640839	758.007	758.007	67653638.220517232058.wav	RS	YELP		RS yelp
463	Spectrogram 1	1	28411.924130200	28411.924130200	330.961	330.961	67653638.220517232058.wav	MAYBE BS			Maybe BS
464	Spectrogram 1	1	28415.980006886	28415.980006886	181.495	181.495	67653638.220517232058.wav	PROBABLY RS			Probably RS growl
465	Spectrogram 1	1	28431.381125252	28431.381125252	1142.349	1142.349	67653638.220517232058.wav	?LIKELY RS			Likely RS
466	Spectrogram 1	1	28443.766833628	28443.766833628	448.399	448.399	67653638.220517232058.wav	PROBABLY BS			Probably BS
467	Spectrogram 1	1	28446.098240179	28446.098240179	672.598	672.598	67653638.220517232058.wav	BS			
468	Spectrogram 1	1	28450.990512378	28450.990512378	330.961	330.961	67653638.220517232058.wav	BS			BS
469	Spectrogram 1	1	28489.046211251	28489.046211251	1558.719	1558.719	67653638.220517232058.wav	BS			
470	Spectrogram 1	1	28579.253778834	28579.253778834	427.046	427.046	67653638.220517232558.wav	PROBABLY BS			Probably BS
471	Spectrogram 1	1	28611.356604798	28611.356604798	170.819	170.819	67653638.220517232558.wav	RS	GROWL		RS growl
472	Spectrogram 1	1	28657.732477023	28657.732477023	565.836	565.836	67653638.220517232558.wav	BS			
473	Spectrogram 1	1	28711.341719076	28711.341719076	373.665	373.665	67653638.220517232558.wav	BS			
474	Spectrogram 1	1	28798.885945710	28798.885945710	1281.139	1281.139	67653638.220517232558.wav	BS			
475	Spectrogram 1	1	28835.372194768	28835.372194768	1142.349	1142.349	67653638.220517233058.wav	LIKELY RS			Likely RS
476	Spectrogram 1	1	28868.963021834	28868.963021834	373.665	373.665	67653638.220517233058.wav	BS			BS
477	Spectrogram 1	1	28925.967729553	28925.967729553	437.722	437.722	67653638.220517233058.wav	BS			
478	Spectrogram 1	1	28977.559960245	28977.559960245	918.149	918.149	67653638.220517233058.wav	BS			
479	Spectrogram 1	1	29072.206132149	29072.206132149	619.217	619.217	67653638.220517233058.wav	BS			
480	Spectrogram 1	1	29196.387257318	29196.387257318	1302.491	1302.491	67653638.220517233558.wav	BS			
481	Spectrogram 1	1	29250.551717289	29250.551717289	427.046	427.046	67653638.220517233558.wav	BS			
482	Spectrogram 1	1	29316.518630844	29316.518630844	1750.890	1750.890	67653638.220517233558.wav	BS			
483	Spectrogram 1	1	29342.360281238	29342.360281238	1686.833	1686.833	67653638.220517233558.wav	BS			
484	Spectrogram 1	1	29390.489551089	29390.489551089	1355.872	1355.872	67653638.220517233558.wav	BS			
485	Spectrogram 1	1	29441.656121676	29441.656121676	1761.566	1761.566	67653638.220517234058.wav	BS			
486	Spectrogram 1	1	29454.712712074	29454.712712074	651.246	651.246	67653638.220517234058.wav	BS			
487	Spectrogram 1	1	29446.701664669	29446.701664669	533.808	533.808	67653638.220517234058.wav	BS			
488	Spectrogram 1	1	29478.400742763	29478.400742763	1590.747	1590.747	67653638.220517234058.wav	BS			
489	Spectrogram 1	1	29515.766306980	29515.766306980	533.808	533.808	67653638.220517234058.wav	BS			
490	Spectrogram 1	1	29539.960556221	29539.960556221	1366.548	1366.548	67653638.220517234058.wav	BS			
491	Spectrogram 1	1	29583.247482599	29583.247482599	1035.587	1035.587	67653638.220517234058.wav	BS			
492	Spectrogram 1	1	29634.555943201	29634.555943201	715.302	715.302	67653638.220517234058.wav	BS			
493	Spectrogram 1	1	29679.049714224	29679.049714224	1270.463	1270.463	67653638.220517234058.wav	BS			
494	Spectrogram 1	1	29688.074068560	29688.074068560	1558.719	1558.719	67653638.220517234058.wav	RS	YELP		Yelp
495	Spectrogram 1	1	29691.619347944	29691.619347944	1366.548	1366.548	67653638.220517234058.wav	RS	YELP		
496	Spectrogram 1	1	29692.143954620	29692.143954620	1056.940	1056.940	67653638.220517234058.wav	RS	BARK		Bark
497	Spectrogram 1	1	29692.799060593	29692.799060593	1088.968	1088.968	67653638.220517234058.wav	RS	YELP		
498	Spectrogram 1	1	29694.146064607	29694.146064607	1056.940	1056.940	67653638.220517234058.wav	RS	YELP		Yelp
499	Spectrogram 1	1	29724.542790713	29724.542790713	2359.431	2359.431	67653638.220517234558.wav	BS			
500	Spectrogram 1	1	29767.048484219	29767.048484219	523.132	523.132	67653638.220517234558.wav	BS			
501	Spectrogram 1	1	29823.825502176	29823.825502176	320.285	320.285	67653638.220517234558.wav	BS			
502	Spectrogram 1	1	29834.936894458	29834.936894458	1067.616	1067.616	67653638.220517234558.wav	BS			
503	Spectrogram 1	1	29866.265505169	29866.265505169	448.399	448.399	67653638.220517234558.wav	BS			
504	Spectrogram 1	1	29878.336782956	29878.336782956	1697.509	1697.509	67653638.220517234558.wav	BS			
505	Spectrogram 1	1	29892.080902286	29892.080902286	544.484	544.484	67653638.220517234558.wav	BS			
506	Spectrogram 1	1	29900.680482164	29900.680482164	501.779	501.779	67653638.220517234558.wav	BS			
507	Spectrogram 1	1	29913.480446420	29913.480446420	2402.135	2402.135	67653638.220517234558.wav	BS			
508	Spectrogram 1	1	29915.272353935	29915.272353935	2658.363	2658.363	67653638.220517234558.wav	BS			
509	Spectrogram 1	1	29956.051824139	29956.051824139	992.883	992.883	67653638.220517234558.wav	BS			
510	Spectrogram 1	1	29990.565749261	29990.565749261	1046.263	1046.263	67653638.220517234558.wav	BS			
511	Spectrogram 1	1	30024.209988516	30024.209988516	2071.174	2071.174	67653638.220517235058.wav	BS			
512	Spectrogram 1	1	30029.353617489	30029.353617489	544.484	544.484	67653638.220517235058.wav	BS			
513	Spectrogram 1	1	30056.030801826	30056.030801826	715.302	715.302	67653638.220517235058.wav	BS			
514	Spectrogram 1	1	30063.706396672	30063.706396672	1494.662	1494.662	67653638.220517235058.wav	BS			
515	Spectrogram 1	1	30077.253434192	30077.253434192	619.217	619.217	67653638.220517235058.wav	BS			
516	Spectrogram 1	1	30106.178803743	30106.178803743	1419.929	1419.929	67653638.220517235058.wav	BS			
517	Spectrogram 1	1	30153.390233987	30153.390233987	1537.367	1537.367	67653638.220517235058.wav	BS			
518	Spectrogram 1	1	30206.933765091	30206.933765091	597.865	597.865	67653638.220517235058.wav	BS			
519	Spectrogram 1	1	30241.706053004	30241.706053004	886.121	886.121	67653638.220517235058.wav	BS			
520	Spectrogram 1	1	30270.764547787	30270.764547787	768.683	768.683	67653638.220517235058.wav	BS			
521	Spectrogram 1	1	30316.066704815	30316.066704815	1654.804	1654.804	67653638.220517235558.wav	BS			
522	Spectrogram 1	1	30371.685018233	30371.685018233	1398.577	1398.577	67653638.220517235558.wav	BS			
523	Spectrogram 1	1	30398.630202561	30398.630202561	1996.441	1996.441	67653638.220517235558.wav	BS			
524	Spectrogram 1	1	30424.583078830	30424.583078830	2017.794	2017.794	67653638.220517235558.wav	BS			
525	Spectrogram 1	1	30451.265503139	30451.265503139	298.932	298.932	67653638.220517235558.wav	BS			
526	Spectrogram 1	1	30459.074235116	30459.074235116	640.569	640.569	67653638.220517235558.wav	BS			
527	Spectrogram 1	1	30470.472891923	30470.472891923	2007.117	2007.117	67653638.220517235558.wav	BS			
528	Spectrogram 1	1	30519.950056458	30519.950056458	982.206	982.206	67653638.220517235558.wav	BS			
529	Spectrogram 1	1	30586.414403920	30586.414403920	416.370	416.370	67653638.220517235558.wav	BS			
530	Spectrogram 1	1	30593.112600916	30593.112600916	2263.345	2263.345	67653638.220517235558.wav	BS			
