Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Inband Power (dB FS)	Begin Hour	Species	Call type	Comments	Quantity	WH
541	Spectrogram 1	1	24526.558039921	24526.558039921	1500.000	1500.000	-117.97	6	RS	YELP			
542	Spectrogram 1	1	24532.829716221	24532.829716221	1564.286	1564.286	-113.68	6	RS	YELP			
543	Spectrogram 1	1	24582.808697054	24582.808697054	2239.286	2239.286	-139.07	6	BS				
544	Spectrogram 1	1	24599.599720953	24599.599720953	1007.143	1007.143	-121.96	6	BS				
545	Spectrogram 1	1	24989.658399784	24989.658399784	803.571	803.571	-121.83	6	BS				
546	Spectrogram 1	1	25006.805011233	25006.805011233	1060.714	1060.714	-123.10	6	BS				
547	Spectrogram 1	1	25100.936209968	25100.936209968	985.714	985.714	-113.19	6	BS				
548	Spectrogram 1	1	25147.135197915	25147.135197915	1425.000	1425.000	-109.09	6	BS				
549	Spectrogram 1	1	25162.564343566	25162.564343566	1703.571	1703.571	-112.36	6	BS				
550	Spectrogram 1	1	25235.047255780	25235.047255780	460.714	460.714	-138.25	7	BS				
551	Spectrogram 1	1	25464.329976612	25464.329976612	332.143	332.143	-115.77	7	BS				
552	Spectrogram 1	1	25504.893996113	25504.893996113	2271.429	2271.429	-124.02	7	BS				
553	Spectrogram 1	1	25602.432971578	25602.432971578	792.857	792.857	-119.62	7	BS				
554	Spectrogram 1	1	25615.455377365	25615.455377365	1232.143	1232.143	-125.28	7	BS				
555	Spectrogram 1	1	25631.608826114	25631.608826114	975.000	975.000	-135.43	7	BS				
556	Spectrogram 1	1	25757.312986442	25757.312986442	728.571	728.571	-114.77	7	BS				
557	Spectrogram 1	1	25792.460119510	25793.404242824	728.571	1425.000	-103.54	7	RS	YELP		3	
559	Spectrogram 1	1	25828.208941393	25828.208941393	2132.143	2132.143	-128.73	7	BS				
560	Spectrogram 1	1	26052.527560387	26052.527560387	1521.429	1521.429	-111.05	7	BS				
561	Spectrogram 1	1	26075.928325572	26076.226976824	750.000	1082.143	-93.92	7	RS	YELP			
562	Spectrogram 1	1	26199.665394602	26199.665394602	450.000	450.000	-120.77	7	BS				
563	Spectrogram 1	1	26247.479382511	26247.479382511	1017.857	1017.857	-120.81	7	BS				
564	Spectrogram 1	1	26304.038319560	26304.038319560	1253.571	1253.571	-117.79	7	RS	YELP			
565	Spectrogram 1	1	26314.818659802	26314.818659802	1553.571	1553.571	-106.12	7	BS				
566	Spectrogram 1	1	26382.868250050	26382.868250050	1092.857	1092.857	-115.58	7	BS				
567	Spectrogram 1	1	26401.314558506	26401.314558506	1425.000	1425.000	-105.43	7	BS				
568	Spectrogram 1	1	26485.267092306	26485.267092306	771.429	771.429	-111.78	7	BS				
569	Spectrogram 1	1	26508.358678421	26508.358678421	2003.571	2003.571	-117.52	7	BS				
570	Spectrogram 1	1	26523.724772373	26523.724772373	1489.286	1489.286	-117.43	7	BS				
571	Spectrogram 1	1	26544.488494525	26544.488494525	375.000	375.000	-102.77	7	BS				
572	Spectrogram 1	1	26619.150432763	26619.150432763	439.286	439.286	-108.08	7	BS				
573	Spectrogram 1	1	26649.558563849	26649.558563849	1200.000	1200.000	-129.96	7	BS				
574	Spectrogram 1	1	26687.423338640	26687.423338640	1435.714	1435.714	-111.20	7	BS				
575	Spectrogram 1	1	26708.050414739	26708.050414739	225.000	225.000	-111.88	7	BS				
576	Spectrogram 1	1	26881.076334567	26881.076334567	932.143	932.143	-124.27	7	RS	YELP			
577	Spectrogram 1	1	26886.066700655	26886.307548440	653.571	985.714	-91.27	7	RS	YELP			
578	Spectrogram 1	1	26884.197721850	26884.197721850	942.857	942.857	-110.94	7	RS	YELP			
579	Spectrogram 1	1	26890.079653076	26890.079653076	1039.286	1039.286	-114.29	7	RS	YELP			Yelp
580	Spectrogram 1	1	26893.480423789	26893.480423789	589.286	589.286	-117.86	7	RS	BARK			Bark - maybe a bit high
581	Spectrogram 1	1	26940.437878482	26940.437878482	2367.857	2367.857	-126.52	7	BS				
582	Spectrogram 1	1	26971.424035763	26971.424035763	685.714	685.714	-99.44	7	BS				
583	Spectrogram 1	1	26988.797481003	26988.797481003	385.714	385.714	-115.24	7	BS				
584	Spectrogram 1	1	26997.626523268	27000.237313249	621.429	1092.857	-104.83	7	RS	YELP		4	
585	Spectrogram 1	1	27833.061805698	27833.061805698	1167.857	1167.857	-120.93	7	RS	YELP			
586	Spectrogram 1	1	27833.495331709	27833.495331709	1157.143	1157.143	-125.97	7	RS	YELP			
587	Spectrogram 1	1	28707.732483076	28707.732483076	1103.571	1103.571	-116.98	7	RS	YELP			
588	Spectrogram 1	1	28717.414572611	28717.414572611	1189.286	1189.286	-105.66	7	RS	YELP			
589	Spectrogram 1	1	28719.688175693	28720.121701705	750.000	1467.857	-88.12	7	RS	YELP			
590	Spectrogram 1	1	28775.443127660	28775.443127660	203.571	203.571	-97.07	7	RS	GROWL			
591	Spectrogram 1	1	28916.602685607	28916.602685607	1092.857	1092.857	-120.53	8	RS	YELP			
592	Spectrogram 1	1	28919.367618169	28919.714438979	728.571	1167.857	-86.51	8	RS	YELP			
593	Spectrogram 1	1	28919.773115896	28919.773115896	1575.000	1575.000	-99.75	8	RS	YELP			
594	Spectrogram 1	1	28920.168106262	28920.168106262	792.857	792.857	-113.08	8	RS	YELP			Yelp
595	Spectrogram 1	1	28922.143058092	28922.143058092	2250.000	2250.000	-116.61	8	BS				
596	Spectrogram 1	1	29017.467105731	29017.467105731	1328.571	1328.571	-131.83	8	BS				
597	Spectrogram 1	1	29038.973523954	29038.973523954	1564.286	1564.286	-108.41	8	BS				
598	Spectrogram 1	1	29073.811497585	29073.811497585	482.143	482.143	-103.61	8	BS				
599	Spectrogram 1	1	29180.070905786	29180.070905786	332.143	332.143	-96.13	8	BS				
600	Spectrogram 1	1	29219.853689530	29219.853689530	1050.000	1060.714	-113.12	8	RS	YELP			
601	Spectrogram 1	1	29229.214360935	29229.214360935	846.429	846.429	-105.59	8	BS				
602	Spectrogram 1	1	29385.414225297	29385.414225297	1532.143	1532.143	-127.70	8	RS	YELP			
603	Spectrogram 1	1	29458.627569866	29458.627569866	910.714	910.714	-124.79	8	RS	YELP			Yelp
605	Spectrogram 1	1	30065.326637321	30065.326637321	471.429	471.429	-133.33	8	BS				
606	Spectrogram 1	1	30095.639317826	30095.639317826	707.143	707.143	-108.15	8	BS				
607	Spectrogram 1	1	30133.455031464	30133.455031464	2185.714	2185.714	-118.23	8	BS				
608	Spectrogram 1	1	30164.077737421	30164.077737421	289.286	289.286	-112.73	8	BS				
609	Spectrogram 1	1	30234.226633369	30234.226633369	2335.714	2335.714	-120.03	8	BS				
610	Spectrogram 1	1	30388.532090084	30388.532090084	364.286	364.286	-111.58	8	BS				
611	Spectrogram 1	1	30541.769108933	30541.769108933	2228.571	2228.571	-138.37	8	BS				
612	Spectrogram 1	1	30787.390918686	30787.390918686	867.857	867.857	-135.03	8	RS	YELP			
613	Spectrogram 1	1	30820.033243686	30823.164264881	841.071	1580.357	-99.45	8	RS	YELP		4	
614	Spectrogram 1	1	30954.000660525	30954.000660525	792.857	792.857	-116.83	8	RS	YELP			
615	Spectrogram 1	1	30954.838810814	30954.838810814	707.143	707.143	-115.02	8	RS	YELP			
616	Spectrogram 1	1	31010.546464609	31010.546464609	900.000	900.000	-104.24	8	RS	YELP			
617	Spectrogram 1	1	31132.251681539	31132.251681539	814.286	814.286	-108.15	8	BS				
618	Spectrogram 1	1	31210.549976535	31210.549976535	1403.571	1403.571	-113.34	8	BS				
619	Spectrogram 1	1	31230.742653504	31230.742653504	289.286	289.286	-107.07	8	BS				
620	Spectrogram 1	1	31464.182838751	31464.182838751	921.429	921.429	-127.99	8	RS	YELP			
621	Spectrogram 1	1	31796.372354425	31796.372354425	221.198	221.198	-95.73	8	RS	GROWL			Growl
622	Spectrogram 1	1	31934.259894689	31934.259894689	1242.857	1242.857	-118.94	8	RS	YELP			
623	Spectrogram 1	1	32037.102793488	32037.102793488	1564.286	1564.286	-121.95	8	RS	YELP			
624	Spectrogram 1	1	32038.673121041	32038.673121041	1371.429	1371.429	-112.06	8	RS	YELP			
625	Spectrogram 1	1	32040.426492909	32040.426492909	996.429	996.429	-116.93	8	RS	YELP			
626	Spectrogram 1	1	32589.844936860	32589.844936860	1553.571	1553.571	-126.81	9	RS	YELP			
627	Spectrogram 1	1	32993.611810123	32993.611810123	1060.714	1060.714	-128.37	9	RS	YELP			
628	Spectrogram 1	1	32997.900651538	32998.295641904	889.286	1307.143	-85.35	9	RS	YELP			
629	Spectrogram 1	1	33003.836891798	33003.836891798	1189.286	1189.286	-94.28	9	RS	YELP			
630	Spectrogram 1	1	33005.233808946	33005.233808946	1296.429	1296.429	-113.48	9	RS	YELP			
631	Spectrogram 1	1	33006.235735729	33006.649993918	964.286	1360.714	-91.45	9	RS	YELP			
632	Spectrogram 1	1	33008.904329178	33008.904329178	1167.857	1167.857	-125.03	9	RS	YELP			
633	Spectrogram 1	1	33009.896622049	33009.896622049	1157.143	1157.143	-122.59	9	RS	YELP			
634	Spectrogram 1	1	33148.310521535	33148.455030205	996.429	1553.571	-95.88	9	RS	YELP			
635	Spectrogram 1	1	33150.824972402	33150.824972402	1114.286	1114.286	-116.87	9	RS	YELP			
636	Spectrogram 1	1	33573.548752753	33573.548752753	1425.000	1425.000	-108.45	9	RS	YELP			
637	Spectrogram 1	1	33598.031147546	33598.031147546	300.000	300.000	-119.15	9	RS	GROWL			Growl
639	Spectrogram 1	1	33652.475000185	33653.139740070	96.429	407.143	-92.88	9	RS	BARK		2	Bark
640	Spectrogram 1	1	33657.406692347	33657.406692347	203.571	203.571	-110.32	9	RS	GROWL			
641	Spectrogram 1	1	33659.137290761	33659.137290761	589.286	589.286	-119.19	9	RS	YELP			
642	Spectrogram 1	1	33659.590084595	33665.572743554	42.857	364.286	-78.29	9	RS	BARK		8	
643	Spectrogram 1	1	33660.524573998	33665.254824479	364.286	653.571	-103.75	9	RS	YELP		6	
644	Spectrogram 1	1	33667.030969174	33671.236609691	289.286	632.143	-102.47	9	RS	YELP		5	
645	Spectrogram 1	1	33667.724610793	33672.560834300	75.000	267.857	-91.67	9	RS	BARK		6	
646	Spectrogram 1	1	33676.515116083	33679.260780823	289.286	685.714	-101.42	9	RS	YELP		5	
647	Spectrogram 1	1	33677.141320322	33679.646137277	107.143	310.714	-91.91	9	RS	BARK		5	
648	Spectrogram 1	1	33681.575542197	33681.575542197	567.857	567.857	-116.56	9	RS	YELP			
649	Spectrogram 1	1	33681.864559538	33684.658393834	42.857	364.286	-78.19	9	RS	BARK		5	
650	Spectrogram 1	1	33686.111349107	33686.111349107	546.429	546.429	-121.50	9	RS	YELP			
651	Spectrogram 1	1	33689.097861631	33689.097861631	514.286	514.286	-134.67	9	RS	YELP			
652	Spectrogram 1	1	33686.708651611	33689.473584174	96.429	364.286	-93.29	9	RS	BARK		4	
653	Spectrogram 1	1	33691.142891964	33694.707439170	64.286	353.571	-91.27	9	RS	BARK		5	
654	Spectrogram 1	1	33692.241157860	33692.241157860	503.571	503.571	-124.06	9	RS	YELP			
655	Spectrogram 1	1	33693.618807186	33693.618807186	525.000	525.000	-119.66	9	RS	YELP			
656	Spectrogram 1	1	33691.522993259	33691.522993259	482.143	482.143	-126.24	9	RS	YELP			
657	Spectrogram 1	1	33701.529103020	33704.110991267	64.057	320.285	-91.31	9	RS	BARK		5	
658	Spectrogram 1	1	33701.355692616	33701.355692616	523.132	523.132	-115.69	9	RS	YELP			
659	Spectrogram 1	1	33701.952995121	33701.952995121	491.103	491.103	-114.14	9	RS	YELP			
660	Spectrogram 1	1	33702.752609764	33702.752609764	512.456	512.456	-123.75	9	RS	YELP			
661	Spectrogram 1	1	33703.157234042	33703.157234042	459.075	459.075	-116.39	9	RS	YELP			
662	Spectrogram 1	1	33703.667831344	33703.667831344	480.427	480.427	-119.80	9	RS	YELP			
663	Spectrogram 1	1	33707.081753500	33707.081753500	480.427	480.427	-113.05	9	RS	YELP			
664	Spectrogram 1	1	33707.351503018	33707.351503018	256.228	256.228	-125.33	9	RS	BARK			
665	Spectrogram 1	1	33707.968073346	33707.968073346	277.580	277.580	-113.98	9	RS	BARK			
666	Spectrogram 1	1	33708.228188953	33708.228188953	277.580	277.580	-111.47	9	RS	BARK			
667	Spectrogram 1	1	33711.129742512	33711.129742512	480.427	480.427	-132.67	9	RS	YELP			
668	Spectrogram 1	1	33712.073865826	33712.073865826	213.523	213.523	-127.19	9	RS	BARK			
669	Spectrogram 1	1	33712.362883167	33712.362883167	405.694	405.694	-115.41	9	RS	YELP			
670	Spectrogram 1	1	33712.757873533	33712.757873533	309.609	309.609	-114.97	9	RS	BARK			
671	Spectrogram 1	1	33714.048817656	33714.048817656	469.751	469.751	-121.33	9	RS	YELP			
672	Spectrogram 1	1	33714.357102820	33714.357102820	256.228	256.228	-120.23	9	RS	BARK			
673	Spectrogram 1	1	33719.027808916	33719.027808916	459.075	459.075	-119.89	9	RS	YELP			
674	Spectrogram 1	1	33719.557674041	33719.557674041	256.228	256.228	-102.82	9	RS	BARK			
675	Spectrogram 1	1	33720.260949571	33721.031662481	330.961	597.865	-103.47	9	RS	YELP		3	
676	Spectrogram 1	1	33721.917982326	33721.917982326	234.875	234.875	-113.79	9	RS	BARK			
677	Spectrogram 1	1	33733.486562383	33741.819895716	96.085	459.075	-95.47	9	RS	BARK		3	Bark
678	Spectrogram 1	1	33946.296155296	33946.296155296	843.416	843.416	-117.18	9	RS	YELP			
679	Spectrogram 1	1	33946.671877839	33949.282667820	64.057	448.399	-91.89	9	RS	BARK		3	
680	Spectrogram 1	1	34012.260412485	34012.260412485	1270.463	1270.463	-122.51	9	RS	YELP			
681	Spectrogram 1	1	34025.034984279	34025.034984279	1526.690	1526.690	-122.25	9	RS	YELP			
682	Spectrogram 1	1	34083.125716525	34083.125716525	1398.577	1398.577	-117.05	9	RS	YELP			
683	Spectrogram 1	1	34087.663288780	34087.663288780	1120.996	1120.996	-120.42	9	RS	YELP			
684	Spectrogram 1	1	34100.047245670	34103.833372837	555.160	1163.701	-103.80	9	RS	YELP		3	
685	Spectrogram 1	1	34171.577296927	34171.577296927	1035.587	1035.587	-116.72	9	RS	YELP			
688	Spectrogram 1	1	34693.857025990	34693.857025990	1313.167	1313.167	-114.10	9	RS	YELP			
689	Spectrogram 1	1	34811.803250813	34811.803250813	1078.292	1078.292	-117.63	9	RS	YELP			
690	Spectrogram 1	1	34812.843713241	34812.843713241	939.502	939.502	-108.22	9	RS	YELP			
691	Spectrogram 1	1	34901.365326527	34901.365326527	1590.747	1590.747	-127.67	9	RS	YELP			
692	Spectrogram 1	1	34902.097503791	34902.097503791	1846.975	1846.975	-121.99	9	RS	YELP			
693	Spectrogram 1	1	35104.650516405	35104.650516405	1281.139	1281.139	-126.55	9	RS	YELP			
694	Spectrogram 1	1	35106.317183072	35106.317183072	1270.463	1270.463	-119.96	9	RS	YELP			
695	Spectrogram 1	1	35242.524037786	35245.982611967	106.762	330.961	-86.85	9	LIKELY RS	GROWL			Likely RS growl, but low confidence
697	Spectrogram 1	1	35889.731089279	35889.731089279	864.769	864.769	-108.90	9	RS	YELP			Yelp
698	Spectrogram 1	1	36157.449579273	36157.449579273	1163.701	1163.701	-108.25	10	RS	YELP			
699	Spectrogram 1	1	36159.723182356	36159.723182356	1323.843	1323.843	-150.85	10	RS	YELP			
700	Spectrogram 1	1	36167.036224579	36167.036224579	1046.263	1046.263	-118.85	10	RS	YELP			
701	Spectrogram 1	1	36484.647001402	36484.647001402	373.665	373.665	-98.16	10	BS				
703	Spectrogram 1	1	36674.131152540	36674.131152540	192.171	192.171	-108.27	10	RS	GROWL			Growl
706	Spectrogram 1	1	36825.852984044	36825.852984044	213.523	213.523	-117.43	10	RS	MAYBE GROWL			Maybe
707	Spectrogram 1	1	36841.071940100	36841.071940100	1526.690	1526.690	-133.91	10	RS	YELP			
708	Spectrogram 1	1	36842.380418112	36842.380418112	1334.520	1334.520	-110.06	10	RS	YELP			
709	Spectrogram 1	1	36846.806726870	36846.806726870	143.911	143.911	-103.32	10	?				?
710	Spectrogram 1	1	36983.938473717	36983.938473717	1238.434	1238.434	-110.69	10	RS	YELP			
711	Spectrogram 1	1	37073.303077345	37078.399416459	629.893	1334.520	-104.02	10	RS	YELP		4	
712	Spectrogram 1	1	37086.370610317	37086.370610317	2487.544	2487.544	-126.83	10	BS				
713	Spectrogram 1	1	37085.975619951	37085.975619951	1451.957	1451.957	-115.38	10	RS	YELP			
714	Spectrogram 1	1	37091.736698949	37091.736698949	1387.900	1387.900	-140.12	10	RS	YELP			
715	Spectrogram 1	1	37111.511608807	37111.511608807	256.228	256.228	-110.12	10	BS				
716	Spectrogram 1	1	37147.789411104	37150.496540199	76.026	492.396	-84.85	10	RS	GROWL		3	RS growl
717	Spectrogram 1	1	37162.976842950	37162.976842950	1217.082	1217.082	-118.16	10	RS	YELP			
718	Spectrogram 1	1	37168.362199404	37168.362199404	1131.673	1131.673	-118.50	10	RS	YELP			
719	Spectrogram 1	1	37197.657170500	37197.657170500	587.189	587.189	-123.30	10	BS				
720	Spectrogram 1	1	37224.944786317	37224.944786317	960.854	960.854	-122.93	10	BS				
721	Spectrogram 1	1	37427.773641328	37427.773641328	2167.260	2167.260	-122.95	10	BS				
722	Spectrogram 1	1	37472.895392278	37472.895392278	800.712	800.712	-121.15	10	RS	YELP			
723	Spectrogram 1	1	37473.222945264	37473.222945264	832.740	832.740	-131.74	10	RS	YELP			
724	Spectrogram 1	1	37614.247627452	37614.247627452	768.683	768.683	-117.55	10	BS				
725	Spectrogram 1	1	37636.749813924	37636.749813924	971.530	971.530	-114.23	10	BS				
726	Spectrogram 1	1	37698.230799985	37698.230799985	224.199	224.199	-113.93	10	RS	GROWL			Growl
727	Spectrogram 1	1	37790.668206636	37790.668206636	2658.363	2658.363	-124.69	10	BS				
728	Spectrogram 1	1	37814.713573073	37814.713573073	1142.349	1142.349	-111.57	10	BS				
729	Spectrogram 1	1	37837.319979754	37837.319979754	1462.633	1462.633	-115.32	10	BS				
730	Spectrogram 1	1	38027.898875597	38027.898875597	608.541	608.541	-121.83	10	BS				
731	Spectrogram 1	1	38192.085257102	38192.085257102	2263.345	2263.345	-131.25	10	BS				
732	Spectrogram 1	1	38241.931120612	38241.931120612	1291.815	1291.815	-119.49	10	BS				
733	Spectrogram 1	1	38338.013618024	38338.013618024	1088.968	1088.968	-122.25	10	BS				
734	Spectrogram 1	1	38347.968086705	38347.968086705	1227.758	1227.758	-117.23	10	BS				
735	Spectrogram 1	1	38356.750709920	38356.750709920	1879.004	1879.004	-128.03	10	BS				
736	Spectrogram 1	1	38358.186162714	38358.186162714	1206.406	1206.406	-107.06	10	RS	YELP			
737	Spectrogram 1	1	38354.835313220	38354.835313220	1056.940	1056.940	-126.67	10	RS	YELP			
738	Spectrogram 1	1	38456.825152622	38456.825152622	758.007	758.007	-119.66	10	BS				
739	Spectrogram 1	1	38470.427355147	38470.427355147	736.655	736.655	-112.96	10	RS	YELP			
740	Spectrogram 1	1	38470.726006399	38470.726006399	758.007	758.007	-122.49	10	RS	YELP			
741	Spectrogram 1	1	38477.305967863	38477.305967863	736.655	736.655	-114.95	10	RS	YELP			
742	Spectrogram 1	1	38481.064063126	38481.064063126	1462.633	1462.633	-126.17	10	BS				
743	Spectrogram 1	1	38495.669947910	38495.669947910	896.797	896.797	-104.77	10	RS	YELP			
744	Spectrogram 1	1	38496.469562553	38496.777847717	693.950	1120.996	-82.72	10	RS	YELP			
745	Spectrogram 1	1	38583.322791982	38583.322791982	928.826	928.826	-114.95	10	RS	YELP			
746	Spectrogram 1	1	38584.083870980	38584.083870980	362.989	362.989	-115.57	10	BS				
747	Spectrogram 1	1	38620.641047862	38620.641047862	1558.719	1558.719	-120.63	10	BS				
748	Spectrogram 1	1	38684.026938030	38684.026938030	1153.025	1153.025	-112.24	10	BS				
749	Spectrogram 1	1	38862.333972337	38862.333972337	1313.167	1313.167	-122.13	10	BS				
750	Spectrogram 1	1	38984.873844492	38984.873844492	2167.260	2167.260	-119.23	10	BS				
751	Spectrogram 1	1	39009.959674687	39009.959674687	1451.957	1451.957	-120.07	10	BS				
752	Spectrogram 1	1	39094.181953386	39094.181953386	1975.089	1975.089	-119.71	10	BS				
753	Spectrogram 1	1	39191.927605883	39191.927605883	512.456	523.132	-123.60	10	BS				
754	Spectrogram 1	1	39253.241337827	39260.370432240	822.064	2007.117	-103.40	10	RS	YELP		5	
755	Spectrogram 1	1	39305.500053422	39305.500053422	2402.135	2402.135	-124.01	10	BS				
756	Spectrogram 1	1	39316.328564551	39316.328564551	1313.167	1313.167	-119.95	10	BS				
757	Spectrogram 1	1	39314.498121391	39314.498121391	1024.911	1024.911	-116.83	10	RS	YELP			
758	Spectrogram 1	1	39473.241336619	39473.241336619	811.388	811.388	-122.69	10	BS				
759	Spectrogram 1	1	39539.823916953	39539.823916953	2487.544	2487.544	-122.22	10	BS				
760	Spectrogram 1	1	39563.818497717	39563.818497717	1035.587	1035.587	-98.41	10	BS				
761	Spectrogram 1	1	39746.645602325	39746.645602325	1708.185	1708.185	-120.33	11	BS				
762	Spectrogram 1	1	40028.765937203	40028.765937203	1718.861	1718.861	-124.81	11	BS				
763	Spectrogram 1	1	40182.200876911	40182.200876911	459.075	459.075	-95.99	11	BS				
764	Spectrogram 1	1	40298.894691521	40298.894691521	1088.968	1088.968	-107.34	11	BS				
765	Spectrogram 1	1	40810.557854930	40810.557854930	918.149	918.149	-107.95	11	BS				
766	Spectrogram 1	1	40854.595334395	40854.595334395	2199.288	2199.288	-130.91	11	BS				
767	Spectrogram 1	1	40870.275835840	40870.275835840	800.712	800.712	-107.37	11	BS				
768	Spectrogram 1	1	40888.897308847	40888.897308847	1387.900	1387.900	-113.80	11	BS				
769	Spectrogram 1	1	40921.368852668	40921.368852668	1473.310	1473.310	-122.70	11	BS				
770	Spectrogram 1	1	41019.610204157	41019.610204157	1366.548	1366.548	-122.52	11	BS				
771	Spectrogram 1	1	41042.717605010	41042.717605010	266.904	266.904	-118.39	11	BS				
772	Spectrogram 1	1	41099.081236566	41099.081236566	555.160	555.160	-102.06	11	RS	YELP			Yelp
773	Spectrogram 1	1	41111.566785070	41111.566785070	608.541	608.541	-143.66	11	BS				
774	Spectrogram 1	1	41114.419301903	41114.419301903	704.626	704.626	-112.22	11	RS	YELP			
775	Spectrogram 1	1	41118.420878794	41118.420878794	1377.224	1377.224	-120.90	11	RS	YELP			
776	Spectrogram 1	1	41220.297732400	41220.519312362	96.085	192.171	-81.21	11	RS	BARK			
777	Spectrogram 1	1	41220.808329703	41220.808329703	1014.235	1014.235	-97.97	11	RS	YELP			
778	Spectrogram 1	1	41225.493033273	41225.599006299	822.064	950.178	-89.12	11	RS	YELP			
779	Spectrogram 1	1	41225.859121905	41225.859121905	448.399	448.399	-109.27	11	RS	BARK			
780	Spectrogram 1	1	41226.119237512	41226.620200904	661.922	960.854	-82.91	11	RS	YELP			
781	Spectrogram 1	1	41226.658736549	41226.658736549	288.256	288.256	-109.87	11	RS	BARK			
782	Spectrogram 1	1	41231.760324244	41231.760324244	1163.701	1163.701	-87.56	11	RS	YELP			
783	Spectrogram 1	1	41232.213118078	41232.213118078	512.456	512.456	-83.55	11	RS	BARK			
784	Spectrogram 1	1	41232.608108444	41232.608108444	373.665	373.665	-103.18	11	RS	BARK			
785	Spectrogram 1	1	41233.176509215	41233.610035226	704.626	960.854	-81.66	11	RS	YELP			
786	Spectrogram 1	1	41233.956856036	41233.956856036	480.427	480.427	-112.59	11	RS	BARK			
787	Spectrogram 1	1	41239.756470679	41239.756470679	1185.053	1185.053	-103.52	11	RS	YELP			
788	Spectrogram 1	1	41247.851605961	41247.851605961	1056.940	1056.940	-89.18	11	RS	YELP			
789	Spectrogram 1	1	41248.371837175	41248.371837175	672.598	672.598	-104.32	11	RS	BARK			
790	Spectrogram 1	1	41248.718657984	41248.718657984	1024.911	1024.911	-99.22	11	RS	YELP			
791	Spectrogram 1	1	41251.657000951	41251.657000951	1249.110	1249.110	-113.97	11	RS	YELP			
792	Spectrogram 1	1	41257.333133537	41257.333133537	332.143	332.143	-103.14	11	BS				
793	Spectrogram 1	1	41269.691694326	41269.691694326	1296.429	1296.429	-109.05	11	RS	YELP			
794	Spectrogram 1	1	41273.944624702	41273.944624702	546.429	546.429	-103.15	11	RS	BARK			
795	Spectrogram 1	1	41274.705703700	41274.705703700	1253.571	1253.571	-109.41	11	RS	YELP			
796	Spectrogram 1	1	41273.511098690	41273.511098690	814.286	814.286	-103.44	11	RS	YELP			
797	Spectrogram 1	1	41279.667168054	41279.667168054	1232.143	1232.143	-100.49	11	RS	YELP			
798	Spectrogram 1	1	41279.994721041	41279.994721041	460.714	460.714	-97.80	11	RS	BARK			
799	Spectrogram 1	1	41280.376568573	41280.829362408	728.571	1264.286	-72.42	11	RS	YELP			
800	Spectrogram 1	1	41284.075990539	41284.075990539	1328.571	1328.571	-96.76	11	RS	YELP			
801	Spectrogram 1	1	41284.596221752	41284.596221752	514.286	514.286	-103.18	11	RS	BARK			
802	Spectrogram 1	1	41285.135720789	41285.135720789	889.286	889.286	-101.41	11	RS	YELP			
804	Spectrogram 1	1	41289.565557334	41289.565557334	953.571	953.571	-96.89	11	RS	YELP			
805	Spectrogram 1	1	41290.297734598	41290.297734598	1200.000	1200.000	-96.97	11	RS	YELP			
806	Spectrogram 1	1	41293.794844424	41293.794844424	1242.857	1242.857	-89.91	11	RS	YELP			
807	Spectrogram 1	1	41305.848622393	41305.848622393	878.571	878.571	-100.68	11	RS	YELP			
808	Spectrogram 1	1	41306.176175379	41306.176175379	321.429	321.429	-93.96	11	RS	BARK			Bark
809	Spectrogram 1	1	41306.908352643	41306.908352643	1039.286	1039.286	-105.51	11	RS	YELP			
810	Spectrogram 1	1	41307.178102162	41307.178102162	342.857	342.857	-96.82	11	RS	BARK			Bark
811	Spectrogram 1	1	41307.765770755	41307.765770755	889.286	889.286	-93.41	11	RS	YELP			
812	Spectrogram 1	1	41308.025886362	41308.025886362	300.000	300.000	-93.41	11	RS	BARK			Bark
813	Spectrogram 1	1	41308.507581930	41308.507581930	975.000	975.000	-107.28	11	RS	YELP			
814	Spectrogram 1	1	41309.317703604	41309.317703604	289.286	289.286	-72.34	11	RS	GROWL			
815	Spectrogram 1	1	41309.953541754	41309.953541754	782.143	782.143	-98.01	11	RS	YELP			
816	Spectrogram 1	1	41310.830227689	41310.830227689	975.000	975.000	-97.84	11	RS	YELP			
817	Spectrogram 1	1	41311.340824991	41311.572038864	792.857	964.286	-66.31	11	RS	YELP			
818	Spectrogram 1	1	41319.220496692	41319.220496692	300.000	300.000	-67.39	11	RS	GROWL			
819	Spectrogram 1	1	41319.731093994	41319.731093994	192.857	192.857	-56.71	11	RS	GROWL			
820	Spectrogram 1	1	42833.344677297	42833.344677297	460.714	460.714	-101.46	11	BS				
821	Spectrogram 1	1	42872.282318594	42872.282318594	792.857	792.857	-108.18	11	BS				
822	Spectrogram 1	1	42936.034306633	42936.034306633	1960.714	1960.714	-129.79	11	BS				
823	Spectrogram 1	1	42994.718839040	42994.718839040	1317.857	1317.857	-108.68	11	BS				
824	Spectrogram 1	1	43011.581685019	43011.581685019	214.286	214.286	-119.95	11	?				?
825	Spectrogram 1	1	43017.198255346	43017.198255346	2325.000	2325.000	-123.82	11	BS				
826	Spectrogram 1	1	43055.074410287	43055.074410287	225.000	225.000	-107.47	11	RS	GROWL			RS growl
827	Spectrogram 1	1	43094.284439565	43094.284439565	2625.000	2625.000	-115.51	11	BS				
828	Spectrogram 1	1	43131.423149757	43131.423149757	1060.714	1060.714	-115.95	11	BS				
