Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Date	Begin Hour	Species	Call type	Comments	Quantity
940	Spectrogram 1	1	34391.065863045	34391.065863045	1253.571	1253.571	0.0000	67145740.220515202332.wav		9	RS	YELP		
941	Spectrogram 1	1	34391.904013334	34391.904013334	1221.429	1221.429	0.0000	67145740.220515202332.wav		9	RS	YELP		
942	Spectrogram 1	1	34392.624805200	34392.624805200	1350.000	1350.000	0.0000	67145740.220515202332.wav		9	RS	YELP		
943	Spectrogram 1	1	34393.308812907	34393.308812907	1392.857	1392.857	0.0000	67145740.220515202332.wav		9	RS	YELP		
944	Spectrogram 1	1	34394.040990171	34394.040990171	1285.714	1285.714	0.0000	67145740.220515202332.wav		9	RS	YELP		
945	Spectrogram 1	1	34394.782801346	34394.782801346	1328.571	1328.571	0.0000	67145740.220515202332.wav		9	RS	YELP		
946	Spectrogram 1	1	34395.524612522	34395.524612522	1296.429	1296.429	0.0000	67145740.220515202332.wav		9	RS	YELP		
947	Spectrogram 1	1	34396.295325431	34396.295325431	1328.571	1328.571	0.0000	67145740.220515202332.wav		9	RS	YELP		
948	Spectrogram 1	1	34396.989842478	34396.989842478	1275.000	1275.000	0.0000	67145740.220515202332.wav		9	RS	YELP		
949	Spectrogram 1	1	34397.808724944	34397.808724944	1210.714	1210.714	0.0000	67145740.220515202332.wav		9	RS	YELP		
950	Spectrogram 1	1	34398.502366563	34398.502366563	1317.857	1317.857	0.0000	67145740.220515202332.wav		9	RS	YELP		
951	Spectrogram 1	1	34405.167283073	34405.167283073	2400.000	2400.000	0.0000	67145740.220515202332.wav		9	BS			
952	Spectrogram 1	1	34423.985813059	34423.985813059	760.714	760.714	0.0000	67145740.220515202332.wav		9	BS			
953	Spectrogram 1	1	34437.579262700	34437.579262700	589.286	589.286	0.0000	67145740.220515202332.wav		9	RS	GROWL		
954	Spectrogram 1	1	34466.551061520	34466.551061520	803.571	803.571	0.0000	67145740.220515202332.wav		9	BS			
955	Spectrogram 1	1	34550.437012582	34550.437012582	1189.286	1189.286	0.0000	67145740.220515202832.wav		9	BS			
956	Spectrogram 1	1	34583.471698724	34583.471698724	1414.286	1414.286	0.0000	67145740.220515202832.wav		9	RS	YELP		
957	Spectrogram 1	1	34584.916785429	34584.916785429	1221.429	1221.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
958	Spectrogram 1	1	34586.169193907	34586.169193907	1275.000	1275.000	0.0000	67145740.220515202832.wav		9	RS	YELP		
959	Spectrogram 1	1	34587.103683310	34587.103683310	1328.571	1328.571	0.0000	67145740.220515202832.wav		9	RS	YELP		
960	Spectrogram 1	1	34586.959174639	34586.959174639	364.286	364.286	0.0000	67145740.220515202832.wav		9	BS			
961	Spectrogram 1	1	34588.060958067	34588.060958067	1275.000	1275.000	0.0000	67145740.220515202832.wav		9	RS	YELP		
962	Spectrogram 1	1	34588.956911824	34588.956911824	1264.286	1264.286	0.0000	67145740.220515202832.wav		9	RS	YELP		
963	Spectrogram 1	1	34589.823963847	34589.823963847	1350.000	1350.000	0.0000	67145740.220515202832.wav		9	RS	YELP		
964	Spectrogram 1	1	34591.459099555	34591.459099555	1242.857	1242.857	0.0000	67145740.220515202832.wav		9	RS	YELP		
965	Spectrogram 1	1	34592.181642907	34592.181642907	1285.714	1285.714	0.0000	67145740.220515202832.wav		9	RS	YELP		
966	Spectrogram 1	1	34592.884918437	34592.884918437	1339.286	1339.286	0.0000	67145740.220515202832.wav		9	RS	YELP		
967	Spectrogram 1	1	34593.597827879	34593.597827879	1317.857	1317.857	0.0000	67145740.220515202832.wav		9	RS	YELP		
968	Spectrogram 1	1	34594.301103408	34594.301103408	1189.286	1189.286	0.0000	67145740.220515202832.wav		9	RS	YELP		
969	Spectrogram 1	1	34595.017493426	34595.017493426	1328.571	1328.571	0.0000	67145740.220515202832.wav		9	RS	YELP		
970	Spectrogram 1	1	34595.701501133	34595.701501133	1382.143	1382.143	0.0000	67145740.220515202832.wav		9	RS	YELP		
971	Spectrogram 1	1	34596.395142752	34596.395142752	1371.429	1371.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
972	Spectrogram 1	1	34597.079150459	34597.079150459	1253.571	1253.571	0.0000	67145740.220515202832.wav		9	RS	YELP		
973	Spectrogram 1	1	34597.714988609	34597.714988609	1285.714	1285.714	0.0000	67145740.220515202832.wav		9	RS	YELP		
974	Spectrogram 1	1	34598.476067607	34598.476067607	1285.714	1285.714	0.0000	67145740.220515202832.wav		9	RS	YELP		
975	Spectrogram 1	1	34599.160075315	34599.160075315	1264.286	1264.286	0.0000	67145740.220515202832.wav		9	RS	YELP		
976	Spectrogram 1	1	34599.920293092	34599.920293092	1296.429	1296.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
977	Spectrogram 1	1	34600.613934711	34600.613934711	1360.714	1360.714	0.0000	67145740.220515202832.wav		9	RS	YELP		
978	Spectrogram 1	1	34602.107190973	34602.107190973	1371.429	1371.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
979	Spectrogram 1	1	34602.858636060	34602.858636060	1296.429	1296.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
980	Spectrogram 1	1	34603.593435970	34603.593435970	1296.429	1296.429	0.0000	67145740.220515202832.wav		9	RS	YELP		
981	Spectrogram 1	1	34623.060070531	34623.060070531	600.000	600.000	0.0000	67145740.220515202832.wav		9	BS			
982	Spectrogram 1	1	34720.941499026	34720.941499026	685.714	685.714	0.0000	67145740.220515202832.wav		9	BS			
983	Spectrogram 1	1	34802.482040113	34802.482040113	1253.571	1253.571	0.0000	67145740.220515202832.wav		9	RS	YELP		
984	Spectrogram 1	1	34804.090903311	34804.090903311	1242.857	1242.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
985	Spectrogram 1	1	34805.189169207	34805.189169207	1392.857	1392.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
986	Spectrogram 1	1	34806.229631635	34806.229631635	1328.571	1328.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
987	Spectrogram 1	1	34807.173754949	34807.173754949	1339.286	1339.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
988	Spectrogram 1	1	34808.043438857	34808.043438857	1253.571	1253.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
989	Spectrogram 1	1	34808.910490880	34808.910490880	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
990	Spectrogram 1	1	34809.642668144	34809.642668144	1328.571	1328.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
991	Spectrogram 1	1	34810.471184521	34810.471184521	1478.571	1478.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
992	Spectrogram 1	1	34811.212995697	34811.212995697	1521.429	1521.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
993	Spectrogram 1	1	34812.089681631	34812.089681631	1339.286	1339.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
994	Spectrogram 1	1	34812.850760629	34812.850760629	1371.429	1371.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
995	Spectrogram 1	1	34814.485025878	34814.485025878	1275.000	1275.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
996	Spectrogram 1	1	34815.169033586	34815.169033586	1339.286	1339.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
997	Spectrogram 1	1	34815.937117270	34815.937117270	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
998	Spectrogram 1	1	34816.669294534	34816.669294534	1210.714	1210.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
999	Spectrogram 1	1	34817.362936153	34817.362936153	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1000	Spectrogram 1	1	34818.114381240	34818.114381240	1425.000	1425.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1001	Spectrogram 1	1	34818.798388947	34818.798388947	1457.143	1457.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1002	Spectrogram 1	1	34819.636539236	34819.636539236	1328.571	1328.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1003	Spectrogram 1	1	34870.338064752	34870.338064752	1510.714	1510.714	0.0000	67145740.220515203332.wav		9	BS			
1004	Spectrogram 1	1	34919.196872073	34919.196872073	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1005	Spectrogram 1	1	34920.593789221	34920.593789221	1275.000	1275.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1006	Spectrogram 1	1	34921.720956851	34921.720956851	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1007	Spectrogram 1	1	34922.722883634	34922.722883634	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1008	Spectrogram 1	1	34923.638105214	34923.638105214	1275.000	1275.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1009	Spectrogram 1	1	34924.505157237	34924.505157237	1285.714	1285.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1010	Spectrogram 1	1	34925.397602072	34925.397602072	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1011	Spectrogram 1	1	34926.216484538	34926.216484538	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1012	Spectrogram 1	1	34927.006465270	34927.006465270	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1013	Spectrogram 1	1	34927.748276446	34927.748276446	1232.143	1232.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1014	Spectrogram 1	1	34928.451551975	34928.451551975	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1015	Spectrogram 1	1	34929.222264885	34929.222264885	1371.429	1371.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1016	Spectrogram 1	1	34929.925540415	34929.925540415	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1017	Spectrogram 1	1	34930.676985501	34930.676985501	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1018	Spectrogram 1	1	34931.409162765	34931.409162765	1328.571	1328.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1019	Spectrogram 1	1	34932.193023828	34932.193023828	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1020	Spectrogram 1	1	34932.886665447	34932.886665447	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1021	Spectrogram 1	1	34933.570673154	34933.570673154	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1022	Spectrogram 1	1	34935.666483791	34935.666483791	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1023	Spectrogram 1	1	34936.379393232	34936.379393232	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1024	Spectrogram 1	1	34936.995963560	34936.995963560	1285.714	1285.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1025	Spectrogram 1	1	34937.699239090	34937.699239090	1253.571	1253.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1026	Spectrogram 1	1	34938.373612886	34938.373612886	1285.714	1285.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1027	Spectrogram 1	1	34939.134691884	34939.134691884	1403.571	1403.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1028	Spectrogram 1	1	34956.132397433	34956.132397433	546.429	546.429	0.0000	67145740.220515203332.wav		9	BS			
1029	Spectrogram 1	1	35009.209145137	35009.209145137	1221.429	1221.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1030	Spectrogram 1	1	35010.220705830	35010.220705830	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1031	Spectrogram 1	1	35011.155195233	35011.155195233	1285.714	1285.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1032	Spectrogram 1	1	35012.070416813	35012.070416813	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1033	Spectrogram 1	1	35013.014540127	35013.014540127	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1034	Spectrogram 1	1	35013.871958239	35013.871958239	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1035	Spectrogram 1	1	35014.771415669	35014.771415669	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1036	Spectrogram 1	1	35015.628833781	35015.628833781	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1037	Spectrogram 1	1	35016.351377134	35016.351377134	1307.143	1307.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1038	Spectrogram 1	1	35017.160625689	35017.160625689	1328.571	1328.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1039	Spectrogram 1	1	35017.912070775	35017.912070775	1232.143	1232.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1040	Spectrogram 1	1	35018.663515862	35018.663515862	1232.143	1232.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1041	Spectrogram 1	1	35019.395693126	35019.395693126	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1042	Spectrogram 1	1	35020.140131567	35020.140131567	1242.857	1242.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1043	Spectrogram 1	1	35020.843407096	35020.843407096	1275.000	1275.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1044	Spectrogram 1	1	35021.575584360	35021.575584360	1135.714	1135.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1045	Spectrogram 1	1	35022.163252954	35022.163252954	1210.714	1210.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1046	Spectrogram 1	1	35022.847260661	35022.847260661	1221.429	1221.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1047	Spectrogram 1	1	35023.550536191	35023.550536191	1253.571	1253.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1048	Spectrogram 1	1	35024.292347366	35024.292347366	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1049	Spectrogram 1	1	35082.875278921	35082.875278921	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1050	Spectrogram 1	1	35084.493776031	35084.493776031	1339.286	1339.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1051	Spectrogram 1	1	35085.852157534	35085.852157534	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1052	Spectrogram 1	1	35087.017860809	35087.017860809	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1053	Spectrogram 1	1	35087.942716301	35087.942716301	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1054	Spectrogram 1	1	35088.735328917	35088.735328917	1200.000	1200.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1055	Spectrogram 1	1	35089.563845295	35089.563845295	1317.857	1317.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1056	Spectrogram 1	1	35090.440531230	35090.440531230	1221.429	1221.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1057	Spectrogram 1	1	35091.278681519	35091.278681519	1167.857	1167.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1058	Spectrogram 1	1	35092.001224871	35092.001224871	1028.571	1028.571	0.0000	67145740.220515203332.wav		9	RS	YELP		
1059	Spectrogram 1	1	35092.723768224	35092.723768224	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1060	Spectrogram 1	1	35093.388508108	35093.388508108	1285.714	1285.714	0.0000	67145740.220515203332.wav		9	RS	YELP		
1061	Spectrogram 1	1	35098.136270307	35098.136270307	814.286	814.286	0.0000	67145740.220515203332.wav		9	BS			
1062	Spectrogram 1	1	35094.783669151	35094.783669151	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1063	Spectrogram 1	1	35095.544748149	35095.544748149	1167.857	1167.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1064	Spectrogram 1	1	35096.209488033	35096.209488033	1296.429	1296.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1065	Spectrogram 1	1	35096.932031386	35096.932031386	1264.286	1264.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1066	Spectrogram 1	1	35097.596771270	35097.596771270	1339.286	1339.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1067	Spectrogram 1	1	35098.328948534	35098.328948534	1350.000	1350.000	0.0000	67145740.220515203332.wav		9	RS	YELP		
1068	Spectrogram 1	1	35099.032224064	35099.032224064	1189.286	1189.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1069	Spectrogram 1	1	35099.775790716	35099.775790716	1221.429	1221.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1070	Spectrogram 1	1	35100.459798423	35100.459798423	1189.286	1189.286	0.0000	67145740.220515203332.wav		9	RS	YELP		
1071	Spectrogram 1	1	35101.211243510	35101.211243510	1146.429	1146.429	0.0000	67145740.220515203332.wav		9	RS	YELP		
1072	Spectrogram 1	1	35101.924152951	35101.924152951	1232.143	1232.143	0.0000	67145740.220515203332.wav		9	RS	YELP		
1073	Spectrogram 1	1	35102.576626410	35102.576626410	1232.143	1242.857	0.0000	67145740.220515203332.wav		9	RS	YELP		
1074	Spectrogram 1	1	35103.366607142	35103.366607142	1296.429	1296.429	0.0000	67145740.220515203832.wav		9	RS	YELP		
1075	Spectrogram 1	1	35104.108418318	35104.108418318	1296.429	1296.429	0.0000	67145740.220515203832.wav		9	RS	YELP		
1076	Spectrogram 1	1	35104.850229493	35104.850229493	1307.143	1307.143	0.0000	67145740.220515203832.wav		9	RS	YELP		
1077	Spectrogram 1	1	35105.601674580	35105.601674580	1317.857	1317.857	0.0000	67145740.220515203832.wav		9	RS	YELP		
1078	Spectrogram 1	1	35107.143097109	35107.143097109	1307.143	1307.143	0.0000	67145740.220515203832.wav		9	RS	YELP		
1079	Spectrogram 1	1	35108.723058573	35108.723058573	1264.286	1264.286	0.0000	67145740.220515203832.wav		9	RS	YELP		
1080	Spectrogram 1	1	35109.407066281	35109.407066281	1285.714	1285.714	0.0000	67145740.220515203832.wav		9	RS	YELP		
1081	Spectrogram 1	1	35110.197047013	35110.197047013	1253.571	1253.571	0.0000	67145740.220515203832.wav		9	RS	YELP		
1082	Spectrogram 1	1	35110.958126011	35110.958126011	1285.714	1285.714	0.0000	67145740.220515203832.wav		9	RS	YELP		
1083	Spectrogram 1	1	35270.052553103	35270.052553103	450.000	450.000	0.0000	67145740.220515203832.wav		9	BS			
1084	Spectrogram 1	1	35328.130143145	35328.130143145	1371.429	1371.429	0.0000	67145740.220515203832.wav		9	BS			
1085	Spectrogram 1	1	35363.037307146	35363.037307146	1082.143	1082.143	0.0000	67145740.220515203832.wav		9	BS			
1086	Spectrogram 1	1	35441.725340638	35441.725340638	1746.429	1746.429	0.0000	67145740.220515204332.wav		9	BS			
1087	Spectrogram 1	1	35573.380631452	35573.380631452	428.571	428.571	0.0000	67145740.220515204332.wav		9	BS			
1088	Spectrogram 1	1	35607.681735270	35607.681735270	675.000	675.000	0.0000	67145740.220515204332.wav		9	BS			
1089	Spectrogram 1	1	35660.540374575	35660.540374575	985.714	985.714	0.0000	67145740.220515204332.wav		9	BS			
1090	Spectrogram 1	1	35693.337706037	35693.337706037	375.000	375.000	0.0000	67145740.220515204332.wav		9	BS			
1091	Spectrogram 1	1	35727.788571201	35727.788571201	546.429	546.429	0.0000	67145740.220515204832.wav		9	BS			
1092	Spectrogram 1	1	35831.121891662	35831.121891662	2164.286	2164.286	0.0000	67145740.220515204832.wav		9	BS			
1093	Spectrogram 1	1	36008.338587766	36008.338587766	460.714	460.714	0.0000	67145740.220515205332.wav		10	BS			
1094	Spectrogram 1	1	36065.258352337	36065.258352337	1832.143	1832.143	0.0000	67145740.220515205332.wav		10	BS			
1095	Spectrogram 1	1	36425.133111003	36425.133111003	782.143	782.143	0.0000	67145740.220515205832.wav		10	BS			
1096	Spectrogram 1	1	36568.791374879	36568.791374879	1221.429	1221.429	0.0000	67145740.220515205832.wav		10	BS			
1097	Spectrogram 1	1	36783.819411818	36783.819411818	1767.857	1767.857	0.0000	67145740.220515210332.wav		10	BS			
1098	Spectrogram 1	1	37187.995264609	37187.995264609	1714.286	1714.286	0.0000	67145740.220515210832.wav		10	BS			
1099	Spectrogram 1	1	37231.795395343	37231.795395343	460.714	460.714	0.0000	67145740.220515211332.wav		10	BS			
1100	Spectrogram 1	1	37302.764046473	37302.764046473	428.571	428.571	0.0000	67145740.220515211332.wav		10	BS			
1101	Spectrogram 1	1	37363.192332430	37363.192332430	2292.857	2292.857	0.0000	67145740.220515211332.wav		10	BS			
1102	Spectrogram 1	1	37605.942357527	37605.942357527	942.857	942.857	0.0000	67145740.220515211832.wav		10	BS			
1103	Spectrogram 1	1	37739.595366873	37739.595366873	889.286	889.286	0.0000	67145740.220515211832.wav		10	RS	YELP		
1104	Spectrogram 1	1	37741.146426603	37741.146426603	900.000	900.000	0.0000	67145740.220515211832.wav		10	RS	YELP		
1105	Spectrogram 1	1	37742.418102903	37742.418102903	1114.286	1114.286	0.0000	67145740.220515211832.wav		10	RS	YELP		
1106	Spectrogram 1	1	37744.296715620	37744.296715620	1125.000	1125.000	0.0000	67145740.220515211832.wav		10	RS	YELP		
1107	Spectrogram 1	1	38262.282365608	38262.282365608	1103.571	1103.571	0.0000	67145740.220515213332.wav		10	RS	YELP		
1108	Spectrogram 1	1	38263.669648845	38263.669648845	1178.571	1178.571	0.0000	67145740.220515213332.wav		10	RS	YELP		
1109	Spectrogram 1	1	38264.700477361	38264.700477361	1167.857	1167.857	0.0000	67145740.220515213332.wav		10	RS	YELP		
1110	Spectrogram 1	1	38265.846912814	38265.846912814	1200.000	1200.000	0.0000	67145740.220515213332.wav		10	RS	YELP		
1111	Spectrogram 1	1	38267.937471581	38267.937471581	1146.429	1146.429	0.0000	67145740.220515213332.wav		10	RS	YELP		
1112	Spectrogram 1	1	38268.949032274	38268.949032274	1264.286	1264.286	0.0000	67145740.220515213332.wav		10	RS	YELP		
1113	Spectrogram 1	1	38439.805566341	38439.805566341	889.286	889.286	0.0000	67145740.220515213832.wav		10	RS	YELP		
1114	Spectrogram 1	1	38468.481349082	38468.481349082	739.286	739.286	0.0000	67145740.220515213832.wav		10	BS			
1115	Spectrogram 1	1	38495.319668789	38495.319668789	1092.857	1092.857	0.0000	67145740.220515213832.wav		10	BS			
1116	Spectrogram 1	1	38673.357851527	38673.357851527	1157.143	1157.143	0.0000	67145740.220515213832.wav		10	BS			
1117	Spectrogram 1	1	38823.772976683	38823.772976683	717.857	717.857	0.0000	67145740.220515214332.wav		10	BS			
1118	Spectrogram 1	1	39054.238028821	39054.238028821	782.143	782.143	0.0000	67145740.220515214832.wav		10	BS			
1119	Spectrogram 1	1	39249.255562649	39249.255562649	1103.571	1103.571	0.0000	67145740.220515214832.wav		10	BS			
1120	Spectrogram 1	1	39326.899622131	39326.899622131	557.143	567.857	0.0000	67145740.220515215332.wav		10	BS			
1121	Spectrogram 1	1	39433.108245408	39433.108245408	750.000	750.000	0.0000	67145740.220515215332.wav		10	BS			
1122	Spectrogram 1	1	39512.075671973	39512.075671973	1939.286	1939.286	0.0000	67145740.220515215332.wav		10	BS			
1123	Spectrogram 1	1	39895.462421698	39895.462421698	1275.000	1275.000	0.0000	67145740.220515215832.wav		11	BS			
1124	Spectrogram 1	1	40230.676112098	40230.676112098	1703.571	1703.571	0.0000	67145740.220515220832.wav		11	RS	YELP		
1125	Spectrogram 1	1	40231.976690132	40231.976690132	1328.571	1328.571	0.0000	67145740.220515220832.wav		11	RS	YELP		
1126	Spectrogram 1	1	40232.579881924	40232.579881924	600.000	600.000	0.0000	67145740.220515220832.wav		11	RS	BARK		
1127	Spectrogram 1	1	40233.196452252	40233.196452252	942.857	942.857	0.0000	67145740.220515220832.wav		11	RS	BARK		
1128	Spectrogram 1	1	40233.003774025	40233.003774025	1017.857	1017.857	0.0000	67145740.220515220832.wav		11	RS	YELP		
1129	Spectrogram 1	1	40913.406003034	40913.406003034	214.286	214.286	0.0000	67145740.220515221832.wav		11	MAYBE SCRATCHING			
1130	Spectrogram 1	1	40914.195983766	40914.195983766	192.857	192.857	0.0000	67145740.220515221832.wav		11	MAYBE SCRATCHING			
1131	Spectrogram 1	1	40915.679606117	40915.679606117	171.429	171.429	0.0000	67145740.220515221832.wav		11	MAYBE SCRATCHING			
1132	Spectrogram 1	1	42300.970395725	42300.970395725	685.714	685.714	0.0000	67145740.220515223832.wav		11	BS			
1134	Spectrogram 1	1	42461.304955012	42461.304955012	2402.135	2402.135	0.0000	67145740.220515224332.wav		11	BS			
1135	Spectrogram 1	1	42625.895072609	42625.895072609	469.751	469.751	0.0000	67145740.220515224832.wav		11	BS			
1136	Spectrogram 1	1	42887.765797509	42887.765797509	1046.263	1046.263	0.0000	67145740.220515224832.wav		11	BS			
1137	Spectrogram 1	1	42989.940416721	42989.940416721	544.484	544.484	0.0000	67145740.220515225332.wav		11	BS			
1138	Spectrogram 1	1	43082.730771481	43082.730771481	1451.957	1451.957	0.0000	67145740.220515225332.wav		11	RS	YELP		
1139	Spectrogram 1	1	43102.328777479	43102.328777479	715.302	715.302	0.0000	67145740.220515225332.wav		11	BS			
1140	Spectrogram 1	1	43210.308278393	43210.308278393	1163.701	1163.701	0.0000	67145740.220515225832.wav		12	BS			
1141	Spectrogram 1	1	43577.169362459	43577.169362459	736.655	736.655	0.0000	67145740.220515230332.wav		12	BS			
1142	Spectrogram 1	1	43605.129613113	43605.129613113	1441.281	1441.281	0.0000	67145740.220515230332.wav		12	BS			
1143	Spectrogram 1	1	43666.690310487	43666.690310487	768.683	768.683	0.0000	67145740.220515230332.wav		12	BS			
1144	Spectrogram 1	1	43802.143097644	43802.143097644	1110.320	1110.320	0.0000	67145740.220515230332.wav		12	BS			
1145	Spectrogram 1	1	43883.234341290	43883.234341290	747.331	747.331	0.0000	67145740.220515230832.wav		12	BS			
1146	Spectrogram 1	1	43964.499910088	43964.499910088	1334.520	1334.520	0.0000	67145740.220515230832.wav		12	BS			
1147	Spectrogram 1	1	44026.390782514	44026.390782514	1142.349	1142.349	0.0000	67145740.220515230832.wav		12	BS			
1148	Spectrogram 1	1	44085.213687405	44085.213687405	501.779	501.779	0.0000	67145740.220515230832.wav		12	BS			
1149	Spectrogram 1	1	44126.287418562	44126.287418562	875.445	875.445	0.0000	67145740.220515231332.wav		12	BS			
1150	Spectrogram 1	1	44222.783301044	44222.783301044	619.217	619.217	0.0000	67145740.220515231332.wav		12	BS			
1151	Spectrogram 1	1	44268.700294640	44268.700294640	704.626	704.626	0.0000	67145740.220515231332.wav		12	BS			
1152	Spectrogram 1	1	44364.017334127	44364.017334127	2220.641	2220.641	0.0000	67145740.220515231332.wav		12	BS			
1153	Spectrogram 1	1	44467.058144142	44467.058144142	971.530	971.530	0.0000	67145740.220515231832.wav		12	BS			
1154	Spectrogram 1	1	44516.473968796	44516.473968796	427.046	427.046	0.0000	67145740.220515231832.wav		12	BS			
1155	Spectrogram 1	1	44562.030125857	44562.030125857	992.883	992.883	0.0000	67145740.220515231832.wav		12	BS			
1156	Spectrogram 1	1	44609.565592484	44609.565592484	309.609	309.609	0.0000	67145740.220515231832.wav		12	BS			
1157	Spectrogram 1	1	44651.851457515	44651.851457515	1580.071	1580.071	0.0000	67145740.220515231832.wav		12	BS			
1158	Spectrogram 1	1	44793.988420921	44793.988420921	832.740	832.740	0.0000	67145740.220515232332.wav		12	BS			
1159	Spectrogram 1	1	44842.730769954	44842.730769954	2071.174	2071.174	0.0000	67145740.220515232332.wav		12	BS			
1160	Spectrogram 1	1	45024.451720242	45024.451720242	384.342	384.342	0.0000	67145740.220515232832.wav		12	BS			
