Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
162	Spectrogram 1	1	24526.416060000	24526.673600000	1270.492	1909.836	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	X	0	1	X	Y		
163	Spectrogram 1	1	24532.660120000	24532.905100000	1188.525	1950.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	X	0	1	X	Y		
164	Spectrogram 1	1	25792.416730000	25793.415470000	729.508	1442.623	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518013702.wav	X	0	3	X	Y		
165	Spectrogram 1	1	26075.899120000	26076.250880000	721.311	1262.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518014202.wav	X	0	1	X	Y		
166	Spectrogram 1	1	26303.956660000	26304.170230000	1000.000	1516.393	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518014702.wav	X	0	1	X	Y		
167	Spectrogram 1	1	26880.977110000	26881.240930000	467.213	1049.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
168	Spectrogram 1	1	26886.033650000	26886.372840000	557.377	1049.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
169	Spectrogram 1	1	26884.036160000	26884.400480000	590.164	1303.279	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
170	Spectrogram 1	1	26889.947740000	26890.242970000	696.721	1631.148	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
171	Spectrogram 1	1	26893.405070000	26893.643760000	155.738	1467.213	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	Y	1	0	X	B		
172	Spectrogram 1	1	23577.538870000	23577.834100000	827.869	1459.016	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518010202.wav	X	0	1	X	Y		
173	Spectrogram 1	1	23578.028820000	23578.336610000	991.803	1508.197	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518010202.wav	X	0	1	X	Y		
174	Spectrogram 1	1	23581.791380000	23582.526310000	918.033	1368.852	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518010202.wav	X	0	1	X	Y		
175	Spectrogram 1	1	23583.544500000	23584.970380000	155.738	1532.787	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518010202.wav	Y	3	3	X	BY		
176	Spectrogram 1	1	24144.023430000	24144.469410000	836.066	1540.984	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
177	Spectrogram 1	1	24144.595040000	24144.909110000	827.869	1508.197	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
178	Spectrogram 1	1	24145.110120000	24145.461880000	959.016	1581.967	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
179	Spectrogram 1	1	24145.750820000	24146.008360000	1040.984	1491.803	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
180	Spectrogram 1	1	24146.466900000	24146.762130000	991.803	1475.410	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
181	Spectrogram 1	1	24147.095040000	24147.440520000	926.230	1344.262	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
182	Spectrogram 1	1	24147.635240000	24147.855090000	991.803	1516.393	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
183	Spectrogram 1	1	24148.175440000	24148.414140000	1016.393	1426.230	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
184	Spectrogram 1	1	24149.362630000	24149.544790000	778.689	1163.934	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
185	Spectrogram 1	1	24150.185490000	24150.461880000	877.049	1336.066	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011202.wav	X	0	1	X	Y		
186	Spectrogram 1	1	24307.666680000	24308.137790000	53.030	878.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	Y	1	1	X	BY		
187	Spectrogram 1	1	24308.778490000	24309.425480000	45.455	704.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	Y	1	1	X	BY		
188	Spectrogram 1	1	24309.532260000	24311.931760000	75.758	863.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	Y	4	3	X	BY		
189	Spectrogram 1	1	24312.924600000	24313.138160000	348.485	1507.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518011702.wav	X	0	1	X	Y		
190	Spectrogram 1	1	26997.655280000	26997.887690000	674.242	992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
191	Spectrogram 1	1	26998.754520000	26999.125120000	651.515	1090.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
192	Spectrogram 1	1	26999.998240000	27000.255780000	681.818	1075.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518015702.wav	X	0	1	X	Y		
193	Spectrogram 1	1	27832.931190000	27833.760330000	886.364	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518021203.wav	X	0	2	X	Y		
194	Spectrogram 1	1	28707.638950000	28708.110050000	628.788	2030.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518022703.wav	X	0	1	X	Y		
195	Spectrogram 1	1	28717.203330000	28717.787500000	621.212	1666.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518022703.wav	X	0	1	X	Y		
196	Spectrogram 1	1	28719.590260000	28720.168150000	666.667	1613.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518022703.wav	X	0	1	X	Y		
197	Spectrogram 1	1	28775.078810000	28775.951920000	22.727	318.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518022703.wav	Y	1	0	X	G		
198	Spectrogram 1	1	28916.565770000	28916.804460000	696.970	1242.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518023203.wav	X	0	1	X	Y		
199	Spectrogram 1	1	28919.322010000	28919.887340000	674.242	1992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518023203.wav	X	0	2	X	Y		
200	Spectrogram 1	1	28919.994120000	28920.609700000	22.727	1818.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518023203.wav	Y	2	1	Y	BY		
201	Spectrogram 1	1	29219.724820000	29219.969790000	704.545	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518023703.wav	X	0	1	X	Y		
202	Spectrogram 1	1	29385.332730000	29385.546300000	1325.758	1643.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518023703.wav	X	0	1	X	Y		
203	Spectrogram 1	1	29458.513840000	29459.072890000	681.818	1090.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518024203.wav	X	0	1	X	Y		
204	Spectrogram 1	1	30787.233510000	30787.578990000	643.939	1007.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030203.wav	X	0	1	X	Y		
205	Spectrogram 1	1	30820.023890000	30821.229920000	598.485	1689.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030203.wav	X	0	1	X	Y		
206	Spectrogram 1	1	30821.619370000	30822.147010000	689.394	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030203.wav	X	0	1	X	Y		
207	Spectrogram 1	1	30822.881930000	30823.196000000	772.727	1439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030203.wav	X	0	1	X	Y		
208	Spectrogram 1	1	30953.820930000	30954.178970000	568.182	954.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030703.wav	X	0	1	X	Y		
209	Spectrogram 1	1	30954.511880000	30954.926460000	257.576	856.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030703.wav	X	0	1	X	Y		
210	Spectrogram 1	1	31010.358020000	31010.734900000	590.909	1075.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518030703.wav	X	0	1	X	Y		
211	Spectrogram 1	1	31464.149390000	31464.375520000	454.545	1083.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518031203.wav	X	0	1	X	Y		
212	Spectrogram 1	1	31796.271470000	31797.113180000	30.303	363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518031703.wav	Y	1	0	X	G		
213	Spectrogram 1	1	31934.136760000	31934.419430000	810.606	1363.636	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518032203.wav	X	0	1	X	Y		
214	Spectrogram 1	1	32037.045800000	32037.680220000	810.606	1712.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518032203.wav	X	0	1	X	Y		
215	Spectrogram 1	1	32038.616150000	32039.238010000	931.818	1689.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518032203.wav	X	0	1	X	Y		
216	Spectrogram 1	1	32039.577210000	32040.525700000	462.121	1333.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518032203.wav	X	0	1	X	Y		
217	Spectrogram 1	1	32589.767530000	32590.031350000	1166.667	1742.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518033203.wav	X	0	1	X	Y		
219	Spectrogram 1	1	32993.485720000	32993.862610000	651.515	1310.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518033703.wav	X	0	1	X	Y		
220	Spectrogram 1	1	32997.853350000	32998.525460000	507.576	1393.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518033703.wav	X	0	1	X	Y		
221	Spectrogram 1	1	33003.456060000	33004.077920000	636.364	1787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
222	Spectrogram 1	1	33005.013850000	33005.811580000	757.576	1840.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
223	Spectrogram 1	1	33006.188470000	33006.665860000	863.636	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
224	Spectrogram 1	1	33008.581460000	33009.215880000	719.697	1590.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
225	Spectrogram 1	1	33009.643020000	33010.246030000	719.697	1674.242	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
226	Spectrogram 1	1	33148.267600000	33148.506290000	916.667	1621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
227	Spectrogram 1	1	33150.679660000	33150.930910000	863.636	1621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034203.wav	X	0	1	X	Y		
228	Spectrogram 1	1	33573.441970000	33574.264830000	863.636	1750.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034703.wav	X	0	1	X	Y		
229	Spectrogram 1	1	33597.160490000	33599.622800000	0.000	583.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518034703.wav	Y	1	0	X	G		
230	Spectrogram 1	1	33652.468170000	33652.688020000	83.333	628.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
231	Spectrogram 1	1	33652.933000000	33653.102600000	98.485	553.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
232	Spectrogram 1	1	33656.838470000	33658.163840000	0.000	492.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	G		
233	Spectrogram 1	1	33659.050920000	33659.220520000	371.212	696.970	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
234	Spectrogram 1	1	33659.528310000	33660.055940000	0.000	901.515	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	0	X	B		
235	Spectrogram 1	1	33660.610900000	33662.407380000	45.455	803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	3	3	X	BY		
236	Spectrogram 1	1	33663.984470000	33665.498290000	30.303	750.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	3	3	X	BY		
237	Spectrogram 1	1	33667.089540000	33667.303100000	409.091	696.970	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
238	Spectrogram 1	1	33667.723960000	33669.746570000	90.909	727.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	4	3	X	BY		
239	Spectrogram 1	1	33671.741030000	33672.507370000	53.030	727.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	0	X	B		
240	Spectrogram 1	1	33676.519740000	33676.745870000	378.788	674.242	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
241	Spectrogram 1	1	33677.143260000	33679.567890000	53.030	560.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	5	4	X	BY		
242	Spectrogram 1	1	33681.549710000	33682.994430000	0.000	727.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	3	1	X	BY		
243	Spectrogram 1	1	33683.515790000	33683.785890000	15.152	621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
244	Spectrogram 1	1	33684.458000000	33684.646440000	45.455	606.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
245	Spectrogram 1	1	33686.000060000	33686.301560000	333.333	666.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
246	Spectrogram 1	1	33686.772670000	33687.105580000	60.606	628.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
247	Spectrogram 1	1	33687.348200000	33688.227590000	15.152	659.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	3	0	X	B		
248	Spectrogram 1	1	33688.780360000	33689.496440000	53.030	787.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	1	X	BY		
249	Spectrogram 1	1	33691.181380000	33692.915050000	68.182	772.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	3	2	X	BY		
250	Spectrogram 1	1	33693.483170000	33694.601260000	75.758	765.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	1	X	BY		
251	Spectrogram 1	1	33701.312510000	33702.072560000	0.000	871.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	2	X	BY		
252	Spectrogram 1	1	33702.517580000	33704.113050000	7.576	916.667	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	4	3	X	BY		
253	Spectrogram 1	1	33707.065620000	33707.473910000	7.576	681.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	1	X	BY		
254	Spectrogram 1	1	33707.888480000	33708.397280000	7.576	477.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	0	X	B		
255	Spectrogram 1	1	33711.079210000	33711.330470000	310.606	537.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
256	Spectrogram 1	1	33711.946050000	33712.913380000	37.879	590.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	2	1	X	BY		
257	Spectrogram 1	1	33714.013090000	33714.465350000	7.576	727.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	1	X	BY		
258	Spectrogram 1	1	33718.927640000	33719.241720000	189.394	621.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	0	1	X	Y		
259	Spectrogram 1	1	33719.480410000	33719.700260000	15.152	401.515	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
261	Spectrogram 1	1	33720.171360000	33721.999250000	0.000	992.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	X	5	0	X	BY	"TOO FAINT, UNKNOWN NUMBER OF YELOS"	
262	Spectrogram 1	1	33733.576600000	33733.777600000	90.909	659.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
263	Spectrogram 1	1	33736.334130000	33736.503730000	68.182	522.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
264	Spectrogram 1	1	33741.510010000	33741.742430000	121.212	598.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035203.wav	Y	1	0	X	B		
265	Spectrogram 1	1	33946.239170000	33947.407520000	7.576	1037.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	Y	2	1	X	BY		
266	Spectrogram 1	1	33949.007460000	33949.246150000	106.061	568.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	Y	1	0	X	B		
267	Spectrogram 1	1	34012.065690000	34012.473980000	1007.576	1530.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	1	X	Y		
268	Spectrogram 1	1	34024.871660000	34025.279950000	1196.970	1772.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	1	X	Y		
269	Spectrogram 1	1	34083.007140000	34083.245830000	1151.515	1560.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	1	X	Y		
270	Spectrogram 1	1	34087.524900000	34087.807560000	704.545	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	1	X	Y		
271	Spectrogram 1	1	34088.592740000	34089.045000000	60.606	1348.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	Y	1	1	X	BY		
272	Spectrogram 1	1	34100.074730000	34100.640060000	590.909	1272.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	2	X	Y		
273	Spectrogram 1	1	34103.322220000	34103.799610000	68.182	893.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	Y	1	1	X	BY		
274	Spectrogram 1	1	34171.451670000	34171.916500000	795.455	1075.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518035703.wav	X	0	1	X	Y		
275	Spectrogram 1	1	34693.756530000	34694.340700000	992.424	1606.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518040703.wav	X	0	1	X	Y		
276	Spectrogram 1	1	34811.747480000	34811.929640000	795.455	1234.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041203.wav	X	0	1	X	Y		
277	Spectrogram 1	1	34812.721100000	34813.248740000	704.545	1106.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041203.wav	X	0	1	X	Y		
278	Spectrogram 1	1	34901.260440000	34901.587070000	1340.909	1681.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041203.wav	X	0	1	X	Y		
279	Spectrogram 1	1	34901.989080000	34902.215210000	1750.000	1977.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041203.wav	X	0	1	X	Y		
280	Spectrogram 1	1	35104.568860000	35105.159310000	962.121	1439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041703.wav	X	0	1	X	Y		
281	Spectrogram 1	1	35106.246000000	35106.478410000	1121.212	1333.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041703.wav	X	0	1	X	Y		
282	Spectrogram 1	1	35242.471910000	35245.970650000	90.909	378.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518041703.wav	X	1	0	X	G	Not sure if that's a growl	
283	Spectrogram 1	1	35889.601680000	35890.041380000	704.545	1000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518042703.wav	X	0	1	X	Y		
284	Spectrogram 1	1	36157.369740000	36157.759180000	780.303	1280.303	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518043203.wav	X	0	1	X	Y		
285	Spectrogram 1	1	36159.662450000	36159.781800000	1159.091	1333.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518043203.wav	X	0	1	X	Y		
286	Spectrogram 1	1	36166.929440000	36167.614110000	901.515	1643.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518043203.wav	X	0	1	X	Y		
287	Spectrogram 1	1	36673.484170000	36675.726630000	0.000	393.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044203.wav	Y	1	0	X	G		
288	Spectrogram 1	1	36825.220460000	36826.457890000	7.576	356.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044203.wav	Y	1	0	X	G		
289	Spectrogram 1	1	36840.991640000	36841.877310000	810.606	1772.727	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044203.wav	X	0	1	X	Y		
290	Spectrogram 1	1	36842.285610000	36842.882340000	757.576	1469.697	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044203.wav	X	0	1	X	Y		
291	Spectrogram 1	1	36983.825560000	36984.698680000	871.212	1515.152	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
292	Spectrogram 1	1	37073.401500000	37073.765820000	901.515	1212.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
293	Spectrogram 1	1	37075.480650000	37075.838690000	833.333	1159.091	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
294	Spectrogram 1	1	37076.969340000	37077.208030000	818.182	1083.333	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
295	Spectrogram 1	1	37078.018340000	37078.439190000	803.030	1098.485	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
296	Spectrogram 1	1	37085.937930000	37086.107530000	1272.727	1537.879	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
297	Spectrogram 1	1	37091.529410000	37091.950270000	1106.061	1590.909	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
298	Spectrogram 1	1	37147.786190000	37150.543730000	0.000	560.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	Y	1	0	X	G		
299	Spectrogram 1	1	37162.844930000	37163.146440000	901.515	1371.212	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
300	Spectrogram 1	1	37168.242850000	37168.563210000	780.303	1257.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518044703.wav	X	0	1	X	Y		
301	Spectrogram 1	1	37472.845140000	37473.265990000	621.212	1060.606	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518045203.wav	X	0	1	X	Y		
302	Spectrogram 1	1	37697.181810000	37699.097630000	0.000	454.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518045703.wav	Y	1	0	X	G		
303	Spectrogram 1	1	37699.348890000	37701.013460000	15.152	393.939	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518045703.wav	X	4	0	X	B	"NOT ANNOTATED, UNSURE, DON'T USE FOR TRAINING"	
304	Spectrogram 1	1	38354.725100000	38355.007770000	780.303	1234.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518050703.wav	X	0	1	X	Y		
305	Spectrogram 1	1	38358.110780000	38358.324350000	909.091	1439.394	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518050703.wav	X	0	1	X	Y		
306	Spectrogram 1	1	38470.336510000	38470.797960000	469.697	984.848	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518051203.wav	X	0	2	X	Y		
307	Spectrogram 1	1	38477.257900000	38477.477750000	507.576	886.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518051203.wav	X	0	1	X	Y		
308	Spectrogram 1	1	38495.550600000	38495.965180000	666.667	1257.576	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518051203.wav	X	0	1	X	Y		
309	Spectrogram 1	1	38496.404870000	38496.857140000	643.939	1212.121	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518051203.wav	X	0	1	X	Y		
310	Spectrogram 1	1	38583.234850000	38583.460980000	719.697	1136.364	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518051203.wav	X	0	1	X	Y		
311	Spectrogram 1	1	39254.249350000	39254.538300000	1189.394	1825.758	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052203.wav	X	0	1	X	Y		
312	Spectrogram 1	1	39255.807140000	39256.001860000	992.424	1454.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052203.wav	X	0	1	X	Y		
313	Spectrogram 1	1	39258.093570000	39258.332270000	1045.455	1431.818	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052203.wav	X	0	1	X	Y		
314	Spectrogram 1	1	39260.210410000	39260.380010000	1181.818	1606.061	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052203.wav	X	0	1	X	Y		
315	Spectrogram 1	1	39253.319700000	39253.570960000	1484.848	1954.545	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052203.wav	X	0	1	X	Y		
316	Spectrogram 1	1	39314.410180000	39314.611190000	840.909	1128.788	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518052703.wav	X	0	1	X	Y		
318	Spectrogram 1	1	41098.999580000	41099.376470000	393.939	803.030	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055203.wav	X	0	1	X	Y		
319	Spectrogram 1	1	41114.394170000	41114.670560000	265.152	818.182	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	Y	Y		
320	Spectrogram 1	1	41118.333910000	41118.666820000	1037.879	1500.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220518055703.wav	X	0	1	X	Y		
