Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
172	Spectrogram 1	1	15379.50601	15379.50601	1268.817	1268.817	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513212343.wav	BS										
173	Spectrogram 1	1	15577.8884	15577.8884	2859.154	2859.154	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513212343.wav	BS										
174	Spectrogram 1	1	15626.30144	15626.30144	752.688	752.688	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513212843.wav	BS										
175	Spectrogram 1	1	15731.67104	15731.67104	1978.495	1978.495	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513212843.wav	BS										
176	Spectrogram 1	1	15861.65878	15861.65878	1118.28	1118.28	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513212843.wav	BS										
177	Spectrogram 1	1	15926.52215	15926.52215	1924.731	1924.731	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	BS										
178	Spectrogram 1	1	16010.31967	16010.31967	946.237	946.237	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	RS	YELP		RS yelp							
179	Spectrogram 1	1	16009.57786	16009.57786	838.71	838.71	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	RS	YELP		RS yelp							
180	Spectrogram 1	1	16011.33123	16011.33123	1129.032	1129.032	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	RS	YELP		Yelp							
181	Spectrogram 1	1	16012.77632	16012.77632	1053.763	1053.763	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	RS	YELP		Yelp							
182	Spectrogram 1	1	16015.04028	16015.04028	1150.538	1150.538	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	RS	YELP		Yelp							
183	Spectrogram 1	1	16078.29129	16078.29129	825	825	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213343.wav	BS										
184	Spectrogram 1	1	16243.07322	16243.07322	375	375	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213843.wav	BS										
185	Spectrogram 1	1	16283.64161	16283.64161	1510.714	1510.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213843.wav	BS										
186	Spectrogram 1	1	16333.86494	16333.86494	1692.857	1692.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213843.wav	BS										
187	Spectrogram 1	1	16478.68279	16478.68279	1275	1275	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513213843.wav	BS										
188	Spectrogram 1	1	16605.32404	16605.32404	728.571	728.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214343.wav	BS										
189	Spectrogram 1	1	16660.45279	16660.45279	267.857	267.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214343.wav	BS										
190	Spectrogram 1	1	16726.07372	16726.07372	1232.143	1232.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214343.wav	BS										
191	Spectrogram 1	1	16802.19916	16802.19916	1275	1275	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214843.wav	BS										
192	Spectrogram 1	1	16934.64616	16934.64616	460.714	460.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214843.wav	BS										
193	Spectrogram 1	1	16982.40235	16982.40235	835.714	835.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214843.wav	BS										
194	Spectrogram 1	1	17034.24328	17034.24328	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513214843.wav	BS										
195	Spectrogram 1	1	17116.05623	17116.05623	1725	1725	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513215343.wav	BS										
196	Spectrogram 1	1	17270.93185	17270.93185	1692.857	1692.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513215343.wav	BS										
197	Spectrogram 1	1	17399.94308	17399.94308	567.857	567.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513215343.wav	BS										
198	Spectrogram 1	1	17449.19075	17449.19075	525	525	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513215843.wav	BS										
199	Spectrogram 1	1	17551.93378	17551.93378	1285.714	1285.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513215843.wav	BS										
200	Spectrogram 1	1	17767.27973	17767.27973	1757.143	1757.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220343.wav	BS										
201	Spectrogram 1	1	17831.44683	17831.44683	1617.857	1617.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220343.wav	BS										
202	Spectrogram 1	1	17892.75178	17892.75178	835.714	835.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220343.wav	BS										
203	Spectrogram 1	1	17951.54579	17951.54579	985.714	985.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220343.wav	BS										
204	Spectrogram 1	1	17978.38939	17978.38939	1746.429	1746.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220343.wav	BS										
205	Spectrogram 1	1	18080.13663	18080.13663	310.714	310.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220843.wav	BS										
206	Spectrogram 1	1	18152.18163	18152.18163	1767.857	1767.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220843.wav	BS										
207	Spectrogram 1	1	18294.42635	18294.42635	835.714	835.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513220843.wav	BS										
208	Spectrogram 1	1	18513.14677	18513.14677	1167.857	1167.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513221343.wav	BS										
209	Spectrogram 1	1	18626.88912	18626.88912	439.286	439.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513221843.wav	BS										
210	Spectrogram 1	1	18721.51777	18721.51777	1585.714	1585.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513221843.wav	BS										
211	Spectrogram 1	1	18819.06549	18819.06549	257.143	257.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513221843.wav	BS										
212	Spectrogram 1	1	18924.91417	18924.91417	1307.143	1307.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513222343.wav	BS										
213	Spectrogram 1	1	19120.59029	19120.59029	1532.143	1532.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513222343.wav	BS										
214	Spectrogram 1	1	19272.67472	19272.67472	439.286	439.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513222843.wav	BS										
215	Spectrogram 1	1	19402.15449	19402.15449	942.857	942.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513222843.wav	BS										
216	Spectrogram 1	1	19512.38746	19512.38746	1757.143	1757.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223343.wav	BS										
217	Spectrogram 1	1	19565.03766	19565.03766	1232.143	1232.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223343.wav	BS										
218	Spectrogram 1	1	19610.34944	19610.34944	1414.286	1414.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223343.wav	BS										
219	Spectrogram 1	1	19761.78225	19761.78225	814.286	814.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223343.wav	BS										
220	Spectrogram 1	1	19852.77544	19852.77544	1575	1575	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223843.wav	BS										
221	Spectrogram 1	1	19960.72605	19960.72605	975	975	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513223843.wav	BS										
222	Spectrogram 1	1	20172.80784	20172.80784	2067.857	2067.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224343.wav	BS										
223	Spectrogram 1	1	20311.14467	20311.14467	1467.857	1467.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224343.wav	BS										
224	Spectrogram 1	1	20472.78682	20472.78682	1200	1200	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224843.wav	BS										
225	Spectrogram 1	1	20596.89263	20596.89263	567.857	567.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224843.wav	BS										
226	Spectrogram 1	1	20658.85267	20658.85267	257.143	257.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224843.wav	BS										
227	Spectrogram 1	1	20684.83885	20684.83885	1585.714	1585.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513224843.wav	LIKELY RS YELP			Like RS yelp							
228	Spectrogram 1	1	20702.6756	20702.6756	460.714	460.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225343.wav	BS										
229	Spectrogram 1	1	20748.56805	20748.56805	825	825	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225343.wav	BS										
230	Spectrogram 1	1	20877.93397	20877.93397	1896.429	1896.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225343.wav	BS										
231	Spectrogram 1	1	20984.07602	20984.07602	353.571	353.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225343.wav	BS										
232	Spectrogram 1	1	21054.47626	21054.47626	2325	2325	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225843.wav	BS										
233	Spectrogram 1	1	21214.40358	21214.40358	985.714	985.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513225843.wav	BS										
234	Spectrogram 1	1	21369.65318	21369.65318	1232.143	1232.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513230343.wav	BS										
235	Spectrogram 1	1	21433.72658	21433.72658	450	450	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513230343.wav	BS										
236	Spectrogram 1	1	21533.18268	21533.18268	825	825	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513230343.wav	BS										
237	Spectrogram 1	1	21598.92276	21598.92276	1575	1575	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513230343.wav	BS										
238	Spectrogram 1	1	21714.90716	21714.90716	1446.429	1446.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513230843.wav	BS										
239	Spectrogram 1	1	21901.25854	21901.25854	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231343.wav	BS										
240	Spectrogram 1	1	21976.30496	21976.30496	1585.714	1585.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231343.wav	BS										
241	Spectrogram 1	1	22115.74705	22115.74705	1917.857	1917.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231343.wav	BS										
242	Spectrogram 1	1	22213.00754	22213.00754	1832.143	1832.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	BS										
243	Spectrogram 1	1	22272.60904	22272.60904	471.429	471.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	BS										
244	Spectrogram 1	1	22324.01033	22324.01033	857.143	857.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	BS										
245	Spectrogram 1	1	22424.74249	22424.74249	1232.143	1232.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	BS										
246	Spectrogram 1	1	22445.01486	22445.01486	1253.571	1253.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	YELP		RS yelp							
247	Spectrogram 1	1	22445.55436	22445.55436	535.714	535.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	BARK		RS bark							
248	Spectrogram 1	1	22446.77787	22446.77787	867.857	867.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	YELP		RS yelp							
249	Spectrogram 1	1	22447.26919	22447.26919	557.143	557.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	BARK		RS bark							
250	Spectrogram 1	1	22448.78172	22448.78172	589.286	589.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	BARK		RS bark							
251	Spectrogram 1	1	22449.47536	22449.47536	857.143	857.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	YELP		RS yelp							
252	Spectrogram 1	1	22449.89925	22449.89925	632.143	632.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	RS	BARK		RS yelp							
253	Spectrogram 1	1	22463.89034	22463.89034	921.429	921.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513231843.wav	BS										
254	Spectrogram 1	1	22585.85566	22585.85566	342.857	342.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232343.wav	BS										
255	Spectrogram 1	1	22633.39813	22633.39813	1735.714	1735.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232343.wav	BS										
256	Spectrogram 1	1	22672.52234	22672.52234	1585.714	1585.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232343.wav	BS										
257	Spectrogram 1	1	22717.05991	22717.05991	803.571	803.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232343.wav	BS										
258	Spectrogram 1	1	22770.7532	22770.7532	246.429	246.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232343.wav	BS										
259	Spectrogram 1	1	22874.10317	22874.10317	1489.286	1489.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232843.wav	BS										
260	Spectrogram 1	1	23022.7255	23022.7255	621.429	621.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232843.wav	BS										
261	Spectrogram 1	1	23058.22383	23058.22383	1307.143	1307.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232843.wav	RS	YELP		RS yelp							
262	Spectrogram 1	1	23058.53652	23058.53652	696.429	696.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232843.wav	RS	BARK		RS bark							
263	Spectrogram 1	1	23083.96392	23083.96392	675	675	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513232843.wav	BS										
264	Spectrogram 1	1	23150.35382	23150.35382	1500	1500	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513233343.wav	BS										
265	Spectrogram 1	1	23272.57925	23272.57925	1489.286	1489.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513233343.wav	BS										
266	Spectrogram 1	1	23395.49484	23395.49484	1542.857	1542.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513233343.wav	BS										
267	Spectrogram 1	1	23541.54229	23541.54229	1682.143	1682.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513233843.wav	BS										
268	Spectrogram 1	1	23716.10877	23716.10877	1060.714	1060.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234343.wav	BS										
269	Spectrogram 1	1	23778.15467	23778.15467	1521.429	1521.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234343.wav	BS										
270	Spectrogram 1	1	23822.38483	23822.38483	514.286	514.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234343.wav	BS										
271	Spectrogram 1	1	23984.44737	23984.44737	396.429	396.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234343.wav	BS										
272	Spectrogram 1	1	24027.74391	24027.74391	867.857	867.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234843.wav	BS										
273	Spectrogram 1	1	24098.03906	24098.03906	2250	2250	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234843.wav	BS										
274	Spectrogram 1	1	24208.99106	24208.99106	1200	1200	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513234843.wav	BS										
275	Spectrogram 1	1	24402.90156	24402.90156	2314.286	2314.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235343.wav	BS										
276	Spectrogram 1	1	24507.86827	24507.86827	835.714	835.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235343.wav	BS										
277	Spectrogram 1	1	24593.58732	24593.58732	428.571	428.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235343.wav	BS										
278	Spectrogram 1	1	24807.1466	24807.1466	396.429	396.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235843.wav	BS										
279	Spectrogram 1	1	24838.8588	24838.8588	1232.143	1232.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235843.wav	BS										
280	Spectrogram 1	1	24898.46208	24898.46208	1553.571	1553.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220513235843.wav	BS										
281	Spectrogram 1	1	24955.22071	24955.22071	289.286	289.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	BS										
282	Spectrogram 1	1	25003.1713	25003.1713	932.143	932.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	BS										
283	Spectrogram 1	1	25026.60273	25026.60273	964.286	964.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	RS	YELP		RS yelp							
284	Spectrogram 1	1	25032.8788	25032.8788	1757.143	1757.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	BS										
285	Spectrogram 1	1	25089.91941	25089.91941	1264.286	1264.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	RS	YELP		RS yelp							
286	Spectrogram 1	1	25090.13136	25090.13136	921.429	921.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	RS	BARK		RS bark							
287	Spectrogram 1	1	25184.11456	25184.11456	1296.429	1296.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000343.wav	BS										
288	Spectrogram 1	1	25208.49361	25208.49361	760.714	760.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000843.wav	BS										
289	Spectrogram 1	1	25286.59485	25286.59485	428.571	428.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000843.wav	BS										
290	Spectrogram 1	1	25372.47415	25372.47415	1467.857	1467.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514000843.wav	BS										
291	Spectrogram 1	1	25501.64039	25501.64039	321.429	321.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	BS										
292	Spectrogram 1	1	25521.4556	25524.22053	192.857	2271.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	Scratching			RS scratching							
293	Spectrogram 1	1	25527.6651	25527.6651	2100	2100	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	UNKNOWN			Unknown							
294	Spectrogram 1	1	25534.66895	25534.66895	2164.286	2164.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	UNKNOWN			Unknown							
295	Spectrogram 1	1	25579.33438	25579.33438	1896.429	1896.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	BS										
296	Spectrogram 1	1	25676.54842	25676.54842	1382.143	1382.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	BS										
297	Spectrogram 1	1	25733.47607	25733.47607	364.286	364.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	BS										
298	Spectrogram 1	1	25781.31459	25781.31459	514.286	514.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001343.wav	BS										
299	Spectrogram 1	1	25825.95639	25825.95639	1714.286	1714.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	BS										
300	Spectrogram 1	1	25827.72027	25827.72027	803.571	803.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	RS	YELP		RS yelp							
301	Spectrogram 1	1	25871.21563	25871.21563	942.857	942.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	BS										
302	Spectrogram 1	1	25914.51479	25914.51479	225	225	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	BS										
303	Spectrogram 1	1	26014.97021	26014.97021	1285.714	1285.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	BS										
304	Spectrogram 1	1	26032.87264	26032.87264	985.714	985.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	RS	YELP		RS yelp							
305	Spectrogram 1	1	26033.47958	26033.47958	460.714	460.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	RS	BARK		RS bark							
306	Spectrogram 1	1	26040.65684	26040.65684	1007.143	1007.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514001843.wav	RS	YELP		RS yelp							
307	Spectrogram 1	1	26157.20354	26157.20354	985.714	985.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	RS	YELP		RS yelp							
308	Spectrogram 1	1	26157.7334	26157.7334	1092.857	1092.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	RS	YELP		RS yelp							
309	Spectrogram 1	1	26158.08022	26158.08022	1092.857	1092.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	RS	YELP		RS yelp							
310	Spectrogram 1	1	26158.39814	26158.39814	1092.857	1092.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	RS	YELP		RS yelp							
311	Spectrogram 1	1	26216.3575	26216.3575	1714.286	1714.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	BS										
312	Spectrogram 1	1	26308.09423	26308.09423	1028.571	1028.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	BS										
313	Spectrogram 1	1	26395.7567	26395.7567	557.143	557.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002343.wav	BS										
314	Spectrogram 1	1	26505.61306	26505.61306	2003.571	2003.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002843.wav	BS										
315	Spectrogram 1	1	26639.87563	26639.87563	771.429	771.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514002843.wav	BS										
316	Spectrogram 1	1	26783.94552	26783.94552	439.286	439.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	BS										
317	Spectrogram 1	1	26828.32807	26828.32807	246.429	246.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	RS	GROWL		RS growl							
318	Spectrogram 1	1	26832.41285	26832.41285	246.429	246.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	RS	GROWL		RS growl							
319	Spectrogram 1	1	26839.14695	26839.14695	310.714	310.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	RS	GROWL		RS growl							
320	Spectrogram 1	1	26843.68278	26843.68278	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	RS	GROWL		RS growl							
321	Spectrogram 1	1	26853.1748	26853.1748	203.571	203.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	RS	GROWL		RS growl							
322	Spectrogram 1	1	26857.25169	26857.25169	1510.714	1510.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	BS										
323	Spectrogram 1	1	26911.7481	26911.7481	1125	1125	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003343.wav	BS										
324	Spectrogram 1	1	27048.2659	27048.2659	1982.143	1982.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	BS										
325	Spectrogram 1	1	27131.79102	27131.79102	803.571	803.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	BS										
326	Spectrogram 1	1	27140.47817	27140.47817	525	525	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	RS	BARK		RS bark							
327	Spectrogram 1	1	27170.92047	27170.92047	278.571	278.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	BS										
328	Spectrogram 1	1	27211.95919	27211.95919	300	300	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	UNKNOWN			Unknown							
329	Spectrogram 1	1	27232.68697	27232.68697	310.714	310.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	BS										
330	Spectrogram 1	1	27229.13206	27229.13206	964.286	964.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514003843.wav	RS	YELP		RS yelp							
331	Spectrogram 1	1	27334.46751	27334.46751	1135.714	1135.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	BS										
332	Spectrogram 1	1	27466.25328	27466.25328	396.429	396.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	BS										
333	Spectrogram 1	1	27485.55788	27485.55788	1157.143	1157.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	RS	YELP		RS yelp							
334	Spectrogram 1	1	27506.87948	27506.87948	1017.857	1017.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	BS										
335	Spectrogram 1	1	27525.1331	27525.1331	1575	1575	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	BS										
336	Spectrogram 1	1	27538.14238	27538.14238	1071.429	1071.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	UNKNOWN			Unknown							
337	Spectrogram 1	1	27566.52391	27566.52391	1521.429	1521.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004343.wav	BS										
338	Spectrogram 1	1	27605.57015	27605.57015	321.429	321.429	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004843.wav	BS										
339	Spectrogram 1	1	27663.73446	27663.73446	728.571	728.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004843.wav	BS										
340	Spectrogram 1	1	27780.15152	27780.15152	1864.286	1864.286	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514004843.wav	BS										
341	Spectrogram 1	1	27903.77562	27903.77562	1328.571	1328.571	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	BS										
342	Spectrogram 1	1	28020.53512	28020.53512	1285.714	1285.714	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	RS	YELP		RS yelp							
343	Spectrogram 1	1	28025.53162	28025.53162	1167.857	1167.857	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	RS	YELP		RS yelp							
344	Spectrogram 1	1	28028.70693	28028.70693	332.143	332.143	D:\ringed-seal-data\Ulu_2022\ST2\Site5\67145740.220514005343.wav	BS										
