Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Keep for detector? Y/X	Call type	AR comment	Annotator	Species	WH comment	WH
904	Spectrogram 1	2	14385.43	14387.849	0	1440.9	2017-ULU01_0+1_20171211_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	285.43	Y	"bark, yelp"		WH	RS		
905	Spectrogram 1	2	14647.57	14651.755	0	1463.4	2017-ULU01_0+1_20171211_163602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_163602.wav	247.57	Y	"bark, yelp"	lots of ambient noise but still visible	WH	RS		
910	Spectrogram 1	2	14764.311	14767.009	0	1857.4	2017-ULU01_0+1_20171212_123602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	64.311	Y	bark		WH	RS		
911	Spectrogram 1	2	14976.556	14991.06793	0	1846.2	2017-ULU01_0+1_20171212_123602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	276.556	Y	"bark, yelp"	great series!	WH	RS		
913	Spectrogram 1	2	15131.299	15139.985	0	1722.3	2017-ULU01_0+1_20171213_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_033602.wav	131.299	Y	"bark, yelp, groan"		WH	RS		
914	Spectrogram 1	2	15370.477	15371.928	0	2803	2017-ULU01_0+1_20171213_060602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_060602.wav	70.477	Y	bark		WH	RS		
916	Spectrogram 1	2	15775.854	15778.479	0	1958.7	2017-ULU01_0+1_20171213_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171213_183602.wav	175.854	Y	"bark, yelp"		WH	RS		
918	Spectrogram 1	2	16030.505	16038.222	0	2611.6	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	130.505	Y	bark	good series	WH	RS		
919	Spectrogram 1	2	16188.752	16194.485	0	2746.7	2017-ULU01_0+1_20171214_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171214_093602.wav	288.752	Y	bark	good	WH	RS		
921	Spectrogram 1	2	16207.319	16212.073	0	2758	2017-ULU01_0+1_20171215_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171215_053602.wav	7.319	Y	bark		WH	RS	Y	
927	Spectrogram 1	2	16716.409	16718.562	0	1452.2	2017-ULU01_0+1_20171216_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171216_063602.wav	216.409	Y	bark	good	WH	RS		
930	Spectrogram 1	2	16973.961	16976.876	0	2600.4	2017-ULU01_0+1_20171216_163602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171216_163602.wav	173.961	Y	"bark, groan"		WH	RS	Y	
934	Spectrogram 1	2	17107.064	17110.136	0	1497.2	2017-ULU01_0+1_20171217_170602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_170602.wav	7.064	Y	bark		WH	RS		
936	Spectrogram 1	2	17698.841	17699.808	0	1598.5	2017-ULU01_0+1_20171217_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171217_173602.wav	298.841	Y	bark		WH	RS		
938	Spectrogram 1	2	17779.764	17781.845	0	1688.6	2017-ULU01_0+1_20171218_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_033602.wav	79.764	Y	bark		WH	RS		
939	Spectrogram 1	2	18242.28642	18247.745	0	1902.4	2017-ULU01_0+1_20171218_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_083602.wav	242.286	Y	"bark, yelp"	quite faint but visible	WH	RS		
941	Spectrogram 1	2	18308.231	18312.489	0	1508.4	2017-ULU01_0+1_20171218_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171218_233602.wav	8.231	Y	bark	in noise but still visible. Keep?	WH	RS	Y	
945	Spectrogram 1	2	18878.414	18883.143	0	2532.8	2017-ULU01_0+1_20171219_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171219_143602.wav	278.414	Y	"bark, yelp"		WH	RS		
947	Spectrogram 1	2	19105.734	19110.246	0	2442.8	2017-ULU01_0+1_20171220_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171220_053602.wav	205.734	X	yelp	The other sounds are not barks. They are repeated throughout the file.	WH	RS	Just yelps	
948	Spectrogram 1	2	19296.619	19298.167	0	1576	2017-ULU01_0+1_20171220_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171220_103602.wav	96.619	Y	bark		WH	RS		
951	Spectrogram 1	2	19738.814	19743.362	0	1778.6	2017-ULU01_0+1_20171221_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171221_213602.wav	238.814	Y	bark	good	WH	RS		
954	Spectrogram 1	2	20035.672	20037.547	0	2983.1	2017-ULU01_0+1_20171222_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_173602.wav	235.672	Y	bark		WH	RS		
955	Spectrogram 1	2	20100.08468	20104.052	89.8	2758	2017-ULU01_0+1_20171222_223602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171222_223602.wav	0.085	Y	bark		WH	RS		
968	Spectrogram 1	2	20705.54	20706.653	0	1981.2	2017-ULU01_0+1_20171223_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171223_233602.wav	5.54	Y	bark		WH	RS		
973	Spectrogram 1	2	21012.823	21013.972	0	2746.7	2017-ULU01_0+1_20171224_143602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_143602.wav	12.823	Y	"bark, yelp"	loud	WH	RS		
974	Spectrogram 1	2	21521.572	21523.387	0	1182	2017-ULU01_0+1_20171224_193602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171224_193602.wav	221.572	Y	bark		WH	RS		
975	Spectrogram 1	2	21671.736	21675.51	0	1846.2	2017-ULU01_0+1_20171225_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_003602.wav	71.736	Y	bark	or something else?	WH	RS	Y	
976	Spectrogram 1	2	21954.28	21956.288	0	1362.1	2017-ULU01_0+1_20171225_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_053602.wav	54.28	Y	bark		WH	RS		
982	Spectrogram 1	2	22339.121	22346.282	0	1418.4	2017-ULU01_0+1_20171225_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	139.121	Y	bark		WH	RS		
985	Spectrogram 1	2	22491.53	22493.357	0	1080.7	2017-ULU01_0+1_20171225_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171225_233602.wav	291.53	Y	"bark, groan"		WH	RS		
987	Spectrogram 1	2	22797.27	22798.879	0	1812.4	2017-ULU01_0+1_20171226_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171226_013602.wav	297.27	Y	bark		WH	RS		
988	Spectrogram 1	2	22812.363	22814.032	0	1677.3	2017-ULU01_0+1_20171226_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171226_213602.wav	12.363	Y	bark	very faint	WH	RS		
989	Spectrogram 1	2	23135.068	23137.984	0	2409	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	35.068	Y	bark		WH	RS		
990	Spectrogram 1	2	23264.362	23266.926	0	3073.2	2017-ULU01_0+1_20171227_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_023602.wav	164.362	Y	bark		WH	RS		
991	Spectrogram 1	2	23731.489	23737.74588	0	1654.8	2017-ULU01_0+1_20171227_173602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171227_173602.wav	31.489	Y	"bark, yelp"	with noise	WH	RS		
993	Spectrogram 1	2	24285.297	24287.329	0	1272	2017-ULU01_0+1_20171228_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_013602.wav	285.297	Y	bark		WH	RS		
994	Spectrogram 1	2	24336.416	24338.582	0	1666	2017-ULU01_0+1_20171228_033602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171228_033602.wav	36.416	Y	bark		WH	RS		
1002	Spectrogram 1	2	24657.58225	24661.93	0	2217.6	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	57.582	Y	bark		WH	RS		
1003	Spectrogram 1	2	24738.283	24739.299	0	1249.5	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	138.283	Y	bark	good	WH	RS		
1004	Spectrogram 1	2	24759.14	24761.015	0	1046.9	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	159.14	Y	bark	good series	WH	RS		
1005	Spectrogram 1	2	24763.616	24767.511	0	1395.9	2017-ULU01_0+1_20171229_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_093602.wav	163.616	Y	bark	good clear series	WH	RS		
1007	Spectrogram 1	2	25140.652	25143.931	0	1531	2017-ULU01_0+1_20171229_120602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171229_120602.wav	240.652	Y	"bark, yelp"		WH	RS	Y	
1011	Spectrogram 1	2	25477.613	25479.427	0	1925	2017-ULU01_0+1_20171230_103602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171230_103602.wav	277.613	Y	bark		WH	RS	Y	
1016	Spectrogram 1	2	25920.6094	25922.701	0	2307.7	2017-ULU01_0+1_20171231_130602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171231_130602.wav	120.609	Y	"bark, yelp"		WH	RS		
1017	Spectrogram 1	2	36785.5974	36789.66102	51.4	1240	2017-ULU01_0+1_20180122_120602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20180122_120602.wav	185.597	Y	bark	New bark series. Keep for detector	WH	RS	WH	
1018	Spectrogram 1	2	380.4437858	380.9276567	339.5	812.6	2017-ULU01_0+1_20170827_140602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	80.444	X	bark?		AR			X
1019	Spectrogram 1	2	389.016517	389.5608717	322.8	729.1	2017-ULU01_0+1_20170827_140602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	89.017	X	bark?		AR			X
1020	Spectrogram 1	2	394.1818387	394.5447418	94.6	411.9	2017-ULU01_0+1_20170827_140602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20170827_140602.wav	94.182	X	Fish		AR		Fish	X
1021	Spectrogram 1	2	735.2205514	735.8374867	139.1	1024.1	2017-ULU01_0+1_20171107_223602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171107_223602.wav	135.221	Y	bark		AR			
1022	Spectrogram 1	2	1225.014758	1226.780886	89.1	1308	2017-ULU01_0+1_20171110_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	25.015	Y	"bark, yelp"		AR			
1023	Spectrogram 1	2	1243.167553	1243.844972	100.2	1185.5	2017-ULU01_0+1_20171110_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	43.168	Y	bark-yelp		AR			Y
1024	Spectrogram 1	2	1248.53852	1248.91352	139.1	751.4	2017-ULU01_0+1_20171110_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	48.539	Y	bark		AR			
1025	Spectrogram 1	2	1330.068392	1330.491779	217.1	729.1	2017-ULU01_0+1_20171110_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	130.068	X	bark?		AR		Yelp	X
1026	Spectrogram 1	2	1370.947615	1372.108905	94.6	1903.5	2017-ULU01_0+1_20171110_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171110_003602.wav	170.948	Y	bark	Two clear barks	AR			
1027	Spectrogram 1	2	1831.101657	1832.202463	172.5	962.9	2017-ULU01_0+1_20171111_163602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171111_163602.wav	31.102	Y	bark		AR			Y
1028	Spectrogram 1	2	2515.255475	2515.896604	128	1252.3	2017-ULU01_0+1_20171114_030602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171114_030602.wav	115.255	X	"bark, yelp?"	It looks like it but sounds odd	AR			X
1029	Spectrogram 1	2	3199.394088	3200.8457	50.1	1853.4	2017-ULU01_0+1_20171116_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171116_063602.wav	199.394	Y	bark		AR			
1030	Spectrogram 1	2	3311.290638	3311.701928	55.7	790.4	2017-ULU01_0+1_20171116_070602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	11.291	X	bark?	Maybe fish	AR		Maybe fish	X
1031	Spectrogram 1	2	3323.417984	3323.76879	66.8	795.9	2017-ULU01_0+1_20171116_070602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	23.418	Y	bark		AR			
1032	Spectrogram 1	2	3330.915173	3333.987753	77.9	1625.2	2017-ULU01_0+1_20171116_070602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	30.915	Y	"bark, yelp"		AR			
1033	Spectrogram 1	2	3543.974048	3544.336951	317.3	1202.2	2017-ULU01_0+1_20171116_070602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171116_070602.wav	243.974	X	bark?		AR			X
1034	Spectrogram 1	2	3730.024068	3730.507939	77.9	718	2017-ULU01_0+1_20171117_000602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171117_000602.wav	130.024	X	bark?		AR			X
1035	Spectrogram 1	2	4169.858911	4170.366975	89.1	723.6	2017-ULU01_0+1_20171117_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171117_023602.wav	269.859	Y	bark		AR			
1036	Spectrogram 1	2	4837.849908	4838.14023	122.4	623.4	2017-ULU01_0+1_20171118_140602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_140602.wav	37.85	X	bark		AR			X
1037	Spectrogram 1	2	5121.190146	5125.992565	105.8	1141	2017-ULU01_0+1_20171118_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	21.19	X	Ice	At first I thought they were barks but now I think they are engine noise...	AR		Ice	X
1038	Spectrogram 1	2	5261.165115	5261.794147	267.2	1285.7	2017-ULU01_0+1_20171118_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	161.165	X	bark?		AR			X
1039	Spectrogram 1	2	5321.565131	5321.928034	155.8	1107.6	2017-ULU01_0+1_20171118_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	221.565	Y	bark	faint but audible	AR			
1040	Spectrogram 1	2	5340.431624	5340.697753	172.5	606.7	2017-ULU01_0+1_20171118_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	240.432	Y	bark	faint	AR			Y
1041	Spectrogram 1	2	5342.899366	5343.177592	89.1	706.9	2017-ULU01_0+1_20171118_183602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_183602.wav	242.899	Y	bark	faint	AR			Y
1042	Spectrogram 1	2	5579.086038	5579.485231	122.4	1157.7	2017-ULU01_0+1_20171118_233602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171118_233602.wav	179.086	X	bark?		AR			X
1043	Spectrogram 1	2	6077.393272	6077.744078	94.6	684.6	2017-ULU01_0+1_20171120_133602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171120_133602.wav	77.393	Y	bark		AR			
1044	Spectrogram 1	2	6306.024193	6306.629031	395.2	2276.4	2017-ULU01_0+1_20171121_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_013602.wav	6.024	X	yelp		AR		Yelp	X
1045	Spectrogram 1	2	6733.012071	6736.544329	122.4	1647.5	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	133.012	Y	bark	good ones	AR			
1046	Spectrogram 1	2	6748.377377	6751.123345	105.8	2677.2	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	148.377	Y	bark	good	AR			
1047	Spectrogram 1	2	6769.754116	6771.04847	100.2	907.2	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	169.754	Y	bark		AR			
1048	Spectrogram 1	2	6793.918111	6794.946337	89.1	1296.8	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	193.918	Y	"bark, yelp"		AR			
1049	Spectrogram 1	2	6795.926175	6796.736659	83.5	1191.1	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	195.926	Y	bark		AR			
1050	Spectrogram 1	2	6810.062739	6812.264352	100.2	1658.6	2017-ULU01_0+1_20171121_113602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171121_113602.wav	210.063	Y	bark		AR			
1051	Spectrogram 1	2	7205.420513	7205.831803	128	757	2017-ULU01_0+1_20171122_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	5.421	X	bark?		AR			X
1052	Spectrogram 1	2	7220.825212	7221.260696	105.8	590	2017-ULU01_0+1_20171122_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	20.825	Y	bark		AR			Y
1053	Spectrogram 1	2	7452.294879	7452.754556	228.2	2209.6	2017-ULU01_0+1_20171122_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	252.295	Y	bark		AR			Y
1054	Spectrogram 1	2	7457.702136	7459.444071	283.9	1909.1	2017-ULU01_0+1_20171122_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171122_073602.wav	257.702	X	yelp	"Both yelps, although quite similar to the previous one"	AR		"Both yelps, although quite similar to the previous one"	X
1055	Spectrogram 1	2	7538.219781	7539.719781	105.8	1040.8	2017-ULU01_0+1_20171122_223602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171122_223602.wav	38.22	Y	"bark, yelp"		AR			
1056	Spectrogram 1	2	8368.002001	8371.413291	122.4	1146.6	2017-ULU01_0+1_20171124_093602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171124_093602.wav	268.002	Y	"bark, yelp"		AR			
1057	Spectrogram 1	2	8988.650801	8993.102413	128	512.1	2017-ULU01_0+1_20171127_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171127_023602.wav	288.651	Y	bark	"pretty small signal (I should have ""?"" this selection in the first round! I just realized I had automatically X'd it."	AR			Y
1058	Spectrogram 1	2	9279.350113	9279.725113	155.8	673.5	2017-ULU01_0+1_20171201_213602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171201_213602.wav	279.35	X	Fish		AR		Fish	X
1059	Spectrogram 1	2	9626.214369	9627.10953	122.4	1135.4	2017-ULU01_0+1_20171203_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	26.214	Y	bark		AR			
1060	Spectrogram 1	2	9635.94462	9636.876072	128	1174.4	2017-ULU01_0+1_20171203_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	35.945	Y	bark		AR			
1061	Spectrogram 1	2	9639.452684	9641.351877	116.9	1157.7	2017-ULU01_0+1_20171203_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171203_083602.wav	39.453	Y	bark		AR			
1062	Spectrogram 1	2	10173.34896	10173.68767	139.1	590	2017-ULU01_0+1_20171203_133602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171203_133602.wav	273.349	Y	bark		AR			
1063	Spectrogram 1	2	10642.03248	10644.5849	61.2	996.3	2017-ULU01_0+1_20171207_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	142.032	Y	bark		AR			
1064	Spectrogram 1	2	10650.02845	10652.15748	66.8	1013	2017-ULU01_0+1_20171207_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	150.028	Y	bark		AR			
1065	Spectrogram 1	2	10747.96705	10750.55576	83.5	1480.5	2017-ULU01_0+1_20171207_023602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171207_023602.wav	247.967	Y	bark		AR			
1066	Spectrogram 1	2	11001.84479	11002.13511	105.8	523.2	2017-ULU01_0+1_20171208_040602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	201.845	X	bark?		AR			X
1067	Spectrogram 1	2	11016.09217	11017.68894	94.6	751.4	2017-ULU01_0+1_20171208_040602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	216.092	X	"bark, yelp?"		AR		"Yelp, but the second sound is not a bark"	X
1068	Spectrogram 1	2	11084.92489	11086.67892	111.3	1564	2017-ULU01_0+1_20171208_040602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171208_040602.wav	284.925	X	bark?	I think it's a fish. Too low for a bark.	AR		I think it's a fish. Too low for a bark.	X
1069	Spectrogram 1	2	11142.40846	11146.42459	116.9	1452.7	2017-ULU01_0+1_20171208_083602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171208_083602.wav	42.408	Y	bark		AR			
1070	Spectrogram 1	2	12199.44247	12200.01102	116.9	818.2	2017-ULU01_0+1_20171209_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	199.442	X	bark		AR		Yelp	X
1071	Spectrogram 1	2	12297.97265	12298.43233	200.4	1218.9	2017-ULU01_0+1_20171209_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	297.973	Y	bark		AR			
1072	Spectrogram 1	2	12062.31131	12062.91615	250.5	1931.4	2017-ULU01_0+1_20171209_043602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171209_043602.wav	62.311	X	Unknown		AR		Unknown	X
1073	Spectrogram 1	2	12317.18592	12319.98028	77.9	1146.6	2017-ULU01_0+1_20171210_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	17.186	Y	bark		AR			
1074	Spectrogram 1	2	12321.12947	12321.52867	105.8	690.2	2017-ULU01_0+1_20171210_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	21.129	Y	bark		AR			
1075	Spectrogram 1	2	12322.60528	12323.17383	83.5	1163.3	2017-ULU01_0+1_20171210_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	22.605	Y	"bark, yelp"		AR			
1076	Spectrogram 1	2	12328.85166	12329.68633	89.1	1246.8	2017-ULU01_0+1_20171210_003602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_003602.wav	28.852	Y	"bark, yelp"	might not be the best quality...	AR			
1077	Spectrogram 1	2	12618.24347	12618.71524	66.8	500.9	2017-ULU01_0+1_20171210_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	18.243	Y	bark		AR			
1078	Spectrogram 1	2	12652.24245	12652.69003	94.6	1057.5	2017-ULU01_0+1_20171210_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	52.242	X	Unknown		AR		Unknown	X
1079	Spectrogram 1	2	12767.03523	12770.30136	77.9	1063.1	2017-ULU01_0+1_20171210_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	167.035	Y	"bark, groan"		AR			
1080	Spectrogram 1	2	12797.98678	12801.94242	122.4	528.8	2017-ULU01_0+1_20171210_013602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_013602.wav	197.987	Y	bark		AR			
1081	Spectrogram 1	2	13062.66212	13063.24276	94.6	740.3	2017-ULU01_0+1_20171210_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	162.662	Y	bark		AR			
1082	Spectrogram 1	2	13066.382	13066.757	77.9	462	2017-ULU01_0+1_20171210_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	166.382	X	bark?	I can't hear it	AR			X
1083	Spectrogram 1	2	13069.56345	13069.93845	89.1	478.7	2017-ULU01_0+1_20171210_053602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_053602.wav	169.563	Y	bark	I can't hear it	AR			Y
1084	Spectrogram 1	2	13720.76366	13723.40075	77.9	601.1	2017-ULU01_0+1_20171210_153602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	220.764	Y	bark	I can't hear them but they look like barks	AR			Y
1085	Spectrogram 1	2	13799.05035	13799.54631	161.4	723.6	2017-ULU01_0+1_20171210_153602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171210_153602.wav	299.05	Y	bark		AR			
1086	Spectrogram 1	2	13803.89516	13804.24597	161.4	829.3	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	3.895	Y	bark		AR			Y
1087	Spectrogram 1	2	13908.34899	13909.57077	116.9	1129.9	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	108.349	Y	"bark, yelp"		AR			
1088	Spectrogram 1	2	13968.64208	13969.07756	139.1	617.8	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	168.642	Y	bark	"there are more, mixed in with noise"	AR			
1089	Spectrogram 1	2	13973.7953	13974.10982	116.9	573.3	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	173.795	Y	bark	I can't hear it	AR		"There are also two others a few seconds to the left right after #1088, but too close to the other ticking sound to include"	Y
1090	Spectrogram 1	2	14057.82832	14059.20736	77.9	551	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	257.828	Y	bark		AR			
1091	Spectrogram 1	2	14067.72271	14068.73884	94.6	562.2	2017-ULU01_0+1_20171211_063602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_063602.wav	267.723	Y	bark	faint	AR			Y
1092	Spectrogram 1	2	14100.09677	14100.44758	105.8	640.1	2017-ULU01_0+1_20171211_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	0.097	Y	bark		AR			
1093	Spectrogram 1	2	14271.02126	14275.49707	94.6	1135.4	2017-ULU01_0+1_20171211_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	171.021	Y	"bark, yelp"	series	AR			
1094	Spectrogram 1	2	14301.88001	14305.09775	89.1	951.8	2017-ULU01_0+1_20171211_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	201.88	X	"bark, yelp"	faint	AR		Too faint	X
1095	Spectrogram 1	2	14336.26918	14336.69256	122.4	734.7	2017-ULU01_0+1_20171211_073602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171211_073602.wav	236.269	Y	bark	faint	AR			
1096	Spectrogram 1	2	14832.35477	14838.75397	116.9	873.8	2017-ULU01_0+1_20171212_123602.wav	D:\Ulu_2017_2018\2017-ULU01_0+1_20171212_123602.wav	132.355	X	bark	very faint	AR		Probably too faint	X
