Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment
828	Spectrogram 1	1	24087.697	24088.7377	1.041	87.697	690.3	1058.1	TEST__0__20171006_034401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_034401.wav	X			RS	1					
834	Spectrogram 1	1	24233.109	24234.12195	1.013	113.109	232.3	554.8	TEST__0__20171006_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_042001.wav	X			RS	1					
836	Spectrogram 1	1	24262.492	24263.44945	0.957	22.492	225.8	541.9	TEST__0__20171006_043201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_043201.wav	X			RS	1					
837	Spectrogram 1	1	24252.204	24252.98106	0.777	12.204	207.8	493.5	TEST__0__20171006_043201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_043201.wav	X			RS	1					
838	Spectrogram 1	1	24291.045	24292.40485	1.36	51.045	348.4	877.4	TEST__0__20171006_043201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_043201.wav	X			RS	1					
840	Spectrogram 1	1	24421.929	24422.68403	0.755	61.929	759.7	948.1	TEST__0__20171006_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_044401.wav	X			RS	1					
841	Spectrogram 1	1	24428.056	24428.76368	0.708	68.056	461	655.8	TEST__0__20171006_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_044401.wav	X			RS	1					
842	Spectrogram 1	1	24499.549	24501.20024	1.651	19.549	610.4	928.6	TEST__0__20171006_045601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_045601.wav	X			RS	2					
844	Spectrogram 1	1	24703.123	24704.39959	1.277	103.123	220.8	526	TEST__0__20171006_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_050801.wav	X			RS	1			?	RS	
845	Spectrogram 1	1	24618.996	24619.67593	0.68	18.996	370.1	694.8	TEST__0__20171006_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_050801.wav	X			RS	1					
850	Spectrogram 1	1	24833.533	24834.32393	0.791	113.533	287	671.7	TEST__0__20171006_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_053201.wav	X			RS	1					
852	Spectrogram 1	1	24819.587	24820.40569	0.819	99.587	313	665.2	TEST__0__20171006_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_053201.wav	X			RS	1					
854	Spectrogram 1	1	24908.658	24909.57381	0.916	68.658	339.1	710.9	TEST__0__20171006_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_054401.wav	X			RS	1					
855	Spectrogram 1	1	25077.311	25078.04643	0.735	117.311	345.7	704.3	TEST__0__20171006_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_060801.wav	X			RS	1					
866	Spectrogram 1	1	25086.675	25087.50756	0.833	6.675	645.7	997.8	TEST__0__20171006_064401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_064401.wav	X			RS	1					
867	Spectrogram 1	1	25222.794	25223.83406	1.04	22.794	56.5	1167	TEST__0__20171006_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_065601.wav	X	bark		RS	1			faint bark		
868	Spectrogram 1	1	25211.076	25211.93632	0.86	11.076	110.6	403.5	TEST__0__20171006_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_065601.wav	X			RS	1					
872	Spectrogram 1	1	25312.832	25313.44254	0.611	112.832	728.9	1054.2	TEST__0__20171006_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_065601.wav	X			RS	1					
873	Spectrogram 1	1	25419.065	25419.56454	0.5	99.065	741.9	943.6	TEST__0__20171006_070801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_070801.wav	X			RS	1					
875	Spectrogram 1	1	25526.956	25527.88569	0.93	86.956	592.2	813.4	TEST__0__20171006_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_072001.wav	X			RS	1					
878	Spectrogram 1	1	25542.55	25543.61845	1.068	102.55	514.1	917.6	TEST__0__20171006_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_072001.wav	X			RS	1					
879	Spectrogram 1	1	25464.436	25465.17143	0.735	24.436	91.1	338.4	TEST__0__20171006_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_072001.wav	X	bark	WH	RS	1					
884	Spectrogram 1	1	25673.166	25674.19283	1.027	113.166	585.7	865.5	TEST__0__20171006_073201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_073201.wav	X			RS	1					
887	Spectrogram 1	1	25682.858	25684.8284	1.97	2.858	624.7	1047.7	TEST__0__20171006_074401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_074401.wav	X			RS	2					
889	Spectrogram 1	1	25696.199	25699.57088	3.372	16.199	331.9	761.4	TEST__0__20171006_074401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_074401.wav	X			RS	4					
893	Spectrogram 1	1	25891.13	25892.79512	1.665	91.13	475.1	878.5	TEST__0__20171006_075601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_075601.wav	X			RS	1					
894	Spectrogram 1	1	26027.664	26028.7047	1.041	107.664	312.4	579.2	TEST__0__20171006_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_080801.wav	X			RS	1					
895	Spectrogram 1	1	26141.651	26143.48264	1.832	101.651	221.3	820	TEST__0__20171006_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_082001.wav	X			RS	1					
896	Spectrogram 1	1	26062.188	26063.1732	0.985	22.188	390.5	709.3	TEST__0__20171006_082001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_082001.wav	X			RS	2					
897	Spectrogram 1	1	26263.099	26263.90381	0.805	103.099	735.4	982.6	TEST__0__20171006_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_083201.wav	X			RS	1					
898	Spectrogram 1	1	26215.539	26217.14862	1.61	55.539	273.3	566.2	TEST__0__20171006_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_083201.wav	X			RS	2					
902	Spectrogram 1	1	26332.29	26333.24745	0.957	52.29	312.4	696.3	TEST__0__20171006_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_084401.wav	X			RS	1					
903	Spectrogram 1	1	26371.478	26372.22731	0.749	91.478	279.8	540.1	TEST__0__20171006_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_084401.wav	X			RS	1					
904	Spectrogram 1	1	26445.223	26446.72161	1.499	45.223	234.3	780.9	TEST__0__20171006_085601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_085601.wav	X			RS	2					
911	Spectrogram 1	1	26615.794	26617.09835	1.304	95.794	292.8	689.8	TEST__0__20171006_092001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_092001.wav	X			RS	2					
921	Spectrogram 1	1	26715.679	26717.55227	1.873	75.679	679.7	1026.1	TEST__0__20171006_095601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_095601.wav	X			RS	2					
923	Spectrogram 1	1	26791.693	26792.56719	0.874	31.693	349.3	661.1	TEST__0__20171006_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_100801.wav	X			RS	1					
925	Spectrogram 1	1	26848.916	26849.94283	1.027	88.916	287.5	550	TEST__0__20171006_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_100801.wav	X			RS	1					
927	Spectrogram 1	1	26764.413	26764.80271	0.39	4.413	168.4	442.8	TEST__0__20171006_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_100801.wav	X			RS						
928	Spectrogram 1	1	26987.878	26988.65849	0.78	107.878	50	606.2	TEST__0__20171006_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_102001.wav	X	bark?	AH	RS	1			bark?	RS	
932	Spectrogram 1	1	26991.127	26991.8208	0.694	111.127	556.2	837.5	TEST__0__20171006_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_102001.wav	X			RS	1					
938	Spectrogram 1	1	27037.528	27039.49839	1.97	37.528	259.8	771	TEST__0__20171006_104401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_104401.wav	X			RS	series					
951	Spectrogram 1	1	27231.032	27231.79519	0.763	111.032	508.6	804.7	TEST__0__20171006_113201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_113201.wav	X			RS	1					
954	Spectrogram 1	1	27322.905	27323.59881	0.694	82.905	701.7	1036.5	TEST__0__20171006_114401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_114401.wav	X		harmonics look like they are leaning backwards	RS	1					
956	Spectrogram 1	1	27374.109	27375.40417	1.295	14.109	246.4	585.2	TEST__0__20171006_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_115601.wav	X			RS	1					
957	Spectrogram 1	1	27466.732	27467.85055	1.119	106.732	511.3	930.2	TEST__0__20171006_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_115601.wav	X			RS	1					
962	Spectrogram 1	1	27553.264	27554.40218	1.138	73.264	714.6	1022.6	TEST__0__20171006_122001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_122001.wav	X			RS	1					
965	Spectrogram 1	1	27685.446	27686.32907	0.883	85.446	634.5	961	TEST__0__20171006_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_124401.wav	X			RS	1					
972	Spectrogram 1	1	27759.672	27761.06528	1.393	39.672	203.3	591.4	TEST__0__20171006_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_135601.wav	X			RS	1					
973	Spectrogram 1	1	27736.548	27737.90204	1.354	16.548	197.1	572.9	TEST__0__20171006_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_135601.wav	X			RS	1					
978	Spectrogram 1	1	27871.479	27872.57793	1.099	31.479	443.5	954.8	TEST__0__20171006_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_140801.wav	X			RS	1					
982	Spectrogram 1	1	27962.316	27963.39531	1.079	2.316	579.1	843.9	TEST__0__20171006_142001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_142001.wav	X			RS	1					
985	Spectrogram 1	1	28174.17	28175.21005	1.04	94.17	782.3	936.3	TEST__0__20171006_143201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_143201.wav	X	yelp	WH	RS	1				RS	Yelp at end
986	Spectrogram 1	1	28292.393	28294.66935	2.276	92.393	160.2	609.9	TEST__0__20171006_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_144401.wav	X	yelp	WH	RS	1			?	RS	Yelp in middle
987	Spectrogram 1	1	28253.588	28257.33612	3.748	53.588	342.3	883.8	TEST__0__20171006_144401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_144401.wav	X			RS	1					
997	Spectrogram 1	1	28371.58	28372.75743	1.177	51.58	149.4	485.5	TEST__0__20171006_153201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_153201.wav	X			RS	1					
1009	Spectrogram 1	1	28482.34	28483.73328	1.393	42.34	541.5	921.2	TEST__0__20171006_163201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_163201.wav	X			RS	1					
1010	Spectrogram 1	1	28581.717	28582.81593	1.099	21.717	692.3	989.9	TEST__0__20171006_164401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_164401.wav	X			RS	1					
1011	Spectrogram 1	1	28611.734	28612.8918	1.158	51.734	734.8	1002	TEST__0__20171006_164401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_164401.wav	X			RS	1					
1017	Spectrogram 1	1	28796.332	28796.99805	0.666	116.332	443.3	680.2	TEST__0__20171006_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_174401.wav	X			RS	1					
1020	Spectrogram 1	1	28883.323	28884.67005	1.347	83.323	55.1	1453.2	TEST__0__20171006_175601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_175601.wav	X	"bark, yelp"	AH	RS	2			yep-bark		
1022	Spectrogram 1	1	29018.993	29021.32417	2.331	98.993	182.2	704.5	TEST__0__20171006_182001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_182001.wav	X			RS	3					
1026	Spectrogram 1	1	29152.506	29153.15818	0.652	112.506	576.9	971.7	TEST__0__20171006_185601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_185601.wav	X			RS	1					
1029	Spectrogram 1	1	29187.307	29187.97305	0.666	27.307	672.8	1024.7	TEST__0__20171006_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_192001.wav	X			RS	1					
1030	Spectrogram 1	1	29273.307	29275.24354	1.937	113.307	151.3	624.3	TEST__0__20171006_192001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_192001.wav	X			RS						
1033	Spectrogram 1	1	29280.708	29281.49893	0.791	0.708	191.4	469.1	TEST__0__20171006_193201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_193201.wav	X			RS	1					
1035	Spectrogram 1	1	29512.035	29512.95082	0.916	112.035	395.1	771.6	TEST__0__20171006_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_194401.wav	X			RS	1					
1036	Spectrogram 1	1	29447.083	29451.62046	4.537	47.083	308.6	561.7	TEST__0__20171006_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_194401.wav	X			RS	06-May					
1037	Spectrogram 1	1	29462.767	29463.77995	1.013	62.767	444.4	858	TEST__0__20171006_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_194401.wav	X			RS	1					
1040	Spectrogram 1	1	29405.677	29406.13491	0.458	5.677	61.7	654.3	TEST__0__20171006_194401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_194401.wav	X	bark	AH	RS	1			short bark		
1042	Spectrogram 1	1	29580.381	29581.22744	0.846	60.381	759.3	975.3	TEST__0__20171006_195601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_195601.wav	X			RS	1					
1043	Spectrogram 1	1	29608.346	29608.81779	0.472	88.346	691.4	1067.9	TEST__0__20171006_195601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_195601.wav	X			RS	1					
1044	Spectrogram 1	1	29593.669	29595.66715	1.998	73.669	290.1	617.3	TEST__0__20171006_195601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_195601.wav	X			RS	02-Jan					
1045	Spectrogram 1	1	29734.642	29736.05736	1.415	94.642	222.2	586.4	TEST__0__20171006_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_200801.wav	X			RS	1					
1046	Spectrogram 1	1	29670.571	29671.65333	1.082	30.571	253.1	598.8	TEST__0__20171006_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_200801.wav	X			RS	1					
1048	Spectrogram 1	1	29845.522	29846.68759	1.166	85.522	135.8	518.5	TEST__0__20171006_202001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_202001.wav	X			RS	1					
1053	Spectrogram 1	1	29939.465	29940.31144	0.846	59.465	771.6	1006.2	TEST__0__20171006_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_204401.wav	X			RS	1					
1055	Spectrogram 1	1	29892.999	29893.80381	0.805	12.999	703.7	1000	TEST__0__20171006_204401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_204401.wav	X			RS	1					
1056	Spectrogram 1	1	30107.653	30108.54107	0.888	107.653	203.7	518.5	TEST__0__20171006_205601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_205601.wav	X			RS	2					
1060	Spectrogram 1	1	30201.04	30202.01133	0.971	81.04	549.4	827.2	TEST__0__20171006_212001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_212001.wav	X			RS	02-Jan					
1061	Spectrogram 1	1	30279.073	30280.4051	1.332	39.073	259.3	765.4	TEST__0__20171006_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_214401.wav	X			RS	1					
1062	Spectrogram 1	1	30352.805	30353.76244	0.957	112.805	407.4	685.2	TEST__0__20171006_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_214401.wav	X			RS	1			?	RS	
1063	Spectrogram 1	1	30261.389	30262.26319	0.874	21.389	246.9	543.2	TEST__0__20171006_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_214401.wav	X			RS	1					
1064	Spectrogram 1	1	30304.284	30304.9778	0.694	64.284	734.6	1012.3	TEST__0__20171006_214401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_214401.wav	X			RS	1					
1066	Spectrogram 1	1	30431.495	30432.34144	0.846	71.495	740.7	963	TEST__0__20171006_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_215601.wav	X			RS	1					
1068	Spectrogram 1	1	30590.685	30591.33717	0.652	110.685	771.6	944.4	TEST__0__20171006_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_220801.wav	X			RS	1					
1069	Spectrogram 1	1	30670.509	30671.59133	1.082	70.509	530.9	858	TEST__0__20171006_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_222001.wav	X			RS	1					
1070	Spectrogram 1	1	30606.603	30608.67053	2.068	6.603	308.6	537	TEST__0__20171006_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_222001.wav	X			RS	2					
1071	Spectrogram 1	1	30765.168	30765.83405	0.666	45.168	197.5	506.2	TEST__0__20171006_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_223201.wav	X			RS	1					
1072	Spectrogram 1	1	30759.202	30759.96518	0.763	39.202	290.1	524.7	TEST__0__20171006_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_223201.wav	X			RS	1					
1078	Spectrogram 1	1	30851.196	30852.15345	0.957	11.196	135.8	475.3	TEST__0__20171006_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_225601.wav	X			RS	1					
1085	Spectrogram 1	1	31073.346	31076.34322	2.997	113.346	154.6	519.6	TEST__0__20171006_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_230801.wav	X			RS	4					
1086	Spectrogram 1	1	31102.836	31103.89058	1.055	22.836	55.7	643.3	TEST__0__20171006_232001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_232001.wav	X			RS	2					
1087	Spectrogram 1	1	31189.55	31190.57683	1.027	109.55	600	872.2	TEST__0__20171006_232001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_232001.wav	X			RS	1					
1092	Spectrogram 1	1	31304.129	31306.08552	1.957	104.129	167	532	TEST__0__20171006_233201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_233201.wav	X			RS	04-Mar					
1094	Spectrogram 1	1	31332.394	31333.55959	1.166	12.394	241.2	612.4	TEST__0__20171006_234401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_234401.wav	X			RS	1					
1095	Spectrogram 1	1	31388.915	31389.88632	0.971	68.915	729.9	1063.9	TEST__0__20171006_234401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_234401.wav	X			RS	1					
1098	Spectrogram 1	1	31504.67	31507.6811	3.011	64.67	222.7	550.5	TEST__0__20171006_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171006_235601.wav	X			RS	2					
1100	Spectrogram 1	1	31641.698	31642.94684	1.249	81.698	426.8	699	TEST__0__20171007_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_000801.wav	X			RS	1					
1101	Spectrogram 1	1	31563.275	31564.56547	1.29	3.275	142.3	494.8	TEST__0__20171007_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_000801.wav	X			RS	1					
1105	Spectrogram 1	1	31725.157	31726.35034	1.193	45.157	352.6	828.9	TEST__0__20171007_002001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_002001.wav	X			RS	1					
1110	Spectrogram 1	1	31823.832	31825.31674	1.485	23.832	179.8	644.6	TEST__0__20171007_005601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_005601.wav	X			RS	1					
1113	Spectrogram 1	1	32037.686	32038.86547	1.179	117.686	260.3	533.1	TEST__0__20171007_010801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_010801.wav	X			RS	1					
1123	Spectrogram 1	1	32053.949	32055.23947	1.29	13.949	322.3	731.4	TEST__0__20171007_022001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_022001.wav	X			RS	1					
1126	Spectrogram 1	1	32277.685	32279.16974	1.485	117.685	62	799.6	TEST__0__20171007_023201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_023201.wav	X	yelp	WH	RS	1			whistle-bark	RS	"No bark, but there's a yelp"
1129	Spectrogram 1	1	32295.215	32296.90787	1.693	15.215	70.3	516.6	TEST__0__20171007_024401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_024401.wav	X			RS	1					
1130	Spectrogram 1	1	32434.807	32435.7922	0.985	34.807	253.6	661.9	TEST__0__20171007_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_025601.wav	X			RS	1					
1141	Spectrogram 1	1	32615.766	32617.01484	1.249	95.766	68.2	595	TEST__0__20171007_034401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_034401.wav	X			RS	1					
1142	Spectrogram 1	1	32704.458	32706.0815	1.624	64.458	43.4	942.1	TEST__0__20171007_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_035601.wav	X			RS	2					
1143	Spectrogram 1	1	32672.12	32673.86839	1.748	32.12	185.9	502.1	TEST__0__20171007_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_035601.wav	X			RS	1					
1148	Spectrogram 1	1	32798.691	32801.2997	2.609	38.691	799.6	997.9	TEST__0__20171007_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_042001.wav	X			RS	2					
1149	Spectrogram 1	1	32869.449	32871.26676	1.818	109.449	216.9	787.2	TEST__0__20171007_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_042001.wav	X			RS	1					
1154	Spectrogram 1	1	32927.034	32928.69913	1.665	47.034	173.6	607.4	TEST__0__20171007_044401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_044401.wav	X			RS	1					
1163	Spectrogram 1	1	33086.199	33086.67079	0.472	86.199	446.3	706.6	TEST__0__20171007_050801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_050801.wav	X			RS	1					
1171	Spectrogram 1	1	33210.796	33211.53143	0.735	90.796	385.7	600	TEST__0__20171007_053201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_053201.wav	X			RS	1					
1175	Spectrogram 1	1	33248.965	33251.49044	2.525	8.965	73.5	832.7	TEST__0__20171007_054401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_054401.wav	X			RS				?	RS	
1178	Spectrogram 1	1	33443.942	33445.06596	1.124	83.942	281.6	642.9	TEST__0__20171007_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_055601.wav	X			RS	1					
1180	Spectrogram 1	1	33456.962	33458.12759	1.166	96.962	50.3	1114.5	TEST__0__20171007_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_055601.wav	X			RS	1				RS	
1186	Spectrogram 1	1	33516.431	33517.86023	1.429	36.431	300	795.7	TEST__0__20171007_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_062001.wav	X			RS	1					
1187	Spectrogram 1	1	33505.282	33505.76766	0.486	25.282	48.9	655.4	TEST__0__20171007_062001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_062001.wav	X	bark	WH	RS	1			?	RS	
1190	Spectrogram 1	1	33680.614	33681.76571	1.152	80.614	65.4	810.5	TEST__0__20171007_064401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_064401.wav	X			RS	1					
1194	Spectrogram 1	1	33628.621	33630.38326	1.762	28.621	464.1	1071.9	TEST__0__20171007_064401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_064401.wav	X			RS	2					
1195	Spectrogram 1	1	33743.003	33744.75139	1.748	23.003	169.9	941.2	TEST__0__20171007_065601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_065601.wav	X	"bark, yelp"	AH	RS	1			yelp-bark		
1207	Spectrogram 1	1	33908.478	33909.43545	0.957	68.478	503.3	830.1	TEST__0__20171007_072001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_072001.wav	X			RS	1					
1208	Spectrogram 1	1	33979.3	33980.16032	0.86	19.3	712.4	1032.7	TEST__0__20171007_073201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_073201.wav	X			RS	1					
1215	Spectrogram 1	1	34111.148	34111.80018	0.652	31.148	398.7	712.4	TEST__0__20171007_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_080801.wav	X			RS	1					
1224	Spectrogram 1	1	34249.782	34250.58682	0.805	49.782	268	555.6	TEST__0__20171007_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_084401.wav	X			RS	1			?	RS	
1225	Spectrogram 1	1	34300.045	34301.09958	1.055	100.045	457.5	862.7	TEST__0__20171007_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_084401.wav	X			RS	1					
1227	Spectrogram 1	1	34260.105	34261.7285	1.623	60.105	189.5	594.8	TEST__0__20171007_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_084401.wav	X			RS	1					
1237	Spectrogram 1	1	34372.498	34373.30281	0.805	52.498	104.6	686.3	TEST__0__20171007_093201.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_093201.wav	X			RS	1					
1239	Spectrogram 1	1	34551.694	34552.58207	0.888	111.694	594.8	862.7	TEST__0__20171007_095601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_095601.wav	X			RS	1					
1244	Spectrogram 1	1	34679.169	34679.98768	0.819	119.169	511.4	988.6	TEST__0__20171007_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_100801.wav	X			RS	1					
1277	Spectrogram 1	1	34698.206	34700.1209	1.915	18.206	99.8	1266.1	TEST__0__20171007_104401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_104401.wav	X			RS	1			?	RS	
1308	Spectrogram 1	1	34911.073	34911.7113	0.638	111.073	878.4	1141.9	TEST__0__20171007_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_112001.wav	X			RS	1					
1331	Spectrogram 1	1	34988.034	34988.78331	0.749	68.034	94.2	1062.8	TEST__0__20171007_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_120801.wav	X	bark	WH	RS	1					Nice RS bark
1351	Spectrogram 1	1	35060.921	35061.72581	0.805	20.921	793.7	1123.3	TEST__0__20171007_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_124401.wav	X			RS	1					
1352	Spectrogram 1	1	35047.299	35048.47846	1.179	7.299	148	679.4	TEST__0__20171007_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_124401.wav	X			RS	1					
1366	Spectrogram 1	1	35243.134	35243.85555	0.722	83.134	60.5	955.2	TEST__0__20171007_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_132001.wav	X	bark	AH	RS	1			bark		
1379	Spectrogram 1	1	35390.676	35391.49468	0.819	110.676	753.4	1022.4	TEST__0__20171007_135601.wav	D:\Kitikmeot_2017_2018\TEST__0__20171007_135601.wav	X			RS	1					
