Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species ID	No. Calls	Ship Noise	Ship Size	Comments	WH ID	WH Comment
646	Spectrogram 1	1	14868.596	14870.18552	1.59	108.596	530.6	1319.7	TEST__0__20180807_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_200801.wav	X			RS	1					
647	Spectrogram 1	1	14779.201	14780.37842	1.177	19.201	197.3	1054.4	TEST__0__20180807_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_200801.wav	X			RS	1					
648	Spectrogram 1	1	14959.267	14961.01351	1.747	79.267	639.5	1360.5	TEST__0__20180807_203201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_203201.wav	X			RS	1					
654	Spectrogram 1	1	15021.812	15023.28377	1.472	21.812	401.4	1047.6	TEST__0__20180807_212001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_212001.wav	X			RS	2					
658	Spectrogram 1	1	15182.661	15183.83842	1.177	62.661	102	537.4	TEST__0__20180807_215601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_215601.wav	X			RS	1					
662	Spectrogram 1	1	15269.651	15271.1227	1.472	29.651	248.3	714.3	TEST__0__20180807_225601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_225601.wav	X			RS						
667	Spectrogram 1	1	15376.072	15377.3868	1.315	16.072	436	1060.7	TEST__0__20180808_005601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_005601.wav	X			RS	1					
668	Spectrogram 1	1	15575.666	15576.9023	1.236	95.666	227.8	989.2	TEST__0__20180808_010801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_010801.wav	X			RS	1					
669	Spectrogram 1	1	15680.209	15681.3472	1.138	80.209	273.3	1106.3	TEST__0__20180808_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_012001.wav	X			RS	1					
679	Spectrogram 1	1	15837.302	15838.5786	1.277	117.302	508.7	2654.3	TEST__0__20180808_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_040801.wav	X			RS				?	RS	
680	Spectrogram 1	1	15772.706	15774.3433	1.637	52.706	463	1323.9	TEST__0__20180808_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_040801.wav	X			RS	1					
686	Spectrogram 1	1	15918.15	15919.7874	1.637	78.15	253.8	989.2	TEST__0__20180808_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_084401.wav	X			RS	1					
687	Spectrogram 1	1	16070.636	16071.7545	1.118	110.636	423.9	971.7	TEST__0__20180808_092001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_092001.wav	X			RS	1					
690	Spectrogram 1	1	16118.808	16119.8873	1.079	38.808	456.5	1108.7	TEST__0__20180808_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_100801.wav	X			RS	1					
692	Spectrogram 1	1	16282.592	16283.9461	1.354	82.592	456.5	2432.6	TEST__0__20180808_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_102001.wav	X			RS	1					
728	Spectrogram 1	1	16396.353	16397.6285	1.276	76.353	573.9	1239.1	TEST__0__20180808_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_222001.wav	X			RS	1					
729	Spectrogram 1	1	16384.547	16385.7636	1.217	64.547	619.6	1245.7	TEST__0__20180808_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_222001.wav	X			RS	1					
731	Spectrogram 1	1	16604.571	16605.9446	1.374	44.571	182.6	1323.9	TEST__0__20180808_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_230801.wav	X	bark	AH	RS	1			short bark		
735	Spectrogram 1	1	16901.271	16902.7231	1.452	101.271	613	2178.3	TEST__0__20180808_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_235601.wav	X			RS	1				RS	
736	Spectrogram 1	1	16808.752	16809.9883	1.236	8.752	926.1	1604.3	TEST__0__20180808_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_235601.wav	X			RS	1					
743	Spectrogram 1	1	17155.777	17156.9348	1.158	115.777	808.7	1669.6	TEST__0__20180809_015601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_015601.wav	X			RS	1					
745	Spectrogram 1	1	17249.612	17251.1034	1.491	89.612	502.2	1330.4	TEST__0__20180809_030801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_030801.wav	X			RS	1					
747	Spectrogram 1	1	17292.229	17293.4849	1.256	12.229	482.6	1376.1	TEST__0__20180809_090801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_090801.wav	X			RS	1					
749	Spectrogram 1	1	17605.096	17606.2342	1.138	85.096	384.8	932.6	TEST__0__20180809_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_115601.wav	X			RS	1					
750	Spectrogram 1	1	17711.14	17712.4941	1.354	71.14	437	1265.2	TEST__0__20180809_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_124401.wav	X			RS	1					
753	Spectrogram 1	1	17868.367	17869.7308	1.364	108.367	192.4	782.6	TEST__0__20180809_143201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_143201.wav	X			RS	1					
756	Spectrogram 1	1	17908.846	17910.5925	1.746	28.846	208.7	932.6	TEST__0__20180809_193201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_193201.wav	X			RS						
766	Spectrogram 1	1	18009.321	18011.2834	1.962	9.321	202.2	815.2	TEST__0__20180809_234401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_234401.wav	X			RS	03-Feb					
767	Spectrogram 1	1	18180.547	18182.7645	2.217	60.547	479.3	1085.9	TEST__0__20180809_235601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_235601.wav	X			RS	2					
775	Spectrogram 1	1	18346.306	18347.5423	1.236	106.306	456.5	1154.3	TEST__0__20180810_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_025601.wav	X			RS	1					
777	Spectrogram 1	1	18355.797	18356.9745	1.177	115.797	371.7	1043.5	TEST__0__20180810_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_025601.wav	X			RS	1					
778	Spectrogram 1	1	18379.001	18380.3158	1.315	19.001	456.5	1167.4	TEST__0__20180810_032001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_032001.wav	X			RS	1					
784	Spectrogram 1	1	18567.101	18568.3962	1.295	87.101	241.3	932.6	TEST__0__20180810_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_055601.wav	X			RS	1					
785	Spectrogram 1	1	18484.945	18486.5541	1.609	4.945	600	1297.8	TEST__0__20180810_055601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_055601.wav	X			RS	1					
789	Spectrogram 1	1	18636.324	18637.6192	1.295	36.324	176.1	1076.1	TEST__0__20180810_063201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_063201.wav	X			RS						
798	Spectrogram 1	1	18741.289	18742.2604	0.971	21.289	221.7	1121.7	TEST__0__20180810_084401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_084401.wav	X			RS	1					
799	Spectrogram 1	1	18861.625	18863.2734	1.648	21.625	143.5	587	TEST__0__20180810_085601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_085601.wav	X			RS						
809	Spectrogram 1	1	19287.879	19291.4505	3.572	87.879	367.5	1216	TEST__0__20180810_132001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_132001.wav	X			RS						
811	Spectrogram 1	1	19435.858	19436.8784	1.02	115.858	403.5	995.7	TEST__0__20180810_134401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_134401.wav	X			RS	1					
813	Spectrogram 1	1	19548.751	19550.2424	1.491	108.751	455.5	1151.8	TEST__0__20180810_165601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_165601.wav	X			RS	1					
817	Spectrogram 1	1	19636.528	19637.7839	1.256	76.528	322.1	914.3	TEST__0__20180810_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_190801.wav	X			RS	1					
827	Spectrogram 1	1	19843.77	19845.2467	1.477	43.77	259.8	1236.4	TEST__0__20180810_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_230801.wav	X			RS	2					
834	Spectrogram 1	1	20026.467	20027.6052	1.138	106.467	316.1	851.6	TEST__0__20180811_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_004401.wav	X			RS	1					
835	Spectrogram 1	1	19921.276	19922.6889	1.413	1.276	174.2	703.2	TEST__0__20180811_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_004401.wav	X			RS						
840	Spectrogram 1	1	20122.491	20123.6684	1.177	82.491	225.8	793.5	TEST__0__20180811_014401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_014401.wav	X			RS						
851	Spectrogram 1	1	20191.211	20192.8593	1.648	31.211	277.4	929	TEST__0__20180811_035601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_035601.wav	X			RS	1					
868	Spectrogram 1	1	20300.501	20301.8746	1.374	20.501	300.7	1156.9	TEST__0__20180811_090801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_090801.wav	X			RS						
873	Spectrogram 1	1	20412.893	20414.8161	1.923	12.893	142.9	662.3	TEST__0__20180811_102001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_102001.wav	X			RS						
877	Spectrogram 1	1	20556.509	20557.7649	1.256	36.509	786	1362.4	TEST__0__20180811_115601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_115601.wav	X			RS	1					
926	Spectrogram 1	1	20658.963	20661.3374	2.374	18.963	228.2	966.4	TEST__0__20180811_222001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180811_222001.wav	X			RS						
959	Spectrogram 1	1	20872.472	20873.5709	1.099	112.472	87.2	818.8	TEST__0__20180812_075601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_075601.wav	X			RS	2					
962	Spectrogram 1	1	20912.779	20914.0153	1.236	32.779	221.5	865.8	TEST__0__20180812_085601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_085601.wav	X			RS						
980	Spectrogram 1	1	21034.848	21036.0254	1.177	34.848	91	1082	TEST__0__20180812_143201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_143201.wav	X			RS						
982	Spectrogram 1	1	21122.639	21124.6995	2.061	2.639	205.6	846.1	TEST__0__20180812_145601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_145601.wav	X		AH	RS	series			likely		
983	Spectrogram 1	1	21264.077	21265.1563	1.079	24.077	175.3	728.1	TEST__0__20180812_150801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_150801.wav	X			RS	1					
984	Spectrogram 1	1	21429.188	21430.4832	1.295	69.188	87.6	1132.6	TEST__0__20180812_153201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_153201.wav	X		AH	RS				maybe		
1001	Spectrogram 1	1	21569.525	21570.7613	1.236	89.525	167	982.2	TEST__0__20180812_174401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_174401.wav	X			RS						
1019	Spectrogram 1	1	21637.889	21639.7337	1.845	37.889	334.1	1008.9	TEST__0__20180812_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180812_223201.wav	X			RS						
1026	Spectrogram 1	1	21798.622	21799.8386	1.217	78.622	637.6	1268.5	TEST__0__20180813_002001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_002001.wav	X			RS						
1027	Spectrogram 1	1	21935.763	21937.1759	1.413	95.763	328.9	1255	TEST__0__20180813_003201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_003201.wav	X			RS						
1029	Spectrogram 1	1	22065.345	22066.6991	1.354	105.345	107.4	818.8	TEST__0__20180813_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_012001.wav	X			RS	1					
1036	Spectrogram 1	1	22126.976	22128.7618	1.786	46.976	577.2	1114.1	TEST__0__20180813_042001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_042001.wav	X			RS	1					
1046	Spectrogram 1	1	22277.332	22278.3524	1.02	77.332	285.1	862	TEST__0__20180813_083201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_083201.wav	X			RS	1					
1048	Spectrogram 1	1	22403.251	22403.9378	0.687	83.251	84.1	1086.2	TEST__0__20180813_085601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_085601.wav	X			RS	1					
1059	Spectrogram 1	1	22530.191	22531.9768	1.786	90.191	194	840.5	TEST__0__20180813_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_112001.wav	X			RS	2				RS	
1061	Spectrogram 1	1	22494.119	22495.5516	1.433	54.119	258.6	918.1	TEST__0__20180813_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_112001.wav	X			RS	1					
1067	Spectrogram 1	1	22972.019	22973.096	1.077	52.019	155.5	1239.7	TEST__0__20180813_133201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_133201.wav	X			RS					RS	
1069	Spectrogram 1	1	23058.645	23059.8813	1.236	18.645	576.7	1328.3	TEST__0__20180813_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_155601.wav	X			RS	1					
1073	Spectrogram 1	1	23220.641	23222.1716	1.531	60.641	447.1	1224.6	TEST__0__20180813_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_172001.wav	X			RS	1					
1079	Spectrogram 1	1	23358.414	23360.1997	1.786	78.414	356.4	1114.5	TEST__0__20180813_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_190801.wav	X			RS	2					
1090	Spectrogram 1	1	23471.258	23472.3177	1.06	71.258	142.8	746.7	TEST__0__20180813_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_223201.wav	X			RS				"could be also just a banging sound, slighly hollow"	RS	
1093	Spectrogram 1	1	23595.364	23596.5414	1.177	75.364	71.4	857.1	TEST__0__20180813_230801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_230801.wav	X			RS	1					
1096	Spectrogram 1	1	23715.365	23717.2489	1.884	75.365	214.3	974	TEST__0__20180813_234401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_234401.wav	X			RS						
1097	Spectrogram 1	1	23730.279	23731.8489	1.57	90.279	162.3	655.8	TEST__0__20180813_234401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_234401.wav	X			RS	03-Feb					
1100	Spectrogram 1	1	23788.548	23790.8833	2.335	28.548	251.6	729	TEST__0__20180814_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180814_000801.wav	X			RS						
1101	Spectrogram 1	1	23797.215	23798.6868	1.472	37.215	154.8	671	TEST__0__20180814_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180814_000801.wav	X			RS						
1140	Spectrogram 1	1	23948.779	23950.7022	1.923	68.779	314.5	717	TEST__0__20180814_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180814_080801.wav	X			RS	04-Mar					
1169	Spectrogram 1	1	24168.581	24169.4052	0.824	48.581	125.8	836.5	TEST__0__20180814_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180814_172001.wav	X			RS	1					
99	Spectrogram 1	1	1338.118	1339.57015	1.452	18.118	137.6	1025.2	TEST__0__20180802_010801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180802_010801.wav	Y	bark	ambient noise	RS						
121	Spectrogram 1	1	2380.455	2382.98646	2.531	100.455	110.1	784.4	TEST__0__20180802_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180802_080801.wav	Y	bark		RS	2			followed by serie		
122	Spectrogram 1	1	2387.148	2398.29425	11.146	107.148	144.5	543.6	TEST__0__20180802_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180802_080801.wav	Y	bark	borderline but more than a pixel - I'd say barks are visible as blobs	RS	series					
137	Spectrogram 1	1	3739.807	3740.49383	0.687	19.807	137.6	2105.5	TEST__0__20180802_152001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180802_152001.wav	Y	bark	good	RS	1					
138	Spectrogram 1	1	3946.441	3947.67729	1.236	106.441	158.3	2821.1	TEST__0__20180802_155601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180802_155601.wav	Y	bark		RS					RS	
168	Spectrogram 1	1	5063.005	5063.94694	0.942	23.005	173.6	1243.1	TEST__0__20180803_025601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180803_025601.wav	Y	bark		RS	1					
172	Spectrogram 1	1	5217.155	5218.17544	1.02	57.155	90.3	1131.9	TEST__0__20180803_030801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180803_030801.wav	Y	bark	slightly masked	RS	1			woof sound		
175	Spectrogram 1	1	5400.746	5401.35924	0.613	0.746	138.9	1374.5	TEST__0__20180803_033201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180803_033201.wav	Y	bark	faint but visible	RS	1			faint		
196	Spectrogram 1	1	6085.684	6089.03965	3.356	85.684	124.4	1119.8	TEST__0__20180803_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180803_112001.wav	Y	"bark, yelp"	faint	RS	series					
542	Spectrogram 1	1	10925.926	10926.88756	0.962	5.926	112.1	1760.4	TEST__0__20180805_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180805_220801.wav	Y	bark	in ambient noise	RS					RS	Likely
617	Spectrogram 1	1	13143.867	13155.93557	12.069	63.867	244	1575.8	TEST__0__20180807_004401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_004401.wav	Y	"bark, yelp"	AH	RS	series			"barks-yelps, good one"		
620	Spectrogram 1	1	13366.316	13369.65202	3.336	46.316	148.6	2405.4	TEST__0__20180807_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180807_012001.wav	Y	"bark, yelp"		RS	series			barks-yelps		
730	Spectrogram 1	1	16446.604	16447.3889	0.785	6.604	260.9	1187	TEST__0__20180808_223201.wav	D:\Kitikmeot_2017_2018\TEST__0__20180808_223201.wav	Y	bark	faint	RS	1					
742	Spectrogram 1	1	16997.274	17004.9469	7.673	77.274	156.5	1676.1	TEST__0__20180809_012001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180809_012001.wav	Y	"bark, yelp"	faint series	RS	series			faint		
808	Spectrogram 1	1	19194.982	19195.6884	0.706	114.982	193.8	1029	TEST__0__20180810_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180810_125601.wav	Y	bark	quite masked in ambient noise	RS	1					
1062	Spectrogram 1	1	22470.3	22471.4578	1.158	30.3	161.6	1176.7	TEST__0__20180813_112001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_112001.wav	Y	bark	in ambient noise	RS	1					
1063	Spectrogram 1	1	22639.245	22642.2082	2.963	79.245	142.2	1202.6	TEST__0__20180813_124401.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_124401.wav	Y	bark		RS	2					
1064	Spectrogram 1	1	22712.364	22713.1781	0.814	32.364	135.8	1280.2	TEST__0__20180813_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_125601.wav	Y	bark		RS	1					
1065	Spectrogram 1	1	22749.123	22750.0846	0.962	69.123	161.6	1564.7	TEST__0__20180813_125601.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_125601.wav	Y	bark		RS	1					
1070	Spectrogram 1	1	23160.118	23170.9699	10.852	0.118	129.6	1503.2	TEST__0__20180813_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_172001.wav	Y	"bark, yelp"	very clear barks	RS	series			"yelps-barks, good one"		
1071	Spectrogram 1	1	23230.786	23237.8309	7.045	70.786	149	2092.9	TEST__0__20180813_172001.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_172001.wav	Y	"bark, yelp"	clear series	RS	series			yelps-barks		
1080	Spectrogram 1	1	23395.735	23396.5788	0.844	115.735	203.1	835.9	TEST__0__20180813_190801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180813_190801.wav	Y	bark	faint	RS	1					
