Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH	KZ Done?
1134	Spectrogram 1	1	42711.425760000	42711.425760000	160.142	160.142	67145740.220518055838.wav	11		RS	GROWL				Y
1135	Spectrogram 1	1	42721.968770000	42721.968770000	149.466	149.466	67145740.220518055838.wav	11		RS	GROWL			RS growl	Y
1136	Spectrogram 1	1	42743.661710000	42743.661710000	245.552	245.552	67145740.220518055838.wav	11		RS	GROWL			RS growl	Y
1138	Spectrogram 1	1	42777.393540000	42777.393540000	192.171	192.171	67145740.220518055838.wav	11		RS	GROWL			RS growl	Y
1140	Spectrogram 1	1	43557.023080000	43557.023080000	170.819	170.819	67145740.220518061338.wav	12		RS	GROWL				Y
1141	Spectrogram 1	1	43704.118000000	43704.118000000	160.142	160.142	67145740.220518061338.wav	12		RS	GROWL				Y
1142	Spectrogram 1	1	43984.776610000	43985.845980000	854.093	1526.690	67145740.220518061838.wav	12		RS	YELP		5		Y
1143	Spectrogram 1	1	43990.352030000	43991.854920000	907.473	1526.690	67145740.220518061838.wav	12		RS	YELP		5		Y
1144	Spectrogram 1	1	43995.727750000	43995.727750000	992.883	992.883	67145740.220518061838.wav	12		RS	BARK				Y
1145	Spectrogram 1	1	43996.238350000	43996.238350000	1046.263	1046.263	67145740.220518061838.wav	12		RS	BARK				Y
1146	Spectrogram 1	1	43996.007140000	43996.007140000	1153.025	1153.025	67145740.220518061838.wav	12		RS	YELP				Y
1147	Spectrogram 1	1	43999.047940000	43999.047940000	1153.025	1153.025	67145740.220518061838.wav	12		RS	YELP				Y
1148	Spectrogram 1	1	43999.597070000	43999.597070000	1014.235	1014.235	67145740.220518061838.wav	12		RS	BARK				Y
1149	Spectrogram 1	1	43999.857190000	43999.857190000	896.797	896.797	67145740.220518061838.wav	12		RS	BARK				Y
1150	Spectrogram 1	1	44004.608450000	44005.909030000	416.370	1313.167	67145740.220518061838.wav	12		RS	BARK		4		Y
1151	Spectrogram 1	1	44009.390370000	44009.390370000	1131.673	1131.673	67145740.220518061838.wav	12		RS	YELP				Y
1152	Spectrogram 1	1	44009.900970000	44009.900970000	1035.587	1035.587	67145740.220518061838.wav	12		RS	BARK				Y
1153	Spectrogram 1	1	44013.334160000	44013.334160000	1227.758	1227.758	67145740.220518061838.wav	12		RS	YELP				Y
1154	Spectrogram 1	1	44013.815860000	44013.815860000	864.769	864.769	67145740.220518061838.wav	12		RS	BARK				Y
1155	Spectrogram 1	1	44014.172310000	44014.172310000	747.331	747.331	67145740.220518061838.wav	12		RS	BARK				Y
1156	Spectrogram 1	1	44025.267080000	44025.267080000	822.064	822.064	67145740.220518061838.wav	12		RS	YELP				Y
1157	Spectrogram 1	1	44025.542090000	44025.542090000	1120.996	1120.996	67145740.220518061838.wav	12		RS	BARK				Y
1158	Spectrogram 1	1	44026.967910000	44026.967910000	1131.673	1131.673	67145740.220518061838.wav	12		RS	YELP				Y
1159	Spectrogram 1	1	44027.324360000	44027.324360000	1024.911	1024.911	67145740.220518061838.wav	12		RS	YELP				Y
1160	Spectrogram 1	1	44028.615310000	44028.615310000	1046.263	1046.263	67145740.220518061838.wav	12		RS	YELP				Y
1161	Spectrogram 1	1	44028.962130000	44028.962130000	971.530	971.530	67145740.220518061838.wav	12		RS	YELP				Y
1162	Spectrogram 1	1	44029.491990000	44029.491990000	1046.263	1046.263	67145740.220518061838.wav	12		RS	BARK				Y
1163	Spectrogram 1	1	44031.611450000	44032.112420000	875.445	1398.577	67145740.220518061838.wav	12		RS	YELP		2		Y
1164	Spectrogram 1	1	44032.314730000	44032.314730000	1088.968	1088.968	67145740.220518061838.wav	12		RS	BARK				Y
1165	Spectrogram 1	1	44036.137640000	44036.137640000	1088.968	1088.968	67145740.220518061838.wav	12		RS	YELP				Y
1166	Spectrogram 1	1	44036.474820000	44036.474820000	800.712	800.712	67145740.220518061838.wav	12		RS	BARK				Y
1167	Spectrogram 1	1	44038.372710000	44038.372710000	950.178	950.178	67145740.220518061838.wav	12		RS	YELP				Y
1168	Spectrogram 1	1	44038.709890000	44038.709890000	854.093	854.093	67145740.220518061838.wav	12		RS	BARK				Y
1169	Spectrogram 1	1	44040.740900000	44042.725480000	42.705	459.075	67145740.220518061838.wav	12		RS	GROWL		3	RS growl	Y
1170	Spectrogram 1	1	44058.544360000	44058.544360000	1024.911	1024.911	67145740.220518061838.wav	12		RS	BARK				Y
1171	Spectrogram 1	1	44065.426480000	44065.426480000	1163.701	1163.701	67145740.220518061838.wav	12		RS	YELP				Y
1172	Spectrogram 1	1	44070.583250000	44070.583250000	1142.349	1142.349	67145740.220518061838.wav	12		RS	BARK				Y
1173	Spectrogram 1	1	44070.824100000	44070.824100000	1024.911	1024.911	67145740.220518061838.wav	12		RS	BARK				Y
1174	Spectrogram 1	1	44074.533150000	44074.533150000	1067.616	1067.616	67145740.220518061838.wav	12		RS	BARK				Y
1175	Spectrogram 1	1	44074.947410000	44074.947410000	864.769	864.769	67145740.220518061838.wav	12		RS	BARK				Y
1183	Spectrogram 1	1	44591.367950000	44591.367950000	256.228	256.228	67145740.220518062838.wav	12		RS	GROWL				Y
1184	Spectrogram 1	1	44594.643480000	44594.643480000	160.142	160.142	67145740.220518062838.wav	12		RS	GROWL				Y
1189	Spectrogram 1	1	44839.831790000	44839.831790000	747.331	747.331	67145740.220518063338.wav	12		RS	YELP				Y
1190	Spectrogram 1	1	44840.824090000	44840.824090000	362.989	362.989	67145740.220518063338.wav	12		RS	GROWL				Y
1191	Spectrogram 1	1	44841.257610000	44841.257610000	928.826	928.826	67145740.220518063338.wav	12		RS	YELP				Y
1192	Spectrogram 1	1	44841.604430000	44841.604430000	416.370	416.370	67145740.220518063338.wav	12		RS	BARK				Y
1193	Spectrogram 1	1	44842.240270000	44842.240270000	384.342	384.342	67145740.220518063338.wav	12		RS	BARK				Y
1194	Spectrogram 1	1	44842.905010000	44842.905010000	362.989	362.989	67145740.220518063338.wav	12		RS	BARK				Y
1195	Spectrogram 1	1	44842.037960000	44842.037960000	747.331	747.331	67145740.220518063338.wav	12		RS	YELP				Y
1196	Spectrogram 1	1	44842.596730000	44842.596730000	758.007	758.007	67145740.220518063338.wav	12		RS	YELP				Y
1197	Spectrogram 1	1	44843.444510000	44843.444510000	277.580	277.580	67145740.220518063338.wav	12		RS	BARK				Y
1198	Spectrogram 1	1	44843.251830000	44843.251830000	736.655	736.655	67145740.220518063338.wav	12		RS	YELP				Y
1199	Spectrogram 1	1	44843.598650000	44843.598650000	758.007	758.007	67145740.220518063338.wav	12		RS	YELP				Y
1200	Spectrogram 1	1	44844.521750000	44846.284760000	437.722	1665.480	67145740.220518063338.wav	12		RS	YELP		4		Y
1201	Spectrogram 1	1	44846.660480000	44846.660480000	395.018	395.018	67145740.220518063338.wav	12		RS	BARK				Y
1202	Spectrogram 1	1	44848.596900000	44848.596900000	1249.110	1249.110	67145740.220518063338.wav	12		RS	YELP				Y
1203	Spectrogram 1	1	44849.762600000	44849.762600000	256.228	256.228	67145740.220518063338.wav	12		RS	GROWL				Y
1207	Spectrogram 1	1	45167.770130000	45167.770130000	266.904	266.904	67145740.220518063838.wav	12		RS	GROWL				Y
1220	Spectrogram 1	1	45640.134830000	45642.919030000	565.836	1814.947	67145740.220518064839.wav	12		RS	YELP		5		Y
1221	Spectrogram 1	1	45672.799910000	45673.088920000	725.979	1120.996	67145740.220518064839.wav	12		RS	YELP				Y
1222	Spectrogram 1	1	45673.984880000	45673.984880000	1110.320	1110.320	67145740.220518064839.wav	12		RS	YELP				Y
1223	Spectrogram 1	1	45683.477790000	45687.475870000	565.836	1633.452	67145740.220518064839.wav	12		RS	YELP		3		Y
1225	Spectrogram 1	1	45729.775750000	45731.057060000	683.274	1505.338	67145740.220518064839.wav	12		RS	YELP		2		Y
1233	Spectrogram 1	1	46586.302280000	46586.302280000	437.722	437.722	67145740.220518070339.wav	12		RS	GROWL			RS growl	Y
1238	Spectrogram 1	1	47492.665030000	47492.665030000	693.950	693.950	67145740.220518071839.wav	13		RS	YELP				Y
1243	Spectrogram 1	1	47860.893280000	47863.427000000	160.142	619.217	67145740.220518072339.wav	13		RS	BARK		5		Y
1244	Spectrogram 1	1	47915.512300000	47916.408250000	736.655	1259.786	67145740.220518072339.wav	13		RS	YELP		3		Y
1245	Spectrogram 1	1	48045.147090000	48045.147090000	1174.377	1174.377	67145740.220518072839.wav	13		RS	YELP				Y
1246	Spectrogram 1	1	48045.416840000	48045.416840000	1078.292	1078.292	67145740.220518072839.wav	13		RS	BARK				Y
1247	Spectrogram 1	1	48054.583940000	48054.583940000	1099.644	1099.644	67145740.220518072839.wav	13		RS	YELP				Y
1248	Spectrogram 1	1	48054.844060000	48054.844060000	907.473	907.473	67145740.220518072839.wav	13		RS	BARK				Y
1249	Spectrogram 1	1	48054.978930000	48054.978930000	832.740	832.740	67145740.220518072839.wav	13		RS	YELP				Y
1250	Spectrogram 1	1	48058.153750000	48058.153750000	1313.167	1313.167	67145740.220518072839.wav	13		RS	YELP				Y
1251	Spectrogram 1	1	48058.510200000	48058.510200000	843.416	843.416	67145740.220518072839.wav	13		RS	BARK				Y
1252	Spectrogram 1	1	48058.919200000	48058.919200000	1291.815	1291.815	67145740.220518072839.wav	13		RS	YELP				Y
1253	Spectrogram 1	1	48060.318750000	48060.318750000	1185.053	1185.053	67145740.220518072839.wav	13		RS	YELP				Y
1254	Spectrogram 1	1	48060.540330000	48060.540330000	950.178	950.178	67145740.220518072839.wav	13		RS	BARK				Y
1255	Spectrogram 1	1	48358.446270000	48358.446270000	640.569	640.569	67145740.220518073339.wav	13		RS	YELP				Y
1264	Spectrogram 1	1	49060.895030000	49060.895030000	1088.968	1088.968	67145740.220518074339.wav	13		RS	YELP				Y
1265	Spectrogram 1	1	49062.968070000	49062.968070000	1163.701	1163.701	67145740.220518074339.wav	13		RS	YELP				Y
1269	Spectrogram 1	1	49178.524220000	49178.524220000	886.121	886.121	67145740.220518074339.wav	13		RS	YELP				Y
1270	Spectrogram 1	1	49179.969300000	49179.969300000	811.388	811.388	67145740.220518074339.wav	13		RS	YELP				Y
1272	Spectrogram 1	1	49594.352720000	49598.302620000	672.598	1697.509	67145740.220518075339.wav	13		RS	YELP		7		Y
1273	Spectrogram 1	1	49596.982770000	49596.982770000	427.046	427.046	67145740.220518075339.wav	13		RS	GROWL			RS growl	Y
1274	Spectrogram 1	1	49594.853680000	49594.853680000	811.388	811.388	67145740.220518075339.wav	13		RS	BARK				Y
1275	Spectrogram 1	1	49595.518420000	49595.518420000	758.007	758.007	67145740.220518075339.wav	13		RS	BARK				Y
1276	Spectrogram 1	1	49596.433640000	49596.433640000	982.206	982.206	67145740.220518075339.wav	13		RS	BARK				Y
1277	Spectrogram 1	1	49597.695680000	49597.695680000	843.416	843.416	67145740.220518075339.wav	13		RS	BARK				Y
1278	Spectrogram 1	1	49598.543470000	49598.543470000	1163.701	1163.701	67145740.220518075339.wav	13		RS	BARK				Y
1281	Spectrogram 1	1	51088.350800000	51088.350800000	341.637	341.637	67145740.220518081839.wav	14		RS	BARK			RS bark - distorted	Y
1282	Spectrogram 1	1	51089.622470000	51089.622470000	277.580	277.580	67145740.220518081839.wav	14		RS	GROWL				Y
1283	Spectrogram 1	1	51089.882590000	51089.882590000	224.199	224.199	67145740.220518081839.wav	14		RS	GROWL				Y
1284	Spectrogram 1	1	51693.107330000	51693.107330000	1505.338	1505.338	67145740.220518082839.wav	14		RS	YELP				Y
1285	Spectrogram 1	1	51694.918510000	51695.226790000	1227.758	1772.242	67145740.220518082839.wav	14		RS	YELP				Y
1286	Spectrogram 1	1	51697.018700000	51697.018700000	1430.605	1430.605	67145740.220518082839.wav	14		RS	YELP				Y
1330	Spectrogram 1	1	56959.601470000	56959.601470000	1387.900	1387.900	67145740.220518095339.wav	15		RS	YELP				Y
1333	Spectrogram 1	1	57501.247100000	57501.247100000	1056.940	1056.940	67145740.220518100339.wav	15		RS	YELP				Y
1334	Spectrogram 1	1	57667.884000000	57667.884000000	886.121	886.121	67145740.220518100839.wav	16		RS	YELP				Y
1357	Spectrogram 1	1	61148.335920000	61148.335920000	904.255	904.255	67145740.220518110339.wav	16		RS	YELP				Y
1374	Spectrogram 1	1	63022.251660000	63023.109080000	680.851	1053.191	67145740.220518113839.wav	17		RS	YELP		3		Y
1407	Spectrogram 1	1	65245.319620000	65251.514220000	1180.851	2042.553	67145740.220518121339.wav	18		RS	YELP		4		Y
1438	Spectrogram 1	1	66424.531390000	66424.531390000	787.234	787.234	67145740.220518123339.wav	18		RS	YELP				Y
1439	Spectrogram 1	1	66427.296320000	66427.296320000	914.894	914.894	67145740.220518123339.wav	18		RS	YELP				Y
1490	Spectrogram 1	1	70326.951250000	70326.951250000	1138.298	1138.298	67145740.220518133839.wav	19		RS	YELP				Y
1491	Spectrogram 1	1	71088.294760000	71088.294760000	638.298	638.298	67145740.220518134839.wav	19		RS	YELP				Y
1492	Spectrogram 1	1	71088.795720000	71088.795720000	606.383	606.383	67145740.220518134839.wav	19		RS	YELP				Y
1493	Spectrogram 1	1	71089.537530000	71089.537530000	819.149	819.149	67145740.220518134839.wav	19		RS	YELP				Y
1494	Spectrogram 1	1	71090.240810000	71090.240810000	819.149	819.149	67145740.220518134839.wav	19		RS	YELP				Y
1495	Spectrogram 1	1	71198.479550000	71199.866830000	468.085	1085.106	67145740.220518135339.wav	19		RS	YELP		3		Y
1496	Spectrogram 1	1	71218.475170000	71218.475170000	1031.915	1031.915	67145740.220518135339.wav	19		RS	YELP				Y
1497	Spectrogram 1	1	71219.130270000	71219.130270000	819.149	819.149	67145740.220518135339.wav	19		RS	YELP				Y
1498	Spectrogram 1	1	71226.522980000	71230.655930000	670.213	1138.298	67145740.220518135339.wav	19		RS	YELP		5		Y
1499	Spectrogram 1	1	71242.448710000	71242.448710000	1031.915	1031.915	67145740.220518135339.wav	19		RS	YELP				Y
1500	Spectrogram 1	1	71265.473760000	71272.689560000	585.106	1393.617	67145740.220518135339.wav	19		RS	YELP		6		Y
1501	Spectrogram 1	1	71336.392500000	71345.544710000	563.830	893.617	67145740.220518135339.wav	19		RS	YELP	SEQUENCE	17		Y
1502	Spectrogram 1	1	71346.930250000	71351.159530000	574.468	797.872	67145740.220518135339.wav	19		RS	YELP		8		Y
1503	Spectrogram 1	1	71353.830760000	71358.946360000	542.553	1351.064	67145740.220518135339.wav	19		RS	YELP		7		Y
1504	Spectrogram 1	1	71424.608480000	71428.616180000	255.319	585.106	67145740.220518135839.wav	19		RS	?		3	RS	Y
1506	Spectrogram 1	1	71608.970880000	71608.970880000	202.128	202.128	67145740.220518135839.wav	19		RS	GROWL				Y
1507	Spectrogram 1	1	71610.049880000	71612.053730000	63.830	489.362	67145740.220518135839.wav	19		RS	BARK		5		Y
1509	Spectrogram 1	1	71618.836870000	71618.836870000	265.957	265.957	67145740.220518135839.wav	19		RS	BARK				Y
1510	Spectrogram 1	1	71645.331890000	71645.331890000	425.532	425.532	67145740.220518135839.wav	19		RS	BARK				Y
1511	Spectrogram 1	1	71653.706390000	71653.706390000	393.617	393.617	67145740.220518135839.wav	19		RS	BARK				Y
1512	Spectrogram 1	1	71651.808510000	71651.808510000	1148.936	1148.936	67145740.220518135839.wav	19		RS	YELP				Y
1513	Spectrogram 1	1	71670.832860000	71670.832860000	978.723	978.723	67145740.220518135839.wav	19		RS	YELP				Y
1514	Spectrogram 1	1	71671.170040000	71671.170040000	765.957	765.957	67145740.220518135839.wav	19		RS	YELP				Y
1515	Spectrogram 1	1	71671.572910000	71673.018000000	265.957	1276.596	67145740.220518135839.wav	19		RS	BARK		5		Y
1516	Spectrogram 1	1	71697.167590000	71697.167590000	787.234	787.234	67145740.220518135839.wav	19		RS	YELP				Y
1517	Spectrogram 1	1	71698.603040000	71698.603040000	787.234	787.234	67145740.220518135839.wav	19		RS	YELP				Y
1520	Spectrogram 1	1	71799.765220000	71799.765220000	829.787	829.787	67145740.220518140339.wav	19		RS	YELP				Y
1521	Spectrogram 1	1	71804.370230000	71804.370230000	787.234	787.234	67145740.220518140339.wav	19		RS	YELP				Y
1523	Spectrogram 1	1	71841.000120000	71842.551180000	500.000	1042.553	67145740.220518140339.wav	19		RS	YELP		3		Y
1524	Spectrogram 1	1	71868.085420000	71868.085420000	680.851	680.851	67145740.220518140339.wav	19		RS	YELP				Y
1526	Spectrogram 1	1	71868.412970000	71868.412970000	861.702	861.702	67145740.220518140339.wav	19		RS	YELP				Y
1527	Spectrogram 1	1	71877.245530000	71877.245530000	851.064	851.064	67145740.220518140339.wav	19		RS	YELP				Y
1528	Spectrogram 1	1	71878.497940000	71878.497940000	882.979	882.979	67145740.220518140339.wav	19		RS	YELP				Y
1529	Spectrogram 1	1	71884.108370000	71884.108370000	1000.000	1000.000	67145740.220518140339.wav	19		RS	YELP				Y
1530	Spectrogram 1	1	71884.628600000	71884.628600000	904.255	904.255	67145740.220518140339.wav	19		RS	YELP				Y
1531	Spectrogram 1	1	71889.965790000	71889.965790000	1031.915	1031.915	67145740.220518140339.wav	19		RS	YELP				Y
1532	Spectrogram 1	1	71900.637540000	71904.365860000	670.213	1127.660	67145740.220518140339.wav	19		RS	YELP		3		Y
1535	Spectrogram 1	1	72108.003970000	72108.003970000	510.638	510.638	67145740.220518140839.wav	20		RS	YELP				Y
1536	Spectrogram 1	1	72108.312260000	72108.312260000	840.426	840.426	67145740.220518140839.wav	20		RS	YELP				Y
1537	Spectrogram 1	1	72194.083840000	72194.083840000	765.957	765.957	67145740.220518140839.wav	20		RS	YELP				Y
1566	Spectrogram 1	1	73727.470620000	73727.470620000	1106.383	1106.383	67145740.220518143339.wav	20		RS	YELP				Y
1567	Spectrogram 1	1	73728.000490000	73728.000490000	1170.213	1170.213	67145740.220518143339.wav	20		RS	YELP				Y
1568	Spectrogram 1	1	73728.405110000	73728.405110000	1127.660	1127.660	67145740.220518143339.wav	20		RS	YELP				Y
1599	Spectrogram 1	1	76381.409120000	76381.409120000	893.617	893.617	67145740.220518151839.wav	21		RS	YELP				Y
1611	Spectrogram 1	1	77505.715480000	77505.859990000	787.234	1000.000	67145740.220518153840.wav	21		RS	YELP				Y
1613	Spectrogram 1	1	77524.463950000	77524.463950000	1340.426	1340.426	67145740.220518153840.wav	21		RS	YELP				Y
1614	Spectrogram 1	1	77525.793430000	77525.957210000	1170.213	1457.447	67145740.220518153840.wav	21		RS	YELP				Y
1615	Spectrogram 1	1	77529.675910000	77529.675910000	1319.149	1319.149	67145740.220518153840.wav	21		RS	YELP				Y
1616	Spectrogram 1	1	77530.764540000	77530.764540000	670.213	670.213	67145740.220518153840.wav	21		RS	BARK				Y
1617	Spectrogram 1	1	77530.966860000	77531.111370000	904.255	1563.830	67145740.220518153840.wav	21		RS	YELP				Y
1622	Spectrogram 1	1	77961.571170000	77961.571170000	1170.213	1180.851	67145740.220518154340.wav	21		RS	YELP				Y
1626	Spectrogram 1	1	78267.417190000	78269.266910000	872.340	1914.894	67145740.220518154840.wav	21		RS	YELP		3		Y
1648	Spectrogram 1	1	80660.694480000	80660.694480000	308.824	308.824	67145740.220518162840.wav	22		RS	BARK			RS bark	Y
1649	Spectrogram 1	1	80676.426650000	80676.426650000	319.149	319.149	67145740.220518162840.wav	22		RS	BARK			RS bark	Y
1654	Spectrogram 1	1	81047.528410000	81047.528410000	1510.638	1510.638	67145740.220518163840.wav	22		RS	YELP				Y
1655	Spectrogram 1	1	81048.790460000	81048.790460000	1489.362	1489.362	67145740.220518163840.wav	22		RS	YELP				Y
1656	Spectrogram 1	1	81054.513000000	81054.513000000	1489.362	1489.362	67145740.220518163840.wav	22		RS	YELP				Y
1659	Spectrogram 1	1	81168.288630000	81168.288630000	691.489	691.489	67145740.220518163840.wav	22		RS	YELP				Y
1663	Spectrogram 1	1	81491.337300000	81498.533830000	829.787	1712.766	67145740.220518164340.wav	22		RS	YELP		7		Y
1664	Spectrogram 1	1	81505.387930000	81505.387930000	1212.766	1212.766	67145740.220518164340.wav	22		RS	YELP				Y
1667	Spectrogram 1	1	81700.261820000	81700.261820000	925.532	925.532	67145740.220518164840.wav	22		RS	YELP				Y
1668	Spectrogram 1	1	81704.674150000	81704.674150000	1000.000	1000.000	67145740.220518164840.wav	22		RS	YELP				Y
1669	Spectrogram 1	1	81705.049870000	81705.049870000	1000.000	1000.000	67145740.220518164840.wav	22		RS	YELP				Y
1670	Spectrogram 1	1	81790.079640000	81790.079640000	1117.021	1117.021	67145740.220518164840.wav	22		RS	YELP				Y
1671	Spectrogram 1	1	81791.457290000	81791.457290000	1329.787	1329.787	67145740.220518164840.wav	22		RS	YELP				Y
1675	Spectrogram 1	1	81959.005900000	81959.005900000	744.681	744.681	67145740.220518165340.wav	22		RS	YELP				Y
1678	Spectrogram 1	1	82218.471670000	82218.471670000	1244.681	1244.681	67145740.220518165840.wav	22		RS	YELP				Y
1679	Spectrogram 1	1	82248.139730000	82248.303500000	744.681	819.149	67145740.220518165840.wav	22		RS	YELP				Y
1683	Spectrogram 1	1	82511.534380000	82514.906240000	627.660	1106.383	67145740.220518170340.wav	22		RS	YELP		4		Y
1685	Spectrogram 1	1	82520.933570000	82520.933570000	872.340	872.340	67145740.220518170340.wav	22		RS	YELP				Y
1686	Spectrogram 1	1	82522.002930000	82522.002930000	1042.553	1042.553	67145740.220518170340.wav	22		RS	YELP				Y
1687	Spectrogram 1	1	82522.850720000	82523.149370000	819.149	1255.319	67145740.220518170340.wav	22		RS	YELP				Y
1688	Spectrogram 1	1	82524.199470000	82524.199470000	819.149	819.149	67145740.220518170340.wav	22		RS	YELP				Y
1689	Spectrogram 1	1	82525.538580000	82525.817960000	776.596	1042.553	67145740.220518170340.wav	22		RS	YELP				Y
1691	Spectrogram 1	1	82601.760330000	82605.845110000	734.043	1372.340	67145740.220518170340.wav	22		RS	YELP		3		Y
1695	Spectrogram 1	1	82966.633350000	82966.633350000	1148.936	1148.936	67145740.220518170840.wav	23		RS	YELP				Y
1698	Spectrogram 1	1	83185.132200000	83185.132200000	1074.468	1074.468	67145740.220518171340.wav	23		RS	YELP				Y
1700	Spectrogram 1	1	83313.348160000	83317.047580000	646.643	1208.481	67145740.220518171340.wav	23		RS	YELP		4		Y
1706	Spectrogram 1	1	83668.230820000	83668.230820000	572.438	572.438	67145740.220518171840.wav	23		RS	YELP				Y
1707	Spectrogram 1	1	83668.963000000	83668.963000000	265.018	265.018	67145740.220518171840.wav	23		RS	GROWL				Y
1708	Spectrogram 1	1	83668.558370000	83668.558370000	349.823	349.823	67145740.220518171840.wav	23		RS	YELP				Y
1709	Spectrogram 1	1	83794.795880000	83798.032870000	795.053	1600.707	67145740.220518172340.wav	23		RS	YELP		4		Y
1710	Spectrogram 1	1	83830.728620000	83830.728620000	1197.880	1197.880	67145740.220518172340.wav	23		RS	YELP				Y
1718	Spectrogram 1	1	84449.677640000	84449.677640000	858.657	858.657	67145740.220518173340.wav	23		RS	YELP				Y
1725	Spectrogram 1	1	85098.013610000	85098.013610000	784.452	784.452	67145740.220518174340.wav	23		RS	YELP				Y
1727	Spectrogram 1	1	85127.609880000	85127.995230000	763.251	1908.127	67145740.220518174340.wav	23		RS	YELP				Y
1729	Spectrogram 1	1	85290.388820000	85290.388820000	1049.470	1049.470	67145740.220518174840.wav	23		RS	YELP				Y
1732	Spectrogram 1	1	85438.298260000	85438.298260000	1293.286	1293.286	67145740.220518174840.wav	23		RS	YELP				Y
1733	Spectrogram 1	1	85457.451350000	85457.451350000	1113.074	1113.074	67145740.220518174840.wav	23		RS	YELP				Y
1734	Spectrogram 1	1	85460.707610000	85460.707610000	1123.675	1123.675	67145740.220518174840.wav	23		RS	YELP				Y
1735	Spectrogram 1	1	85469.689050000	85469.689050000	731.449	731.449	67145740.220518174840.wav	23		RS	BARK				Y
1737	Spectrogram 1	1	85485.637550000	85485.637550000	1049.470	1049.470	67145740.220518174840.wav	23		RS	YELP				Y
1738	Spectrogram 1	1	85492.619510000	85492.619510000	1123.675	1123.675	67145740.220518174840.wav	23		RS	YELP				Y
1739	Spectrogram 1	1	85490.606900000	85490.606900000	1028.269	1028.269	67145740.220518174840.wav	23		RS	BARK				Y
1740	Spectrogram 1	1	85500.140090000	85500.140090000	826.855	826.855	67145740.220518174840.wav	23		RS	YELP				Y
1741	Spectrogram 1	1	85500.438740000	85500.438740000	646.643	646.643	67145740.220518174840.wav	23		RS	YELP				Y
1742	Spectrogram 1	1	85504.973680000	85504.973680000	1102.473	1102.473	67145740.220518174840.wav	23		RS	BARK				Y
1743	Spectrogram 1	1	85506.206820000	85510.850370000	540.636	1727.915	67145740.220518175340.wav	23		RS	YELP		4		Y
1744	Spectrogram 1	1	85514.325580000	85514.325580000	932.862	932.862	67145740.220518175340.wav	23		RS	YELP				Y
1745	Spectrogram 1	1	85514.614600000	85514.614600000	826.855	826.855	67145740.220518175340.wav	23		RS	BARK				Y
1757	Spectrogram 1	1	86600.240790000	86606.271620000	922.261	1441.696	67145740.220518180840.wav	24		RS	YELP		4		Y
1761	Spectrogram 1	1	86849.688150000	86851.325920000	837.456	1399.293	67145740.220518181340.wav	24		RS	YELP		5		Y
1762	Spectrogram 1	1	86850.670810000	86850.670810000	1049.470	1049.470	67145740.220518181340.wav	24		RS	BARK				Y
1765	Spectrogram 1	1	87121.602680000	87122.016940000	731.449	1060.071	67145740.220518181840.wav	24		RS	YELP				Y
1766	Spectrogram 1	1	87122.421570000	87122.421570000	752.650	752.650	67145740.220518181840.wav	24		RS	YELP				Y
1767	Spectrogram 1	1	87123.240450000	87123.240450000	932.862	932.862	67145740.220518181840.wav	24		RS	YELP				Y
1772	Spectrogram 1	1	87352.207870000	87352.207870000	1070.671	1070.671	67145740.220518182340.wav	24		RS	YELP				Y
1773	Spectrogram 1	1	87352.545060000	87352.545060000	879.859	879.859	67145740.220518182340.wav	24		RS	BARK				Y
1774	Spectrogram 1	1	87352.728100000	87352.728100000	1017.668	1017.668	67145740.220518182340.wav	24		RS	YELP				Y
1775	Spectrogram 1	1	87352.930410000	87352.930410000	636.042	636.042	67145740.220518182340.wav	24		RS	BARK				Y
1776	Spectrogram 1	1	87353.200160000	87353.200160000	1208.481	1208.481	67145740.220518182340.wav	24		RS	YELP				Y
1777	Spectrogram 1	1	87353.383210000	87353.383210000	805.654	805.654	67145740.220518182340.wav	24		RS	BARK				Y
1778	Spectrogram 1	1	87353.546980000	87353.546980000	773.852	773.852	67145740.220518182340.wav	24		RS	YELP				Y
1779	Spectrogram 1	1	87353.710760000	87353.710760000	572.438	572.438	67145740.220518182340.wav	24		RS	BARK				Y
1785	Spectrogram 1	1	87635.541210000	87635.541210000	667.845	667.845	67145740.220518182840.wav	24		RS	YELP				Y
1787	Spectrogram 1	1	87704.675030000	87704.675030000	201.413	201.413	67145740.220518182840.wav	24		RS	GROWL			RS growl	Y
1791	Spectrogram 1	1	88110.000810000	88110.000810000	1028.269	1028.269	67145740.220518183340.wav	24		RS	YELP				Y
1797	Spectrogram 1	1	88428.899070000	88428.899070000	1176.678	1176.678	67145740.220518183840.wav	24		RS	YELP				Y
1800	Spectrogram 1	1	88551.200690000	88551.200690000	1155.477	1155.477	67145740.220518184340.wav	24		RS	YELP				Y
1801	Spectrogram 1	1	88555.946710000	88555.946710000	328.622	328.622	67145740.220518184340.wav	24		RS	BARK				Y
1802	Spectrogram 1	1	88556.495840000	88556.495840000	922.261	922.261	67145740.220518184340.wav	24		RS	YELP				Y
1803	Spectrogram 1	1	88557.228020000	88557.228020000	371.025	371.025	67145740.220518184340.wav	24		RS	BARK				Y
1804	Spectrogram 1	1	88559.703940000	88559.703940000	1102.473	1102.473	67145740.220518184340.wav	24		RS	YELP				Y
