Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin Path	Begin File	Delta Time (s)	Call Type
143	Spectrogram 1	1	22922.564138876	22923.361818354	25.568	1678.977	120.6790	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518174004.wav	7266.230518174004.wav	0.7977	BY
144	Spectrogram 1	1	23976.516708920	23977.191110660	8.523	1448.864	274.4914	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518175504.wav	7266.230518175504.wav	0.6744	BY
145	Spectrogram 1	1	24037.467964522	24037.736274891	8.523	758.523	35.4421	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518180004.wav	7266.230518180004.wav	0.2683	B
146	Spectrogram 1	1	24038.026340156	24038.287398894	0.000	1005.682	36.0005	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518180004.wav	7266.230518180004.wav	0.2611	B
147	Spectrogram 1	1	24038.526702738	24038.853026160	17.045	613.636	36.5009	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518180004.wav	7266.230518180004.wav	0.3263	B
148	Spectrogram 1	1	24039.121336530	24039.440408321	0.000	605.114	37.0955	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518180004.wav	7266.230518180004.wav	0.3191	B
149	Spectrogram 1	1	24472.575539920	24472.836598658	8.523	1269.886	170.5094	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518180504.wav	7266.230518180504.wav	0.2611	B
150	Spectrogram 1	1	25696.124807348	25696.603415034	196.023	1363.636	193.8903	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518182504.wav	7266.230518182504.wav	0.4786	B
151	Spectrogram 1	1	25696.922486826	25697.299571670	213.068	1278.409	194.6880	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518182504.wav	7266.230518182504.wav	0.3771	B
152	Spectrogram 1	1	25697.546127145	25697.944966884	161.932	1193.182	195.3116	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518182504.wav	7266.230518182504.wav	0.3988	B
153	Spectrogram 1	1	25698.343806623	25698.778904520	161.932	1133.523	196.1093	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518182504.wav	7266.230518182504.wav	0.4351	B
154	Spectrogram 1	1	25700.367011844	25700.860122794	213.068	1303.977	198.1325	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518182504.wav	7266.230518182504.wav	0.4931	B
155	Spectrogram 1	1	26322.958759710	26323.466373923	0.000	1389.205	220.6666	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518183504.wav	7266.230518183504.wav	0.5076	B
156	Spectrogram 1	1	26323.718987914	26323.943788494	0.000	1193.182	221.4268	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518183504.wav	7266.230518183504.wav	0.2248	B
157	Spectrogram 1	1	26324.103324389	26324.313621706	34.091	877.841	221.8112	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518183504.wav	7266.230518183504.wav	0.2103	B
158	Spectrogram 1	1	26340.467059710	26340.873151080	25.568	954.545	238.1749	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518183504.wav	7266.230518183504.wav	0.4061	B
159	Spectrogram 1	1	26803.881643401	26805.136175671	25.568	1448.864	101.4765	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518184504.wav	7266.230518184504.wav	1.2545	BY
160	Spectrogram 1	1	26996.599511342	26996.896828238	59.659	1142.045	294.1943	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518184504.wav	7266.230518184504.wav	0.2973	B
161	Spectrogram 1	1	26998.426922509	26999.101324249	42.614	2105.114	296.0218	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518184504.wav	7266.230518184504.wav	0.6744	BY
162	Spectrogram 1	1	27016.708499340	27017.984786505	17.045	1636.364	14.2728	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	1.2763	BY
163	Spectrogram 1	1	27022.701704304	27023.499383782	17.045	1082.386	20.2660	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.7977	BY
164	Spectrogram 1	1	27023.890971889	27024.811929105	17.045	1090.909	21.4553	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.9210	BY
165	Spectrogram 1	1	27025.259765422	27025.549830687	59.659	1022.727	22.8241	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.2901	B
166	Spectrogram 1	1	27026.427278112	27026.688336851	34.091	1014.205	23.9916	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.2611	B
167	Spectrogram 1	1	27026.956647220	27027.174196169	76.705	1125.000	24.5210	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.2175	B
168	Spectrogram 1	1	27029.064227360	27029.426808941	17.045	1210.227	26.6286	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.3626	B
169	Spectrogram 1	1	27030.093959050	27030.427534104	42.614	1133.523	27.6583	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.3336	B
170	Spectrogram 1	1	27080.013645236	27080.564769239	0.000	1056.818	77.5780	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518185004.wav	7266.230518185004.wav	0.5511	B
171	Spectrogram 1	1	28024.785159500	28024.973701922	17.045	1150.568	122.2303	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.1885	B
172	Spectrogram 1	1	28027.765580094	28027.939619253	0.000	894.886	125.2108	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.1740	B
173	Spectrogram 1	1	28028.215181255	28028.381968782	25.568	894.886	125.6603	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.1668	B
174	Spectrogram 1	1	28029.106580797	28029.657704800	25.568	1363.636	126.5517	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.5511	BY
175	Spectrogram 1	1	28029.882505380	28030.912237070	8.523	1448.864	127.3277	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	1.0297	BY
176	Spectrogram 1	1	28057.257122566	28057.851756359	25.568	1670.455	154.7023	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.5946	BY
177	Spectrogram 1	1	28062.103844911	28062.314142228	42.614	1005.682	159.5490	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.2103	B
178	Spectrogram 1	1	28063.387383707	28063.807978341	8.523	1065.341	160.8326	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518190504.wav	7266.230518190504.wav	0.4206	B
179	Spectrogram 1	1	28236.398963183	28236.609260500	0.000	903.409	33.7948	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191004.wav	7266.230518191004.wav	0.2103	B
180	Spectrogram 1	1	28400.363451304	28400.653516568	187.500	980.114	197.7593	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191004.wav	7266.230518191004.wav	0.2901	B
181	Spectrogram 1	1	28439.630720780	28439.884527887	144.886	980.114	237.0266	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191004.wav	7266.230518191004.wav	0.2538	B
182	Spectrogram 1	1	28447.653192155	28448.233322684	25.568	903.409	245.0490	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191004.wav	7266.230518191004.wav	0.5801	B
183	Spectrogram 1	1	28487.593999289	28487.811548238	17.045	724.432	284.9898	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191004.wav	7266.230518191004.wav	0.2175	B
184	Spectrogram 1	1	28599.488762763	28600.663527085	0.000	937.500	96.8729	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191504.wav	7266.230518191504.wav	1.1748	BY
185	Spectrogram 1	1	28799.228063648	28799.532632176	16.949	525.424	296.6122	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191504.wav	7266.230518191504.wav	0.3046	B
186	Spectrogram 1	1	28799.771936019	28799.945975178	50.847	466.102	297.1561	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191504.wav	7266.230518191504.wav	0.1740	B
187	Spectrogram 1	1	28800.236040443	28800.794416077	16.949	474.576	297.6202	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518191504.wav	7266.230518191504.wav	0.5584	B
188	Spectrogram 1	1	28831.581630181	28832.190767237	8.475	1457.627	28.9466	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518192004.wav	7266.230518192004.wav	0.6091	BY
189	Spectrogram 1	1	29464.459785910	29464.742599544	0.000	847.458	61.7473	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518193005.wav	7266.230518193005.wav	0.2828	B
190	Spectrogram 1	1	29647.964665155	29648.203968999	0.000	1067.797	245.2522	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518193005.wav	7266.230518193005.wav	0.2393	B
191	Spectrogram 1	1	29648.588305474	29650.132903009	33.898	1423.729	245.8758	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518193005.wav	7266.230518193005.wav	1.5446	BY
192	Spectrogram 1	1	30136.718792597	30137.161142126	42.373	1220.339	133.9133	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518194005.wav	7266.230518194005.wav	0.4423	B
193	Spectrogram 1	1	30325.927894208	30326.362992105	50.847	1279.661	23.0957	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518194505.wav	7266.230518194505.wav	0.4351	BY
194	Spectrogram 1	1	30487.767730842	30487.978028159	42.373	610.169	184.9356	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518194505.wav	7266.230518194505.wav	0.2103	B
195	Spectrogram 1	1	30491.407153108	30492.139567901	0.000	1406.780	188.5750	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518194505.wav	7266.230518194505.wav	0.7324	BY
196	Spectrogram 1	1	30544.112418289	30544.569271080	8.475	1228.814	241.2802	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518194505.wav	7266.230518194505.wav	0.4569	B
197	Spectrogram 1	1	30751.756808782	30752.445713786	16.949	1466.102	148.8298	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195005.wav	7266.230518195005.wav	0.6889	BY
198	Spectrogram 1	1	30747.877185867	30748.624103924	0.000	1305.085	144.9502	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195005.wav	7266.230518195005.wav	0.7469	BY
199	Spectrogram 1	1	30754.065227252	30757.850578956	0.000	1779.661	151.1382	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195005.wav	7266.230518195005.wav	3.7854	BY
200	Spectrogram 1	1	30987.110610761	30987.494947237	0.000	1864.407	84.1369	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195505.wav	7266.230518195505.wav	0.3843	BY
201	Spectrogram 1	1	30992.018977787	30992.512088737	8.475	1237.288	89.0453	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195505.wav	7266.230518195505.wav	0.4931	B
202	Spectrogram 1	1	30995.071914698	30995.789826228	25.424	1271.186	92.0982	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195505.wav	7266.230518195505.wav	0.7179	BY
203	Spectrogram 1	1	31124.740524810	31125.306152076	0.000	983.051	221.7669	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518195505.wav	7266.230518195505.wav	0.5656	BY
204	Spectrogram 1	1	32259.146724187	32259.850132454	0.000	1432.203	156.0654	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518201505.wav	7266.230518201505.wav	0.7034	BY
205	Spectrogram 1	1	32260.364998299	32260.640560300	42.373	932.203	157.2837	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518201505.wav	7266.230518201505.wav	0.2756	B
206	Spectrogram 1	1	32261.119167987	32261.358471830	33.898	830.508	158.0378	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518201505.wav	7266.230518201505.wav	0.2393	B
207	Spectrogram 1	1	32261.547014252	32261.793569727	33.898	872.881	158.4657	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518201505.wav	7266.230518201505.wav	0.2466	B
208	Spectrogram 1	1	32415.291012818	32418.554247046	76.271	1211.864	12.1805	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518202005.wav	7266.230518202005.wav	3.2632	BY
209	Spectrogram 1	1	32433.840024068	32437.023490348	25.424	1906.780	30.7295	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518202005.wav	7266.230518202005.wav	3.1835	BY
210	Spectrogram 1	1	33060.712300332	33062.032097286	8.475	1415.254	57.5120	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	1.3198	BY
211	Spectrogram 1	1	33064.311742038	33067.197891422	0.000	2042.373	61.1114	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	2.8861	BY
212	Spectrogram 1	1	33070.113047332	33070.867217020	33.898	1932.203	66.9127	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.7542	BY
213	Spectrogram 1	1	33136.193459862	33136.382002284	8.475	711.864	132.9931	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.1885	B
214	Spectrogram 1	1	33137.230443183	33137.455243763	0.000	754.237	134.0301	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.2248	B
215	Spectrogram 1	1	33138.492227084	33138.717027664	16.949	745.763	135.2919	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.2248	B
216	Spectrogram 1	1	33139.754010986	33140.305134988	25.424	1076.271	136.5537	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.5511	BY
217	Spectrogram 1	1	33140.849007360	33142.567644053	0.000	1466.102	137.6487	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	1.7186	BY
218	Spectrogram 1	1	33144.769438289	33145.168278028	0.000	737.288	141.5691	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.3988	B
219	Spectrogram 1	1	33146.306784191	33146.575094561	0.000	813.559	143.1064	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.2683	B
220	Spectrogram 1	1	33149.720900972	33150.177753764	25.424	1076.271	146.5206	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.4569	B
221	Spectrogram 1	1	33150.591096766	33150.888413662	0.000	711.864	147.3908	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.2973	B
222	Spectrogram 1	1	33151.381524612	33151.773112719	50.847	906.780	148.1812	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.3916	B
223	Spectrogram 1	1	33152.048674721	33152.404004670	0.000	881.356	148.8483	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.3553	B
224	Spectrogram 1	1	33156.158738078	33156.419796817	25.424	915.254	152.9584	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518203005.wav	7266.230518203005.wav	0.2611	B
225	Spectrogram 1	1	33970.446351603	33970.975720711	330.508	1355.932	67.1459	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518204505.wav	7266.230518204505.wav	0.5294	BY
226	Spectrogram 1	1	34051.483688970	34052.295871711	50.847	1559.322	148.1832	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518204505.wav	7266.230518204505.wav	0.8122	BY
227	Spectrogram 1	1	34052.876002241	34053.122557716	25.424	813.559	149.5755	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518204505.wav	7266.230518204505.wav	0.2466	B
228	Spectrogram 1	1	34078.547136708	34079.156273764	0.000	1262.712	175.2466	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518204505.wav	7266.230518204505.wav	0.6091	BY
229	Spectrogram 1	1	34142.488897339	34143.301080080	0.000	1703.390	239.1884	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518204505.wav	7266.230518204505.wav	0.8122	BY
230	Spectrogram 1	1	34244.752312586	34244.969861535	8.475	1364.407	41.3636	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.2175	B
231	Spectrogram 1	1	34353.954932023	34354.680095185	33.898	1838.983	150.5663	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.7252	BY
232	Spectrogram 1	1	34388.498822763	34388.658358658	8.475	703.390	185.1102	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.1595	B
233	Spectrogram 1	1	34389.390773452	34390.862854670	0.000	1449.153	186.0021	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	1.4721	BY
234	Spectrogram 1	1	34424.212378289	34424.444430500	0.000	1627.119	220.8237	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.2321	B
235	Spectrogram 1	1	34424.763502292	34424.944793082	0.000	847.458	221.3748	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.1813	B
236	Spectrogram 1	1	34427.030002651	34428.487580606	0.000	1788.136	223.6413	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	1.4576	BY
237	Spectrogram 1	1	34456.045100317	34457.321387481	0.000	1635.593	252.6564	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	1.2763	B
238	Spectrogram 1	1	34457.589697851	34458.017544116	0.000	1491.525	254.2010	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.4278	B
239	Spectrogram 1	1	34458.256847960	34458.844230121	0.000	1389.831	254.8682	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.5874	BY
240	Spectrogram 1	1	34459.018269280	34459.757935704	0.000	1372.881	255.6296	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.7397	B
241	Spectrogram 1	1	34469.117351046	34469.284138573	0.000	1110.169	265.7287	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.1668	B
242	Spectrogram 1	1	34470.603935528	34471.553899270	0.000	1601.695	267.2153	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.9500	BY
243	Spectrogram 1	1	34472.332456277	34472.608018278	262.712	957.627	268.9438	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.2756	B
244	Spectrogram 1	1	34473.035864544	34473.652253231	177.966	1355.932	269.6472	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.6164	B
245	Spectrogram 1	1	34474.739997974	34475.240360555	186.441	1406.780	271.3513	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.5004	B
246	Spectrogram 1	1	34475.566683978	34476.241085719	152.542	1466.102	272.1780	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.6744	B
247	Spectrogram 1	1	34478.029145892	34478.725302527	161.017	1576.271	274.6405	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205005.wav	7266.230518205005.wav	0.6962	B
248	Spectrogram 1	1	34507.939626789	34508.142672474	118.644	1491.525	4.5541	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.2030	B
249	Spectrogram 1	1	34508.570518740	34509.738031430	0.000	1279.661	5.1850	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	1.1675	BY
250	Spectrogram 1	1	34748.048061044	34749.824710790	0.000	1084.746	244.6626	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	1.7766	BY
251	Spectrogram 1	1	34772.770567385	34773.067884281	0.000	991.525	269.3851	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.2973	B
252	Spectrogram 1	1	34773.292684861	34773.611756652	0.000	1050.847	269.9072	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.3191	B
253	Spectrogram 1	1	34774.010596391	34774.365926340	0.000	991.525	270.6251	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.3553	B
254	Spectrogram 1	1	34775.453671083	34775.888768980	0.000	957.627	272.0682	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.4351	B
255	Spectrogram 1	1	34777.310088777	34777.730683411	0.000	932.203	273.9246	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.4206	B
256	Spectrogram 1	1	34780.611163814	34781.017255185	0.000	822.034	277.2257	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.4061	B
257	Spectrogram 1	1	34785.149527168	34785.570121802	8.475	1050.847	281.7640	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518205505.wav	7266.230518205505.wav	0.4206	B
258	Spectrogram 1	1	34806.306509920	34806.611078448	59.322	932.203	2.8478	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210005.wav	7266.230518210005.wav	0.3046	B
259	Spectrogram 1	1	34828.766586657	34829.063903553	0.000	694.915	25.3079	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210005.wav	7266.230518210005.wav	0.2973	B
260	Spectrogram 1	1	34835.772396657	34836.330772292	0.000	1177.966	32.3137	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210005.wav	7266.230518210005.wav	0.5584	BY
261	Spectrogram 1	1	34847.819114598	34850.023610609	0.000	1813.559	44.3604	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210005.wav	7266.230518210005.wav	2.2045	BY
262	Spectrogram 1	1	34851.053342299	34851.676982618	0.000	1203.390	47.5947	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210005.wav	7266.230518210005.wav	0.6236	B
263	Spectrogram 1	1	35142.522849920	35142.943444554	0.000	1067.797	39.0472	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518210505.wav	7266.230518210505.wav	0.4206	B
264	Spectrogram 1	1	36266.779836236	36266.997385185	0.000	1177.966	263.1928	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212005.wav	7266.230518212005.wav	0.2175	B
265	Spectrogram 1	1	36270.265352852	36270.852735013	0.000	1220.339	266.6784	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212005.wav	7266.230518212005.wav	0.5874	BY
266	Spectrogram 1	1	36309.458341169	36312.235716079	0.000	1254.237	5.8142	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	2.7774	BY
267	Spectrogram 1	1	36336.794867005	36336.947151269	0.000	635.593	33.1507	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.1523	B
268	Spectrogram 1	1	36337.302481218	36337.469268745	0.000	1211.864	33.6583	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.1668	B
269	Spectrogram 1	1	36337.911618274	36338.114663959	8.475	711.864	34.2674	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.2030	B
270	Spectrogram 1	1	36343.161799565	36344.655635678	0.000	1432.203	39.5176	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	1.4938	BY
271	Spectrogram 1	1	36339.441712545	36340.964555185	0.000	1516.949	35.7975	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	1.5228	BY
272	Spectrogram 1	1	36486.028276281	36486.325593177	50.847	1042.373	182.3841	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.2973	B
273	Spectrogram 1	1	36488.595353874	36489.095716455	0.000	1322.034	184.9512	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.5004	B
274	Spectrogram 1	1	36516.449415540	36516.935274859	0.000	915.254	212.8053	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.4859	B
275	Spectrogram 1	1	36517.479147230	36517.928748390	0.000	677.966	213.8350	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.4496	B
276	Spectrogram 1	1	36518.639408289	36518.835202342	50.847	889.831	214.9952	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.1958	B
277	Spectrogram 1	1	36520.154999297	36520.553839036	0.000	1805.085	216.5108	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.3988	B
278	Spectrogram 1	1	36520.749633089	36521.380525040	0.000	1584.746	217.1055	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.6309	B
279	Spectrogram 1	1	36521.982410464	36522.344992045	0.000	1601.695	218.3382	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518212505.wav	7266.230518212505.wav	0.3626	BY
280	Spectrogram 1	1	37222.837165757	37223.294018549	0.000	872.881	19.1063	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.4569	B
281	Spectrogram 1	1	37224.309246975	37224.570305714	25.424	593.220	20.5784	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.2611	B
282	Spectrogram 1	1	37225.687056983	37226.397716881	8.475	1567.797	21.9562	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.7107	BY
283	Spectrogram 1	1	37239.627948367	37240.092052790	33.898	779.661	35.8971	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.4641	B
284	Spectrogram 1	1	37241.158042638	37242.680885278	0.000	1711.864	37.4272	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	1.5228	BY
285	Spectrogram 1	1	37255.629273394	37255.919338658	0.000	593.220	51.8984	D:\ringed-seal-data\Ulu_2023_St5_Site65\7266.230518214005.wav	7266.230518214005.wav	0.2901	B
