Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species	Ship?	Ship Size	Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
934	Spectrogram 1	1	17589.78	17593.9507	0.78	90.2	1515	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	Very clear - a few barks and a yelp	RS			Very clear - a few barks and a yelp	X	-	-	-	-	S	
935	Spectrogram 1	1	17619.89	17621.3047	30.89	156.3	1106.2	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	"bark, yelp"	WH. It is very faint.	RS				X	-	-	-	-	S	
936	Spectrogram 1	1	17780.27697	17780.57591	191.277	132.3	751.5	DS3B__0__20181023_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_070355.wav	Y	bark	Bark	RS			Bark	Y	1	0	X	B	-	
943	Spectrogram 1	1	17872.335	17873.6398	21.335	114.2	1286.6	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
944	Spectrogram 1	1	17865.933	17866.58489	14.933	114.2	727.5	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	2	0	X	B	-	
945	Spectrogram 1	1	17878.32585	17879.2321	27.3259	96.2	913.8	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				X	-	-	-	-	S	
946	Spectrogram 1	1	17884.58784	17885.3415	33.5878	228.5	949.9	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				Y	1	1	X	BY	-	
947	Spectrogram 1	1	17906.098	17907.9516	55.098	102.2	1022	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	Barks - very clear	RS			Barks - very clear	X	-	-	-	-	S	
948	Spectrogram 1	1	17911.171	17920.5125	60.171	138.3	1268.5	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	good series	RS				X	-	-	-	-	S	
949	Spectrogram 1	1	17922.024	17929.5728	71.024	84.2	859.7	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	S	
950	Spectrogram 1	1	17936.02445	17936.28199	85.0244	113.372	811.047	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	1	0	X	B	-	Borderline too faint
951	Spectrogram 1	1	17938.42361	17939.01407	87.4236	102.2	679.4	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				Y	1	0	X	B	-	
952	Spectrogram 1	1	17946.122	17958.8293	95.122	126.3	1010	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	S	
953	Spectrogram 1	1	17962.366	17965.244	111.366	132.3	1292.6	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark		RS				X	-	-	-	-	S	
954	Spectrogram 1	1	17969.899	17974.4112	118.899	48.1	1196.4	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
955	Spectrogram 1	1	17991.63	17992.191	140.63	144.3	1725.5	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. it sounds weird	RS				Y	1	0	X	B	-	
956	Spectrogram 1	1	18001.838	18022.2283	150.838	24	986	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. They look different from the typical barks	RS				X	-	-	-	-	S	
957	Spectrogram 1	1	18027.557	18031.9229	176.557	48.1	992	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH. they look and sound different	RS				X	-	-	-	-	S	
958	Spectrogram 1	1	18039.117	18050.2146	188.117	132.3	1106.2	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	S	
959	Spectrogram 1	1	18055.238	18059.9941	204.238	84.2	859.7	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	S	
960	Spectrogram 1	1	18064.299	18068.0917	213.299	114.2	986	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	bark	WH	RS				X	-	-	-	-	S	
961	Spectrogram 1	1	18076.019	18076.9093	225.019	162.3	961.9	DS3B__0__20181023_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_100355.wav	Y	"bark, yelp"		RS				Y	1	1	X	BY	-	
962	Spectrogram 1	1	18176.707	18178.09257	63.707	54.1	787.6	DS3B__0__20181023_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181023_120355.wav	Y	bark		RS				X	-	-	-	-	S	
966	Spectrogram 1	1	18627.354	18628.7808	252.354	258.5	961.9	DS3B__0__20181024_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_000355.wav	Y	bark		RS				X	-	-	-	-	S	
968	Spectrogram 1	1	18649.44048	18650.3536	12.4405	168.3	697.4	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	bark		RS				X	3	0	X	B	-	Too faint
971	Spectrogram 1	1	18814.729	18819.5948	177.729	180.4	1677.4	DS3B__0__20181024_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
974	Spectrogram 1	1	19088.598	19090.9882	189.598	42.1	986	DS3B__0__20181024_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_080355.wav	Y	bark	Barks - clear	RS			Barks - clear	X	-	-	-	-	S	
976	Spectrogram 1	1	19396.44645	19397.71529	235.4464	42.1	986	DS3B__0__20181024_130355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181024_130355.wav	Y	bark	WH. they are weird though. They don't look very defined.	RS				Y	4	0	X	B	-	Borderline too faint
982	Spectrogram 1	1	19556.768	19557.2192	133.768	66.1	1214.4	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark	Double bark	RS			Double bark	Y	2	0	X	B	-	
983	Spectrogram 1	1	19675.354	19678.6588	252.354	90.2	1996	DS3B__0__20181026_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_030355.wav	Y	bark		RS				Y	-	-	-	-	S	
985	Spectrogram 1	1	19787.878	19788.1707	102.878	132.3	745.5	DS3B__0__20181026_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_070355.wav	Y	bark		RS				Y	1	0	X	B	-	
986	Spectrogram 1	1	20094.902	20108.3289	147.902	150.3	1214.4	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				X	-	-	-	-	S	
987	Spectrogram 1	1	20114.207	20115.7436	167.207	96.2	751.5	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				X	-	-	-	-	S	
988	Spectrogram 1	1	20118.939	20132.4634	171.939	102.2	1196.4	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series. Good and clear.	RS				X	-	-	-	-	S	
989	Spectrogram 1	1	20149.5	20156.3659	202.5	144.3	986	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	good series	RS				X	-	-	-	-	S	
991	Spectrogram 1	1	20168.049	20168.5368	221.049	132.3	799.6	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	bark		RS				Y	1	0	X	B	-	
992	Spectrogram 1	1	20177.939	20187.3415	230.939	96.2	1370.7	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	S	
993	Spectrogram 1	1	20190.049	20202.26355	243.049	61.047	1827.7	DS3B__0__20181026_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_080355.wav	Y	"bark, yelp"	Last two sounds are not vocalizations	RS				X	-	-	-	-	S	
995	Spectrogram 1	1	20333.76046	20335.3047	124.7605	0	1322.6	DS3B__0__20181026_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_110355.wav	Y	bark	faint	RS				Y	2	2	X	BY	-	Borderline too faint
996	Spectrogram 1	1	20586.415	20587.8663	115.415	264.5	751.5	DS3B__0__20181026_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_170355.wav	Y	"bark, yelp"		RS				Y	1	2	X	BY	-	
997	Spectrogram 1	1	20788.842	20789.72	55.842	30.1	1581.2	DS3B__0__20181026_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181026_200355.wav	Y	bark		RS				Y	1	1	X	BY	-	Good
999	Spectrogram 1	1	21007.878	21009.6463	12.878	24	967.9	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks - clear	RS			Barks - clear	X	-	-	-	-	S	
1000	Spectrogram 1	1	21013.622	21016.1463	18.622	66.1	907.8	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks	X	-	-	-	-	S	
1001	Spectrogram 1	1	21035.232	21039.0979	40.232	0	1731.5	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	bark	Barks	RS			Barks	X	-	-	-	-	S	
1002	Spectrogram 1	1	21138.36	21202.2548	143.36	30.1	2308.6	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	very long series. Good quality.	RS			Clear	X	-	-	-	-	S	
1003	Spectrogram 1	1	21213.911	21222.6793	218.911	0	1731.5	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1004	Spectrogram 1	1	21228.106	21245.0378	233.106	6	1845.7	DS3B__0__20181027_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181027_050355.wav	Y	"bark, yelp"	series	RS				X	-	-	-	-	S	
1020	Spectrogram 1	1	21439.96835	21449.8295	182.9684	0	1280.6	DS3B__0__20181028_130355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_130355.wav	Y	"bark, yelp"	quiet	RS				X	-	-	-	-	S	
1024	Spectrogram 1	1	21544.476	21544.9028	25.476	294.6	637.3	DS3B__0__20181028_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark		RS				Y	1	0	X	B	-	
1026	Spectrogram 1	1	21689.659	21690.2932	170.659	72.3	1379.5	DS3B__0__20181028_170355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181028_170355.wav	Y	bark	poor	RS				X	0	0	X	-	-	Not a bark - water
1033	Spectrogram 1	1	21835.963	21836.5972	54.963	18	1875	DS3B__0__20181029_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_040355.wav	Y	bark		RS				Y	1	0	X	B	-	
1034	Spectrogram 1	1	22064.5	22066.3171	21.5	162.3	865.7	DS3B__0__20181029_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark		RS				X	-	-	-	-	S	
1035	Spectrogram 1	1	22218.16403	22221.2071	175.164	96.2	1268.5	DS3B__0__20181029_070355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_070355.wav	Y	bark	distorted	RS				X	-	-	-	-	S	
1037	Spectrogram 1	1	22316.195	22317.9877	11.195	126.3	697.4	DS3B__0__20181029_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_110355.wav	Y	bark	several barks mushed together	RS			Very clear	Y	3	0	X	B	-	
1038	Spectrogram 1	1	22631.305	22631.8416	64.305	78.2	649.3	DS3B__0__20181029_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS				Y	1	0	X	B	-	
1040	Spectrogram 1	1	22756.95835	22757.5085	189.9584	120.2	865.7	DS3B__0__20181029_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_120355.wav	Y	bark		RS				Y	1	0	X	B	-	
1042	Spectrogram 1	1	23014.51758	23015.0855	185.5176	120.2	883.8	DS3B__0__20181029_150355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_150355.wav	Y	bark		RS				Y	1	0	X	B	-	
1045	Spectrogram 1	1	23104.207	23104.7802	13.207	48.1	793.6	DS3B__0__20181029_210355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_210355.wav	Y	bark	distorted	RS				Y	1	0	X	B	-	
1046	Spectrogram 1	1	23447.646	23457.9265	94.646	96.2	1334.7	DS3B__0__20181029_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181029_220355.wav	Y	"bark, yelp"	distorted	RS				X	-	-	-	-	S	
1048	Spectrogram 1	1	23625.30966	23626.51778	10.3097	102.2	1557.1	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	bark		RS				Y	3	1	X	BY	-	
1049	Spectrogram 1	1	23633.915	23634.8784	18.915	222.4	998	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	1	X	BY	-	
1050	Spectrogram 1	1	23705.829	23706.6217	90.829	108.2	961.9	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	2	0	X	BY	-	Too faint
1052	Spectrogram 1	1	23730.11	23732.19827	115.11	168.3	1082.2	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	4	5	X	BY	-	
1053	Spectrogram 1	1	23746.073	23746.8047	131.073	144.3	1557.1	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	2	X	BY	-	
1057	Spectrogram 1	1	23820.98519	23822.22891	205.9852	144.3	1593.2	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				Y	2	1	X	BY	-	
1058	Spectrogram 1	1	23838.646	23840.2558	223.646	234.5	1298.6	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1062	Spectrogram 1	1	23867.128	23876.6402	252.128	264.5	1599.2	DS3B__0__20181030_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_010355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1065	Spectrogram 1	1	24064.63585	24065.00645	187.6358	444.9	1226.5	DS3B__0__20181030_030355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_030355.wav	Y	bark		RS				Y	1	0	X	B	-	
1069	Spectrogram 1	1	24243.354	24244.8174	104.354	102.2	1124.2	DS3B__0__20181030_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1070	Spectrogram 1	1	24293.4508	24293.83397	154.4508	0	697.4	DS3B__0__20181030_050355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_050355.wav	Y	bark		RS				Y	1	0	X	B	-	
1071	Spectrogram 1	1	24511.00662	24511.36466	110.0066	78.2	1485	DS3B__0__20181030_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_060355.wav	Y	"bark, yelp"		RS				Y	1	0	X	B	-	
1078	Spectrogram 1	1	24816.085	24818.0972	153.085	108.2	1304.6	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS				X	1	2	X	BY	-	Too faint
1079	Spectrogram 1	1	24822.037	24823.3784	159.037	24	1370.7	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	faint	RS				X	-	-	-	-	S	
1082	Spectrogram 1	1	24902.59428	24903.1282	239.5943	372.7	1521	DS3B__0__20181030_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_100355.wav	Y	"bark, yelp"	Is there a bark after the yelp?	RS				Y	1	1	X	BY	-	
1094	Spectrogram 1	1	24949.524	24950.1825	24.524	120.2	787.6	DS3B__0__20181030_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark	masked by a weird sound	RS				X	-	-	-	-	-	Not a bark
1095	Spectrogram 1	1	24968.476	24972.1833	43.476	96.2	835.7	DS3B__0__20181030_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_160355.wav	Y	bark		RS				?						This sounds a lot like the noise surrounding - is surrounding barks then too?
1098	Spectrogram 1	1	25359.439	25362.2073	172.439	48.1	1112.2	DS3B__0__20181030_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181030_200355.wav	Y	"bark, yelp"		RS				X	0	4	X	Y	-	
1103	Spectrogram 1	1	25686.36379	25687.29343	237.3638	90.2	1665.3	DS3B__0__20181031_010355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_010355.wav	Y	"bark, yelp"	Yelp-bark	RS			Yelp-bark	Y	2	1	X	BY	-	
1106	Spectrogram 1	1	25752.59634	25753.46946	41.5963	0	871.7	DS3B__0__20181031_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_020355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1111	Spectrogram 1	1	26121.024	26122.3533	148.024	138.6	2006	DS3B__0__20181031_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS				X	-	-	-	-	S	
1114	Spectrogram 1	1	26226.97711	26227.29119	253.9771	78.3	1307.2	DS3B__0__20181031_100355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_100355.wav	Y	bark		RS				Y	1	0	X	B	-	
1116	Spectrogram 1	1	26461.23198	26461.43926	226.232	0	975.9	DS3B__0__20181031_110355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_110355.wav	Y	bark	faint	RS				Y	1	0	X	B	-	Borderline too faint
1131	Spectrogram 1	1	26579.20903	26579.41632	82.209	84.2	961.9	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	Good
1133	Spectrogram 1	1	26633.69593	26634.1105	136.6959	132.3	823.6	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	Borderline too faint
1134	Spectrogram 1	1	26637.915	26638.14089	140.915	102.2	799.6	DS3B__0__20181031_220355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_220355.wav	Y	bark		RS				Y	1	0	X	B	-	
1135	Spectrogram 1	1	26868.037	26872.9882	109.037	18	1094.2	DS3B__0__20181031_230355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181031_230355.wav	Y	"bark, yelp"		RS				X	-	-	-	-	S	
1142	Spectrogram 1	1	2956.7842	2957.44894	63.7842	84.034	1336.134	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	1	1	X	BY	344	
1143	Spectrogram 1	1	2957.709	2958.222006	64.709	67.227	1277.311	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	1	1	X	BY	344	
1144	Spectrogram 1	1	2958.3232	2959.016842	65.3232	58.824	1218.487	DS3B__0__20180905_000354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20180905_000354.wav								Y	2	1	X	BY	344	
1146	Spectrogram 1	1	3996.17	3996.589075	51.17	84.034	1008.403	DS3B__0__20181011_020354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181011_020354.wav								Y	2	0	X	B	-	Not previously annotated
1147	Spectrogram 1	1	4380.1187	4380.595579	172.1187	168.067	1957.983	DS3B__0__20181011_060354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181011_060354.wav								Y	2	0	X	B	-	Not previously annotated
1148	Spectrogram 1	1	4935.1439	4935.541299	201.1439	176.471	1184.874	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	-	Not previously annotated
1149	Spectrogram 1	1	4935.9676	4936.581762	201.9676	109.244	1042.017	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	608	
1150	Spectrogram 1	1	4936.7912	4937.325882	202.7912	109.244	1075.63	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	1	X	BY	608	
1151	Spectrogram 1	1	4937.4849	4938.453108	203.4849	100.84	1159.664	DS3B__0__20181012_110354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_110354.wav								Y	1	2	X	BY	608	
1154	Spectrogram 1	1	5515.3713	5515.580838	255.3713	243.697	848.739	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1155	Spectrogram 1	1	5516.2672	5516.628472	256.2672	252.101	1117.647	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1156	Spectrogram 1	1	5516.8236	5517.430536	256.8236	235.294	1100.84	DS3B__0__20181012_140354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181012_140354.wav								Y	1	0	X	B	614	
1157	Spectrogram 1	1	5761.09	5761.313988	238.09	151.261	882.353	DS3B__0__20181014_040354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_040354.wav								Y	1	0	X	B	649	Borderline too faint
1158	Spectrogram 1	1	5761.8414	5762.137643	238.8414	151.261	1042.017	DS3B__0__20181014_040354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_040354.wav								Y	1	0	X	B	649	Borderline too faint
1160	Spectrogram 1	1	6581.6919	6582.241033	6.6919	319.328	1134.454	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	1	1	X	BY	673	
1161	Spectrogram 1	1	6582.4217	6582.804648	7.4217	310.924	1218.487	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	1	1	X	BY	673	Too faint
1162	Spectrogram 1	1	6648.1172	6648.507373	73.1172	352.941	840.336	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
1163	Spectrogram 1	1	6650.097	6650.566653	75.097	369.748	1184.874	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
1164	Spectrogram 1	1	6652.2791	6652.474187	77.2791	478.992	731.092	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								X	0	1	X	Y	-	Not prev annotated
1165	Spectrogram 1	1	6643.5195	6644.075858	68.5195	58.824	957.983	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	1	2	X	BY	675	Good
1166	Spectrogram 1	1	6644.5888	6646.496314	69.5888	58.824	1016.807	DS3B__0__20181014_170354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181014_170354.wav								Y	5	6	X	BY	675	Good
1167	Spectrogram 1	1	7708.9956	7709.183461	81.9956	84.034	873.95	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1168	Spectrogram 1	1	7710.5996	7710.924745	83.5996	84.034	857.143	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1169	Spectrogram 1	1	7711.2933	7711.575092	84.2933	92.437	840.336	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	703	Borderline too faint
1170	Spectrogram 1	1	7714.3023	7714.63467	87.3023	25.21	1058.824	DS3B__0__20181015_090354.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181015_090354.wav								Y	1	0	X	B	704	
