Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
306	Spectrogram 1	1	38470.33651	38470.79796	469.697	984.848	X	0	2	X	Y		
307	Spectrogram 1	1	38477.2579	38477.47775	507.576	886.364	X	0	1	X	Y		
308	Spectrogram 1	1	38495.5506	38495.96518	666.667	1257.576	X	0	1	X	Y		
309	Spectrogram 1	1	38496.40487	38496.85714	643.939	1212.121	X	0	1	X	Y		
310	Spectrogram 1	1	38583.23485	38583.46098	719.697	1136.364	X	0	1	X	Y		
311	Spectrogram 1	1	39254.24935	39254.5383	1189.394	1825.758	X	0	1	X	Y		
312	Spectrogram 1	1	39255.80714	39256.00186	992.424	1454.545	X	0	1	X	Y		
313	Spectrogram 1	1	39258.09357	39258.33227	1045.455	1431.818	X	0	1	X	Y		
314	Spectrogram 1	1	39260.21041	39260.38001	1181.818	1606.061	X	0	1	X	Y		
315	Spectrogram 1	1	39253.3197	39253.57096	1484.848	1954.545	X	0	1	X	Y		
316	Spectrogram 1	1	39314.41018	39314.61119	840.909	1128.788	X	0	1	X	Y		
318	Spectrogram 1	1	41098.99958	41099.37647	393.939	803.03	X	0	1	X	Y		
319	Spectrogram 1	1	41114.39417	41114.67056	265.152	818.182	X	0	1	Y	Y		
320	Spectrogram 1	1	41118.33391	41118.66682	1037.879	1500	X	0	1	X	Y		
321	Spectrogram 1	1	41220.23854	41221.1305	0	1893.939	Y	1	1	X	BY	GOOD	
322	Spectrogram 1	1	41225.41298	41226.8263	68.182	1840.909	Y	2	2	X	BY		
323	Spectrogram 1	1	41231.61235	41234.12492	30.303	2212.121	Y	3	2	X	BY		
324	Spectrogram 1	1	41239.4424	41240.05798	636.364	1704.545	X	0	1	X	Y		
325	Spectrogram 1	1	41247.61701	41249.14967	15.152	2083.333	Y	1	2	X	BY		
326	Spectrogram 1	1	41251.43367	41251.87337	643.939	2015.152	X	0	1	X	Y		
327	Spectrogram 1	1	41269.49697	41269.8236	969.697	1621.212	X	0	1	X	Y		
328	Spectrogram 1	1	41273.38711	41274.07806	60.606	2151.515	Y	1	1	X	BY		
329	Spectrogram 1	1	41274.46745	41274.9574	121.212	1946.97	X	0	1	X	Y		
330	Spectrogram 1	1	41279.39917	41280.86274	98.485	1954.545	Y	1	2	X	BY		
331	Spectrogram 1	1	41283.99345	41285.29998	68.182	2212.121	Y	1	2	X	BY		
332	Spectrogram 1	1	41289.38199	41289.75888	250	1931.818	X	0	1	X	Y		
333	Spectrogram 1	1	41290.07923	41290.60687	159.091	1840.909	X	0	1	X	Y		
334	Spectrogram 1	1	41293.55285	41294.11817	234.848	1651.515	X	0	1	X	Y		
335	Spectrogram 1	1	41305.75183	41306.29203	15.152	2295.455	Y	1	1	X	BY		
336	Spectrogram 1	1	41306.70032	41307.2468	0	1787.879	Y	1	1	X	BY		
337	Spectrogram 1	1	41307.59856	41308.11364	22.727	1757.576	Y	1	1	X	BY		
338	Spectrogram 1	1	41308.42143	41308.87369	318.182	1272.727	X	0	1	X	Y		
339	Spectrogram 1	1	41309.02944	41309.81462	0	1409.091	Y	1	0	X	G		
340	Spectrogram 1	1	41309.88371	41310.11613	530.303	962.121	X	0	1	X	Y		
341	Spectrogram 1	1	41310.60607	41310.98924	507.576	1848.485	X	0	1	X	Y		
342	Spectrogram 1	1	41311.2719	41311.86864	643.939	1053.03	X	0	1	X	Y		
343	Spectrogram 1	1	41319.06346	41320.89764	22.727	1878.788	Y	2	0	X	G	VERY CLOSE	
344	Spectrogram 1	1	41322.36748	41322.6313	553.03	1015.152	X	0	1	X	Y	VERY CLOSE	
345	Spectrogram 1	1	43054.73521	43055.81562	7.576	363.636	Y	1	0	X	G		
346	Spectrogram 1	1	43822.87943	43823.08043	825.758	1280.303	X	0	1	X	Y		
347	Spectrogram 1	1	44081.35914	44081.66693	7.576	886.364	X	1	0	Y	B		
348	Spectrogram 1	1	44081.94332	44082.70337	7.576	924.242	Y	2	0	X	B		
349	Spectrogram 1	1	44082.94653	44083.17266	45.455	507.576	Y	1	0	X	B		
350	Spectrogram 1	1	45015.13039	45015.37537	0	1750	Y	1	0	X	B		
351	Spectrogram 1	1	45021.33665	45023.31529	68.182	1204.545	Y	2	3	X	BY		
352	Spectrogram 1	1	45024.17054	45025.28235	7.576	1378.788	Y	1	1	X	BY		
353	Spectrogram 1	1	45025.65924	45026.17431	0	1848.485	Y	1	1	X	BY		
354	Spectrogram 1	1	45288.06919	45288.96115	0	1386.364	Y	1	1	X	BY		
355	Spectrogram 1	1	45293.70218	45294.0665	515.152	765.152	X	0	1	X	Y		
356	Spectrogram 1	1	45416.54614	45417.2685	704.545	2325.758	X	0	1	X	Y		
357	Spectrogram 1	1	45916.44428	45916.65785	356.061	1446.97	X	0	1	X	Y		
358	Spectrogram 1	1	45937.44546	45937.69671	386.364	1128.788	X	0	1	X	Y		
359	Spectrogram 1	1	45940.80601	45941.08239	234.848	1022.727	X	0	1	X	Y		
360	Spectrogram 1	1	45969.29942	45969.5444	325.758	1037.879	X	0	1	X	Y		
361	Spectrogram 1	1	45975.32481	45975.6012	348.485	2030.303	X	0	1	X	Y		
362	Spectrogram 1	1	45983.73676	45985.0747	204.545	969.697	X	0	1	X	Y		
363	Spectrogram 1	1	45987.75686	45988.41641	287.879	863.636	X	0	2	X	Y		
364	Spectrogram 1	1	45991.76169	45992.11973	371.212	1015.152	X	0	1	X	Y		
365	Spectrogram 1	1	45992.59711	45994.30566	30.303	818.182	Y	1	0	X	G		
366	Spectrogram 1	1	45998.8025	45999.26105	356.061	825.758	X	0	1	X	Y		
367	Spectrogram 1	1	46079.94867	46080.2062	393.939	977.273	X	0	1	X	Y		
368	Spectrogram 1	1	46090.52073	46091.11747	0	1515.152	Y	1	1	X	BY		
369	Spectrogram 1	1	48198.33149	48198.70838	1250	1545.455	X	0	1	X	Y		
370	Spectrogram 1	1	50064.69153	50065.60861	0	545.455	Y	1	0	X	G		
371	Spectrogram 1	1	56099.1962	56099.86203	666.667	1393.939	X	0	1	X	Y		
372	Spectrogram 1	1	63520.32506	63520.72078	166.667	1128.788	X	0	1	X	Y		
373	Spectrogram 1	1	63846.96891	63847.21388	1227.273	1795.455	X	0	1	X	Y		
374	Spectrogram 1	1	68924.67067	68925.33022	0	477.273	Y	1	0	X	G		
375	Spectrogram 1	1	68926.1154	68926.37294	916.667	1363.636	X	0	1	X	Y		
376	Spectrogram 1	1	69414.58707	69414.83205	1083.333	1356.061	X	0	1	X	Y		
377	Spectrogram 1	1	69609.77111	69610.00352	0	454.545	Y	1	0	X	B		
378	Spectrogram 1	1	69610.35528	69611.68694	0	712.121	Y	1	0	X	G		
379	Spectrogram 1	1	70210.26215	70211.1918	0	325.758	Y	1	0	X	G		
380	Spectrogram 1	1	70295.16719	70295.77021	0	1022.727	Y	1	1	X	BY		
381	Spectrogram 1	1	70296.68729	70297.27146	0	1015.152	Y	1	1	X	BY		
382	Spectrogram 1	1	70988.89345	70989.86079	15.152	719.697	Y	1	0	X	G		
383	Spectrogram 1	1	71228.34278	71228.68826	1136.364	1575.758	X	0	1	X	Y		
384	Spectrogram 1	1	73290.17882	73290.66249	666.667	848.485	X	0	1	X	Y		
385	Spectrogram 1	1	76868.48227	76868.83403	962.121	1704.545	X	0	1	X	Y		
386	Spectrogram 1	1	76869.43077	76869.64433	954.545	1272.727	X	0	1	X	Y		
387	Spectrogram 1	1	76869.91443	76870.31016	871.212	1439.394	X	0	1	X	Y		
388	Spectrogram 1	1	79648.87828	79649.18607	1189.394	1560.606	X	0	1	X	Y		
389	Spectrogram 1	1	81123.51005	81124.20729	0	1280.303	X	1	1	Y	BY		
390	Spectrogram 1	1	81201.34941	81201.62579	840.909	1265.152	X	0	1	Y	Y		
391	Spectrogram 1	1	81204.9675	81205.25016	916.667	1371.212	X	0	1	Y	Y		
392	Spectrogram 1	1	81769.7459	81770.03485	1098.485	1568.182	X	0	1	Y	Y		
393	Spectrogram 1	1	81915.74602	81916.35532	651.515	1113.636	X	0	1	X	Y		
394	Spectrogram 1	1	82292.74467	82293.09643	878.788	1136.364	X	0	1	Y	Y		
395	Spectrogram 1	1	83662.51976	83662.75846	590.909	916.667	X	0	1	Y	Y		
396	Spectrogram 1	1	83667.40687	83669.94456	0	1621.212	Y	1	0	Y	G		
397	Spectrogram 1	1	85338.17207	85340.65322	0	1204.545	Y	4	4	X	BY		
398	Spectrogram 1	1	85357.24241	85357.90196	0	583.333	Y	1	0	X	G		
399	Spectrogram 1	1	85358.39191	85358.63061	0	757.576	Y	1	0	X	B		
400	Spectrogram 1	1	85362.02113	85362.17817	7.576	371.212	Y	1	0	X	B		
401	Spectrogram 1	1	85364.30128	85364.52113	37.879	356.061	Y	1	0	Y	B		
402	Spectrogram 1	1	85366.21711	85366.53746	0	1159.091	Y	1	0	Y	B		
403	Spectrogram 1	1	85531.2724	85531.90682	227.273	1636.364	X	0	1	Y	Y		
404	Spectrogram 1	1	85533.54627	85534.09904	340.909	871.212	X	0	1	Y	Y		
405	Spectrogram 1	1	85577.60313	85577.81669	886.364	1272.727	X	0	1	X	Y		
406	Spectrogram 1	1	85581.12687	85581.8932	0	1787.879	Y	2	1	X	BY		
407	Spectrogram 1	1	85949.68525	85952.12244	30.303	1909.091	Y	7	6	X	BY		
408	Spectrogram 1	1	86230.49054	86230.71667	265.152	1242.424	X	1	0	X	B	WEIRD	
409	Spectrogram 1	1	86231.79079	86232.28703	159.091	1348.485	X	1	0	X	B	WEIRD	
410	Spectrogram 1	1	86233.8847	86234.26786	151.515	1992.424	X	1	0	X	B	WEIRD	
411	Spectrogram 1	1	86234.83728	86235.22672	113.636	1272.727	X	1	0	X	B	WEIRD	
412	Spectrogram 1	1	86409.52669	86409.86589	0	803.03	Y	1	0	X	G		
413	Spectrogram 1	1	86412.2277	86412.52921	45.455	886.364	Y	1	0	X	G		
414	Spectrogram 1	1	86708.60631	86709.21561	68.182	2098.485	Y	1	1	X	BY		
415	Spectrogram 1	1	86709.70556	86710.01963	409.091	962.121	X	0	1	X	Y		
416	Spectrogram 1	1	86714.46687	86714.71184	371.212	1810.606	X	0	1	X	Y		
417	Spectrogram 1	1	86717.85776	86718.64294	143.939	1545.455	X	1	2	Y	BY		
418	Spectrogram 1	1	87116.89592	87117.38587	568.182	1363.636	X	0	1	Y	Y		
419	Spectrogram 1	1	87122.9151	87123.86988	0	409.091	Y	1	0	Y	G		
420	Spectrogram 1	1	87137.83094	87138.1827	636.364	1295.455	X	0	1	Y	Y		
421	Spectrogram 1	1	87139.42134	87139.64119	83.333	1045.455	X	1	0	Y	B		
422	Spectrogram 1	1	87141.71405	87141.9339	30.303	1409.091	X	1	0	Y	B		
423	Spectrogram 1	1	87142.63742	87143.25928	68.182	2000	X	2	0	Y	B		
424	Spectrogram 1	1	87143.83361	87144.37381	0	1484.848	Y	1	1	Y	BY	FAINT OVERLAP	
425	Spectrogram 1	1	87145.51628	87145.85547	75.758	2007.576	Y	1	1	X	BY		
426	Spectrogram 1	1	87147.24185	87149.15768	0	1992.424	Y	3	4	X	BY		
427	Spectrogram 1	1	87149.45291	87149.99939	22.727	2075.758	Y	1	1	X	BY		
428	Spectrogram 1	1	87150.65538	87150.83754	0	1409.091	Y	1	0	X	B		
429	Spectrogram 1	1	87151.69166	87156.37759	0	2030.303	Y	10	5	X	BY		
430	Spectrogram 1	1	87157.86379	87158.2658	848.485	1348.485	X	0	1	X	Y		
431	Spectrogram 1	1	87168.04413	87168.24513	1189.394	1530.303	X	0	1	X	Y		
432	Spectrogram 1	1	87168.97377	87170.39965	15.152	1863.636	Y	3	2	X	BY		
433	Spectrogram 1	1	87171.50503	87172.67337	0	1856.061	Y	3	1	X	BY		
434	Spectrogram 1	1	87192.04244	87192.2246	704.545	1143.939	X	0	1	X	Y		
436	Spectrogram 1	1	87222.37829	87222.62327	0	1424.242	Y	1	0	X	B		
437	Spectrogram 1	1	89912.89547	89913.1216	931.818	1280.303	X	0	1	X	Y		
438	Spectrogram 1	1	89932.03821	89932.26434	954.545	1265.152	X	0	1	Y	Y		
439	Spectrogram 1	1	93111.60911	93112.36916	0	492.424	Y	1	0	X	G		
440	Spectrogram 1	1	93112.91564	93113.67569	0	492.424	Y	1	0	X	G		
441	Spectrogram 1	1	93265.22154	93265.92506	22.727	856.061	Y	1	0	X	G		
442	Spectrogram 1	1	93266.1135	93267.45772	0	643.939	Y	1	0	X	G		
443	Spectrogram 1	1	93267.5645	93268.7831	0	500	Y	1	0	X	G		
444	Spectrogram 1	1	94603.72495	94603.86314	689.394	984.848	X	0	1	X	Y		
445	Spectrogram 1	1	94604.84304	94605.09429	840.909	1166.667	X	0	1	X	Y		
446	Spectrogram 1	1	94608.45485	94608.69354	636.364	1000	X	0	1	X	Y		
447	Spectrogram 1	1	94887.40013	94887.62626	931.818	1287.879	X	0	1	X	Y		
448	Spectrogram 1	1	95131.44745	95131.76152	787.879	1250	X	0	1	Y	Y		
449	Spectrogram 1	1	95134.75949	95134.9919	757.576	1143.939	X	0	1	Y	Y		
450	Spectrogram 1	1	95468.76101	95469.12533	931.818	1590.909	X	0	1	Y	Y		
451	Spectrogram 1	1	95535.82328	95536.0871	1265.152	1689.394	X	0	1	X	Y		
452	Spectrogram 1	1	95572.95501	95573.28792	840.909	1159.091	X	0	1	X	Y		
453	Spectrogram 1	1	95811.22096	95811.52247	803.03	1310.606	X	0	1	X	Y		
454	Spectrogram 1	1	95812.05638	95812.33905	712.121	977.273	X	0	1	X	Y		
455	Spectrogram 1	1	96833.46554	96833.7168	45.455	1015.152	Y	1	0	X	B		
456	Spectrogram 1	1	97172.77643	97173.26638	492.424	1712.121	X	0	1	X	Y		
457	Spectrogram 1	1	97267.99513	97268.44111	833.333	1681.818	X	0	1	Y	Y		
458	Spectrogram 1	1	97328.6986	97329.1069	1500	1780.303	X	0	1	X	Y		
459	Spectrogram 1	1	97343.17307	97343.4997	1462.121	1787.879	X	0	1	X	Y		
460	Spectrogram 1	1	97784.05581	97784.75933	60.606	303.03	Y	1	0	X	G		
461	Spectrogram 1	1	98345.81474	98347.11499	0	378.788	Y	1	0	X	G		
462	Spectrogram 1	1	98512.98762	98514.23762	0	439.394	Y	1	0	X	G		
463	Spectrogram 1	1	98516.45156	98517.08598	0	325.758	Y	1	0	X	G		
464	Spectrogram 1	1	99890.48536	99890.85596	636.364	1318.182	X	0	1	Y	Y		
465	Spectrogram 1	1	99924.25328	99924.52338	507.576	1878.788	X	0	1	X	Y		
466	Spectrogram 1	1	99935.07961	99935.31831	401.515	1257.576	X	0	1	Y	Y		
467	Spectrogram 1	1	100740.8091	100741.0981	1227.273	1765.152	X	0	1	X	Y		
468	Spectrogram 1	1	100741.8141	100742.436	1439.394	1712.121	X	0	1	X	Y		
469	Spectrogram 1	1	100745.4511	100745.7777	1348.485	1757.576	X	0	1	X	Y		
470	Spectrogram 1	1	100766.1572	100766.5529	1128.788	1810.606	X	0	1	X	Y		
471	Spectrogram 1	1	100767.6208	100767.9663	1401.515	1787.879	X	0	1	X	Y		
472	Spectrogram 1	1	100768.7891	100769.2665	1348.485	1840.909	X	0	1	X	Y		
473	Spectrogram 1	1	100817.9392	100818.5862	1363.636	1969.697	X	0	1	X	Y		
474	Spectrogram 1	1	100822.1913	100822.3546	1060.606	1363.636	X	0	1	X	Y		
475	Spectrogram 1	1	100859.954	100860.2932	1318.182	1803.03	X	0	1	Y	Y		
476	Spectrogram 1	1	101103.3891	101103.7221	1128.788	1583.333	X	0	1	X	Y		
477	Spectrogram 1	1	101132.1929	101132.4693	969.697	1409.091	X	0	1	X	Y		
478	Spectrogram 1	1	101136.4978	101136.7365	1181.818	1598.485	X	0	1	X	Y		
479	Spectrogram 1	1	101142.92	101143.1838	1250	1530.303	X	0	1	X	Y		
480	Spectrogram 1	1	101147.9893	101148.1965	1492.5	1755	X	0	1	X	Y		
481	Spectrogram 1	1	101197.9119	101198.2448	487.5	877.5	X	0	1	X	Y		
482	Spectrogram 1	1	101200.3114	101200.5815	892.5	1230	X	0	1	X	Y		
483	Spectrogram 1	1	101209.7089	101209.9161	847.5	1192.5	X	0	1	X	Y		
484	Spectrogram 1	1	102000.8683	102001.1007	1147.5	1440	X	0	1	X	Y		
485	Spectrogram 1	1	102004.8381	102005.0768	1222.5	1492.5	X	0	1	X	Y		
486	Spectrogram 1	1	102008.5065	102008.7075	1125	1455	X	0	1	X	Y		
487	Spectrogram 1	1	102012.9955	102013.2279	1012.5	1320	X	0	1	Y	Y		
488	Spectrogram 1	1	102026.852	102027.5681	45	442.5	Y	1	0	X	G		
489	Spectrogram 1	1	102046.4882	102046.7332	967.5	1275	X	0	1	X	Y		
490	Spectrogram 1	1	102055.2599	102055.5237	1095	1440	X	0	1	Y	Y		
491	Spectrogram 1	1	102734.8807	102735.2136	105	2002.5	Y	1	0	X	B		
492	Spectrogram 1	1	102742.8755	102743.1016	262.5	900	X	0	1	X	Y		
493	Spectrogram 1	1	102753.7387	102754.034	472.5	915	X	0	1	X	Y		
494	Spectrogram 1	1	102757.6623	102757.857	525	1410	X	0	1	X	Y		
495	Spectrogram 1	1	102762.8327	102763.1845	630	1785	X	0	1	X	Y		
496	Spectrogram 1	1	102773.713	102774.0962	705	1245	X	0	1	X	Y		
497	Spectrogram 1	1	102779.6385	102780.141	30	1552.5	Y	1	1	X	BY		
498	Spectrogram 1	1	102843.7047	102843.912	562.5	1095	X	0	1	X	Y		
499	Spectrogram 1	1	102844.8165	102845.049	585	1177.5	X	0	1	X	Y		
500	Spectrogram 1	1	102858.7913	102859.03	945	1312.5	X	0	1	X	Y		
501	Spectrogram 1	1	102877.1694	102877.4584	810	1237.5	X	0	1	X	Y		
502	Spectrogram 1	1	102879.7574	102880.7561	697.5	1170	X	0	1	X	Y		
503	Spectrogram 1	1	102995.003	102995.3611	817.5	1192.5	X	0	1	X	Y		
504	Spectrogram 1	1	102995.7128	102996.2216	772.5	1237.5	X	0	1	X	Y		
505	Spectrogram 1	1	103968.3024	103968.7483	667.5	2025	X	0	1	X	Y		
506	Spectrogram 1	1	104019.3436	104019.8399	705	1170	X	0	1	X	Y		
507	Spectrogram 1	1	104017.1766	104017.3901	847.5	1155	X	0	1	X	Y		
508	Spectrogram 1	1	104023.7557	104025.2193	0	1342.5	Y	1	3	X	BY		
509	Spectrogram 1	1	104251.0642	104251.6987	795	2025	X	0	1	X	Y		
510	Spectrogram 1	1	104254.7988	104255.1003	855	1785	X	0	1	X	Y		
511	Spectrogram 1	1	104256.3	104256.7397	412.5	1387.5	X	0	1	X	Y		
512	Spectrogram 1	1	104262.115	104262.3977	862.5	1537.5	X	0	1	X	Y		
513	Spectrogram 1	1	104264.3449	104264.6967	772.5	1072.5	X	0	1	X	Y		
514	Spectrogram 1	1	104265.796	104266.2671	442.5	1702.5	X	0	2	X	Y		
515	Spectrogram 1	1	104270.539	104270.9473	982.5	1605	X	0	1	X	Y		
516	Spectrogram 1	1	104848.0443	104848.4024	810	1530	X	0	1	Y	Y		
517	Spectrogram 1	1	104851.2604	104851.7064	832.5	1410	X	0	1	Y	Y		
518	Spectrogram 1	1	104853.4404	104854.6841	0	1590	Y	1	2	Y	BY		
519	Spectrogram 1	1	104888.8489	104890.6516	0	2535	X	2	3	Y	BY	DISORTED	
520	Spectrogram 1	1	104891.2871	104891.6766	0	1807.5	Y	1	1	Y	BY	OVERLAP BUT CLEAR	
521	Spectrogram 1	1	105196.5086	105197.2498	718.519	1370.37	X	0	2	X	Y		
522	Spectrogram 1	1	105197.2749	105197.6329	37.037	1733.333	Y	1	0	X	B		
523	Spectrogram 1	1	105200.9258	105203.2625	0	1955.556	Y	4	3	X	BY		
524	Spectrogram 1	1	105203.7839	105203.9974	948.148	1525.926	X	0	1	X	Y		
525	Spectrogram 1	1	105370.2628	105370.5454	859.259	1555.556	X	0	1	X	Y		
526	Spectrogram 1	1	105372.6748	105373.0077	1059.259	1548.148	X	0	1	X	Y		
527	Spectrogram 1	1	105377.0153	105377.3168	992.593	1511.111	X	0	1	X	Y		
528	Spectrogram 1	1	105387.9419	105388.7585	37.037	488.889	Y	1	0	X	G		
529	Spectrogram 1	1	105459.3446	105459.6524	851.852	1325.926	X	0	1	Y	Y		
530	Spectrogram 1	1	105461.9703	105462.3786	1162.963	1577.778	X	0	1	Y	Y		
531	Spectrogram 1	1	105471.832	105472.1649	896.296	1466.667	X	0	1	Y	Y		
532	Spectrogram 1	1	105473.6662	105474.1247	629.63	1725.926	X	0	1	Y	Y		
533	Spectrogram 1	1	105474.6209	105475.18	622.222	1540.741	X	0	1	Y	Y		
534	Spectrogram 1	1	105475.7139	105476.2352	770.37	1585.185	X	0	1	Y	Y		
535	Spectrogram 1	1	105481.9362	105482.3948	674.074	1755.556	X	0	1	X	Y		
536	Spectrogram 1	1	105486.9996	105487.433	696.296	1348.148	X	0	1	X	Y		
537	Spectrogram 1	1	105511.4123	105511.6761	822.222	1437.037	X	0	1	X	Y		
538	Spectrogram 1	1	105529.5331	105529.7467	659.259	1362.963	X	0	1	X	Y		
539	Spectrogram 1	1	105530.802	105531.4427	29.63	1259.259	Y	2	2	X	BY		
540	Spectrogram 1	1	105670.8267	105671.1345	1014.815	1644.444	X	0	1	X	Y		
541	Spectrogram 1	1	105673.4586	105673.7036	807.407	1474.074	X	0	1	Y	Y		
542	Spectrogram 1	1	106502.1126	106502.5649	800	1155.556	X	0	1	X	Y		
543	Spectrogram 1	1	106504.8513	106505.134	622.222	1088.889	X	0	1	X	Y		
544	Spectrogram 1	1	106507.1063	106507.4078	703.704	1066.667	X	0	1	X	Y		
545	Spectrogram 1	1	106510.2043	106510.7634	718.519	1207.407	X	0	1	y	Y		
546	Spectrogram 1	1	106513.2194	106513.8664	733.333	1214.815	X	0	1	X	Y		
547	Spectrogram 1	1	106529.9258	106530.1644	1177.778	1348.148	X	0	1	X	Y		
548	Spectrogram 1	1	106704.8011	106705.0461	762.963	1333.333	X	0	1	X	Y		
549	Spectrogram 1	1	107277.3468	107277.6106	1348.148	2044.444	X	0	1	X	Y		
550	Spectrogram 1	1	107330.1786	107330.9951	577.778	1881.481	X	0	1	X	Y		
551	Spectrogram 1	1	107332.9361	107333.4512	377.778	1829.63	X	0	1	X	Y		
552	Spectrogram 1	1	107337.6906	107337.9481	1496.296	1948.148	X	0	1	X	Y		
553	Spectrogram 1	1	107338.281	107338.8966	570.37	1696.296	X	0	1	X	Y		
554	Spectrogram 1	1	107339.6315	107341.0009	392.593	1977.778	X	0	1	X	Y		
555	Spectrogram 1	1	107342.6403	107343.8715	377.778	2237.037	X	0	1	X	Y		
556	Spectrogram 1	1	107356.3733	107357.1584	474.074	2429.63	X	0	1	X	Y		
557	Spectrogram 1	1	107413.9114	107415.0232	511.111	1962.963	X	0	1	X	Y		
558	Spectrogram 1	1	107416.9056	107417.6531	548.148	2111.111	X	0	1	X	Y		
559	Spectrogram 1	1	107422.1772	107423.1822	518.519	2192.593	X	0	1	X	Y		
560	Spectrogram 1	1	107424.1935	107424.7714	385.185	1570.37	X	0	1	X	Y		
561	Spectrogram 1	1	107426.9259	107428.2262	548.148	2362.963	X	0	1	Y	Y		
562	Spectrogram 1	1	107755.1098	107755.6437	1162.963	1585.185	X	0	1	X	Y		
563	Spectrogram 1	1	107757.3397	107757.6726	933.333	1577.778	X	0	1	X	Y		
564	Spectrogram 1	1	107764.6772	107765.2551	1007.407	1600	X	0	1	X	Y		
565	Spectrogram 1	1	107767.4911	107769.0551	125.926	2325.926	X	0	1	X	Y		
566	Spectrogram 1	1	107775.5	107775.8517	1111.111	1555.556	X	0	1	X	Y		
567	Spectrogram 1	1	107776.015	107776.3354	1281.481	1511.111	X	0	1	X	Y		
568	Spectrogram 1	1	107787.1402	107787.5548	1177.778	1585.185	X	0	1	X	Y		
569	Spectrogram 1	1	107790.192	107790.393	14.815	681.481	Y	1	0	Y	B		
570	Spectrogram 1	1	107794.6881	107795.0336	740.741	1311.111	X	0	1	Y	Y		
571	Spectrogram 1	1	107796.6449	107797.2291	44.444	614.815	Y	1	0	X	G		
572	Spectrogram 1	1	107797.3107	107797.4929	22.222	918.519	Y	1	0	X	B		
573	Spectrogram 1	1	107897.9635	107898.3467	666.667	1066.667	X	0	1	X	Y		
574	Spectrogram 1	1	107900.9472	107901.3241	659.259	1088.889	X	0	1	X	Y		
575	Spectrogram 1	1	107904.204	107904.9954	703.704	1118.519	X	0	1	X	Y		
576	Spectrogram 1	1	107907.307	107907.4578	637.037	851.852	X	0	1	X	Y		
577	Spectrogram 1	1	107910.6801	107911.0696	592.593	940.741	X	0	1	X	Y		
578	Spectrogram 1	1	107917.6749	107917.9764	674.074	955.556	X	0	1	X	Y		
579	Spectrogram 1	1	107920.6244	107920.8254	725.926	1051.852	X	0	1	X	Y		
580	Spectrogram 1	1	107932.0039	107932.2489	0	437.037	Y	1	0	X	B		
581	Spectrogram 1	1	107933.2727	107933.4612	637.037	962.963	X	0	1	X	Y		
582	Spectrogram 1	1	107933.9323	107935.2263	0	466.667	Y	1	0	X	G		
583	Spectrogram 1	1	107938.4712	107938.6847	585.185	881.481	X	0	1	X	Y		
584	Spectrogram 1	1	107949.1951	107949.4715	7.407	1162.963	Y	1	0	Y	B		
585	Spectrogram 1	1	107950.4074	107950.6838	0	488.889	Y	1	0	Y	B		
586	Spectrogram 1	1	107949.8421	107949.9992	622.222	925.926	X	0	1	Y	Y		
587	Spectrogram 1	1	107950.7969	107951.0167	562.963	940.741	X	0	1	Y	Y		
588	Spectrogram 1	1	107951.4627	107952.5117	0	370.37	Y	1	1	Y	BY		
589	Spectrogram 1	1	107964.2775	107964.6293	0	318.519	Y	1	0	Y	G		
590	Spectrogram 1	1	107967.955	107968.2942	66.667	377.778	Y	1	0	Y	G		
591	Spectrogram 1	1	107977.8857	107978.5201	14.815	414.815	Y	1	0	X	G		
592	Spectrogram 1	1	107986.2407	107986.5297	1088.889	1429.63	X	0	1	X	Y		
593	Spectrogram 1	1	107987.8789	107988.193	1229.63	1562.963	X	0	1	X	Y		
594	Spectrogram 1	1	107989.3488	107990.2344	14.815	325.926	Y	1	0	X	G		
595	Spectrogram 1	1	107990.1779	107990.6427	1474.074	1800	X	0	1	X	Y		
596	Spectrogram 1	1	107998.4481	107998.8061	874.074	1185.185	X	0	1	X	Y		
597	Spectrogram 1	1	108001.0737	108001.3941	918.519	1200	X	0	1	X	Y		
598	Spectrogram 1	1	108163.7861	108164.1316	44.444	1140.741	X	1	1	Y	BY		
599	Spectrogram 1	1	108164.5587	108164.7534	59.259	651.852	X	1	0	Y	B		
600	Spectrogram 1	1	108165.1869	108165.3879	51.852	607.407	Y	1	0	X	B		
601	Spectrogram 1	1	108165.7773	108166.0097	0	933.333	Y	1	0	X	B		
602	Spectrogram 1	1	108166.217	108166.7195	51.852	1266.667	Y	1	1	X	BY		
603	Spectrogram 1	1	108168.2459	108168.4029	533.333	1207.407	Y	1	0	X	B		
604	Spectrogram 1	1	108169.0813	108169.2258	570.37	1088.889	Y	1	0	X	B		
605	Spectrogram 1	1	108169.4331	108169.6718	22.222	1266.667	Y	1	0	X	B		
606	Spectrogram 1	1	108170.212	108170.4884	0	1459.259	Y	1	0	X	B		
607	Spectrogram 1	1	108171.8757	108175.3305	0	1385.185	Y	8	6	X	BY		
608	Spectrogram 1	1	108176.4307	108177.3352	37.037	1562.963	Y	2	2	X	BY		
609	Spectrogram 1	1	108195.9561	108202.1621	74.074	2251.852	Y	11	9	X	BY		
610	Spectrogram 1	1	108232.2264	108232.5028	822.222	1496.296	Y	1	0	X	B		
