Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
241	Spectrogram 1	1	3035.459673	3037.431754	1.9721	35.4597	165.414	2819.549	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	4	2	X	BY	106	
242	Spectrogram 1	1	3037.85815	3039.776933	1.9188	37.8581	150.376	2887.218	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	4	2	X	BY	106	
243	Spectrogram 1	1	3040.04343	3041.46475	1.4213	40.0434	150.376	2879.699	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	1	2	X	BY	106	
244	Spectrogram 1	1	3042.157644	3043.383532	1.2259	42.1576	157.895	2864.662	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	1	2	X	BY	106	
245	Spectrogram 1	1	3044.076426	3044.946985	0.8706	44.0764	142.857	2954.887	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	1	1	X	BY	106	
246	Spectrogram 1	1	3045.47998	3046.332772	0.8528	45.48	150.376	2676.692	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	1	1	X	BY	106	
247	Spectrogram 1	1	3046.670335	3048.162722	1.4924	46.6703	157.895	1969.925	TEST__0__20171202_180801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_180801.wav												Y	4	1	X	BY	106	
248	Spectrogram 1	1	3127.105696	3127.834123	0.7284	7.1057	97.744	849.624	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	2	1	X	BY	108	
249	Spectrogram 1	1	3130.943261	3131.600621	0.6574	10.9433	751.88	1030.075	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												X	0	1	X	Y	108	
250	Spectrogram 1	1	3131.920418	3132.275748	0.3553	11.9204	97.744	744.361	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
251	Spectrogram 1	1	3133.661536	3134.123465	0.4619	13.6615	82.707	887.218	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
252	Spectrogram 1	1	3134.585394	3136.664074	2.0787	14.5854	75.188	924.812	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	4	0	X	B	108	
253	Spectrogram 1	1	3139.323159	3139.873921	0.5508	19.3232	97.744	887.218	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
254	Spectrogram 1	1	3142.219099	3142.663261	0.4442	22.2191	82.707	894.737	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
255	Spectrogram 1	1	3142.965292	3143.320622	0.3553	22.9653	105.263	872.18	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
256	Spectrogram 1	1	3143.693718	3144.084582	0.3909	23.6937	105.263	902.256	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
257	Spectrogram 1	1	3144.813008	3146.820623	2.0076	24.813	127.82	879.699	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	4	2	X	BY	108	
258	Spectrogram 1	1	3147.154472	3147.580868	0.4264	27.1545	135.338	894.737	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
259	Spectrogram 1	1	3149.588482	3149.997112	0.4086	29.5885	120.301	902.256	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	1	0	X	B	108	
260	Spectrogram 1	1	3150.423508	3152.235691	1.8122	30.4235	82.707	894.737	TEST__0__20171202_220801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171202_220801.wav												Y	4	0	X	B	108	
261	Spectrogram 1	1	3320.989657	3321.487119	0.4975	80.9897	142.857	1037.594	TEST__0__20171209_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171209_120801.wav												Y	1	0	X	B	-	Not previously annotated
263	Spectrogram 1	1	3368.753111	3370.067832	1.3147	8.7531	120.301	1022.556	TEST__0__20171210_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171210_020801.wav												Y	2	2	X	BY	-	Not prev annotated
264	Spectrogram 1	1	3366.3724	3367.669355	1.297	6.3724	127.82	1045.113	TEST__0__20171210_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171210_020801.wav												Y	1	1	X	BY	-	Not prev annotated
265	Spectrogram 1	1	3363.267851	3363.925211	0.6574	3.2679	699.248	1157.895	TEST__0__20171210_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171210_020801.wav												X	0	1	X	Y	-	Not previously annotated
267	Spectrogram 1	1	3480.232705	3480.676867	0.4442	0.2327	105.263	766.917	TEST__0__20171213_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171213_120801.wav												Y	1	0	X	B	132	
268	Spectrogram 1	1	3483.004279	3484.01697	1.0127	3.0043	120.301	766.917	TEST__0__20171213_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171213_120801.wav												Y	2	0	X	B	132	
269	Spectrogram 1	1	3486.575346	3487.250473	0.6751	6.5753	120.301	639.098	TEST__0__20171213_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171213_120801.wav												Y	1	1	X	BY	132	
270	Spectrogram 1	1	3485.864686	3486.308848	0.4442	5.8647	112.782	631.579	TEST__0__20171213_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171213_120801.wav												Y	1	0	X	B	132	
271	Spectrogram 1	1	3692.187924	3694.595285	2.4074	92.1879	97.744	669.173	TEST__0__20171216_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171216_120801.wav												Y	6	0	X	B	139	
272	Spectrogram 1	1	3694.926372	3695.832464	0.9061	94.9264	105.263	669.173	TEST__0__20171216_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171216_120801.wav												Y	3	0	X	B	139	
273	Spectrogram 1	1	3696.800738	3698.302008	1.5013	96.8007	105.263	669.173	TEST__0__20171216_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171216_120801.wav												Y	5	0	X	B	139	
274	Spectrogram 1	1	3699.137033	3699.385764	0.2487	99.137	97.744	609.023	TEST__0__20171216_120801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171216_120801.wav												Y	1	0	X	B	139	
275	Spectrogram 1	1	3863.123813	3863.532443	0.4086	23.1238	330.827	1541.353	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
276	Spectrogram 1	1	3865.362393	3869.573054	4.2107	25.3624	308.271	1300.752	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	5	4	X	BY	147	
277	Spectrogram 1	1	3871.385237	3871.935998	0.5508	31.3852	315.789	1255.639	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
278	Spectrogram 1	1	3875.512722	3876.116783	0.6041	35.5127	300.752	1473.684	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
279	Spectrogram 1	1	3876.969575	3878.408662	1.4391	36.9696	300.752	1488.722	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
280	Spectrogram 1	1	3879.03049	3879.847749	0.8173	39.0305	300.752	1481.203	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
281	Spectrogram 1	1	3880.149779	3880.700541	0.5508	40.1498	293.233	1511.278	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
282	Spectrogram 1	1	3881.233536	3881.695465	0.4619	41.2335	270.677	1721.805	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
283	Spectrogram 1	1	3883.34775	3883.809679	0.4619	43.3477	315.789	1503.759	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	147	
284	Spectrogram 1	1	3885.408664	3886.24369	0.835	45.4087	338.346	1984.962	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	1	X	Y	147	
285	Spectrogram 1	1	3890.773586	3893.367495	2.5939	50.7736	338.346	1518.797	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	3	X	Y	147	
286	Spectrogram 1	1	3894.658559	3896.168712	1.5102	54.6586	308.271	1812.03	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	2	X	BY	147	
287	Spectrogram 1	1	3896.364143	3897.696631	1.3325	56.3641	300.752	1781.955	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	2	1	X	BY	147	
288	Spectrogram 1	1	3858.962661	3859.868753	0.9061	18.9627	827.068	1578.947	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	1	X	Y	-	Not previously annotated
289	Spectrogram 1	1	3910.039146	3914.889401	4.8503	70.0391	669.173	1902.256	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	3	X	Y	-	Not previously annotated
290	Spectrogram 1	1	3914.982958	3916.262146	1.2792	74.983	240.602	1443.609	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	2	1	X	BY	149	
291	Spectrogram 1	1	3917.079405	3918.145395	1.066	77.0794	180.451	1744.361	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	1	X	BY	149	
292	Spectrogram 1	1	3918.607324	3920.437274	1.8299	78.6073	210.526	1744.361	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	4	1	X	BY	149	
293	Spectrogram 1	1	3920.899203	3923.35098	2.4518	80.8992	150.376	1669.173	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	2	3	X	BY	149	
294	Spectrogram 1	1	3928.121169	3928.902895	0.7817	88.1212	714.286	1526.316	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	1	X	Y	149	
295	Spectrogram 1	1	3931.146803	3932.408225	1.2614	91.1468	353.383	1466.165	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	2	X	BY	149	
296	Spectrogram 1	1	3933.154418	3933.740713	0.5863	93.1544	338.346	1496.241	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	0	X	B	149	
297	Spectrogram 1	1	3934.682337	3936.068125	1.3858	94.6823	330.827	1481.203	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	1	1	X	BY	149	
298	Spectrogram 1	1	3936.948055	3937.83638	0.8883	96.9481	812.03	1518.797	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												X	0	1	X	Y	149	
299	Spectrogram 1	1	3939.801316	3942.537357	2.736	99.8013	248.12	1511.278	TEST__0__20171221_160801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171221_160801.wav												Y	3	4	X	BY	149	
300	Spectrogram 1	1	3983.952378	3984.574206	0.6218	23.9524	52.632	1458.647	TEST__0__20171231_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171231_020801.wav												Y	1	0	X	B	170	
301	Spectrogram 1	1	3984.751871	3985.391465	0.6396	24.7519	97.744	1451.128	TEST__0__20171231_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171231_020801.wav												Y	1	0	X	B	170	
302	Spectrogram 1	1	3986.155425	3986.68842	0.533	26.1554	67.669	1451.128	TEST__0__20171231_020801.wav	D:\ringed-seal-data\Kitikmeot_2017_2018\TEST__0__20171231_020801.wav												Y	1	0	X	B	170	
