Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment	Bill Check (KZ)
1796	Spectrogram 1	1	5035.437715	5035.789474	0.3518	57.4377	180.288	1153.846	DS3B__0__20190123_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190123_080355.wav												Y	1	0	X	B	232		
1797	Spectrogram 1	1	5036.241735	5036.518117	0.2764	58.2417	201.923	1096.154	DS3B__0__20190123_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190123_080355.wav												Y	1	0	X	B	232		
1798	Spectrogram 1	1	5320.420908	5321.131568	0.7107	80.4209	72.115	2870.192	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	3	0	X	B	277		
1799	Spectrogram 1	1	5322.606187	5323.210248	0.6041	82.6062	50.481	1709.135	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1800	Spectrogram 1	1	5324.009741	5325.164564	1.1548	84.0097	57.692	1954.327	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	2	0	X	B	277		
1801	Spectrogram 1	1	5325.622456	5327.32804	1.7056	85.6225	64.904	1918.269	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	2	2	X	BY	277		
1802	Spectrogram 1	1	5328.702923	5329.164852	0.4619	88.7029	79.327	2257.212	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277	THE BEST BARK EVER	
1803	Spectrogram 1	1	5335.045003	5336.039927	0.9949	95.045	43.269	2819.712	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	2	1	X	BY	277		
1805	Spectrogram 1	1	5336.78612	5337.230282	0.4442	96.7861	216.346	2661.058	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1806	Spectrogram 1	1	5337.816577	5338.598303	0.7817	97.8166	57.692	2899.038	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1807	Spectrogram 1	1	5338.900334	5339.522161	0.6218	98.9003	995.192	2408.654	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												X	0	1	X	Y	277		
1808	Spectrogram 1	1	5340.001857	5341.529776	1.5279	100.0019	86.538	2935.096	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	2	1	X	BY	277		
1809	Spectrogram 1	1	5342.471728	5343.288987	0.8173	102.4717	129.808	1810.096	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	1	X	BY	277		
1810	Spectrogram 1	1	5344.244664	5345.435019	1.1904	104.2447	64.904	2862.981	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	2	X	BY	277		
1811	Spectrogram 1	1	5346.163446	5347.531467	1.368	106.1634	86.538	2884.615	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	2	2	X	BY	277		
1812	Spectrogram 1	1	5348.488076	5349.589599	1.1015	108.4881	108.173	2935.096	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	2	X	BY	277		
1813	Spectrogram 1	1	5351.358776	5352.3537	0.9949	111.3588	43.269	2899.038	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	1	X	BY	277		
1814	Spectrogram 1	1	5353.468959	5354.019721	0.5508	113.469	137.019	2149.038	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1815	Spectrogram 1	1	5356.043242	5357.67776	1.6345	116.0432	86.538	2163.462	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	3	X	BY	277		
1816	Spectrogram 1	1	5362.581314	5363.132076	0.5508	122.5813	144.231	915.865	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1817	Spectrogram 1	1	5363.77167	5364.251366	0.4797	123.7717	115.385	872.596	DS3B__0__20190125_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190125_140355.wav												Y	1	0	X	B	277		
1818	Spectrogram 1	1	5502.34439	5502.717486	0.3731	0.3444	144.231	850.962	DS3B__0__20190128_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190128_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1819	Spectrogram 1	1	5503.747943	5504.209872	0.4619	1.7479	115.385	800.481	DS3B__0__20190128_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190128_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1820	Spectrogram 1	1	5510.086548	5510.495178	0.4086	8.0866	93.75	908.654	DS3B__0__20190128_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190128_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1821	Spectrogram 1	1	5512.609391	5513.106853	0.4975	10.6094	129.808	915.865	DS3B__0__20190128_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190128_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1822	Spectrogram 1	1	5513.959645	5514.332742	0.3731	11.9596	115.385	879.808	DS3B__0__20190128_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190128_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1823	Spectrogram 1	1	5941.589293	5942.033455	0.4442	177.5893	100.962	1197.115	DS3B__0__20190129_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190129_080355.wav												Y	1	0	X	B	-	Not prev annotated	
1825	Spectrogram 1	1	6267.448712	6268.106072	0.6574	241.4487	850.962	1514.423	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												X	0	1	X	Y	326		
1826	Spectrogram 1	1	6269.118763	6270.14922	1.0305	243.1188	79.327	641.827	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												Y	1	0	X	B	326		
1827	Spectrogram 1	1	6273.798215	6274.348976	0.5508	247.7982	115.385	1795.673	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												Y	1	0	X	B	326		
1828	Spectrogram 1	1	6275.184002	6275.610398	0.4264	249.184	129.808	1572.115	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												Y	1	0	X	B	326		
1829	Spectrogram 1	1	6276.232226	6276.765221	0.533	250.2322	144.231	1701.923	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												Y	1	0	X	B	326		
1830	Spectrogram 1	1	6270.653544	6273.034255	2.3807	244.6535	108.173	1081.731	DS3B__0__20190131_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190131_120355.wav												X	0	4	X	Y	326		
1833	Spectrogram 1	1	7175.581972	7176.843393	1.2614	101.582	216.346	656.25	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												Y	3	0	X	B	434		
1834	Spectrogram 1	1	7177.021058	7177.411921	0.3909	103.0211	237.981	627.404	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												X	1	0	Y	B	434	Overlap w noise	
1835	Spectrogram 1	1	7179.124609	7179.551005	0.4264	105.1246	266.827	627.404	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												Y	1	0	X	B	434		
1836	Spectrogram 1	1	7154.713551	7155.051115	0.3376	80.7136	165.865	576.923	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												X	1	0	Y	B	440	BS <1KHZ	
1837	Spectrogram 1	1	7156.614567	7156.898831	0.2843	82.6146	194.712	576.923	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												Y	1	0	X	B	440		
1839	Spectrogram 1	1	7158.053654	7158.408984	0.3553	84.0537	180.288	598.558	DS3B__0__20190208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190208_020355.wav												Y	1	0	X	B	440		
1841	Spectrogram 1	1	8062.303769	8062.765698	0.4619	202.3038	872.596	1103.365	DS3B__0__20190210_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190210_160355.wav												X	0	1	X	Y	514		
1842	Spectrogram 1	1	8068.792546	8070.053968	1.2614	208.7925	158.654	1817.308	DS3B__0__20190210_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190210_160355.wav												Y	3	1	X	BY	514		
1843	Spectrogram 1	1	8070.444831	8070.871227	0.4264	210.4448	194.712	1492.788	DS3B__0__20190210_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190210_160355.wav												Y	1	0	X	B	514		
1844	Spectrogram 1	1	8071.26209	8071.795085	0.533	211.2621	237.981	1189.904	DS3B__0__20190210_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190210_160355.wav												Y	1	0	X	B	514		
1845	Spectrogram 1	1	8073.056507	8073.536202	0.4797	213.0565	151.442	1543.269	DS3B__0__20190210_160355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190210_160355.wav												Y	1	0	X	B	514		
1846	Spectrogram 1	1	8804.050923	8804.530619	0.4797	158.0509	180.288	1204.327	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												Y	1	0	X	B	566		
1847	Spectrogram 1	1	8797.193053	8797.583917	0.3909	151.1931	129.808	915.865	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												Y	1	0	Y	B	566	BS >1KHZ	
1848	Spectrogram 1	1	8790.619448	8791.152443	0.533	144.6194	721.154	930.288	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												X	0	1	X	Y	566		
1849	Spectrogram 1	1	8792.253966	8792.609296	0.3553	146.254	540.865	887.019	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												X	0	1	X	Y	566		
1850	Spectrogram 1	1	8793.444322	8793.870718	0.4264	147.4443	483.173	1031.25	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												X	0	1	X	Y	566		
1851	Spectrogram 1	1	8800.46209	8800.941785	0.4797	154.4621	685.096	843.75	DS3B__0__20190213_120355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190213_120355.wav												X	0	1	X	Y	566		
1853	Spectrogram 1	1	9994.97622	9995.704646	0.7284	38.9762	144.231	1103.365	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												X	1	1	X	BY	736	Bark too faint	
1854	Spectrogram 1	1	9996.006677	9997.889926	1.8832	40.0067	331.731	1175.481	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												Y	2	2	X	BY	736	"More high pitched than I'm used to, but I believe still barks"	
1855	Spectrogram 1	1	9998.93815	9999.577744	0.6396	42.9381	158.654	944.712	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												Y	1	0	X	B	736		
1856	Spectrogram 1	1	10009.47369	10009.86455	0.3909	53.4737	151.442	1478.365	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												Y	1	0	X	B	736		
1857	Spectrogram 1	1	10012.74272	10013.11582	0.3731	56.7427	216.346	937.5	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												Y	1	0	X	B	736		
1858	Spectrogram 1	1	10016.86455	10017.14881	0.2843	60.8646	252.404	591.346	DS3B__0__20190220_000355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav												Y	1	0	X	B	736		
1859	Spectrogram 1	1	10276.75777	10283.54457	6.7868	58.7578	100.962	814.904	DS3B__0__20190220_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_040355.wav												?	5	0	X	B	-	Barks?	Y
1860	Spectrogram 1	1	10285.80092	10286.38721	0.5863	67.8009	129.808	987.981	DS3B__0__20190220_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_040355.wav												Y	1	0	X	B	743		
1861	Spectrogram 1	1	10289.12326	10289.76285	0.6396	71.1233	108.173	1002.404	DS3B__0__20190220_040355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_040355.wav												Y	1	0	X	B	743		
1863	Spectrogram 1	1	10531.11468	10531.59437	0.4797	51.1147	137.019	836.538	DS3B__0__20190220_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_060355.wav												Y	1	1	X	BY	746	Borderline too faint	
1864	Spectrogram 1	1	10532.1096	10532.46493	0.3553	52.1096	115.385	836.538	DS3B__0__20190220_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190220_060355.wav												Y	1	1	X	BY	746	Borderline too faint	
1866	Spectrogram 1	1	11925.21639	11926.46005	1.2437	135.2164	93.75	1817.308	DS3B__0__20190228_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190228_140355.wav												Y	3	1	Y	BY	948	Ice overlap	
1868	Spectrogram 1	1	12783.92169	12784.34808	0.4264	207.9217	122.596	663.462	DS3B__0__20190305_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav												Y	1	0	X	B	1159		
1869	Spectrogram 1	1	12786.85316	12787.27956	0.4264	210.8532	72.115	605.769	DS3B__0__20190305_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav												Y	1	0	X	B	1159		
1870	Spectrogram 1	1	12785.9826	12786.48006	0.4975	209.9826	50.481	569.712	DS3B__0__20190305_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav												X	1	0	Y	B	1159	BS OVERLAP <1KHZ	
1871	Spectrogram 1	1	12841.5786	12842.09383	0.5152	3.5786	454.327	1276.442	DS3B__0__20190306_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190306_080355.wav												X	0	1	X	Y	1123		
1872	Spectrogram 1	1	12844.29687	12844.72327	0.4264	6.2969	72.115	634.615	DS3B__0__20190306_080355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190306_080355.wav												Y	1	0	X	B	1223		
1873	Spectrogram 1	1	13942.20113	13942.87626	0.6751	57.2011	100.962	1745.192	DS3B__0__20190315_180356.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190315_180356.wav												Y	1	1	X	BY	1675		
1874	Spectrogram 1	1	13940.33565	13940.93971	0.6041	55.3356	512.019	1954.327	DS3B__0__20190315_180356.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190315_180356.wav												X	0	1	X	Y	1675		
1875	Spectrogram 1	1	14147.40491	14148.13333	0.7284	1.4049	706.731	1896.635	DS3B__0__20190223_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190223_180355.wav												X	0	1	X	Y	-	Not prev annotated	
1876	Spectrogram 1	1	14148.43536	14148.91506	0.4797	2.4354	656.25	1846.154	DS3B__0__20190223_180355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20190223_180355.wav												X	0	1	X	Y	-	Not prev annotated	
