Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment
728	Spectrogram 1	1	30639.34	30640.454	1.114	247.34	62.2	1002.3	DS3B__0__20190219_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190219_140355.wav	Y	bark		RS	1*	1	No		1st signal = RS	RS	bark
731	Spectrogram 1	1	30703.124	30704.376	1.252	49.124	184.5	1466	DS3B__0__20190220_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav	X	"bark, yelp"	the barks are way too faint	RS	1*	1	No			RS	
732	Spectrogram 1	1	30760.814	30761.7994	0.985	106.814	753.7	1762.7	DS3B__0__20190220_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav	X			RS	3	1	No				
736	Spectrogram 1	1	30692.877	30715.3191	22.442	38.877	110.6	1659	DS3B__0__20190220_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav	Y	"bark, yelp"	long series	RS	3	series	No		yelps-barks		
738	Spectrogram 1	1	30698.083	30699.0911	1.008	44.083	184.5	1601.9	DS3B__0__20190220_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_000355.wav	Y	"bark, yelp"	included in longer series selection	RS	2*	1	No			RS	
743	Spectrogram 1	1	30983.63	30988.2358	4.606	67.63	117.5	1161.3	DS3B__0__20190220_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_040355.wav	Y	bark		RS	2*	2	No		2x barks?	RS	
746	Spectrogram 1	1	31228.97	31230.2768	1.307	50.97	117.5	1002.3	DS3B__0__20190220_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_060355.wav	Y	bark	faint	RS	3	02-Jan	No				
751	Spectrogram 1	1	31499.57	31500.4911	0.921	59.57	698.2	1251.2	DS3B__0__20190220_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_100355.wav	X			RS	3	1	No				
768	Spectrogram 1	1	32482.289	32483.8743	1.585	256.289	212.8	1194.5	DS3B__0__20190220_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_180355.wav	Y	"bark, yelp?"	"definitely two barks at first. The ""yelp"" sounds like a groan. "	RS	1*	1	No		is it RS or ice?	RS	
769	Spectrogram 1	1	32451.938	32453.2448	1.307	225.938	363.8	1874.1	DS3B__0__20190220_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190220_180355.wav	X	yelp	"yelp, no bark"	RS	3	1	No			X	"yelp, no bark"
770	Spectrogram 1	1	32660.263	32661.6127	1.35	172.263	851.3	1290.6	DS3B__0__20190221_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_040355.wav	X	yelp		RS	1*	1	No			RS	yelp
775	Spectrogram 1	1	33167.483	33168.7683	1.285	155.483	720.8	1228.8	DS3B__0__20190221_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_120355.wav	X			RS	3	1	No				
781	Spectrogram 1	1	33462.905	33464.576	1.671	188.905	762	1173.9	DS3B__0__20190221_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_160355.wav	X		high ambient	RS	2	1	No		high ambient		
782	Spectrogram 1	1	33483.621	33485.849	2.228	209.621	600	1295.5	DS3B__0__20190221_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_160355.wav	X			RS	2	2	No				
783	Spectrogram 1	1	33732.854	33734.4392	1.585	196.854	654.5	1200	DS3B__0__20190221_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_180355.wav	X			RS	3	2	No				
785	Spectrogram 1	1	33816.096	33817.2957	1.2	18.096	729.5	1165.9	DS3B__0__20190221_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_200355.wav	X			RS	3	1	No				
786	Spectrogram 1	1	34140.969	34143.4326	2.464	80.969	61.4	1152.3	DS3B__0__20190221_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190221_220355.wav	X	"yelp, bark"	high ambient	RS	3	2	No		"higher ambient, bark-yelp"		
787	Spectrogram 1	1	34330.494	34331.5866	1.093	8.494	671.6	1237.5	DS3B__0__20190222_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_000355.wav	X	yelp		RS	3	1	No		yelp		
788	Spectrogram 1	1	34603.575	34604.5819	1.007	19.575	68.2	1043.2	DS3B__0__20190222_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_020355.wav	Y	bark		RS	3	1	No				
789	Spectrogram 1	1	35080.196	35081.4171	1.221	234.196	784.1	1247.7	DS3B__0__20190222_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_040355.wav	X	yelp		RS	3	1	No		yelp		
801	Spectrogram 1	1	35603.427	35604.5838	1.157	233.427	702.3	1015.9	DS3B__0__20190222_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_120355.wav	X			RS	2	1	No				
806	Spectrogram 1	1	35644.514	35645.7993	1.285	12.514	678.4	1121.6	DS3B__0__20190222_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_160355.wav	X	yelp	faint	RS	3	1	No		faint yelp		
807	Spectrogram 1	1	35894.321	35895.2851	0.964	0.321	190.9	654.5	DS3B__0__20190222_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190222_180355.wav	X			RS	3	2	No				
817	Spectrogram 1	1	36160.177	36161.2267	1.05	4.177	849.7	1287.6	DS3B__0__20190223_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190223_040355.wav	X	yelp	in between ice noise	RS	2*	1	No		in between ice noise	RS	yelp
825	Spectrogram 1	1	36513.43	36514.2441	0.814	95.43	483.7	1000	DS3B__0__20190223_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190223_120355.wav	X	yelp	in between ice noise	RS	2*	1	No		in between ice	RS	yelp
826	Spectrogram 1	1	36681.114	36683.2991	2.185	1.114	451	2071.9	DS3B__0__20190223_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190223_180355.wav	X	yelp	"yelps. However, just after is a bark that I have marked. It is good for the detector. Selection 1745."	RS	3	2	No			X	"yelps. However, just after is a bark that I have marked. It is good for the detector. Selection 1745."
837	Spectrogram 1	1	37205.692	37206.5489	0.857	1.692	91.5	1320.3	DS3B__0__20190224_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190224_140355.wav	Y	bark		RS	1*	1	No		bark	RS	
841	Spectrogram 1	1	37677.195	37679.1016	1.907	211.195	111.1	1098	DS3B__0__20190225_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190225_000355.wav	X	bark	very faint (pixels)	RS	3	3	No		very faint		
879	Spectrogram 1	1	39282.633	39283.6613	1.028	244.633	536.7	1733.9	DS3B__0__20190226_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190226_100355.wav	X			RS	3	1	No				
891	Spectrogram 1	1	39531.192	39532.0917	0.9	231.192	762	1187.6	DS3B__0__20190226_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190226_220355.wav	X			RS	2	1	No				
893	Spectrogram 1	1	39715.672	39716.936	1.264	153.672	947.4	1606.4	DS3B__0__20190227_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190227_000355.wav	X	yelp		RS	3	1	No		yelp		
915	Spectrogram 1	1	40060.17	40061.5411	1.371	236.17	135.4	826.2	DS3B__0__20190227_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190227_120355.wav	Y	bark	very faint	RS	2*	1	No		very faint	RS	bark
941	Spectrogram 1	1	40455.119	40458.2039	3.085	107.119	386	772	DS3B__0__20190228_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_120355.wav	X	yelp	2x yelp	RS	3	2	No		2x yelp		
948	Spectrogram 1	1	40744.822	40747.7783	2.956	134.822	94.6	1513.5	DS3B__0__20190228_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_140355.wav	Y	bark	close and with ice noise	RS	3	05-Apr	No		in between ice noise		
951	Spectrogram 1	1	40754.974	40755.7024	0.728	144.974	290.5	2445.9	DS3B__0__20190228_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_140355.wav	X	yelp		RS	1*	1	No			RS	yelp
955	Spectrogram 1	1	40919.494	40920.8865	1.393	47.494	81.1	1020.3	DS3B__0__20190228_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_160355.wav	X		very faint	RS	1*	04-Mar	No		very faint	RS	
959	Spectrogram 1	1	41351.309	41352.273	0.964	217.309	777	1195.9	DS3B__0__20190228_180355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_180355.wav	X	yelp		RS	3	1	No		yelp		
962	Spectrogram 1	1	41444.512	41445.9687	1.457	48.512	966.2	1337.8	DS3B__0__20190228_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_200355.wav	X	yelp		RS	1*	1	No			Yes	yelp
963	Spectrogram 1	1	41748.1	41749.2568	1.157	90.1	736.5	1283.8	DS3B__0__20190228_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_220355.wav	X	yelp		RS	3	1	No		yelp		
966	Spectrogram 1	1	41660.978	41662.5633	1.585	2.978	614.9	1141.9	DS3B__0__20190228_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_220355.wav	X	yelp	very faint	RS	3	1	No		very faint yelp		
967	Spectrogram 1	1	41665.476	41667.1469	1.671	7.476	729.7	1148.6	DS3B__0__20190228_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_220355.wav	X	yelp		RS	3	1	No		yelp		
970	Spectrogram 1	1	41759.163	41760.4483	1.285	101.163	702.7	1175.7	DS3B__0__20190228_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190228_220355.wav	X			RS	2	1	No				
971	Spectrogram 1	1	41968.75	41969.8426	1.093	48.75	743.2	1236.5	DS3B__0__20190301_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_000355.wav	X			RS	3	1	No				
974	Spectrogram 1	1	42395.227	42396.7909	1.564	213.227	398.6	1331.1	DS3B__0__20190301_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_020355.wav	X			RS	2*	1	No			RS	
977	Spectrogram 1	1	42659.528	42660.642	1.114	215.528	81.1	1195.9	DS3B__0__20190301_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_040355.wav	Y	bark	faint	RS	3	1	No				
988	Spectrogram 1	1	43185.476	43186.7185	1.243	217.476	736.5	1432.4	DS3B__0__20190301_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_100355.wav	X			RS	3	1	No				
989	Spectrogram 1	1	43008.857	43010.2709	1.414	40.857	675.7	1851.4	DS3B__0__20190301_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_100355.wav	X			RS	3	1	No				
996	Spectrogram 1	1	43248.316	43249.4513	1.135	18.316	736.5	1324.3	DS3B__0__20190301_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_140355.wav	X	yelp		RS	3	1	No		yelp		
1006	Spectrogram 1	1	43721.661	43723.2034	1.542	229.661	723	1229.7	DS3B__0__20190301_220355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190301_220355.wav	X	yelp		RS	2	1	No		yelp		
1011	Spectrogram 1	1	43968.993	43969.957	0.964	214.993	809.9	1471.8	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X			RS	2	1	No				
1015	Spectrogram 1	1	43894.619	43897.3182	2.699	140.619	774.6	1169	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X	yelp	2x yelp	RS	2	2	No		2x yelp		
1016	Spectrogram 1	1	44008.925	44010.1889	1.264	254.925	669	1154.9	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X			RS	2	1	No				
1018	Spectrogram 1	1	43915.539	43917.1243	1.585	161.539	823.9	1211.3	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X			RS	2	1	No				
1020	Spectrogram 1	1	43755.992	43757.1702	1.178	1.992	521.1	957.7	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X		high ambient	RS	2	1	No		high ambient		
1021	Spectrogram 1	1	43973.428	43974.392	0.964	219.428	795.8	1162	DS3B__0__20190302_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_020355.wav	X			RS	2*	1	No			RS	
1024	Spectrogram 1	1	44152.583	44153.7827	1.2	136.583	859.2	1281.7	DS3B__0__20190302_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_060355.wav	X	yelp		RS	2	1	No		yelp		
1026	Spectrogram 1	1	44226.237	44227.6723	1.435	210.237	795.8	1218.3	DS3B__0__20190302_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_060355.wav	X			RS	3	1	No				
1027	Spectrogram 1	1	44102.956	44104.2414	1.285	86.956	831	1246.5	DS3B__0__20190302_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_060355.wav	X	yelp		RS	3	1	No		yelp		
1028	Spectrogram 1	1	44040.223	44041.6584	1.435	24.223	654.9	1218.3	DS3B__0__20190302_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_060355.wav	X	yelp		RS	2	1	No		yelp		
1044	Spectrogram 1	1	44618.844	44619.9365	1.093	78.844	683.1	1323.9	DS3B__0__20190302_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_100355.wav	X			RS	3	1	No				
1048	Spectrogram 1	1	44948.717	44949.938	1.221	146.717	633.8	964.8	DS3B__0__20190302_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_120355.wav	X			RS	2	1	No				
1051	Spectrogram 1	1	45104.728	45105.6064	0.878	40.728	1084.5	1570.4	DS3B__0__20190302_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190302_160355.wav	X			RS	3	1	No				
1061	Spectrogram 1	1	45558.553	45559.9669	1.414	232.553	753.5	1253.5	DS3B__0__20190303_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190303_020355.wav	X	yelp	faint	RS	3	1	No		faint yelp		
1114	Spectrogram 1	1	45952.266	45953.5727	1.307	102.266	535.7	1915.2	DS3B__0__20190304_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_100355.wav	X			RS	3	1	No				
1116	Spectrogram 1	1	46100.43	46101.1268	0.697	250.43	145.6	1520.8	DS3B__0__20190304_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_100355.wav	Y	bark	very faint	RS	1*	1	No			RS	
1133	Spectrogram 1	1	46142.846	46143.81	0.964	30.846	837.1	1500	DS3B__0__20190304_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_120355.wav	X			RS	3	1	No				
1137	Spectrogram 1	1	46626.224	46632.3294	6.105	252.224	73.7	1419.6	DS3B__0__20190304_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_140355.wav	X	bark	"one bark, but too faint."		3	series	No		faint	X	"one bark, but too faint."
1138	Spectrogram 1	1	46572.877	46575.7476	2.871	198.877	495.5	1279	DS3B__0__20190304_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_140355.wav	X			RS	1*	series	No			RS	
1154	Spectrogram 1	1	46968.847	46970.5394	1.692	70.847	736.6	1700.9	DS3B__0__20190304_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190304_200355.wav	X	yelp		RS	3	1	No		yelp		
1158	Spectrogram 1	1	47377.066	47377.8586	0.793	217.066	204.1	1136.1	DS3B__0__20190305_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav	Y	bark		RS	3	1	No		bark		
1159	Spectrogram 1	1	47367.564	47371.8057	4.242	207.564	95.2	1108.8	DS3B__0__20190305_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav	Y	bark	with ambient and BS overlapped	RS	3	4	No				
1162	Spectrogram 1	1	47271.191	47272.6478	1.457	111.191	716.5	1232.1	DS3B__0__20190305_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190305_020355.wav	X			RS	2	1	No				
1164	Spectrogram 1	1	47669.223	47670.2084	0.985	247.223	789.1	1204.1	DS3B__0__20190305_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190305_080355.wav	X			RS	2	1	No				
1204	Spectrogram 1	1	48794.904	48798.9528	4.049	62.904	799.1	1625.3	DS3B__0__20190306_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190306_060355.wav	X		very faint	RS	3	2	No		very faint		
1209	Spectrogram 1	1	48803.023	48803.9656	0.943	71.023	616.3	1219	DS3B__0__20190306_060355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190306_060355.wav	X			RS	2	1	No				
1223	Spectrogram 1	1	48997.492	49001.0053	3.513	3.492	88	1456	DS3B__0__20190306_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190306_080355.wav	Y	"bark, yelp"		RS	1*	2	No		"weird 1st signal, 2nd might be a fish"	RS	Yelp-bark
1233	Spectrogram 1	1	49392.112	49393.9972	1.885	136.112	81.3	595.9	DS3B__0__20190306_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190306_100355.wav	X	bark	"bark, too faint"	RS	1*	03-Feb	No		very faint	X	"bark, too faint"
1256	Spectrogram 1	1	49670.292	49671.1274	0.835	152.292	819.4	1367.9	DS3B__0__20190306_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190306_120355.wav	X	yelp		RS	3	1	No		yelp		
1367	Spectrogram 1	1	52684.441	52685.5764	1.135	22.441	631.9	1975.6	DS3B__0__20190309_120355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190309_120355.wav	X		in between ice noise	RS	1	1	No		"iunclassified, n between ice"		
1383	Spectrogram 1	1	53099.942	53101.0131	1.071	175.942	306	718.4	DS3B__0__20190310_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190310_020355.wav	X	yelp		RS	2	1	No			X	yelp
1385	Spectrogram 1	1	53347.758	53349.0433	1.285	161.758	651.9	1223.9	DS3B__0__20190310_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190310_080355.wav	X			RS	2	03-Feb	No				
1439	Spectrogram 1	1	54425.45	54426.3712	0.921	191.45	765	1310.4	DS3B__0__20190310_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190310_160355.wav	X			RS	2	1	No				
1443	Spectrogram 1	1	54770.918	54771.9463	1.028	12.918	99.8	931.3	DS3B__0__20190310_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190310_200355.wav	Y	bark		RS	2	1	No				
1444	Spectrogram 1	1	55148.949	55149.6988	0.75	128.949	781.1	1285.7	DS3B__0__20190311_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190311_000355.wav	X	yelp		RS	3	1	No		yelp		
1445	Spectrogram 1	1	55044.345	55046.6157	2.271	24.345	304.1	705.1	DS3B__0__20190311_000355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190311_000355.wav	X			RS	1*	02-Jan	No			RS	
1453	Spectrogram 1	1	55293.599	55294.4345	0.836	11.599	801.8	1271.9	DS3B__0__20190311_040355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190311_040355.wav	X			RS	3	1	No				
1481	Spectrogram 1	1	56760.178	56760.885	0.707	168.178	967.7	1493.1	DS3B__0__20190311_160355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190311_160355.wav	X			RS	3	1	No				
1491	Spectrogram 1	1	57137.569	57145.8166	8.248	21.569	435.5	2129	DS3B__0__20190312_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_020355.wav	X	yelp	All RS - we've been calling thos very quick downsweeps RS - effectively a long yelp	RS	1	4	No		unclassified	RS	All RS - we've been calling thos very quick downsweeps RS - effectively a long yelp
1495	Spectrogram 1	1	57366.009	57366.8873	0.878	250.009	801.8	1914.7	DS3B__0__20190312_020355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_020355.wav	X			RS	2	1	No				
1513	Spectrogram 1	1	57699.301	57702.9428	3.642	59.301	324.9	1050.7	DS3B__0__20190312_080355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_080355.wav	X			RS	2	2	No				
1519	Spectrogram 1	1	58033.081	58036.5729	3.492	131.081	200.5	670.5	DS3B__0__20190312_100355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_100355.wav	X			RS	2*	03-Feb	No			RS	
1539	Spectrogram 1	1	58166.849	58167.5559	0.707	2.849	76	1057.6	DS3B__0__20190312_140355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_140355.wav	Y	bark		RS	3	1	No				
1551	Spectrogram 1	1	58695.367	58696.5452	1.178	7.367	746.5	1230.4	DS3B__0__20190312_200355.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190312_200355.wav	X			RS	3	1	No				
1560	Spectrogram 1	1	59092.756	59093.463	0.707	142.756	373.3	995.4	DS3B__0__20190313_080356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190313_080356.wav	X	yelp		RS	2*	1	No		yelp	RS	
1563	Spectrogram 1	1	59082.35	59086.0346	3.685	132.35	463.4	840.3	DS3B__0__20190313_080356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190313_080356.wav	X	yelp		RS	1*	series	No		yelps?	RS	yelps
1592	Spectrogram 1	1	59555.585	59561.2619	5.677	83.585	760.4	1299.5	DS3B__0__20190313_180356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190313_180356.wav	X	yelp	3x yelp	RS	3	3	No		3x yelp		
1594	Spectrogram 1	1	59585.516	59586.5443	1.028	113.516	746.5	1223.5	DS3B__0__20190313_180356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190313_180356.wav	X			RS	3	1	No				
1609	Spectrogram 1	1	59940.544	59941.2081	0.664	207.544	165.9	698.2	DS3B__0__20190314_000356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_000356.wav	Y	bark		RS	3	1	No				
1627	Spectrogram 1	1	60319.22	60320.8696	1.65	64.22	248.8	1382.5	DS3B__0__20190314_100356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_100356.wav	X			RS	2	1	No				
1631	Spectrogram 1	1	60302.161	60303.2107	1.05	47.161	221.2	712	DS3B__0__20190314_100356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_100356.wav	X			RS	1*	1	No			RS	
1646	Spectrogram 1	1	60656.918	60658.1605	1.243	140.918	207.4	774.2	DS3B__0__20190314_120356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_120356.wav	X			RS	2*	1	No			RS	
1657	Spectrogram 1	1	60847.132	60848.1175	0.986	70.132	304.1	1223.5	DS3B__0__20190314_160356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_160356.wav	X		in between ice noise	RS	2	1	No		"super faint, in between ice"		
1661	Spectrogram 1	1	61509.272	61510.0646	0.793	210.272	511.5	988.5	DS3B__0__20190314_200356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190314_200356.wav	X			RS	2*	1	No			RS	
1672	Spectrogram 1	1	61611.326	61612.547	1.221	51.326	297.2	1928.6	DS3B__0__20190315_180356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190315_180356.wav	X			RS	3	1	No				
1675	Spectrogram 1	1	61615.208	61618.0572	2.849	55.208	131.3	1963.1	DS3B__0__20190315_180356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190315_180356.wav	Y	"bark, yelp"		RS	3	2	No		yelp-bark		
1683	Spectrogram 1	1	61858.505	61860.1545	1.649	37.505	248.8	1313.4	DS3B__0__20190315_200356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190315_200356.wav	X	"bark, yelp"	too faint	RS	3	2	No		yelp-bark		
1700	Spectrogram 1	1	62393.063	62393.9842	0.921	50.063	829.5	1299.5	DS3B__0__20190316_040356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_040356.wav	X	yelp	faint	RS	3	1	No		faint yelp		
1707	Spectrogram 1	1	62694.059	62696.2441	2.185	90.059	677.4	1292.6	DS3B__0__20190316_060356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_060356.wav	X			RS	2	03-Feb	No				
1708	Spectrogram 1	1	62829.959	62831.0944	1.135	225.959	781.1	1209.7	DS3B__0__20190316_060356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_060356.wav	X	yelp		RS	3	1	No		yelp		
1715	Spectrogram 1	1	63079.374	63080.5094	1.135	214.374	857.1	1320.3	DS3B__0__20190316_100356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_100356.wav	X	yelp		RS	3	1	No		yelp		
1743	Spectrogram 1	1	63471.675	63472.5961	0.921	84.675	656.7	1036.9	DS3B__0__20190316_140356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_140356.wav	X			RS	3	1	No				
1744	Spectrogram 1	1	63711.697	63712.661	0.964	63.697	829.5	1465.4	DS3B__0__20190316_200356.wav	D:\Kitikmeot_2018_2019\DS3B__0__20190316_200356.wav	X			RS	2	1	No				
1745	Spectrogram 1	1	1313.458583	1313.686225	0.2276	3.4586	105.096	1213.376	DS3B__0__20190223_180355.wav	D:\Kitikmeot_SM3M_2018_2019\Data\DS3B__0__20190223_180355.wav	Y	bark		RS	3	1				Y	bark
