	Unnamed: 0	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment
115	115	122	Spectrogram 1	1	35891.5016042	35891.741049694	739.91	1177.13	ST2_Site5_67145740.220514030343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514030343.wav	189.4098	X	0	1	Y	Y	BS >1KHZ
116	116	123	Spectrogram 1	1	35895.672527851	35895.88046736	726.457	1035.874	ST2_Site5_67145740.220514030343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514030343.wav	193.5807	X	0	1	Y	Y	BS >1KHZ
117	117	125	Spectrogram 1	1	35897.443164272	35897.726718147	820.628	1082.96	ST2_Site5_67145740.220514030343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514030343.wav	195.3513	X	0	1	X	Y	
118	118	126	Spectrogram 1	1	35898.463958223	35898.867234846	773.543	1076.233	ST2_Site5_67145740.220514030343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514030343.wav	196.3721	X	0	1	X	Y	
119	119	127	Spectrogram 1	1	36688.02213264	36688.261578135	847.534	1412.556	ST2_Site5_67145740.220514031843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514031843.wav	85.784	X	0	1	X	Y	
120	120	128	Spectrogram 1	1	36696.618397851	36696.883048135	1015.695	1506.726	ST2_Site5_67145740.220514031843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514031843.wav	94.3802	X	0	1	X	Y	
121	121	129	Spectrogram 1	1	36696.98386729	36697.185505602	269.058	1123.318	ST2_Site5_67145740.220514031843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514031843.wav	94.7457	X	0	1	X	Y	
122	122	130	Spectrogram 1	1	37559.710031865	37560.006188135	827.354	1452.915	ST2_Site5_67145740.220514033343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514033343.wav	57.4425	X	0	1	X	Y	
123	123	131	Spectrogram 1	1	38359.909673837	38360.388564827	423.767	2798.206	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	257.5718	X	0	1	X	Y	
124	124	132	Spectrogram 1	1	38361.982767725	38362.474261109	497.758	2293.722	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	259.6449	X	0	1	X	Y	
125	125	133	Spectrogram 1	1	38368.433591443	38368.874675249	417.04	2878.924	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	266.0958	X	0	1	X	Y	
126	126	134	Spectrogram 1	1	38370.878455967	38371.180913434	558.296	2838.565	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	268.5406	X	0	1	X	Y	
127	127	135	Spectrogram 1	1	38373.028893314	38373.671615432	47.085	1540.359	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	270.6911	Y	1	0	X	G	
128	128	136	Spectrogram 1	1	38376.238456158	38376.5976244	524.664	1190.583	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	273.9006	X	0	1	X	Y	
129	129	137	Spectrogram 1	1	38378.206671823	38378.584743657	127.803	2784.753	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	275.8688	X	0	1	X	Y	
130	130	138	Spectrogram 1	1	38379.479513663	38379.794573525	477.578	1103.139	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	277.1417	X	0	1	X	Y	
131	131	139	Spectrogram 1	1	38381.546306354	38381.949582976	390.135	1197.309	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	279.2085	X	0	1	X	Y	
132	132	140	Spectrogram 1	1	38384.05418285	38384.394447501	417.04	1278.027	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	281.7164	X	0	1	X	Y	
133	133	141	Spectrogram 1	1	38386.334278706	38386.630434976	511.211	1311.659	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	283.9964	X	0	1	X	Y	
134	134	142	Spectrogram 1	1	38388.21203548	38388.457782172	464.126	1311.659	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	285.8742	X	0	1	X	Y	
135	135	143	Spectrogram 1	1	38389.66761204	38389.970069506	484.305	1459.641	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	287.3298	X	0	1	X	Y	
136	136	144	Spectrogram 1	1	38391.135790994	38391.381537685	625.561	1244.395	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	288.798	X	0	1	X	Y	
137	137	145	Spectrogram 1	1	38396.159477851	38396.512344896	410.314	1015.695	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	293.8216	X	0	1	Y	Y	BS >1KHZ
138	138	146	Spectrogram 1	1	38545.488745035	38546.125165955	464.126	1479.821	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	143.1054	X	0	2	X	Y	
139	139	147	Spectrogram 1	1	38552.27282288	38553.003761758	390.135	2912.556	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	149.8895	X	0	1	X	Y	
140	140	148	Spectrogram 1	1	38554.497145501	38554.969735293	538.117	2905.83	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	152.1138	X	0	1	X	Y	
141	141	149	Spectrogram 1	1	38559.582589401	38560.893238425	403.587	2717.489	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	157.1993	X	0	1	X	Y	
142	142	150	Spectrogram 1	1	38562.10936949	38563.665765205	410.314	921.525	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	159.726	X	0	1	X	Y	
143	143	151	Spectrogram 1	1	38564.646376232	38565.156773207	329.596	2704.036	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	162.263	X	0	1	X	Y	
144	144	152	Spectrogram 1	1	38566.738373711	38567.192059912	484.305	1150.224	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	164.355	X	0	1	X	Y	
145	145	153	Spectrogram 1	1	38569.019407108	38569.359671758	417.04	1042.601	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	166.6361	X	0	1	X	Y	
146	146	154	Spectrogram 1	1	38572.017719824	38572.250864121	470.852	1109.865	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	169.6344	X	0	1	X	Y	
147	147	155	Spectrogram 1	1	38575.174619635	38575.514884285	356.502	982.063	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	172.7913	X	0	1	X	Y	
148	148	156	Spectrogram 1	1	38684.735246654	38685.119619685	618.834	1163.677	ST2_Site5_67145740.220514034843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034843.wav	282.3519	X	0	1	X	Y	
149	149	157	Spectrogram 1	1	38712.386977429	38712.695736093	645.74	2125.561	ST2_Site5_67145740.220514035343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514035343.wav	10.008	X	0	1	X	Y	
150	150	158	Spectrogram 1	1	38719.964658626	38720.27341729	376.682	2239.91	ST2_Site5_67145740.220514035343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514035343.wav	17.5857	X	0	1	X	Y	
151	151	159	Spectrogram 1	1	38731.883153013	38732.645597877	322.87	2609.865	ST2_Site5_67145740.220514035343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514035343.wav	29.5042	X	0	1	X	Y	
152	152	160	Spectrogram 1	1	38770.091121021	38770.500698841	147.982	2085.202	ST2_Site5_67145740.220514035343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514035343.wav	67.7121	X	0	1	X	Y	
153	153	161	Spectrogram 1	1	40133.02299264	40133.281341727	289.238	2488.789	ST2_Site5_67145740.220514041343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514041343.wav	230.5117	X	0	1	X	Y	
154	154	162	Spectrogram 1	1	41171.085151021	41171.356102502	968.61	1365.471	ST2_Site5_67145740.220514043344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043344.wav	68.4675	X	0	1	X	Y	
155	155	163	Spectrogram 1	1	41172.509221594	41172.748667089	1002.242	1291.48	ST2_Site5_67145740.220514043344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043344.wav	69.8916	X	0	1	X	Y	
156	156	164	Spectrogram 1	1	41437.376857851	41437.849447643	491.031	2926.009	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	34.7772	X	0	1	X	Y	
157	157	165	Spectrogram 1	1	41514.469452218	41514.75930729	894.619	2044.843	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	111.8698	X	0	1	X	Y	
158	158	166	Spectrogram 1	1	41515.852936623	41516.596477896	363.229	2912.556	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	113.2533	X	0	1	X	Y	
159	159	167	Spectrogram 1	1	41517.283308393	41518.089861638	390.135	2858.744	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	114.6836	X	0	1	X	Y	
160	160	168	Spectrogram 1	1	41524.900518301	41525.114759006	908.072	1183.857	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	122.3009	X	0	1	X	Y	
161	161	169	Spectrogram 1	1	41525.656661968	41526.293082888	538.117	1614.35	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	123.057	X	0	1	X	Y	
162	162	170	Spectrogram 1	1	41526.891696625	41527.458804375	356.502	2771.3	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	124.292	X	0	1	X	Y	
163	163	171	Spectrogram 1	1	41529.20927799	41529.996927643	269.058	2939.462	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	126.6096	X	0	1	X	Y	
164	164	172	Spectrogram 1	1	41530.557734197	41531.282371878	154.709	2973.094	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	127.9581	X	0	1	X	Y	
165	165	173	Spectrogram 1	1	41536.431909893	41536.910800882	746.637	1479.821	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	133.8322	X	0	1	X	Y	
166	166	174	Spectrogram 1	1	41537.547221802	41538.0072092	699.552	1607.623	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	134.9476	X	0	1	X	Y	
167	167	175	Spectrogram 1	1	41543.691427851	41544.573595463	800.448	1271.3	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	141.0918	X	0	1	X	Y	
168	168	176	Spectrogram 1	1	41613.532688626	41613.746929332	807.175	1150.224	ST2_Site5_67145740.220514043844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514043844.wav	210.933	X	0	1	X	Y	
169	169	177	Spectrogram 1	1	41865.195247688	41865.774957833	713.004	2448.43	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	162.5207	X	0	1	X	Y	
170	170	178	Spectrogram 1	1	41867.079305659	41868.131605596	605.381	2065.022	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	164.4048	X	0	1	X	Y	
171	171	179	Spectrogram 1	1	41875.563664096	41875.791626938	914.798	1429.213	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	172.8892	X	0	1	X	Y	
172	172	180	Spectrogram 1	1	41882.758577377	41882.960215688	937.079	1247.191	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	180.0841	X	0	1	X	Y	
173	173	181	Spectrogram 1	1	41890.995649824	41891.329613277	451.685	1159.551	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	188.3211	X	0	1	X	Y	
174	174	182	Spectrogram 1	1	41887.09520874	41887.656015293	330.337	1800.0	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	184.4207	Y	2	0	X	B	FAINT
175	175	183	Spectrogram 1	1	41888.065593113	41888.588592483	377.528	1604.494	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	185.3911	X	1	0	X	B	TOO FAINT
176	176	184	Spectrogram 1	1	41888.947760725	41889.647193617	546.067	1705.618	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	186.2733	X	0	1	X	Y	
177	177	185	Spectrogram 1	1	41933.769011443	41934.159685671	883.146	2932.584	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	231.0945	X	0	1	X	Y	
178	178	186	Spectrogram 1	1	41937.140937462	41937.443394929	903.371	1719.101	ST2_Site5_67145740.220514044344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044344.wav	234.4664	X	0	1	X	Y	
179	179	187	Spectrogram 1	1	42246.485419049	42246.932804052	876.404	2501.124	ST2_Site5_67145740.220514044844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044844.wav	243.7804	X	0	1	X	Y	
180	180	188	Spectrogram 1	1	42258.947677429	42259.470676799	829.213	1321.348	ST2_Site5_67145740.220514044844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044844.wav	256.2427	X	0	1	X	Y	
181	181	189	Spectrogram 1	1	42261.670869841	42262.099351253	802.247	2271.91	ST2_Site5_67145740.220514044844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044844.wav	258.9659	X	0	1	X	Y	
182	182	190	Spectrogram 1	1	42277.580484435	42279.155504096	40.449	222.472	ST2_Site5_67145740.220514044844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514044844.wav	274.8755	Y	1	0	X	G	
183	183	191	Spectrogram 1	1	42330.808449049	42331.110906515	74.157	323.596	ST2_Site5_67145740.220514045344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514045344.wav	28.1096	X	1	0	X	G	TOO FAINT
184	184	192	Spectrogram 1	1	44639.902517568	44640.973721096	667.416	1200.0	ST2_Site5_67145740.220514052844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514052844.wav	236.9782	X	0	1	X	Y	
185	185	193	Spectrogram 1	1	44767.827511443	44768.123667713	896.629	1375.281	ST2_Site5_67145740.220514053344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514053344.wav	64.8857	X	0	1	X	Y	
186	186	194	Spectrogram 1	1	44810.219351443	44810.427290951	775.281	1159.551	ST2_Site5_67145740.220514053344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514053344.wav	107.2775	X	0	1	X	Y	
187	187	195	Spectrogram 1	1	44811.143847101	44811.35178661	1058.427	1422.472	ST2_Site5_67145740.220514053344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514053344.wav	108.202	X	0	1	X	Y	
188	188	196	Spectrogram 1	1	45815.191023812	45815.380059728	451.685	660.674	ST2_Site5_67145740.220514054844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514054844.wav	212.172	X	0	1	X	Y	
189	189	197	Spectrogram 1	1	45816.161408185	45816.697009949	53.933	404.494	ST2_Site5_67145740.220514054844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514054844.wav	213.1424	Y	1	0	X	G	
190	190	198	Spectrogram 1	1	47526.726868696	47527.111241727	707.865	1173.034	ST2_Site5_67145740.220514061844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514061844.wav	123.5612	X	0	1	X	Y	
191	191	199	Spectrogram 1	1	49815.358115879	49815.837006868	849.438	1887.64	ST2_Site5_67145740.220514065844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514065844.wav	11.9946	X	0	1	X	Y	
192	192	200	Spectrogram 1	1	49819.600088028	49820.085280215	1065.169	1523.596	ST2_Site5_67145740.220514065844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514065844.wav	16.2366	X	0	1	X	Y	
193	193	201	Spectrogram 1	1	51393.967938626	51394.194781727	923.596	1355.056	ST2_Site5_67145740.220514072344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514072344.wav	90.4984	X	0	1	X	Y	
194	194	202	Spectrogram 1	1	54269.362465263	54269.576705968	343.82	2244.944	ST2_Site5_67145740.220514080844.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514080844.wav	265.6343	X	0	1	X	Y	
195	195	203	Spectrogram 1	1	57961.396059049	57961.704817713	842.697	1247.191	ST2_Site5_67145740.220514091344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514091344.wav	58.2017	X	0	1	X	Y	
196	196	204	Spectrogram 1	1	57962.990261947	57963.242309836	701.124	910.112	ST2_Site5_67145740.220514091344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514091344.wav	59.7959	X	0	1	X	Y	
197	197	205	Spectrogram 1	1	59372.035429049	59372.344187713	761.798	1307.865	ST2_Site5_67145740.220514093344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514093344.wav	268.7896	X	0	1	X	Y	
198	198	206	Spectrogram 1	1	59373.21375293	59373.39648765	822.472	1321.348	ST2_Site5_67145740.220514093344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514093344.wav	269.9679	X	0	1	X	Y	
199	199	207	Spectrogram 1	1	59374.398378009	59374.631522306	1051.685	1503.371	ST2_Site5_67145740.220514093344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514093344.wav	271.1525	X	0	1	X	Y	
200	200	208	Spectrogram 1	1	59377.028414035	59377.223751149	1071.91	1321.348	ST2_Site5_67145740.220514093344.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514093344.wav	273.7826	X	0	1	X	Y	
201	201	209	Spectrogram 1	1	81270.595061443	81270.891217713	296.629	2541.573	ST2_Site5_67145740.220514153845.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514153845.wav	265.4016	X	0	1	Y	Y	BS <1KHZ
202	202	210	Spectrogram 1	1	81271.716674549	81272.416107442	262.921	2278.652	ST2_Site5_67145740.220514153845.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514153845.wav	266.5232	X	0	2	Y	Y	BS <1KHZ
203	203	211	Spectrogram 1	1	82565.513392218	82565.727632924	1213.483	1442.697	ST2_Site5_67145740.220514160345.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514160345.wav	60.2069	X	0	1	X	Y	
204	204	212	Spectrogram 1	1	82569.985016047	82570.249666331	1058.427	1321.348	ST2_Site5_67145740.220514160345.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514160345.wav	64.6785	X	0	1	X	Y	
205	205	213	Spectrogram 1	1	82570.703352531	82570.936496828	1125.843	1348.315	ST2_Site5_67145740.220514160345.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514160345.wav	65.3969	X	0	1	X	Y	
206	206	214	Spectrogram 1	1	82577.510965035	82577.706302149	1004.494	1328.09	ST2_Site5_67145740.220514160345.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514160345.wav	72.2045	X	0	1	X	Y	
207	207	215	Spectrogram 1	1	85887.078582287	85887.406244543	1024.719	1402.247	ST2_Site5_67145740.220514165845.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514165845.wav	81.4647	X	0	1	X	Y	
208	208	216	Spectrogram 1	1	85887.626786446	85888.080472646	33.708	552.809	ST2_Site5_67145740.220514165845.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514165845.wav	82.0129	Y	1	0	X	G	
209	209	217	Spectrogram 1	1	85879.856884612	85880.083727713	1024.719	1355.056	ST2_Site5_67145740.220514165845.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514165845.wav	74.2431	X	0	1	X	Y	
210	210	218	Spectrogram 1	1	27144.795584524	27144.997222835	114.607	370.787	ST2_Site5_67145740.220514003843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514003843.wav	143.4039	Y	1	0	X	B	
211	211	219	Spectrogram 1	1	27214.31170264	27214.639364896	593.258	930.337	ST2_Site5_67145740.220514003843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514003843.wav	212.92	X	0	1	X	Y	
212	212	220	Spectrogram 1	1	27211.803826144	27212.364632697	40.449	647.191	ST2_Site5_67145740.220514003843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514003843.wav	210.4122	X	0	1	X	Y	NOT SURE WHAT THIS IS
213	213	221	Spectrogram 1	1	27536.987313417	27537.220457714	101.124	377.528	ST2_Site5_67145740.220514004343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514004343.wav	235.6078	X	1	0	X	G	TOO FAINT
214	214	222	Spectrogram 1	1	29152.403911021	29152.580344543	128.09	417.978	ST2_Site5_67145740.220514011343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514011343.wav	50.8079	Y	1	0	X	B	
215	215	223	Spectrogram 1	1	38372.568353837	38372.85820891	606.742	856.18	ST2_Site5_67145740.220514034343.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514034343.wav	270.2305	X	0	1	X	Y	
216	216	224	Spectrogram 1	1	23061.262585526	23061.590247782	977.528	2420.225	ST2_Site5_67145740.220513232843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220513232843.wav	260.2437	X	0	1	X	Y	
217	217	225	Spectrogram 1	1	32000.811031021	32002.310715961	377.528	1928.09	ST2_Site5_67145740.220514015843.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site5_67145740.220514015843.wav	199.0425	X	0	1	X	Y	
