Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment
822	Spectrogram 1	1	4802.374	4803.0412	0.667	2.374	698.1	1169.8	TEST__0__20180611_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180611_160801.wav	X			RS	3	1	No				
829	Spectrogram 1	1	4966.451	4967.9228	1.472	46.451	616.4	1264.2	TEST__0__20180611_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180611_180801.wav	X			RS	3	1	No				
830	Spectrogram 1	1	4962.527	4963.5671	1.04	42.527	452.8	981.1	TEST__0__20180611_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180611_180801.wav	X			RS	3	1	No				
857	Spectrogram 1	1	5089.146	5091.7559	2.61	49.146	651.4	1496.9	TEST__0__20180612_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180612_020801.wav	X			RS	3	03-Feb	No				
864	Spectrogram 1	1	5241.819	5242.8787	1.06	81.819	826.7	1415.4	TEST__0__20180612_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180612_040801.wav	X			RS	2	1	No			RS	
869	Spectrogram 1	1	5394.86	5396.0571	1.197	114.86	714	1208.8	TEST__0__20180612_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180612_060801.wav	X			RS	2	1	No			RS	
969	Spectrogram 1	1	5537.308	5538.4854	1.177	17.308	457.2	1164.9	TEST__0__20180613_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180613_100801.wav	X			RS	3	1	No			RS	
984	Spectrogram 1	1	5654.894	5656.0125	1.119	14.894	544.3	1263.5	TEST__0__20180613_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180613_140801.wav	X			RS	3	1	No				
996	Spectrogram 1	1	5803.17	5804.3278	1.158	43.17	738.7	1386.6	TEST__0__20180613_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180613_160801.wav	X			RS	2	1	No			RS	
1040	Spectrogram 1	1	6026.917	6027.7215	0.805	26.917	518.4	1114.5	TEST__0__20180614_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180614_060801.wav	X		AH	RS	2	1	No		maybe BS	RS	
1049	Spectrogram 1	1	6034.472	6035.4728	1.001	34.472	498.9	1270	TEST__0__20180614_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180614_060801.wav	X		AH	RS	2	1	No		maybe BS	RS	
1091	Spectrogram 1	1	6403.814	6404.5794	0.765	43.814	803.5	1257	TEST__0__20180614_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180614_180801.wav	X			RS	3	1	No				
1097	Spectrogram 1	1	6402.578	6403.3433	0.765	42.578	719.2	1270	TEST__0__20180614_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180614_180801.wav	X			RS	3	1	No				
1152	Spectrogram 1	1	6522.369	6523.7623	1.393	42.369	364.4	846	TEST__0__20180615_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180615_080801.wav	X			RS	1	1	No			RS	
1160	Spectrogram 1	1	6716.847	6717.8086	0.962	116.847	702.8	1561.8	TEST__0__20180615_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180615_100801.wav	X			RS	2	1	No			RS	
1161	Spectrogram 1	1	6669.137	6670.3929	1.256	69.137	872	1587.9	TEST__0__20180615_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180615_100801.wav	X			RS	2	1	No			RS	
1172	Spectrogram 1	1	6713.708	6714.65	0.942	113.708	728.9	1639.9	TEST__0__20180615_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180615_100801.wav	X			RS	2	1	No			RS	
1176	Spectrogram 1	1	6688.417	6689.4374	1.02	88.417	806.9	1626.9	TEST__0__20180615_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180615_100801.wav	X		AH	RS	2	1	No		maybe BS	RS	
1212	Spectrogram 1	1	6749.416	6750.3972	0.981	29.416	878.5	1366.6	TEST__0__20180616_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180616_000801.wav	X			RS	2	1	No			RS	
1227	Spectrogram 1	1	6840.196	6841.2557	1.06	0.196	891.5	1555.3	TEST__0__20180616_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180616_040801.wav	X		AH	RS	2	1	No		maybe BS	RS	
1274	Spectrogram 1	1	7074.419	7075.5768	1.158	114.419	527.1	1015.2	TEST__0__20180616_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180616_140801.wav	X			RS	3	1	No				
1288	Spectrogram 1	1	7170.648	7172.1198	1.472	90.648	312.4	950.1	TEST__0__20180616_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180616_200801.wav	X			RS	3	1	No				
1318	Spectrogram 1	1	7282.805	7284.0511	1.246	82.805	214.8	968	TEST__0__20180617_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180617_040801.wav	X			RS	3	1	No				
1345	Spectrogram 1	1	7358.46	7363.6332	5.173	38.46	624.7	2271.2	TEST__0__20180617_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180617_100801.wav	X			RS	3	series	No				
1406	Spectrogram 1	1	7467.206	7468.6189	1.413	27.206	124.2	719	TEST__0__20180618_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_040801.wav	X			RS	1	02-Jan	No			RS	
1411	Spectrogram 1	1	7497.938	7498.978	1.04	57.938	444.4	1006.5	TEST__0__20180618_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_040801.wav	X			RS	3	1	No				
1428	Spectrogram 1	1	7647.619	7648.4432	0.824	87.619	568.6	1163.4	TEST__0__20180618_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_060801.wav	X			RS	2	1	No			RS	
1434	Spectrogram 1	1	7697.681	7698.6426	0.962	17.681	875.8	1549	TEST__0__20180618_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_080801.wav	X			RS	3	1	No				
1456	Spectrogram 1	1	7870.674	7871.5987	0.925	70.674	241.8	699.3	TEST__0__20180618_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_120801.wav	X			RS	3	1	No				
1460	Spectrogram 1	1	7885.973	7886.856	0.883	85.973	568.6	1052.3	TEST__0__20180618_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180618_120801.wav	X			RS	3	1	No				
1638	Spectrogram 1	1	8104.624	8105.5659	0.942	64.624	366.8	805.7	TEST__0__20180620_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180620_060801.wav	X			RS	3	1	No				
1642	Spectrogram 1	1	8100.032	8101.5627	1.531	60.032	550.2	1283.8	TEST__0__20180620_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180620_060801.wav	X			RS	3	1	No				
1691	Spectrogram 1	1	8268.147	8268.9516	0.805	108.147	661.6	1205.2	TEST__0__20180620_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180620_180801.wav	X			RS	2	1	No			RS	
1693	Spectrogram 1	1	8221.479	8223.1862	1.707	61.479	222.7	956.3	TEST__0__20180620_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180620_180801.wav	X			RS	3	1	No				
1695	Spectrogram 1	1	8219.359	8220.6346	1.276	59.359	216.2	982.5	TEST__0__20180620_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180620_180801.wav	X			RS	3	1	No				
1711	Spectrogram 1	1	8300.574	8301.8103	1.236	20.574	360.3	1100.4	TEST__0__20180621_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_000801.wav	X			RS	2	1	No			RS	
1725	Spectrogram 1	1	8463.733	8464.7927	1.06	63.733	655	1349.3	TEST__0__20180621_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_020801.wav	X			RS	2	1	No			RS	
1736	Spectrogram 1	1	8555.241	8555.8886	0.648	35.241	812.2	1192.1	TEST__0__20180621_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_040801.wav	X			RS	2	1	No			RS	
1747	Spectrogram 1	1	8651.598	8652.4026	0.805	11.598	995.6	1657.2	TEST__0__20180621_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_060801.wav	X			RS	2	1	No			RS	
1749	Spectrogram 1	1	8700.668	8701.6491	0.981	60.668	327.5	897.4	TEST__0__20180621_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_060801.wav	X			RS	2	1	No			RS	
1757	Spectrogram 1	1	8736.476	8737.7319	1.256	96.476	868.4	1743.4	TEST__0__20180621_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_060801.wav	X			RS	2	1	No			RS	
1808	Spectrogram 1	1	8928.667	8929.6286	0.962	48.667	888.2	1493.4	TEST__0__20180621_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_160801.wav	X		AH	RS	2	1	No		maybe RS	RS	
1839	Spectrogram 1	1	9106.755	9107.638	0.883	106.755	578.9	1125	TEST__0__20180621_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180621_220801.wav	X			RS	3	1	No				
1992	Spectrogram 1	1	9282.197	9283.2371	1.04	42.197	584.4	1019.5	TEST__0__20180629_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180629_020801.wav	X			RS	3	1	No				
2010	Spectrogram 1	1	9398.736	9399.8938	1.158	38.736	513	1188.3	TEST__0__20180629_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180629_060801.wav	X			RS	3	1	No				
2061	Spectrogram 1	1	9495.228	9496.3662	1.138	15.228	275.7	761.5	TEST__0__20180629_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180629_120801.wav	X			RS	3	1	No				
2111	Spectrogram 1	1	9749.948	9754.1475	4.2	29.948	400.4	1765.9	TEST__0__20180630_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_000801.wav	X			RS	3	04-Mar	No				
2178	Spectrogram 1	1	10070.348	10072.3692	2.021	110.348	634.4	1030.8	TEST__0__20180630_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_100801.wav	X			RS	3	1	No				
2189	Spectrogram 1	1	10281.877	10283.1525	1.275	81.877	449.3	1070.5	TEST__0__20180630_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_140801.wav	X			RS	3	1	No				
2192	Spectrogram 1	1	10286.606	10287.391	0.785	86.606	502.2	1189.4	TEST__0__20180630_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_140801.wav	X			RS	3	1	No				
2196	Spectrogram 1	1	10285.115	10285.9784	0.863	85.115	489	1334.8	TEST__0__20180630_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180630_140801.wav	X			RS	3	1	No				
2409	Spectrogram 1	1	10500.78	10501.7219	0.942	60.78	1294	1789.7	TEST__0__20180702_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180702_040801.wav	X			RS	2	1	No			RS	
2411	Spectrogram 1	1	10457.681	10458.8582	1.177	17.681	1149.2	1710.5	TEST__0__20180702_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180702_040801.wav	X			RS	3	1	No				
2430	Spectrogram 1	1	10673.559	10674.599	1.04	113.559	64.4	1216.7	TEST__0__20180702_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180702_080801.wav	X	bark	AH	RS	3	1	No		bark		
2533	Spectrogram 1	1	10929.145	10930.2342	1.089	9.145	1119	1592.7	TEST__0__20180703_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180703_060801.wav	X			RS	2	1	No			RS	
2540	Spectrogram 1	1	11033.093	11033.8779	0.785	113.093	312.2	820.8	TEST__0__20180703_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180703_060801.wav	X			RS	3	1	No				
2722	Spectrogram 1	1	11170.636	11171.578	0.942	10.636	331.9	842.6	TEST__0__20180704_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180704_160801.wav	X			RS	2	1	No			RS	
2735	Spectrogram 1	1	11325.691	11326.5446	0.854	45.691	51.1	816.9	TEST__0__20180704_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180704_200801.wav	X			RS	1	1	No			RS	
2772	Spectrogram 1	1	11404.337	11405.4163	1.079	4.337	459.6	1321.3	TEST__0__20180705_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180705_020801.wav	X			RS	3	1	No				
2786	Spectrogram 1	1	11602.148	11603.2076	1.06	82.148	31.9	1123.4	TEST__0__20180705_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180705_060801.wav	X			RS	3	1	No				
2894	Spectrogram 1	1	12064.824	12066.1388	1.315	64.824	51.1	597.3	TEST__0__20180706_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180706_040801.wav	X			RS	2	1	No			RS	
2922	Spectrogram 1	1	12155.427	12156.4474	1.02	35.427	159.6	906.4	TEST__0__20180706_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180706_080801.wav	X			RS	3	1	No				
2925	Spectrogram 1	1	12223.666	12225.1574	1.491	103.666	57.4	652.2	TEST__0__20180706_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180706_080801.wav	X			RS	2	2	No			RS	
2949	Spectrogram 1	1	12267.517	12269.1065	1.59	27.517	408.5	1053.2	TEST__0__20180706_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180706_140801.wav	X			RS	3	02-Jan	No				
3031	Spectrogram 1	1	12658.532	12658.9834	0.451	58.532	727.3	1116.9	TEST__0__20180707_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180707_100801.wav	X			RS	3	1	No				
3038	Spectrogram 1	1	12715.225	12716.2651	1.04	115.225	746.8	1214.3	TEST__0__20180707_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180707_100801.wav	X			RS	3	1	No				
3073	Spectrogram 1	1	12820.696	12822.1286	1.433	100.696	58.4	967.5	TEST__0__20180707_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180707_200801.wav	X			RS	2	1	No			RS	
3246	Spectrogram 1	1	13083.885	13084.7681	0.883	3.885	869.1	1603	TEST__0__20180709_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180709_060801.wav	X			RS	3	1	No				
3247	Spectrogram 1	1	13171.712	13173.1838	1.472	91.712	560.1	1384.1	TEST__0__20180709_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180709_060801.wav	X			RS	3	02-Jan	No				
3261	Spectrogram 1	1	13207.928	13209.4586	1.531	7.928	115.9	798.3	TEST__0__20180709_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180709_080801.wav	X			RS	3	03-Feb	No				
3339	Spectrogram 1	1	13457.352	13458.392	1.04	17.352	824	1886.3	TEST__0__20180710_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180710_040801.wav	X			RS	3	1	No				
3400	Spectrogram 1	1	13964.536	13965.3013	0.765	44.536	392.7	1023.6	TEST__0__20180710_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180710_220801.wav	X			RS	3	1	No				
3422	Spectrogram 1	1	14094.973	14095.7579	0.785	54.973	386.3	901.3	TEST__0__20180711_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180711_040801.wav	X			RS	3	1	No				
3530	Spectrogram 1	1	14428.474	14429.5729	1.099	28.474	669.5	1017.2	TEST__0__20180712_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180712_060801.wav	X			RS	3	1	No				
3626	Spectrogram 1	1	14793.161	14794.1422	0.981	33.161	257.5	785.4	TEST__0__20180713_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180713_200801.wav	X			RS	3	1	No				
3649	Spectrogram 1	1	14909.134	14910.4684	1.334	29.134	341.2	901.3	TEST__0__20180714_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180714_020801.wav	X			RS	2	1	No			RS	
3670	Spectrogram 1	1	15182.13	15183.2682	1.138	62.13	766.1	1215.1	TEST__0__20180714_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180714_080801.wav	X			RS	2	1	No			RS	
3677	Spectrogram 1	1	15304.912	15306.4034	1.491	64.912	405.6	1223.2	TEST__0__20180714_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180714_100801.wav	X			RS	3	2	No				
3678	Spectrogram 1	1	15292.591	15294.2001	1.609	52.591	212.4	1010.7	TEST__0__20180714_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180714_100801.wav	X			RS	2	1	No			RS	
3798	Spectrogram 1	1	15518.98	15520.4322	1.452	38.98	122.3	959.2	TEST__0__20180716_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180716_060801.wav	X			RS	3	02-Jan	No				
3802	Spectrogram 1	1	15602.531	15603.9831	1.452	2.531	637.3	1461.4	TEST__0__20180716_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180716_080801.wav	X			Rs	3	04-Mar	No				
3819	Spectrogram 1	1	15827.318	15828.1225	0.804	107.318	287	926.1	TEST__0__20180716_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180716_160801.wav	X			RS	3	1	No				
3821	Spectrogram 1	1	15758.742	15759.7429	1.001	38.742	505.4	1307.6	TEST__0__20180716_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180716_160801.wav	X			RS	3	1	No				
3838	Spectrogram 1	1	15845.004	15846.0441	1.04	5.004	352.2	867.4	TEST__0__20180717_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180717_020801.wav	X			RS	3	1	No				
3880	Spectrogram 1	1	16107.473	16108.4247	0.952	27.473	384.4	795.7	TEST__0__20180717_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180717_100801.wav	X			RS	2	02-Jan	No			RS	
3910	Spectrogram 1	1	16309.411	16310.6081	1.197	109.411	489.1	1102.2	TEST__0__20180718_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180718_000801.wav	X			RS	3	1	No				
3914	Spectrogram 1	1	16219.951	16220.893	0.942	19.951	45.7	1323.9	TEST__0__20180718_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180718_000801.wav	X			RS	2	1	No			RS	
3926	Spectrogram 1	1	16410.759	16411.9168	1.158	90.759	137	1408.7	TEST__0__20180718_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180718_040801.wav	X			RS	3	1	No				
4048	Spectrogram 1	1	16771.755	16772.7362	0.981	91.755	606.5	1102.2	TEST__0__20180719_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180719_200801.wav	X			RS	3	1	No				
4053	Spectrogram 1	1	16809.557	16810.7148	1.158	9.557	626.1	1187	TEST__0__20180719_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180719_220801.wav	X			RS	3	1	No				
4081	Spectrogram 1	1	16979.549	16980.2162	0.667	59.549	600	1095.7	TEST__0__20180720_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180720_080801.wav	X			RS	3	1	No				
4086	Spectrogram 1	1	17092.356	17093.5138	1.158	52.356	345.7	919.6	TEST__0__20180720_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180720_120801.wav	X			RS	3	1	No				
4090	Spectrogram 1	1	17262.441	17263.9128	1.472	102.441	176.1	756.5	TEST__0__20180720_140801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180720_140801.wav	X			RS	3	1	No				
4093	Spectrogram 1	1	17314.171	17316.2609	2.09	34.171	185.9	795.7	TEST__0__20180720_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180720_160801.wav	X			RS	3	1	No				
4094	Spectrogram 1	1	17386.727	17387.4531	0.726	106.727	287	873.9	TEST__0__20180720_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180720_160801.wav	X			RS	3	1	No				
4115	Spectrogram 1	1	17503.177	17503.9619	0.785	103.177	45.7	991.3	TEST__0__20180721_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_080801.wav	X			RS	2	02-Jan	No			RS	
4116	Spectrogram 1	1	17567.007	17568.2825	1.275	47.007	300	1108.7	TEST__0__20180721_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_100801.wav	X			RS	3	1	No				
4117	Spectrogram 1	1	17623.419	17624.3217	0.903	103.419	665.2	1154.3	TEST__0__20180721_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_100801.wav	X			RS	2	1	No			RS	
4126	Spectrogram 1	1	17644.396	17645.4753	1.079	4.396	557.8	1135.5	TEST__0__20180721_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_160801.wav	X			RS	2	1	No			RS	
4129	Spectrogram 1	1	17860.877	17863.0258	2.149	100.877	492.2	1002.3	TEST__0__20180721_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_180801.wav	X			RS	1	03-Feb	No			RS	
4132	Spectrogram 1	1	17925.696	17926.5399	0.844	45.696	662.8	1227.4	TEST__0__20180721_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180721_200801.wav	X			RS	3	1	No				
4142	Spectrogram 1	1	18219.03	18220.9449	1.915	99.03	170.7	794.3	TEST__0__20180722_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180722_120801.wav	X			RS	2	1	No			RS	
4148	Spectrogram 1	1	18343.786	18345.1736	1.388	103.786	32.8	991.2	TEST__0__20180722_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180722_220801.wav	X			RS	3	1	No				
4149	Spectrogram 1	1	18463.342	18464.9794	1.637	103.342	544.9	1056.9	TEST__0__20180723_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_000801.wav	X			RS	3	2	No				
4152	Spectrogram 1	1	18527.372	18528.4543	1.082	47.372	597.4	1089.7	TEST__0__20180723_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_040801.wav	X			RS	3	1	No				
4155	Spectrogram 1	1	18595.022	18596.4713	1.449	115.022	46	1084.7	TEST__0__20180723_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_040801.wav	X		AH	RS	2	02-Jan	No		sounds like a yelp and maybe bark	RS	
4156	Spectrogram 1	1	18480.303	18481.2706	0.968	0.303	56.5	602.6	TEST__0__20180723_040801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_040801.wav	X			RS	2	1	No			RS	
4160	Spectrogram 1	1	18635.544	18636.5644	1.02	35.544	72.2	714	TEST__0__20180723_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_060801.wav	X			RS	3	1	No				
4164	Spectrogram 1	1	18884.93	18887.622	2.692	44.93	233	751.6	TEST__0__20180723_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_120801.wav	X			RS	1	2	No			RS	
4165	Spectrogram 1	1	18870.651	18873.0099	2.359	30.651	341.4	873.1	TEST__0__20180723_120801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_120801.wav	X			RS	3	1	No				
4169	Spectrogram 1	1	19069.879	19071.1001	1.221	109.879	196.9	807.4	TEST__0__20180723_160801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_160801.wav	X			RS	3	1	No				
4177	Spectrogram 1	1	19124.558	19125.9121	1.354	44.558	459.6	1002.1	TEST__0__20180723_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180723_220801.wav	X			RS	3	1	No				
4189	Spectrogram 1	1	19288.579	19289.6191	1.04	88.579	139.2	1158.2	TEST__0__20180724_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180724_060801.wav	X			RS	1	1	No			RS	
4204	Spectrogram 1	1	19662.099	19663.9829	1.884	102.099	69.6	651.9	TEST__0__20180724_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180724_200801.wav	X		AH	RS	1	03-Feb	No		could that be a RS?	RS	
4207	Spectrogram 1	1	19725.222	19726.6153	1.393	45.222	515.8	939.9	TEST__0__20180725_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180725_000801.wav	X			RS	3	1	No				
4208	Spectrogram 1	1	19796.172	19797.114	0.942	116.172	683.5	1221.5	TEST__0__20180725_000801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180725_000801.wav	X			RS	2	1	No			RS	
4209	Spectrogram 1	1	19829.054	19830.6828	1.629	29.054	101.7	1303	TEST__0__20180725_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180725_080801.wav	X			RS	3	2	No				
4217	Spectrogram 1	1	20099.928	20102.2043	2.276	59.928	184.3	934.3	TEST__0__20180725_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180725_200801.wav	X			RS	3	03-Feb	No				
4221	Spectrogram 1	1	20162.963	20163.9442	0.981	2.963	298.7	1099.6	TEST__0__20180726_060801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180726_060801.wav	X			RS	3	1	No				
4222	Spectrogram 1	1	20283.12	20285.5337	2.414	3.12	44.5	947	TEST__0__20180726_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180726_080801.wav	X			RS	3	03-Feb	No				
4223	Spectrogram 1	1	20293.58	20294.8359	1.256	13.58	63.6	851.7	TEST__0__20180726_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180726_080801.wav	X			RS	3	2	No				
4227	Spectrogram 1	1	20501.664	20502.8022	1.138	101.664	69.9	953.4	TEST__0__20180726_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180726_100801.wav	X			RS	3	1	No				
4233	Spectrogram 1	1	20632.148	20633.223	1.075	112.148	138.7	1285.7	TEST__0__20180726_220801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180726_220801.wav	X			RS	3	1	No				
4236	Spectrogram 1	1	20645.436	20648.3108	2.875	5.436	48.1	810.1	TEST__0__20180727_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180727_020801.wav	X			RS	3	03-Feb	No				
4264	Spectrogram 1	1	21046.142	21048.1828	2.041	46.142	87.9	803.3	TEST__0__20180728_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180728_180801.wav	X			RS	3	04-Mar	No				
4267	Spectrogram 1	1	21143.017	21145.7251	2.708	23.017	62.8	897.5	TEST__0__20180728_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180728_200801.wav	X			RS	3	4	No				
4269	Spectrogram 1	1	21320.415	21321.4115	0.997	80.415	113	1104.6	TEST__0__20180729_020801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180729_020801.wav	X	bark	AH	RS	3	1	No		bark		
4280	Spectrogram 1	1	21463.534	21465.4865	1.953	103.534	275	1043.8	TEST__0__20180729_180801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180729_180801.wav	X			RS	3	03-Feb	No				
4283	Spectrogram 1	1	21481.236	21482.2564	1.02	1.236	756.2	1225	TEST__0__20180729_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180729_200801.wav	X			RS	3	1	No				
4284	Spectrogram 1	1	21535.911	21536.7941	0.883	55.911	665.6	1321.9	TEST__0__20180729_200801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180729_200801.wav	X			RS	3	1	No				
4291	Spectrogram 1	1	21692.13	21693.1897	1.06	92.13	431.2	893.8	TEST__0__20180730_080801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_080801.wav	X			RS	3	1	No				
4294	Spectrogram 1	1	21771.48	21772.3631	0.883	51.48	931.2	1450	TEST__0__20180730_100801.wav	D:\Kitikmeot_2017_2018\TEST__0__20180730_100801.wav	X			RS	3	1	No				
